date,equity
2001-08-31,88995.81937204198
2001-09-04,89610.07288672957
2001-09-05,88195.4151556104
2001-09-06,84342.8533255606
2001-09-07,84944.82431423484
2001-09-10,86193.1341197997
2001-09-17,84267.97700960554
2001-09-18,85154.62129896031
2001-09-19,84704.36718155231
2001-09-20,84428.53214155024
2001-09-21,82284.53251608332
2001-09-24,83174.04503480604
2001-09-25,84052.03380628293
2001-09-26,84266.36357680112
2001-09-27,85167.11318276315
2001-09-28,85393.49775685409
2001-10-01,85167.4463430839
2001-10-02,85534.42039228912
2001-10-03,85766.32560457678
2001-10-04,85950.96965971448
2001-10-05,88088.69160945571
2001-10-08,88053.58861972744
2001-10-09,88221.6852690325
2001-10-10,87716.06854764633
2001-10-11,86584.01559393597
2001-10-12,86320.603778421
2001-10-15,85962.13767051917
2001-10-16,85800.46879432678
2001-10-17,85850.11473357557
2001-10-18,86305.54797471869
2001-10-19,86267.40880717782
2001-10-22,87163.10718917241
2001-10-23,86201.72362491288
2001-10-24,86391.307142209
2001-10-25,85906.91710334436
2001-10-26,85709.99378827609
2001-10-29,84603.80948558466
2001-10-30,83585.09917844489
2001-10-31,83089.76610641251
2001-11-01,85591.02462772458
2001-11-02,85891.17930313187
2001-11-05,86118.56460786656
2001-11-06,87526.62868305341
2001-11-07,87626.54564720158
2001-11-08,87282.014660544
2001-11-09,87115.28403071714
2001-11-12,87610.82832500916
2001-11-13,88677.16935300958
2001-11-14,89440.592445805
2001-11-15,90348.32286161439
2001-11-16,90411.43370282248
2001-11-19,90851.93143794395
2001-11-20,89258.40905709856
2001-11-21,89120.87264959562
2001-11-23,90525.91351035959
2001-11-26,90643.11234355856
2001-11-27,90060.65502057629
2001-11-28,87445.96161746226
2001-11-29,89358.44327052608
2001-11-30,89256.976415799
2001-12-03,89737.8841583737
2001-12-04,93788.63718693935
2001-12-05,100254.37607440008
2001-12-06,99955.71412829803
2001-12-07,97530.16542786987
2001-12-10,98075.84033994148
2001-12-11,99931.292206047
2001-12-12,103252.77104387371
2001-12-13,97948.49277558796
2001-12-14,96946.9118260179
2001-12-17,97538.27694455539
2001-12-18,98167.44523315909
2001-12-19,98149.19667332139
2001-12-20,96823.78783471983
2001-12-21,97010.25227470792
2001-12-24,96818.55765154246
2001-12-26,96860.36909717039
2001-12-27,96851.47202133632
2001-12-28,96786.79156264008
2001-12-31,96020.84523485039
2002-01-02,96745.07939020681
2002-01-03,98213.24690727085
2002-01-04,98644.41120128853
2002-01-07,97302.0575833817
2002-01-08,98699.96399336816
2002-01-09,95921.55328760762
2002-01-10,95801.12927904857
2002-01-11,90937.82827751644
2002-01-14,87724.69259666392
2002-01-15,88078.41759821028
2002-01-16,82472.05293760439
2002-01-17,86089.55278220463
2002-01-18,83177.92539168782
2002-01-22,80109.20031258395
2002-01-23,82801.97383774305
2002-01-24,83605.67592473212
2002-01-25,83684.91949065663
2002-01-28,84115.49724334407
2002-01-29,81645.842158733
2002-01-30,81781.7479808055
2002-01-31,80143.00818832329
2002-02-01,79330.14278599338
2002-02-04,77277.27139907407
2002-02-05,76971.51923886688
2002-02-06,78359.9953579909
2002-02-07,75890.34175129999
2002-02-08,75947.60760537228
2002-02-11,79274.32535776522
2002-02-12,78634.73079207836
2002-02-13,82151.49712184898
2002-02-14,81695.45622007195
2002-02-15,79976.34741863966
2002-02-19,76711.33280404376
2002-02-20,79313.66663368385
2002-02-21,75257.92896223329
2002-02-22,75174.1466023597
2002-02-25,76680.55974210387
2002-02-26,76675.70075985498
2002-02-27,76182.77965794472
2002-02-28,73940.23645450006
2002-03-01,80293.68894646906
2002-03-04,84559.46565666987
2002-03-05,86837.51245392923
2002-03-06,83245.5660558648
2002-03-07,83275.69284972125
2002-03-08,84240.23964070129
2002-03-11,83238.12439325271
2002-03-12,82514.3034306272
2002-03-13,81219.71655834702
2002-03-14,80360.86046091445
2002-03-15,81549.08710087107
2002-03-18,81607.58772719637
2002-03-19,82083.5274667469
2002-03-20,81105.88704000041
2002-03-21,82702.80278460182
2002-03-22,82150.91450824948
2002-03-25,81073.01087361382
2002-03-26,81154.54722923647
2002-03-27,81559.70836179539
2002-03-28,82724.91401192977
2002-04-01,84280.63494543606
2002-04-02,82137.81409512708
2002-04-03,80882.4001579539
2002-04-04,81660.16647240297
2002-04-05,81076.0033101627
2002-04-08,82024.0043178267
2002-04-09,80572.97382862757
2002-04-10,80436.81663262409
2002-04-11,78990.88678897108
2002-04-12,80310.92075720402
2002-04-15,81332.71599230934
2002-04-16,84011.54366845803
2002-04-17,84103.45327763798
2002-04-18,84293.6313837633
2002-04-19,84943.92192299177
2002-04-22,84092.45916264763
2002-04-23,83961.26966576983
2002-04-24,82256.469388313
2002-04-25,82537.63757425353
2002-04-26,79665.01600089743
2002-04-29,79259.64059827669
2002-04-30,79636.08841225889
2002-05-01,80126.93309545775
2002-05-02,78963.69381816307
2002-05-03,78072.76446443461
2002-05-06,77639.23243314945
2002-05-07,77606.32974648148
2002-05-08,81920.4611649707
2002-05-09,81376.87315320551
2002-05-10,80807.9134842833
2002-05-13,82025.54356813678
2002-05-14,83157.60226717514
2002-05-15,83398.86543579382
2002-05-16,83296.01392084266
2002-05-17,83347.07051131556
2002-05-20,82618.03256447818
2002-05-21,82455.16182153525
2002-05-22,83137.12589259034
2002-05-23,83432.81132880997
2002-05-24,83670.21048033044
2002-05-28,83357.91418288673
2002-05-29,81811.69936867959
2002-05-30,81751.4946034557
2002-05-31,81076.65818077387
2002-06-03,79117.90141316263
2002-06-04,80512.24839976041
2002-06-05,81283.17604108204
2002-06-06,78828.02052748638
2002-06-07,78263.10075916215
2002-06-10,78154.84113804369
2002-06-11,77520.96350224403
2002-06-12,76774.77492549845
2002-06-13,75604.83940571929
2002-06-14,76116.64122424413
2002-06-17,78182.62336682506
2002-06-18,78699.32072298766
2002-06-19,78194.98590236327
2002-06-20,77346.98098287106
2002-06-21,75689.81510501541
2002-06-24,76314.29107126973
2002-06-25,76487.21965398225
2002-06-26,75784.80594846628
2002-06-27,76389.91858350764
2002-06-28,77765.81649538904
2002-07-01,75684.72708642151
2002-07-02,75916.26973532588
2002-07-03,75520.64856545757
2002-07-05,77287.29324149396
2002-07-08,77438.9975195197
2002-07-09,76229.65489117726
2002-07-10,74815.577247582
2002-07-11,75437.58960849117
2002-07-12,75038.64754290183
2002-07-15,74701.57684612546
2002-07-16,73102.12248512474
2002-07-17,72446.21484773458
2002-07-18,71033.93772771001
2002-07-19,70303.10688425282
2002-07-22,69072.24525020404
2002-07-23,68523.24289391757
2002-07-24,70126.24514766093
2002-07-25,70041.03757061917
2002-07-26,70975.24001985385
2002-07-29,73410.04605825945
2002-07-30,77122.17739896927
2002-07-31,77156.693164502
2002-08-01,72887.96515593946
2002-08-02,74569.51065255998
2002-08-05,73220.99804146418
2002-08-06,74465.78692435262
2002-08-07,75249.4301166446
2002-08-08,76560.31386099794
2002-08-09,77041.10253541163
2002-08-12,76708.0665558083
2002-08-13,76199.59489408412
2002-08-14,78156.60822133445
2002-08-15,77928.24598412258
2002-08-16,77956.23202218056
2002-08-19,78728.52226424242
2002-08-20,78112.74036500734
2002-08-21,78844.83368834942
2002-08-22,79970.44327251223
2002-08-23,79121.17890439954
2002-08-26,79700.20088870432
2002-08-27,79755.102207465
2002-08-28,78851.7248725367
2002-08-29,78298.70188939558
2002-08-30,77553.87960080091
2002-09-03,75159.74579402858
2002-09-04,76793.52484624392
2002-09-05,74837.94757832444
2002-09-06,75262.42168533476
2002-09-09,75465.18182489365
2002-09-10,76111.13545089099
2002-09-11,76223.6682712464
2002-09-12,75170.52026968799
2002-09-13,75510.7355554538
2002-09-16,74807.66294694079
2002-09-17,74033.50488973892
2002-09-18,73100.7756646593
2002-09-19,71933.81573464484
2002-09-20,71176.24342749755
2002-09-23,68959.67773297432
2002-09-24,69303.1534867381
2002-09-25,71558.5049282141
2002-09-26,71195.63726631645
2002-09-27,69553.0595479526
2002-09-30,68833.53025293163
2002-10-01,71047.42350993428
2002-10-02,70849.80132799887
2002-10-03,69955.52780523564
2002-10-04,69600.82562545653
2002-10-07,67561.48186766676
2002-10-08,69016.52684868817
2002-10-09,67993.16973498173
2002-10-10,69985.23671353397
2002-10-11,72322.4836007345
2002-10-14,73220.09508265363
2002-10-15,75713.86497928076
2002-10-16,75890.40167814771
2002-10-17,75489.07231143337
2002-10-18,75445.03136710069
2002-10-21,76383.54951526009
2002-10-22,76758.51075618168
2002-10-23,77729.95576257375
2002-10-24,76463.44754143071
2002-10-25,77654.65629470127
2002-10-28,76644.23622747033
2002-10-29,75514.95117264248
2002-10-30,75130.98769515843
2002-10-31,75048.98083514626
2002-11-01,75821.89723716625
2002-11-04,76872.74201743645
2002-11-05,76913.34801107715
2002-11-06,78018.73406629334
2002-11-07,75441.34693359939
2002-11-08,75031.63144082257
2002-11-11,72346.24306666081
2002-11-12,74716.96062692552
2002-11-13,75296.38517348564
2002-11-14,78520.41633823753
2002-11-15,79707.34330274869
2002-11-18,80039.88607793064
2002-11-19,80239.97740886075
2002-11-20,80745.29228293314
2002-11-21,81824.95922426434
2002-11-22,81717.41787956668
2002-11-25,82130.11660281295
2002-11-26,80339.28731117879
2002-11-27,81676.6696161241
2002-11-29,81118.27879687621
2002-12-02,81450.18468383518
2002-12-03,80960.53696989096
2002-12-04,79889.41617001245
2002-12-05,78046.7175292692
2002-12-06,77211.78613618267
2002-12-09,73884.83624601149
2002-12-10,75956.11446383531
2002-12-11,76529.03671473368
2002-12-12,79127.89709912226
2002-12-13,77607.63861575857
2002-12-16,78887.320723275
2002-12-17,78601.37543404575
2002-12-18,77657.56867147837
2002-12-19,76652.35668893809
2002-12-20,75669.95600833425
2002-12-23,76970.55748455113
2002-12-24,76068.33732441317
2002-12-26,75977.73339309475
2002-12-27,76076.36393052027
2002-12-30,74826.73614310604
2002-12-31,75783.69151320469
2003-01-02,80964.82772852942
2003-01-03,80695.76276472518
2003-01-06,82047.46667460662
2003-01-07,81913.74148378416
2003-01-08,81546.03534484927
2003-01-09,82628.97455073262
2003-01-10,82606.64855442451
2003-01-13,82647.48623775832
2003-01-14,83053.19333320402
2003-01-15,82238.18777982195
2003-01-16,81474.48350796991
2003-01-17,79693.70063656008
2003-01-21,79571.56476287685
2003-01-22,79669.62416199355
2003-01-23,81189.23728157877
2003-01-24,79526.02436140212
2003-01-27,78913.2026118116
2003-01-28,79366.27801421234
2003-01-29,79788.22862741079
2003-01-30,79343.84740636163
2003-01-31,79577.8278090627
2003-02-03,79429.0054996424
2003-02-04,78502.04482115536
2003-02-05,77566.92164908211
2003-02-06,78366.91184446304
2003-02-07,77672.45574990397
2003-02-10,77808.60209737116
2003-02-11,77750.62838360289
2003-02-12,77142.86940467292
2003-02-13,77171.8992807496
2003-02-14,77756.25402318485
2003-02-18,78783.37075620962
2003-02-19,78836.88952935634
2003-02-20,78793.26246813755
2003-02-21,79261.287908554
2003-02-24,78850.0269936155
2003-02-25,78965.94830772781
2003-02-26,78650.83173170603
2003-02-27,78995.72790189434
2003-02-28,79291.01045747881
2003-03-03,78772.59866828643
2003-03-04,78584.51009539686
2003-03-05,78904.14090497697
2003-03-06,78386.17062323593
2003-03-07,78490.48044856479
2003-03-10,78155.3335579592
2003-03-11,77956.90417272417
2003-03-12,78275.11345219512
2003-03-13,79989.24079357686
2003-03-14,80209.69035499184
2003-03-17,81515.1066961802
2003-03-18,81834.84025054508
2003-03-19,81818.97550870526
2003-03-20,81983.82869150005
2003-03-21,82259.84582189216
2003-03-24,81577.26985723831
2003-03-25,82086.94429927527
2003-03-26,82191.81571582818
2003-03-27,82326.00756998376
2003-03-28,82095.95987261285
2003-03-31,80856.69538601763
2003-04-01,81056.74011971815
2003-04-02,82156.65137714267
2003-04-03,82022.85796278088
2003-04-04,81937.78967891408
2003-04-07,81749.36322589903
2003-04-08,81856.24419124059
2003-04-09,81232.22558217766
2003-04-10,81594.96065875384
2003-04-11,81528.60204203338
2003-04-14,81839.37727880324
2003-04-15,82246.26951186066
2003-04-16,82106.63096937492
2003-04-17,83160.28736130852
2003-04-21,82486.4515268506
2003-04-22,83252.51116032952
2003-04-23,84201.59386075952
2003-04-24,84361.23679852072
2003-04-25,83286.82914993807
2003-04-28,84688.91092018202
2003-04-29,85182.37300337198
2003-04-30,85222.72853487777
2003-05-01,84810.79768554389
2003-05-02,86754.05566127825
2003-05-05,86196.75160137063
2003-05-06,86658.76356281614
2003-05-07,85528.82345796529
2003-05-08,85118.59011891876
2003-05-09,86696.55244063177
2003-05-12,87991.09232282592
2003-05-13,88492.78073755877
2003-05-14,87758.6876753759
2003-05-15,88445.37194031513
2003-05-16,88737.33876912548
2003-05-19,84448.50461507964
2003-05-20,86952.7264413084
2003-05-21,87857.96286916915
2003-05-22,88775.51225110788
2003-05-23,88411.1858917363
2003-05-27,91498.03351186999
2003-05-28,91839.45873644845
2003-05-29,92580.18575956947
2003-05-30,94210.07858415048
2003-06-02,93932.03945710407
2003-06-03,93720.28123330072
2003-06-04,95586.26421623923
2003-06-05,96734.40785788419
2003-06-06,96150.88496701601
2003-06-09,94061.62623586199
2003-06-10,94909.09958831267
2003-06-11,96530.50406713315
2003-06-12,96414.5892731064
2003-06-13,94809.81519050783
2003-06-16,97187.58962293206
2003-06-17,96920.62981151468
2003-06-18,96946.90070134799
2003-06-19,94219.22486126491
2003-06-20,92881.83164572385
2003-06-23,90446.31761530502
2003-06-24,90308.60452022815
2003-06-25,90157.43604905247
2003-06-26,91139.20292937596
2003-06-27,89675.4635430104
2003-06-30,90464.08029108109
2003-07-01,92191.45749695724
2003-07-02,93581.21798357322
2003-07-03,93026.2356899419
2003-07-07,97117.30793366657
2003-07-08,98340.44435037112
2003-07-09,98210.27285587761
2003-07-10,95521.60969906364
2003-07-11,97029.63886272168
2003-07-14,99696.79580275292
2003-07-15,97881.89925615254
2003-07-16,98260.41469152668
2003-07-17,92047.83903641214
2003-07-18,92863.71857941555
2003-07-21,91217.4084733043
2003-07-22,91854.32931691327
2003-07-23,93268.2422743721
2003-07-24,91489.1710541098
2003-07-25,93490.71637596628
2003-07-28,92520.36712521296
2003-07-29,89752.7375671715
2003-07-30,87697.03294596437
2003-07-31,88655.43363284807
2003-08-01,89089.97416192753
2003-08-04,89560.7206934816
2003-08-05,87406.29564156492
2003-08-06,86418.78056308998
2003-08-07,86712.32917767539
2003-08-08,85559.94322253068
2003-08-11,87007.60757683318
2003-08-12,88894.70211862566
2003-08-13,89224.22078526764
2003-08-14,88109.28452105293
2003-08-15,87111.71493219411
2003-08-18,89694.44937942589
2003-08-19,93729.6358929083
2003-08-20,92883.78485496333
2003-08-21,94304.7821617107
2003-08-22,94951.47039680848
2003-08-25,94406.2200662315
2003-08-26,94635.40742852086
2003-08-27,96243.41515355074
2003-08-28,97237.2022499873
2003-08-29,98170.48327373438
2003-09-02,99671.64651126682
2003-09-03,98669.93303944991
2003-09-04,98966.27534768364
2003-09-05,99248.9044437951
2003-09-08,102507.65127973956
2003-09-09,100832.45553383805
2003-09-10,95478.71706173773
2003-09-11,96818.22793456941
2003-09-12,97034.92553944518
2003-09-15,95307.30814576149
2003-09-16,98949.24247015537
2003-09-17,99673.33954052262
2003-09-18,100036.92413385125
2003-09-19,100263.95580260373
2003-09-22,98209.35157082876
