date,equity
2000-04-14,102261.72333307844
2000-04-17,102293.2134510572
2000-04-18,102324.71326599292
2000-04-19,102356.22278087164
2000-04-20,102387.74199868034
2000-04-24,102419.27092240691
2000-04-25,102450.80955504016
2000-04-26,102482.35789956978
2000-04-27,102513.91595898647
2000-04-28,102545.48373628176
2000-05-01,102577.06123444816
2000-05-02,102610.21560602574
2000-05-03,102643.38069356984
2000-05-04,102676.55650054401
2000-05-05,102709.74303041295
2000-05-08,102742.94028664244
2000-05-09,102776.14827269937
2000-05-10,102809.36699205179
2000-05-11,102842.59644816889
2000-05-12,102875.8366445209
2000-05-15,102909.08758457925
2000-05-16,102942.34927181636
2000-05-17,102975.62170970603
2000-05-18,103008.90490172294
2000-05-19,103042.19885134292
2000-05-22,103075.5035620431
2000-05-23,103108.81903730155
2000-05-24,103142.14528059754
2000-05-25,103175.48229541146
2000-05-26,103208.8300852248
2000-05-30,103242.18865352024
2000-05-31,103275.55800378147
2000-06-01,103308.9381394934
2000-06-02,103340.88601865694
2000-06-05,103372.84377757534
2000-06-06,103404.81141930383
2000-06-07,103436.7889468987
2000-06-08,103468.7763634171
2000-06-09,103500.77367191708
2000-06-12,103532.78087545776
2000-06-13,103564.79797709912
2000-06-14,103596.82497990214
2000-06-15,103628.86188692866
2000-06-16,103660.90870124154
2000-06-19,103692.96542590458
2000-06-20,103725.03206398254
2000-06-21,103757.10861854102
2000-06-22,103789.19509264677
2000-06-23,103821.29148936729
2000-06-26,103853.39781177111
2000-06-27,103885.51406292772
2000-06-28,103917.64024590759
2000-06-29,103949.77636378202
2000-06-30,103981.92241962343
2000-07-03,104014.07841650501
2000-07-05,104046.15355155955
2000-07-06,104078.23857772026
2000-07-07,104110.3334980372
2000-07-10,104142.43831556154
2000-07-11,104174.55303334528
2000-07-12,104206.6776544414
2000-07-13,104238.81218190379
2000-07-14,104270.95661878736
2000-07-17,104303.11096814784
2000-07-18,104335.275233042
2000-07-19,104367.44941652754
2000-07-20,104399.6335216631
2000-07-21,104431.82755150822
2000-07-24,104464.03150912341
2000-07-25,104496.24539757014
2000-07-26,104528.46921991077
2000-07-27,104560.7029792087
2000-07-28,104592.94667852818
2000-07-31,104625.20032093448
2000-08-01,104657.46390949377
2000-08-02,104689.28060913706
2000-08-03,104721.10698130957
2000-08-04,104752.94302895176
2000-08-07,104784.78875500514
2000-08-08,104816.64416241198
2000-08-09,104848.50925411549
2000-08-10,104880.38403305977
2000-08-11,104912.26850218984
2000-08-14,104944.16266445156
2000-08-15,104976.06652279172
2000-08-16,105007.98008015806
2000-08-17,105039.9033394991
2000-08-18,105071.83630376434
2000-08-21,105103.77897590415
2000-08-22,105135.7313588698
2000-08-23,105167.69345561347
2000-08-24,105199.66526908819
2000-08-25,105231.646802248
2000-08-28,105263.63805804768
2000-08-29,105295.63903944306
2000-08-30,105327.64974939074
2000-08-31,105359.67019084826
2000-09-01,105391.70036677415
2000-09-05,105424.06231032328
2000-09-06,105456.4341910438
2000-09-07,105488.81601198703
2000-09-08,105521.20777620531
2000-09-11,105553.60948675183
2000-09-12,105586.02114668072
2000-09-13,105618.4427590471
2000-09-14,105650.874326907
2000-09-15,105683.31585331741
2000-09-18,105715.76734133615
2000-09-19,105748.22879402213
2000-09-20,105780.70021443514
2000-09-21,105813.18160563591
2000-09-22,105845.67297068608
2000-09-25,105878.17431264826
2000-09-26,105910.685634586
2000-09-27,105943.2069395638
2000-09-28,105975.73823064705
2000-09-29,106008.27951090214
2000-10-02,106040.83078339639
2000-10-03,106073.06803754844
2000-10-04,106105.31509208163
2000-10-05,106137.5719499753
2000-10-06,106169.83861420976
2000-10-09,106202.11508776624
2000-10-10,106234.40137362685
2000-10-11,106266.69747477463
2000-10-12,106299.00339419342
2000-10-13,106331.31913486814
2000-10-16,106363.64469978453
2000-10-17,106395.98009192916
2000-10-18,106428.32531428963
2000-10-19,106460.68036985445
2000-10-20,106493.04526161293
2000-10-23,106525.41999255537
2000-10-24,106557.80456567292
2000-10-25,106590.19898395776
2000-10-26,106622.60325040283
2000-10-27,106655.01736800211
2000-10-30,106687.44133975035
2000-10-31,106719.87516864337
2000-11-01,106752.31885767775
2000-11-02,106784.30642750689
2000-11-03,106816.30358218288
2000-11-06,106848.31032457767
2000-11-07,106880.32665756422
2000-11-08,106912.35258401623
2000-11-09,106944.38810680837
2000-11-10,106976.4332288161
2000-11-13,107008.48795291573
2000-11-14,107040.55228198446
2000-11-15,107072.62621890039
2000-11-16,107104.70976654241
2000-11-17,107136.80292779031
2000-11-20,107168.90570552475
2000-11-21,107201.01810262723
2000-11-22,107233.14012198016
2000-11-24,107265.2717664667
2000-11-27,107297.41303897103
2000-11-28,107329.56394237805
2000-11-29,107361.72447957368
2000-11-30,107393.89465344453
2000-12-01,107426.07446687818
2000-12-04,107457.13850674486
2000-12-05,107488.21152929639
2000-12-06,107519.29353713024
2000-12-07,107550.38453284474
2000-12-08,107581.48451903879
2000-12-11,107612.59349831218
2000-12-12,107643.71147326544
2000-12-13,107674.83844649978
2000-12-14,107705.97442061728
2000-12-15,107737.11939822054
2000-12-18,107768.2733819132
2000-12-19,107799.43637429946
2000-12-20,107830.60837798435
2000-12-21,107861.78939557365
2000-12-22,107892.97942967387
2000-12-26,107924.17848289225
2000-12-27,107955.38655783687
2000-12-28,107986.60365711652
2000-12-29,108017.82978334068
2001-01-02,108050.07653466846
2001-01-03,121510.27342445236
2001-01-04,118106.03093573422
2001-01-05,115482.59084742365
2001-01-08,118171.60440562438
2001-01-09,115055.16335470125
2001-01-10,114696.1827456031
2001-01-11,113335.2134382447
2001-01-12,113804.13828927788
2001-01-16,114953.30407391569
2001-01-17,114823.68048736427
2001-01-18,114381.5161535574
2001-01-19,113966.53596250033
2001-01-22,113865.95531355623
2001-01-23,112451.00462046654
2001-01-24,111407.1826437316
2001-01-25,114209.83135486188
2001-01-26,113953.14512592183
2001-01-29,112965.76615640188
2001-01-30,113500.7679648952
2001-01-31,113910.65267912402
2001-02-01,113375.59721511776
2001-02-02,110388.11823805215
2001-02-05,112170.07048883976
2001-02-06,109696.44463303617
2001-02-07,108541.21152297285
2001-02-08,108126.17020540114
2001-02-09,106937.47211719345
2001-02-12,106714.04883854654
2001-02-13,105873.26220389918
2001-02-14,104768.03187230046
2001-02-15,105932.9824349766
2001-02-16,100415.56764252872
2001-02-20,99094.55271333923
2001-02-21,98478.93640037384
2001-02-22,98756.61041088996
2001-02-23,98256.47965140564
2001-02-26,99006.90948128617
2001-02-27,98486.120967164
2001-02-28,97397.21232324392
2001-03-01,97879.18136102523
2001-03-02,98907.80839312018
2001-03-05,102380.09978798487
2001-03-06,104858.68498515536
2001-03-07,106480.40332413072
2001-03-08,106970.70813867038
2001-03-09,105861.28105117207
2001-03-12,102791.8485970916
2001-03-13,104598.97349810704
2001-03-14,103775.90255195046
2001-03-15,104699.3218317409
2001-03-16,103193.51968186327
2001-03-19,104161.67174121007
2001-03-20,101661.44222721113
2001-03-21,97956.02386311477
2001-03-22,99206.60841253465
2001-03-23,100273.453595664
2001-03-26,100588.78297627527
2001-03-27,101851.01460417721
2001-03-28,99392.10485803075
2001-03-29,99643.17826173447
2001-03-30,97840.3789245427
2001-04-02,94518.91370787844
2001-04-03,94567.31540340792
2001-04-04,93367.08007399528
2001-04-05,98311.05989864432
2001-04-06,94008.28140914871
2001-04-09,93505.52973834472
2001-04-10,95905.51908212053
2001-04-11,99150.36064547845
2001-04-12,101149.27975297307
2001-04-16,99171.31017903851
2001-04-17,97927.28805380732
2001-04-18,102483.26322553636
2001-04-19,105774.78397824598
2001-04-20,105159.7980486316
2001-04-23,103770.24640604257
2001-04-24,102394.41644633935
2001-04-25,103823.61288824952
2001-04-26,103756.0148358901
2001-04-27,105431.35433173586
2001-04-30,105363.69825036402
2001-05-01,106250.42978913285
2001-05-02,107434.72291859261
2001-05-03,107094.17278651542
2001-05-04,105388.21933164142
2001-05-07,104363.35941769756
2001-05-08,104108.63458504621
2001-05-09,102426.72518027716
2001-05-10,103074.31053678715
2001-05-11,101931.56216384163
2001-05-14,101405.82953379676
2001-05-15,103638.76821330548
2001-05-16,106355.69663755596
2001-05-17,106428.11801833927
2001-05-18,107445.82048926521
2001-05-21,109492.22596644014
2001-05-22,109079.54679934955
2001-05-23,107690.86213392398
2001-05-24,106977.20125167666
2001-05-25,106989.6277166845
2001-05-29,104418.8866617508
2001-05-30,102792.9471937837
2001-05-31,103148.28704274313
2001-06-01,104670.5543642933
2001-06-04,102477.98650830954
2001-06-05,103932.29677753939
2001-06-06,103354.1383045879
2001-06-07,105528.43507096778
2001-06-08,106475.97005034822
2001-06-11,105311.04110593775
2001-06-12,105776.60985263932
2001-06-13,105159.68277998525
2001-06-14,105089.03094392509
2001-06-15,104883.75892700962
2001-06-18,104696.10548873365
2001-06-19,102962.52062230109
2001-06-20,101693.0282010722
2001-06-21,102417.86086542904
2001-06-22,102692.13582469492
2001-06-25,103539.47004805184
2001-06-26,104707.45784260817
2001-06-27,105195.83192210094
2001-06-28,105980.30639413094
2001-06-29,106146.93825207018
2001-07-02,106357.45269636778
2001-07-03,106002.33182218455
2001-07-05,105095.98378908882
2001-07-06,103425.8051009543
2001-07-09,103677.39894790397
2001-07-10,102629.44231303055
2001-07-11,102485.40811259512
2001-07-12,105289.16052161528
2001-07-13,101914.88741476373
2001-07-16,100148.42868223762
2001-07-17,101261.88832098634
2001-07-18,98204.60537304285
2001-07-19,98254.82977283237
2001-07-20,98361.0946994998
2001-07-23,97884.49608087461
2001-07-24,97579.57087351536
2001-07-25,98709.17633030421
2001-07-26,98860.18151480894
2001-07-27,98625.48857265909
2001-07-30,97865.53603817051
2001-07-31,96939.82916271786
2001-08-01,97248.83487622089
2001-08-02,97543.77310021102
2001-08-03,97208.80625049147
2001-08-06,96167.13387812098
2001-08-07,96110.51329928687
2001-08-08,94580.7792439999
2001-08-09,94563.6731159344
2001-08-10,94642.06663604476
2001-08-13,95146.35461576631
2001-08-14,94330.19191364199
2001-08-15,92670.83031491947
2001-08-16,93914.90716960108
2001-08-17,91481.58793669517
2001-08-20,91662.55088334075
2001-08-21,91297.17170043927
2001-08-22,93409.3195076362
2001-08-23,93452.63692328293
2001-08-24,95434.15039696531
2001-08-27,95126.15251873911
2001-08-28,94140.20719608251
2001-08-29,93424.69856867212
2001-08-30,92222.54888524314
2001-08-31,92353.69973257066
2001-09-04,92895.36376913136
2001-09-05,91656.77440392977
2001-09-06,88271.25940197102
2001-09-07,88806.54244397192
2001-09-10,89913.0358672128
2001-09-17,88215.99329336008
2001-09-18,89003.57726422092
2001-09-19,88607.58960897979
2001-09-20,88365.64265956708
2001-09-21,86469.09172946251
2001-09-24,87262.18653806864
2001-09-25,88043.78910519245
2001-09-26,88235.95095950672
2001-09-27,89036.2256614639
2001-09-28,89238.7019225614
2001-10-01,89041.03751003554
2001-10-02,89367.89481639056
2001-10-03,89575.14282415046
2001-10-04,89740.54965582829
2001-10-05,91631.37846638921
2001-10-08,91602.76377521468
2001-10-09,91753.01417214482
2001-10-10,91310.34494342412
2001-10-11,90315.47759078445
2001-10-12,90085.23465559827
2001-10-15,89770.9327205249
2001-10-16,89630.31086607116
2001-10-17,89676.42661766976
2001-10-18,90081.20256925096
2001-10-19,90049.76294386639
2001-10-22,90843.13428306172
2001-10-23,89997.57357724187
2001-10-24,90167.29597222093
2001-10-25,89741.75888245704
2001-10-26,89569.9286232331
2001-10-29,88594.00487303872
2001-10-30,87693.57187260904
2001-10-31,87256.02672775552
2001-11-01,89480.77199447127
2001-11-02,89748.52002655587
2001-11-05,89951.79921548536
2001-11-06,91198.510894512
2001-11-07,91288.87443257816
2001-11-08,90987.43781231687
2001-11-09,90842.63507886669
2001-11-12,91282.14516900387
2001-11-13,92224.51767418637
2001-11-14,92898.62906857247
2001-11-15,93698.7188276456
2001-11-16,93756.4344886747
2001-11-19,94145.28871784077
2001-11-20,92750.39077716178
2001-11-21,92631.77116510653
2001-11-23,93869.79491763067
2001-11-26,93974.96442499795
2001-11-27,93466.34060443279
2001-11-28,91172.57164519382
2001-11-29,92862.06005597266
2001-11-30,92775.15022092019
2001-12-03,93200.42236976854
2001-12-04,96762.55658739203
2001-12-05,102409.45543980825
2001-12-06,102153.85997600385
2001-12-07,100058.88265009178
2001-12-10,100535.07127612908
2001-12-11,102146.94054008118
2001-12-12,105022.2801667434
2001-12-13,100459.7428718296
2001-12-14,99593.0252006013
2001-12-17,100109.54953642374
2001-12-18,100658.45052459823
2001-12-19,100645.12486032359
2001-12-20,99497.61231301661
2001-12-21,99662.22533137133
2001-12-24,99498.07046409999
2001-12-26,99536.90685297866
2001-12-27,99531.64983661301
2001-12-28,99477.88485762585
2001-12-31,98814.23403375408
2002-01-02,99446.00330289592
2002-01-03,100724.11654714352
2002-01-04,101099.42486685094
2002-01-07,99936.47320740184
2002-01-08,101152.48304496896
2002-01-09,98744.25767486612
2002-01-10,98640.48918482821
2002-01-11,94404.55083465306
2002-01-14,91583.17539075219
2002-01-15,91896.69137264242
2002-01-16,86948.2437040283
2002-01-17,90176.3321696988
2002-01-18,87596.72272704095
2002-01-22,84863.16507571412
2002-01-23,87277.8489103516
2002-01-24,87995.66144207366
2002-01-25,88067.23907486662
2002-01-28,88451.65859845415
2002-01-29,86255.23560534882
2002-01-30,86377.70983825864
2002-01-31,84914.14452190216
2002-02-01,84186.3575506724
2002-02-04,82343.93998242538
2002-02-05,82069.20419502682
2002-02-06,83322.81468696003
2002-02-07,81101.71040551362
2002-02-08,81154.41945562273
2002-02-11,84163.24575223567
2002-02-12,83589.63517145476
2002-02-13,86753.82019079229
2002-02-14,86347.31187878162
2002-02-15,84810.83839232504
2002-02-19,81882.09918892858
2002-02-20,84233.43399286942
2002-02-21,80589.74698069516
2002-02-22,80514.75169813739
2002-02-25,81880.88377133227
2002-02-26,81877.42827639819
2002-02-27,81432.98048357264
2002-02-28,79405.60325516197
2002-03-01,85179.88034879694
2002-03-04,89010.00884787216
2002-03-05,91040.0555800937
2002-03-06,87854.66538299187
2002-03-07,87882.57168914659
2002-03-08,88744.8803203077
2002-03-11,87852.60707354824
2002-03-12,87207.19289915268
2002-03-13,86050.46831433488
2002-03-14,85281.50250326974
2002-03-15,86349.46250505936
2002-03-18,86402.86267334943
2002-03-19,86830.23110926885
2002-03-20,85956.15111518414
2002-03-21,87389.17495726924
2002-03-22,86896.72857818713
2002-03-25,85932.95839069097
2002-03-26,86007.067498815
2002-03-27,86371.37698684192
2002-03-28,87416.47264602059
2002-04-01,88808.50538304671
2002-04-02,86898.95363216983
2002-04-03,85776.09742348043
2002-04-04,86475.00482435465
2002-04-05,85952.55575910669
2002-04-08,86803.9396549247
2002-04-09,85505.5860577113
2002-04-10,85384.29922634883
2002-04-11,84086.54153564607
2002-04-12,85276.50720944593
2002-04-15,86195.53428704524
2002-04-16,88598.74287539611
2002-04-17,88681.7704002881
2002-04-18,88852.46271476378
2002-04-19,89433.48173532475
2002-04-22,88675.95517100974
2002-04-23,88559.91057305569
2002-04-24,87039.38987981789
2002-04-25,87292.1288030279
2002-04-26,84722.4288915044
2002-04-29,84358.6106897263
2002-04-30,84698.59852997643
2002-05-01,85141.29836120814
2002-05-02,84096.39450472972
2002-05-03,83294.48958736449
2002-05-06,82904.07077323527
2002-05-07,82875.28857722139
2002-05-08,86774.49301253182
2002-05-09,86288.27062580289
2002-05-10,85778.77237379056
2002-05-13,86873.43257589162
2002-05-14,87888.93391459095
2002-05-15,88105.69811345807
2002-05-16,88014.76409106413
2002-05-17,88061.41802391701
2002-05-20,87410.65271201861
2002-05-21,87265.84243160395
2002-05-22,87877.55183060469
2002-05-23,88143.01642211154
2002-05-24,88356.23937973195
2002-05-28,88078.19776333087
2002-05-29,86696.78095593894
2002-05-30,86643.78638238454
2002-05-31,86039.58856888924
2002-06-03,84281.70655162615
2002-06-04,85539.50516156372
2002-06-05,86233.53675580461
2002-06-06,84030.56039360518
2002-06-07,83521.96274975796
2002-06-10,83425.15665296836
2002-06-11,82853.58214915541
2002-06-12,82179.70475480778
2002-06-13,81121.00553395682
2002-06-14,81586.59121219545
2002-06-17,83461.28740029197
2002-06-18,83928.96452435445
2002-06-19,83474.82024342797
2002-06-20,82709.78112073729
2002-06-21,81211.28630603243
2002-06-24,81779.16246026008
2002-06-25,81936.89855061893
2002-06-26,81301.13674756794
2002-06-27,81851.35280680408
2002-06-28,83099.74360380492
2002-07-01,81218.98955100613
2002-07-02,81430.1637064161
2002-07-03,81072.0231923802
2002-07-05,82677.68565068184
2002-07-08,82815.94749894658
2002-07-09,81722.55125842222
2002-07-10,80440.73857950678
2002-07-11,81007.5473722152
2002-07-12,80645.98150361744
2002-07-15,80340.37565960563
2002-07-16,78885.74906984405
2002-07-17,78287.7410050233
2002-07-18,76997.27480086558
2002-07-19,76327.84388180543
2002-07-22,75197.96410205154
2002-07-23,74693.08404896031
2002-07-24,76172.45250265698
2002-07-25,76095.00712399573
2002-07-26,76954.6795888908
2002-07-29,79189.34568817816
2002-07-30,82578.5658835297
2002-07-31,82610.78057551249
2002-08-01,78744.39632495357
2002-08-02,80282.46489954834
2002-08-05,79054.91371059524
2002-08-06,80193.01991576944
2002-08-07,80908.01643723858
2002-08-08,82101.55945754348
2002-08-09,82538.76265291893
2002-08-12,82237.79601965085
2002-08-13,81777.47411326903
2002-08-14,83555.5579597114
2002-08-15,83349.93424395696
2002-08-16,83376.21380953063
2002-08-19,84076.07559167527
2002-08-20,83520.59768715454
2002-08-21,84183.90112414001
2002-08-22,85201.79655699807
2002-08-23,84437.15239790606
2002-08-26,84960.97611796533
2002-08-27,85011.46738025366
2002-08-28,84197.66315552262
2002-08-29,83698.95659744352
2002-08-30,83026.21068938664
2002-09-03,80858.40880106708
2002-09-04,82346.57700169653
2002-09-05,80573.1427046065
2002-09-06,80960.75792570559
2002-09-09,81146.2382549799
2002-09-10,81734.8873189492
2002-09-11,81838.07619932559
2002-09-12,80882.24763511174
2002-09-13,81192.91922980799
2002-09-16,80554.17176292499
2002-09-17,79849.71500621525
2002-09-18,78999.39060833756
2002-09-19,77933.18779395332
2002-09-20,77239.59267269482
2002-09-23,75205.14438221556
2002-09-24,75522.95805134188
2002-09-25,77603.46691269071
2002-09-26,77271.37338659883
2002-09-27,75763.77223363801
2002-09-30,75101.43924655949
2002-10-01,77146.17113771646
2002-10-02,76965.47895120038
2002-10-03,76144.34772283
2002-10-04,75818.53229302373
2002-10-07,73939.64501279147
2002-10-08,75287.91210438068
2002-10-09,74344.16997072684
2002-10-10,76188.05929484332
2002-10-11,78341.88133710655
2002-10-14,79165.5077309363
2002-10-15,81447.86397478697
2002-10-16,81609.48372654793
2002-10-17,81245.2378758765
2002-10-18,81206.05843747481
2002-10-21,82061.75654744472
2002-10-22,82403.55389945889
2002-10-23,83286.93824328193
2002-10-24,82139.61430706175
2002-10-25,83223.3214901379
2002-10-28,82307.9902653834
2002-10-29,81282.76914685131
2002-10-30,80933.98972308912
2002-10-31,80860.16366535428
2002-11-01,81565.73390168094
2002-11-04,82523.20039273094
2002-11-05,82561.02694493665
2002-11-06,83565.97636086927
2002-11-07,81231.00168649071
2002-11-08,80858.64099283486
2002-11-11,78410.84772928144
2002-11-12,80585.89195292845
2002-11-13,81115.6053706977
2002-11-14,84055.39109640045
2002-11-15,85131.46913770771
2002-11-18,85432.97159152817
2002-11-19,85614.66294656321
2002-11-20,86071.85452244095
2002-11-21,87046.66700807019
2002-11-22,86950.85724537274
2002-11-25,87323.4208048478
2002-11-26,85713.28312548532
2002-11-27,86921.58907116139
2002-11-29,86419.75596389889
2002-12-02,86719.94050158042
2002-12-03,86279.80726409849
2002-12-04,85314.9113790507
2002-12-05,83650.78910631046
2002-12-06,82894.53551918273
2002-12-09,79873.17961349797
2002-12-10,81768.76082218239
2002-12-11,82291.57317580075
2002-12-12,84657.132871394
2002-12-13,83281.83867405761
2002-12-16,84444.76573886182
2002-12-17,84186.73095732181
2002-12-18,83332.33801015565
2002-12-19,82420.57104349269
2002-12-20,81527.69604775931
2002-12-23,82714.32800837728
2002-12-24,81894.88680889626
2002-12-26,81813.28464429517
2002-12-27,81904.08523718927
2002-12-30,80766.64404144841
2002-12-31,81641.57580206532
2003-01-02,86365.15191877687
2003-01-03,86122.9972915354
2003-01-06,87344.36949426471
2003-01-07,87224.62163013834
2003-01-08,86894.021390003
2003-01-09,87871.15545774369
2003-01-10,87851.77920891516
2003-01-13,87889.24157450827
2003-01-14,88255.01836112348
2003-01-15,87522.92228225392
2003-01-16,86835.89523991494
2003-01-17,85230.62830488753
2003-01-21,85120.79439445063
2003-01-22,85210.24534928834
2003-01-23,86586.18647051204
2003-01-24,85086.00480938911
2003-01-27,84531.90090234001
2003-01-28,84943.25519743189
2003-01-29,85326.06849060406
2003-01-30,84924.64846739302
2003-01-31,85137.24698602216
2003-02-03,85003.2142942733
2003-02-04,84164.50854394883
2003-02-05,83316.85929667641
2003-02-06,84044.62941704027
2003-02-07,83415.12204470953
2003-02-10,83539.51740109836
2003-02-11,83487.52795874182
2003-02-12,82936.00329511346
2003-02-13,82963.08509124779
2003-02-14,83495.31788809603
2003-02-18,84429.24139626013
2003-02-19,84478.45732613724
2003-02-20,84439.58640457485
2003-02-21,84864.67244795109
2003-02-24,84492.77032752562
2003-02-25,84598.56306329528
2003-02-26,84313.59373630576
2003-02-27,84627.12532751149
2003-02-28,84895.4784081884
2003-03-03,84426.50639380868
2003-03-04,84256.61690438175
2003-03-05,84547.27902904706
2003-03-06,84078.33748814608
2003-03-07,84173.69166676058
2003-03-10,83870.25587565279
2003-03-11,83690.75766828838
2003-03-12,83980.49527195076
2003-03-13,85537.31169928196
2003-03-14,85737.47853249342
2003-03-17,86918.88198257596
2003-03-18,87208.06631879388
2003-03-19,87194.4689936292
2003-03-20,87343.83268392726
2003-03-21,87593.36425351659
2003-03-24,86979.0634103877
2003-03-25,87439.58953636435
2003-03-26,87534.82316695861
2003-03-27,87656.46217050627
2003-03-28,87449.91457270902
2003-03-31,86333.63037514957
2003-04-01,86515.06562899433
2003-04-02,87509.13477997211
2003-04-03,87389.25992372891
2003-04-04,87313.27924202285
2003-04-07,87144.09058943666
2003-04-08,87241.20399213847
2003-04-09,86679.16079716473
2003-04-10,87007.3751058274
2003-04-11,86948.2074224384
2003-04-14,87229.35755623899
2003-04-15,87597.03458554554
2003-04-16,87471.90319914179
2003-04-17,88422.42769450053
2003-04-21,87816.89825447147
2003-04-22,88507.70391855596
2003-04-23,89362.18516353547
2003-04-24,89506.2722457327
2003-04-25,88542.43965427956
2003-04-28,89804.39886633564
2003-04-29,90247.89396457303
2003-04-30,90284.80434605999
2003-05-01,89916.2769079956
2003-05-02,91660.28624342616
2003-05-05,91162.79695111838
2003-05-06,91576.99315761625
2003-05-07,90567.370907445
2003-05-08,90200.53671574367
2003-05-09,91616.18512768368
2003-05-12,92774.46671773928
2003-05-13,93222.80258152832
2003-05-14,92569.20249976909
2003-05-15,93182.84454671155
2003-05-16,93443.88289685026
2003-05-19,89623.14868582289
2003-05-20,91872.67396535695
2003-05-21,92682.72919669573
2003-05-22,93502.50544009614
2003-05-23,93178.57384485315
2003-05-27,95932.12223168366
2003-05-28,96235.79974153434
2003-05-29,96893.35350110034
2003-05-30,98337.5323288659
2003-06-02,98092.75973363838
2003-06-03,97906.43939698876
2003-06-04,99556.66738672229
2003-06-05,100569.33573355101
2003-06-06,100056.82800935194
2003-06-09,98217.99128865669
2003-06-10,98967.56829074868
2003-06-11,100398.9966673381
2003-06-12,100297.7994648175
2003-06-13,98886.03765142674
2003-06-16,100985.30523775022
2003-06-17,100751.40926029994
2003-06-18,100775.33514953786
2003-06-19,98376.97573667909
2003-06-20,97196.19654325706
2003-06-23,95040.44102548293
2003-06-24,94918.76741986109
2003-06-25,94785.09657736415
2003-06-26,95659.23206636975
2003-06-27,94360.03451853688
2003-06-30,95062.95051118254
2003-07-01,96599.65313749011
2003-07-02,97832.61755971661
2003-07-03,97342.47755424064
2003-07-07,100965.55971642201
2003-07-08,102042.35122876325
2003-07-09,101928.88838780213
2003-07-10,99568.55230847203
2003-07-11,100899.44649925036
2003-07-14,103247.09923500051
2003-07-15,101657.56869920016
2003-07-16,101991.03089633743
2003-07-17,96535.48149323357
2003-07-18,97260.28230008043
2003-07-21,95802.08834522251
2003-07-22,96368.88656960809
2003-07-23,97624.85832225646
2003-07-24,96049.96639878271
2003-07-25,97828.78939914038
2003-07-28,96970.42066893986
2003-07-29,94516.72957508116
2003-07-30,92685.72666015424
2003-07-31,93543.56525035221
2003-08-01,93932.28589169032
2003-08-04,94353.02270122114
2003-08-05,92433.26825279043
2003-08-06,91550.37207357345
2003-08-07,91814.25208518417
2003-08-08,90782.52973244642
2003-08-11,92082.98447565446
2003-08-12,93773.6482863779
2003-08-13,94068.53628651782
2003-08-14,93074.67136739155
2003-08-15,92183.76076547797
2003-08-18,94497.1434777567
2003-08-19,98095.12297050975
2003-08-20,97346.86447263579
2003-08-21,98607.81188170446
2003-08-22,99180.7783478924
2003-08-25,98699.66794748287
2003-08-26,98903.2166560467
2003-08-27,100326.00212562173
2003-08-28,101203.3838406546
2003-08-29,102026.11573474898
2003-09-02,103347.04672335427
2003-09-03,102469.02670229456
2003-09-04,102730.26458577631
2003-09-05,102979.34193327307
2003-09-08,105841.22083339626
2003-09-09,104378.51038528071
2003-09-10,99689.95836611699
2003-09-11,100874.19193228243
2003-09-12,101066.05190849109
2003-09-15,99544.31355284044
2003-09-16,102763.7565642272
2003-09-17,103400.90811009007
2003-09-18,103720.90158459533
2003-09-19,103920.92192810825
