date,baseline,overlay,scalar
2008-09-08,286602.86073273234,281637.92090095335,1.0
2008-09-09,285268.2269996279,280326.40757971565,1.0
2008-09-10,289264.0647029761,284253.0237347375,1.0
2008-09-11,295426.7694804604,290308.96942983504,1.0
2008-09-12,293367.5967239473,288285.46857419965,1.0
2008-09-15,291249.03233248414,286243.41860059823,0.9808759562021899
2008-09-16,284962.98446248216,280086.2569814642,0.9966251687415629
2008-09-17,268776.9705369996,265290.4207517015,0.9300284985750713
2008-09-18,281525.3887639817,277434.65586558013,0.9651267436628168
2008-09-19,308343.36186008144,303247.52963825624,0.9767136643167842
2008-09-22,325592.2968506365,319476.689433351,0.9566896655167242
2008-09-23,331812.5522788882,325187.37420923525,0.9356532173391331
2008-09-24,295522.82287006365,291698.68448815675,0.9416154192290386
2008-09-25,296851.94772893336,292968.99138233456,0.9682765861706915
2008-09-26,297971.59804072184,294015.07473282696,0.9466776661166941
2008-09-29,290588.925266418,288100.6035599571,0.8119094045297736
2008-09-30,297432.12976456864,294168.53651666536,0.8943677816109195
2008-10-01,298875.3695823505,295438.41631936544,0.8896430178491075
2008-10-02,295816.2149950239,292933.55588145135,0.828333583320834
2008-10-03,295796.03665001364,292916.9773845477,0.8296835158242089
2008-10-06,288609.3303409729,287565.5332242412,0.7519499025048748
2008-10-07,283080.66561544815,283524.2998961778,0.7336133193340333
2008-10-08,283486.2325763653,283804.70272993646,0.6903029848507575
2008-10-09,276680.5537607372,279591.2129561482,0.6184190790460476
2008-10-10,278466.33121511445,280584.7786095777,0.5505849707514624
2008-10-13,290433.1336862183,289252.8775033821,0.7188765561721914
2008-10-14,299034.802702056,295397.79526819795,0.717301634918254
2008-10-15,286720.8098136716,288604.5678292261,0.5584595770211489
2008-10-16,292328.51719902863,291860.95761445863,0.5769086545672717
2008-10-17,291632.3284299807,291481.2309195927,0.5463101844907755
2008-10-20,297588.4705685181,295896.0199007035,0.7416004199790011
2008-10-21,295457.4909116559,294328.00924318226,0.7400254987250638
2008-10-22,287675.1891919491,290033.40742765926,0.5539598020098995
2008-10-23,294173.0007531561,293798.7784435605,0.5747712614369281
2008-10-24,291993.6814084252,292825.17603151314,0.44731513424328795
2008-10-27,286590.6496178049,290458.12314614246,0.4368531573421329
2008-10-28,298712.49335153506,297635.5239310007,0.584220788960552
2008-10-29,294351.10534444475,295243.35573620995,0.5504724763761812
2008-10-30,299548.9701347476,298527.3816131302,0.6298935053247338
