date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions,above_sma_today
2005-02-02,170917.39096485317,17.014782297031374,1,1.0,-0.011542797431635932,1.0,False,1,True
2005-02-03,169989.52940740433,17.01829328385457,1,1.0,-0.016908848562076213,1.0,False,1,True
2005-02-04,170863.39908809148,17.021804995167113,1,1.0,-0.011855045715395704,1.0,False,1,True
2005-02-07,169784.6007130152,17.025317431118495,1,1.0,-0.0180940015089527,1.0,False,1,True
2005-02-08,169784.60422617596,17.02883059185825,1,1.0,-0.01809398119567354,1.0,False,1,True
2005-02-09,169352.9671131543,17.032344477535933,1,1.0,-0.020590244567894843,1.0,False,1,True
2005-02-10,171111.6610669893,17.035859088301137,1,1.0,-0.010419285773390689,1.0,False,1,True
2005-02-11,172298.419034077,17.039374424303485,1,1.0,-0.0035559731694110616,1.0,False,1,True
2005-02-14,173636.26083367722,17.042890485692627,1,1.0,0.0,1.0,False,1,True
2005-02-15,174801.47578578215,17.046407272618247,1,1.0,0.0,1.0,False,1,True
2005-02-16,173258.67137520944,17.049924785230058,1,1.0,-0.008826057795850798,1.0,False,1,True
2005-02-17,173614.71706111144,17.053443023677804,1,1.0,-0.006789200363293902,1.0,False,1,True
2005-02-18,174477.86612985004,17.05696198811126,1,1.0,-0.0018513183223528799,1.0,False,1,True
2005-02-22,174067.8738170974,17.060481678680237,1,1.0,-0.004196792304398968,1.0,False,1,True
2005-02-23,174154.1737986196,17.06400209553457,1,1.0,-0.003703089488630398,1.0,False,1,True
2005-02-24,174423.88910031097,17.067523238824123,1,1.0,-0.0021601088029553966,1.0,False,1,True
2005-02-25,176452.26091594304,17.0710451086988,1,1.0,0.0,1.0,False,1,True
2005-02-28,176042.26860609642,17.07456770530853,1,1.0,-0.0023235510291282012,1.0,False,1,True
2005-03-01,177013.38168761609,17.07822654124538,1,1.0,0.0,1.0,False,1,True
2005-03-02,175686.301608909,17.081886161218506,1,1.0,-0.0074970814391252865,1.0,False,1,True
2005-03-03,175772.62434775862,17.08554656539591,1,1.0,-0.0070094192226171454,1.0,False,1,True
2005-03-04,178847.5006285761,17.089207753945637,1,1.0,0.0,1.0,False,1,True
2005-03-07,178092.27737900437,17.09286972703577,1,1.0,-0.004222742330144313,1.0,False,1,True
2005-03-08,178577.80748142893,17.09653248483442,1,1.0,-0.0015079708072916625,1.0,False,1,True
2005-03-09,177768.56271662688,17.100196027509742,1,1.0,-0.0060327461759311606,1.0,False,1,True
2005-03-10,178351.21167895876,17.103860355229923,1,1.0,-0.0027749485578539876,1.0,False,1,True
2005-03-11,178308.05015051394,17.107525468163185,1,1.0,-0.0030162800222486084,1.0,False,1,True
2005-03-14,177736.23091564016,17.11119136647779,1,1.0,-0.006213524790274237,1.0,False,1,True
2005-03-15,176635.7087396574,17.114858050342036,1,1.0,-0.01236693578511858,1.0,False,1,True
2005-03-16,176840.72728635368,17.11852551992425,1,1.0,-0.011220604160745945,1.0,False,1,True
2005-03-17,176635.71607538246,17.122193775392805,1,1.0,-0.012366894777257508,1.0,False,1,True
2005-03-18,176279.80197213087,17.125862816916104,1,1.0,-0.014356937147359042,1.0,False,1,True
2005-03-21,175082.13832361452,17.129532644662586,1,1.0,-0.02105350067267148,1.0,False,1,True
2005-03-22,173075.35064291029,17.133203258800727,1,1.0,-0.0322741645032397,1.0,False,1,True
2005-03-23,171920.94265888497,17.136874659499043,1,1.0,-0.038728870220426835,1.0,False,1,True
2005-03-24,171888.59222607667,17.140546846926078,1,1.0,-0.03890975300314012,1.0,False,1,True
2005-03-28,171888.595899051,17.14421982125042,1,1.0,-0.038909732470633895,1.0,False,1,True
2005-03-29,170108.28695646412,17.147893582640688,1,1.0,-0.04886407310786325,1.0,False,1,True
2005-03-30,171500.1278140114,17.151568131265538,1,1.0,-0.041081795738214306,1.0,False,1,True
2005-03-31,171424.65742547414,17.155243467293666,1,1.0,-0.04150377753309223,1.0,False,1,True
2005-04-01,171025.3858407027,17.158871937439724,1,1.0,-0.0437362467401108,1.0,False,1,True
2005-04-04,171079.41098674023,17.162501175036017,1,1.0,-0.04343417293376645,1.0,False,1,True
2005-04-05,171996.4233619389,17.166131180244864,1,1.0,-0.03830683052636252,1.0,False,1,True
2005-04-06,172481.9647410487,17.169761953228623,1,1.0,-0.03559199595145646,1.0,False,1,True
2005-04-07,173183.29816270497,17.173393494149682,1,1.0,-0.031670591299876504,1.0,False,1,True
2005-04-08,173183.30179501398,17.17702580317047,1,1.0,-0.031670570994639304,1.0,False,1,True
2005-04-11,173830.63631874678,17.180658880453443,1,1.0,-0.028051093391153633,1.0,False,1,True
2005-04-12,174262.20141880953,17.184292726161093,1,1.0,-0.0256380593941587,1.0,False,1,True
2005-04-13,172428.07447633642,17.187927340455953,1,1.0,-0.035893315614097365,1.0,False,1,True
2005-04-14,170162.30690772473,17.19156272350058,1,1.0,-0.04856202812848651,1.0,False,1,True
2005-04-15,168079.97727666475,17.195198875457574,1,1.0,-0.06020507387701701,1.0,False,1,True
2005-04-18,167465.03805393615,17.198835796489565,1,1.0,-0.06364341783673949,1.0,False,1,True
2005-04-19,169687.6137760533,17.20247348675922,1,1.0,-0.05121620630995556,1.0,False,1,True
2005-04-20,167519.066846886,17.20611194642924,1,1.0,-0.06334132364352255,1.0,False,1,True
2005-04-21,170550.78922085644,17.20975117566235,1,1.0,-0.04638988533688923,1.0,False,1,True
2005-04-22,169946.60454641754,17.213391174621332,1,1.0,-0.04976809679125778,1.0,False,1,True
2005-04-25,170842.07391594615,17.21703194346898,1,1.0,-0.04476120899237036,1.0,False,1,True
2005-04-26,168705.81324283357,17.220673482368134,1,1.0,-0.05670580238268646,1.0,False,1,True
2005-04-27,168252.6558591417,17.22431579148167,1,1.0,-0.05923956652738744,1.0,False,1,True
2005-04-28,165987.00138492687,17.227958870972486,1,1.0,-0.07190764669078001,1.0,False,1,True
2005-04-29,168651.92705064276,17.23160272100353,1,1.0,-0.0570070992658554,1.0,False,1,True
2005-05-02,168597.9657218138,17.235247341737775,1,1.0,-0.05730881625608459,1.0,False,1,True
2005-05-03,168964.75477141072,17.23889273333823,1,1.0,-0.0552579682009709,1.0,False,1,True
2005-05-04,170971.56107756175,17.24253889596794,1,1.0,-0.04403720023761157,1.0,False,1,True
2005-05-05,171219.66563658966,17.246185829789983,1,1.0,-0.04264995939060639,1.0,False,1,True
2005-05-06,170475.27607865215,17.249833534967475,1,1.0,-0.04681210622571831,1.0,False,1,True
2005-05-09,170863.63076510798,17.25348201166356,1,1.0,-0.04464067702307691,1.0,False,1,True
2005-05-10,168490.08027617275,17.257131260041426,1,1.0,-0.0579120421881747,1.0,False,1,True
2005-05-11,169245.29952906774,17.260781280264283,1,1.0,-0.0536893426845818,1.0,False,1,True
2005-05-12,167141.46082222447,17.264432072495385,1,1.0,-0.06545265332756611,1.0,False,1,True
2005-05-13,166170.4115944554,17.26808363689802,1,1.0,-0.07088213500960483,1.0,False,1,True
2005-05-16,166839.3796232417,17.271735973635508,1,1.0,-0.06714169678339059,1.0,False,1,True
2005-05-17,166817.77240789696,17.2753890828712,1,1.0,-0.06726251041534699,1.0,False,1,True
2005-05-18,168705.87161231597,17.27904296476849,1,1.0,-0.0567054760871598,1.0,False,1,True
2005-05-19,168824.5597590819,17.2826976194908,1,1.0,-0.056041848440276494,1.0,False,1,True
2005-05-20,168112.4903878525,17.28635304720159,1,1.0,-0.060023281613788844,1.0,False,1,True
2005-05-23,169504.30860971194,17.29000924806435,1,1.0,-0.052241130808244385,1.0,False,1,True
2005-05-24,169061.90578589693,17.293666222242614,1,1.0,-0.05471476238281746,1.0,False,1,True
2005-05-25,168598.02779844194,17.29732396989994,1,1.0,-0.05730846923697039,1.0,False,1,True
2005-05-26,168705.8935518424,17.30098249119992,1,1.0,-0.05670535344140328,1.0,False,1,True
2005-05-27,169407.22700125285,17.304641786306195,1,1.0,-0.0527839486346726,1.0,False,1,True
2005-05-31,167195.458356787,17.308301855382425,1,1.0,-0.06515073395437992,1.0,False,1,True
2005-06-01,168209.60067570134,17.311708568763486,1,1.0,-0.05948030205734076,1.0,False,1,True
2005-06-02,169644.50468161123,17.315115952672258,1,1.0,-0.05145724330507252,1.0,False,1,True
2005-06-03,168058.56889403288,17.318524007240722,1,1.0,-0.06032477448484929,1.0,False,1,True
2005-06-06,169169.88661664678,17.321932732600878,1,1.0,-0.05411100175647842,1.0,False,1,True
2005-06-07,170032.97903246703,17.325342128884756,1,1.0,-0.04928514502313926,1.0,False,1,True
2005-06-08,169407.25111166277,17.32875219622441,1,1.0,-0.05278381243127244,1.0,False,1,True
2005-06-09,170076.1171208205,17.33216293475192,1,1.0,-0.049043944632529264,1.0,False,1,True
2005-06-10,169428.82356758494,17.335574344599397,1,1.0,-0.05266319316343895,1.0,False,1,True
2005-06-13,168846.21560767223,17.33898642589897,1,1.0,-0.05592076153054816,1.0,False,1,True
2005-06-14,168652.03784710052,17.3423991787828,1,1.0,-0.05700647847129837,1.0,False,1,True
2005-06-15,169655.3803928341,17.345812603383067,1,1.0,-0.05139643336842861,1.0,False,1,True
2005-06-16,170205.6636912689,17.349226699831988,1,1.0,-0.04831960369046845,1.0,False,1,True
2005-06-17,172762.65918100378,17.352641468261798,1,1.0,-0.03402253227445167,1.0,False,1,True
2005-06-20,171144.3014437954,17.356056908804756,1,1.0,-0.04307134610854286,1.0,False,1,True
2005-06-21,172439.00056722935,17.359473021593157,1,1.0,-0.035832222731300316,1.0,False,1,True
2005-06-22,171921.16867403223,17.362889806759313,1,1.0,-0.0387276050656889,1.0,False,1,True
2005-06-23,169979.07764149294,17.366307264435562,1,1.0,-0.04958652692026391,1.0,False,1,True
2005-06-24,169946.76088063768,17.369725394754276,1,1.0,-0.049767221430471534,1.0,False,1,True
2005-06-27,169558.39064412157,17.373144197847846,1,1.0,-0.051938737587107306,1.0,False,1,True
2005-06-28,170529.37909091078,17.376563673848693,1,1.0,-0.04650959576122938,1.0,False,1,True
2005-06-29,169817.26424972256,17.379983822889262,1,1.0,-0.05049128317289858,1.0,False,1,True
2005-06-30,169590.6645402042,17.383404645102022,1,1.0,-0.05175828276414312,1.0,False,1,True
2005-07-01,169364.09882635102,17.386895122383937,1,1.0,-0.05302509265923224,1.0,False,1,True
2005-07-05,169558.40788622425,17.390386300531528,1,1.0,-0.05193864158505213,1.0,False,1,True
2005-07-06,169105.23904343238,17.393878179685522,1,1.0,-0.05447246980127076,1.0,False,1,True
2005-07-07,168166.5437616749,17.397370759986682,1,1.0,-0.059721049061028306,1.0,False,1,True
2005-07-08,170432.27322427108,17.40086404157579,1,1.0,-0.047052549619147656,1.0,False,1,True
2005-07-11,171662.2642155838,17.404358024593662,1,1.0,-0.04017523242830965,1.0,False,1,True
2005-07-12,173442.4898572563,17.40785270918114,1,1.0,-0.03022135756444991,1.0,False,1,True
2005-07-13,172050.65616964395,17.411348095479095,1,1.0,-0.0380035948527673,1.0,False,1,True
2005-07-14,172536.16348805875,17.414844183628425,1,1.0,-0.035288950722954994,1.0,False,1,True
2005-07-15,172083.0059588479,17.418340973770057,1,1.0,-0.03782271568092291,1.0,False,1,True
2005-07-18,171597.4943253435,17.42183846604495,1,1.0,-0.04053738394578654,1.0,False,1,True
2005-07-19,171985.95063954755,17.425336660594084,1,1.0,-0.03836538650586401,1.0,False,1,True
2005-07-20,173151.19949977266,17.42883555755847,1,1.0,-0.03185006560158922,1.0,False,1,True
2005-07-21,173507.21124102562,17.432335157079155,1,1.0,-0.02985947731101098,1.0,False,1,True
2005-07-22,173345.36505565888,17.435835459297202,1,1.0,-0.030764416913189367,1.0,False,1,True
2005-07-25,172859.87604300733,17.439336464353712,1,1.0,-0.03347895869682131,1.0,False,1,True
2005-07-26,172342.01030872294,17.44283817238981,1,1.0,-0.03637453024893852,1.0,False,1,True
2005-07-27,174316.37189676642,17.446340583546647,1,1.0,-0.02533517224616361,1.0,False,1,True
2005-07-28,175513.99748354478,17.449843697965406,1,1.0,-0.018638821545897008,1.0,False,1,True
2005-07-29,174672.43238003226,17.4533475157873,1,1.0,-0.0233443114255886,1.0,False,1,True
2005-08-01,176387.97245966797,17.456872814948227,1,1.0,-0.01375211666678612,1.0,False,1,True
2005-08-02,177650.29497066454,17.460398826163626,1,1.0,-0.006694022447700206,1.0,False,1,True
2005-08-03,178977.32569236477,17.463925549577322,1,1.0,0.0,1.0,False,1,True
2005-08-04,177520.84037016061,17.467452985333168,1,1.0,-0.008137840053233217,1.0,False,1,True
2005-08-05,176873.46777297318,17.470981133575048,1,1.0,-0.011754904926650166,1.0,False,1,True
2005-08-08,177294.21037081903,17.47450999444687,1,1.0,-0.009404089841523489,1.0,False,1,True
2005-08-09,179560.0077217275,17.478039568092573,1,1.0,0.0,1.0,False,1,True
2005-08-10,180789.9195886535,17.48156985465613,1,1.0,0.0,1.0,False,1,True
2005-08-11,183703.01390563333,17.485100854281534,1,1.0,0.0,1.0,False,1,True
2005-08-12,182570.182724364,17.488632567112816,1,1.0,-0.0061666637302102475,1.0,False,1,True
2005-08-15,182893.78385009765,17.49216499329403,1,1.0,-0.004405118733531199,1.0,False,1,True
2005-08-16,180919.40668026492,17.495698132969263,1,1.0,-0.015152776752688484,1.0,False,1,True
2005-08-17,180466.32834880758,17.499231986282627,1,1.0,-0.0176191398380744,1.0,False,1,True
2005-08-18,178524.2374333777,17.50276655337827,1,1.0,-0.02819104540921135,1.0,False,1,True
2005-08-19,179398.15237231474,17.50630183440036,1,1.0,-0.023433829293682592,1.0,False,1,True
2005-08-22,181372.6044633025,17.509837829493105,1,1.0,-0.012685763443832368,1.0,False,1,True
2005-08-23,180595.81545469322,17.51337453880073,1,1.0,-0.016914267880469146,1.0,False,1,True
2005-08-24,178686.1351904659,17.516911962467496,1,1.0,-0.027309743841046827,1.0,False,1,True
2005-08-25,179365.88026760553,17.520450100637692,1,1.0,-0.023609504732425995,1.0,False,1,True
2005-08-26,178783.15934776387,17.52398895345564,1,1.0,-0.026781586170652273,1.0,False,1,True
2005-08-29,178686.14580702447,17.527528521065683,1,1.0,-0.027309686060750165,1.0,False,1,True
2005-08-30,178168.26880264457,17.5310688036122,1,1.0,-0.030128785182122746,1.0,False,1,True
2005-08-31,181372.62923527427,17.534609801239597,1,1.0,-0.012685628623130702,1.0,False,1,True
2005-09-01,183541.27384180712,17.538179346806277,1,1.0,-0.0008804626006562693,1.0,False,1,True
2005-09-02,184188.59699406484,17.541749619030448,1,1.0,0.0,1.0,False,1,True
2005-09-06,186454.2926083683,17.545320618060035,1,1.0,0.0,1.0,False,1,True
2005-09-07,185936.42694410187,17.548892344042997,1,1.0,-0.002777459444605938,1.0,False,1,True
2005-09-08,184512.31838925087,17.55246479712732,1,1.0,-0.01041530213331944,1.0,False,1,True
2005-09-09,186939.82976539445,17.55603797746102,1,1.0,0.0,1.0,False,1,True
2005-09-12,185483.33318099225,17.559611885192147,1,1.0,-0.007791277868059544,1.0,False,1,True
2005-09-13,184220.94991862192,17.563186520468776,1,1.0,-0.014544163353630686,1.0,False,1,True
2005-09-14,184350.49430933828,17.566761883439014,1,1.0,-0.01385118962967229,1.0,False,1,True
2005-09-15,184479.94823142214,17.570337974251,1,1.0,-0.013158699850910494,1.0,False,1,True
2005-09-16,186551.49660423092,17.5739147930529,1,1.0,-0.00207733546387451,1.0,False,1,True
2005-09-19,185321.51268444816,17.577492339992915,1,1.0,-0.00865690666630109,1.0,False,1,True
2005-09-20,184641.80864973203,17.58107061521927,1,1.0,-0.012292857529728125,1.0,False,1,True
2005-09-21,184835.98209339025,17.584649618880228,1,1.0,-0.011254162655696016,1.0,False,1,True
2005-09-22,184641.81580846795,17.58822935112407,1,1.0,-0.012292819243190171,1.0,False,1,True
2005-09-23,183865.01553494026,17.59180981209912,1,1.0,-0.01644816845491932,1.0,False,1,True
2005-09-26,185871.79915877845,17.59539100195373,1,1.0,-0.005713251098742459,1.0,False,1,True
2005-09-27,185159.66186201994,17.59897292083627,1,1.0,-0.009522697691163212,1.0,False,1,True
2005-09-28,187069.38317232914,17.602555568895156,1,1.0,0.0,1.0,False,1,True
2005-09-29,189302.72469401525,17.606138946278822,1,1.0,0.0,1.0,False,1,True
2005-09-30,188072.72947212236,17.609723053135742,1,1.0,-0.006497522991218953,1.0,False,1,True
2005-10-03,187425.44740098348,17.613307889614415,1,1.0,-0.009916819110251227,1.0,False,1,True
2005-10-04,186195.41825453984,17.616893455863373,1,1.0,-0.016414502380059495,1.0,False,1,True
2005-10-05,184577.10592286725,17.620479752031173,1,1.0,-0.02496330871667357,1.0,False,1,True
2005-10-06,183703.1528715573,17.624066778266407,1,1.0,-0.029580004294894397,1.0,False,1,True
2005-10-07,184350.55520198954,17.627654534717696,1,1.0,-0.026160072908547664,1.0,False,1,True
2005-10-10,183444.2819731546,17.63124302153369,1,1.0,-0.030947501251326174,1.0,False,1,True
2005-10-11,183670.77560601206,17.634832238863076,1,1.0,-0.02975103864101205,1.0,False,1,True
2005-10-12,182440.82562464048,17.63842218685456,1,1.0,-0.036248303717837146,1.0,False,1,True
2005-10-13,182052.44425133002,17.642012865656884,1,1.0,-0.038299945471377835,1.0,False,1,True
2005-10-14,183767.93916239616,17.645604275418822,1,1.0,-0.029237767876691564,1.0,False,1,True
2005-10-17,181922.96716287747,17.649196416289175,1,1.0,-0.03898391391464189,1.0,False,1,True
2005-10-18,179819.13970678413,17.652789288416777,1,1.0,-0.050097475329170804,1.0,False,1,True
2005-10-19,181275.67738470776,17.65638289195049,1,1.0,-0.04240325075027738,1.0,False,1,True
2005-10-20,177132.65923908312,17.659977227039207,1,1.0,-0.06428892700270768,1.0,False,1,True
2005-10-21,177909.4553794685,17.663572293831855,1,1.0,-0.06018546710317754,1.0,False,1,True
2005-10-24,180693.008945894,17.667168092477386,1,1.0,-0.045481222511913014,1.0,False,1,True
2005-10-25,180887.25025909944,17.670764623124782,1,1.0,-0.04445513420395323,1.0,False,1,True
2005-10-26,180563.54317635432,17.674361885923062,1,1.0,-0.0461651311625312,1.0,False,1,True
2005-10-27,180207.549841366,17.67795988102127,1,1.0,-0.04804568167386699,1.0,False,1,True
2005-10-28,181761.16114807085,17.681558608568476,1,1.0,-0.039838661365608825,1.0,False,1,True
2005-10-31,182084.8641188689,17.685158068713793,1,1.0,-0.03812868613631055,1.0,False,1,True
2005-11-01,183638.48693922878,17.68896178128254,1,1.0,-0.02992160608176442,1.0,False,1,True
2005-11-02,186163.20787442048,17.69276631195137,1,1.0,-0.01658465629166255,1.0,False,1,True
2005-11-03,186066.04758675184,17.696571660896243,1,1.0,-0.017097909804753498,1.0,False,1,True
2005-11-04,184350.62792528313,17.70037782829315,1,1.0,-0.026159689898304365,1.0,False,1,True
2005-11-07,185418.69038323962,17.704184814318122,1,1.0,-0.020517602818658522,1.0,False,1,True
2005-11-08,184965.55578238354,17.707992619147234,1,1.0,-0.022911306355716924,1.0,False,1,True
2005-11-09,184836.10924501432,17.71180124295659,1,1.0,-0.023595113408137684,1.0,False,1,True
2005-11-10,184609.56646746694,17.715610685922336,1,1.0,-0.024791835635631847,1.0,False,1,True
2005-11-11,185580.57792238254,17.71942094822066,1,1.0,-0.019662424763887566,1.0,False,1,True
2005-11-14,184480.1011254779,17.723232030027777,1,1.0,-0.025475742028617684,1.0,False,1,True
2005-11-15,183476.65271837,17.72704393151995,1,1.0,-0.03077650254091109,1.0,False,1,True
2005-11-16,183153.02501177372,17.730856652873477,1,1.0,-0.032486080191941935,1.0,False,1,True
2005-11-17,186292.6661982857,17.73467019426469,1,1.0,-0.01590078702848232,1.0,False,1,True
2005-11-18,187587.3204852883,17.738484555869967,1,1.0,-0.009061718608970403,1.0,False,1,True
2005-11-21,187846.2815358066,17.742299737865714,1,1.0,-0.007693745432057638,1.0,False,1,True
2005-11-22,188461.31868081915,17.746115740428383,1,1.0,-0.004444784566934686,1.0,False,1,True
2005-11-23,189367.59931496426,17.74993256373446,1,1.0,0.0,1.0,False,1,True
2005-11-25,187555.03818929486,17.753750207960472,1,1.0,-0.009571674087175089,1.0,False,1,True
2005-11-28,188040.5571387569,17.75756867328298,1,1.0,-0.007007777462846176,1.0,False,1,True
2005-11-29,187749.24961771147,17.761387959878583,1,1.0,-0.008546095120779714,1.0,False,1,True
2005-11-30,186292.69673615936,17.765208067923922,1,1.0,-0.016237764063316,1.0,False,1,True
2005-12-01,189788.44791449502,17.768993749166967,1,1.0,0.0,1.0,False,1,True
2005-12-02,190500.49080162993,17.77278023712066,1,1.0,0.0,1.0,False,1,True
2005-12-05,191342.0631962551,17.776567531956903,1,1.0,0.0,1.0,False,1,True
2005-12-06,191924.5991956607,17.78035563384764,1,1.0,0.0,1.0,False,1,True
2005-12-07,190662.419703625,17.784144542964853,1,1.0,-0.006576453910726006,1.0,False,1,True
2005-12-08,190629.99022765548,17.787934259480558,1,1.0,-0.006745423792194178,1.0,False,1,True
2005-12-09,192539.64389382044,17.791724783566803,1,1.0,0.0,1.0,False,1,True
2005-12-12,194967.21203146575,17.79551611539568,1,1.0,0.0,1.0,False,1,True
2005-12-13,195905.88067193312,17.79930825513932,1,1.0,0.0,1.0,False,1,True
2005-12-14,195808.81084122372,17.803101202969877,1,1.0,-0.0004955115350507905,1.0,False,1,True
2005-12-15,193996.26100033626,17.80689495905956,1,1.0,-0.009747657695640271,1.0,False,1,True
2005-12-16,195517.46185453213,17.810689523580596,1,1.0,-0.00198270011412248,1.0,False,1,True
2005-12-19,195161.46871692184,17.814484896705263,1,1.0,-0.003799864240068416,1.0,False,1,True
2005-12-20,195193.79269208934,17.81828107860587,1,1.0,-0.0036348667716522742,1.0,False,1,True
2005-12-21,196132.50657208802,17.822078069454765,1,1.0,0.0,1.0,False,1,True
2005-12-22,197265.34508287016,17.825875869424326,1,1.0,0.0,1.0,False,1,True
2005-12-23,197166.3980185949,17.82967447868698,1,1.0,-0.0005016130068003213,1.0,False,1,True
2005-12-27,195353.19228050753,17.833473897415175,1,1.0,-0.009693322468668218,1.0,False,1,True
2005-12-28,196770.7831054246,17.83727412578141,1,1.0,-0.0025071092819985456,1.0,False,1,True
2005-12-29,196836.78430483924,17.841075163958212,1,1.0,-0.0021725284737116536,1.0,False,1,True
2005-12-30,195946.59221816814,17.84487701211815,1,1.0,-0.0066851917958332015,1.0,False,1,True
2006-01-03,202507.27571214113,17.848679670433828,1,1.0,0.0,1.0,False,1,True
2006-01-04,204188.67519508366,17.852483139077886,1,1.0,0.0,1.0,False,1,True
2006-01-05,203166.62401813112,17.856287418223,1,1.0,-0.005005444010326278,1.0,False,1,True
2006-01-06,205902.9867137544,17.860092508041884,1,1.0,0.0,1.0,False,1,True
2006-01-09,206001.9187651995,17.86389840870729,1,1.0,0.0,1.0,False,1,True
2006-01-10,204155.71433521682,17.867705120392003,1,1.0,-0.008962092429821685,1.0,False,1,True
2006-01-11,205902.9981338896,17.871512643268847,1,1.0,-0.00048021124961228215,1.0,False,1,True
2006-01-12,204221.67411477023,17.875320977510686,1,1.0,-0.008641902315446976,1.0,False,1,True
2006-01-13,205012.94556689088,17.879130123290416,1,1.0,-0.0048008145428084115,1.0,False,1,True
2006-01-17,202441.40304353536,17.882940080780973,1,1.0,-0.01728391440702972,1.0,False,1,True
2006-01-18,199705.0253464312,17.88675085015533,1,1.0,-0.030567177564568452,1.0,False,1,True
2006-01-19,201979.8359893725,17.890562431586496,1,1.0,-0.01952451031290042,1.0,False,1,True
2006-01-20,198913.8105621116,17.894374825247514,1,1.0,-0.03440799026518063,1.0,False,1,True
2006-01-23,201683.081495679,17.898188031311467,1,1.0,-0.020965052697636044,1.0,False,1,True
2006-01-24,202705.20814294962,17.902002049951474,1,1.0,-0.016003319076003893,1.0,False,1,True
2006-01-25,203397.52873787133,17.90581688134069,1,1.0,-0.012642570796284764,1.0,False,1,True
2006-01-26,205804.10800822754,17.90963252565231,1,1.0,-0.0009602559714102278,1.0,False,1,True
2006-01-27,206892.02850025258,17.91344898305956,1,1.0,0.0,1.0,False,1,True
2006-01-30,207056.91272676399,17.91726625373571,1,1.0,0.0,1.0,False,1,True
2006-01-31,207254.7278012568,17.921084337854065,1,1.0,0.0,1.0,False,1,True
2006-02-01,207881.11883966558,17.924889012505158,1,1.0,0.0,1.0,False,1,True
2006-02-02,205540.43150211207,17.928694494894717,1,1.0,-0.011259758250778011,1.0,False,1,True
2006-02-03,205012.99893755277,17.93250078519423,1,1.0,-0.013796941850285311,1.0,False,1,True
2006-02-06,204716.24062535795,17.936307883575214,1,1.0,-0.015224480410108978,1.0,False,1,True
2006-02-07,203199.68392835124,17.940115790209227,1,1.0,-0.022519787969929348,1.0,False,1,True
2006-02-08,203925.02583368495,17.943924505267862,1,1.0,-0.01903057303509581,1.0,False,1,True
2006-02-09,204320.652156026,17.94773402892275,1,1.0,-0.017127435685534105,1.0,False,1,True
2006-02-10,203859.08128984473,17.951544361345555,1,1.0,-0.01934779542559313,1.0,False,1,True
2006-02-13,202441.47545895728,17.955355502707985,1,1.0,-0.02616710561407523,1.0,False,1,True
2006-02-14,204683.2421683992,17.959167453181774,1,1.0,-0.01538321758640956,1.0,False,1,True
2006-02-15,202837.1055964849,17.9629802129387,1,1.0,-0.02426394991567648,1.0,False,1,True
2006-02-16,204782.2458922929,17.966793782150575,1,1.0,-0.014906965953613136,1.0,False,1,True
2006-02-17,204188.79332010556,17.970608160989244,1,1.0,-0.01776173494999635,1.0,False,1,True
2006-02-21,204221.77321714236,17.974423349626598,1,1.0,-0.017603087082354304,1.0,False,1,True
2006-02-22,205771.26838522227,17.978239348234553,1,1.0,-0.010149330935962542,1.0,False,1,True
2006-02-23,206298.70857288063,17.98205615698507,1,1.0,-0.0076121106737653405,1.0,False,1,True
2006-02-24,206991.0744052702,17.985873776050145,1,1.0,-0.004281525214903809,1.0,False,1,True
2006-02-27,207716.34846829812,17.989692205601806,1,1.0,-0.0007926366315359509,1.0,False,1,True
2006-02-28,205804.19188714772,17.99351144581212,1,1.0,-0.009990954365412932,1.0,False,1,True
2006-03-01,207914.2579618835,17.997460021934952,1,1.0,0.0,1.0,False,1,True
2006-03-02,207518.5036944682,18.001409464550875,1,1.0,-0.0019034683851766611,1.0,False,1,True
2006-03-03,206661.37830746672,18.00535977385004,1,1.0,-0.006025962899359087,1.0,False,1,True
2006-03-06,205870.29555438875,18.009310950022634,1,1.0,-0.009830813810978042,1.0,False,1,True
2006-03-07,203364.637484795,18.013262993258888,1,1.0,-0.02188221468662234,1.0,False,1,True
2006-03-08,204056.93560045576,18.017215903749076,1,1.0,-0.01855248578019794,1.0,False,1,True
2006-03-09,203826.17483331694,18.02116968168351,1,1.0,-0.0196623700674436,1.0,False,1,True
2006-03-10,206925.07102276475,18.025124327252545,1,1.0,-0.004757686670750896,1.0,False,1,True
2006-03-13,208639.49197428033,18.02907984064658,1,1.0,0.0,1.0,False,1,True
2006-03-14,210848.37321566543,18.033036222056058,1,1.0,0.0,1.0,False,1,True
2006-03-15,211606.66873404174,18.036993471671455,1,1.0,0.0,1.0,False,1,True
2006-03-16,212298.96685491,18.040951589683292,1,1.0,0.0,1.0,False,1,True
2006-03-17,213320.95794310802,18.04491057628214,1,1.0,0.0,1.0,False,1,True
2006-03-20,213749.51526294876,18.0488704316586,1,1.0,0.0,1.0,False,1,True
2006-03-21,211540.75502536987,18.052831156003325,1,1.0,-0.01033342319202952,1.0,False,1,True
2006-03-22,213518.73584700975,18.056792749507004,1,1.0,-0.0010796907644379668,1.0,False,1,True
2006-03-23,210947.32918020015,18.060755212360366,1,1.0,-0.013109690760066928,1.0,False,1,True
2006-03-24,212628.66097098615,18.06471854475419,1,1.0,-0.005243793203068305,1.0,False,1,True
2006-03-27,212266.01850421904,18.06868274687929,1,1.0,-0.006940369998532543,1.0,False,1,True
