date,value,positions,exposure,cash
2004-02-11,355266.3945566463,1,0.2067562613082566,281812.84304965014
2004-02-12,355263.2169288749,0,0.0,355263.2169288749
2004-02-13,355305.51016898546,0,0.0,355305.51016898546
2004-02-17,355347.80844400555,0,0.0,355347.80844400555
2004-02-18,355390.1117545346,0,0.0,355390.1117545346
2004-02-19,355432.42010117206,0,0.0,355432.42010117206
2004-02-20,355474.73348451743,0,0.0,355474.73348451743
2004-02-23,355517.0519051704,0,0.0,355517.0519051704
2004-02-24,357254.75668808614,1,0.20386496718127212,284423.0274405161
2004-02-25,356247.9932477608,2,0.4021846071772063,212970.53402574212
2004-02-26,363173.9095775519,2,0.41351544798880385,212995.88766074518
2004-02-27,363493.6808084055,1,0.20238049665622446,289929.6491550013
2004-03-01,364659.9304042057,1,0.2048367796592979,289964.1645894245
2004-03-02,364657.10206470184,0,0.0,364657.10206470184
2004-03-03,364700.51362447144,0,0.0,364700.51362447144
2004-03-04,364743.9303522839,0,0.0,364743.9303522839
2004-03-05,364787.3522487544,0,0.0,364787.3522487544
2004-03-08,364830.7793144983,0,0.0,364830.7793144983
2004-03-09,364874.211550131,0,0.0,364874.211550131
2004-03-10,363616.15764967486,1,0.19721250923886444,291906.50279978797
2004-03-11,362268.65507379826,1,0.19413051754516533,291941.2535739308
2004-03-12,365635.57095322193,2,0.3996992905965546,219491.29262635292
2004-03-15,361930.8826691378,2,0.39348247675560893,219517.42254214178
2004-03-16,364070.99431695323,1,0.20692575025147758,288735.33067311626
2004-03-17,366253.9725224633,1,0.21155884825506754,288769.7039267678
2004-03-18,366249.60773387103,0,0.0,366249.60773387103
2004-03-19,366293.20887764887,0,0.0,366293.20887764887
2004-03-22,366336.81521203904,0,0.0,366336.81521203904
2004-03-23,366380.42673765955,0,0.0,366380.42673765955
2004-03-24,367547.7639185263,1,0.20249145760533607,293122.48146308196
2004-03-25,370901.8359122999,1,0.20960925880693995,293157.3769965895
2004-03-26,370897.8633705798,0,0.0,370897.8633705798
2004-03-29,370942.0178781239,0,0.0,370942.0178781239
2004-03-30,370986.177642157,0,0.0,370986.177642157
2004-03-31,371030.3426633049,0,0.0,371030.3426633049
2004-04-01,371074.51294219337,0,0.0,371074.51294219337
2004-04-02,371118.6884794484,0,0.0,371118.6884794484
2004-04-05,371162.86927569594,0,0.0,371162.86927569594
2004-04-06,371207.05533156206,0,0.0,371207.05533156206
2004-04-07,372118.6248188413,1,0.20193523020550774,296974.7646522916
2004-04-08,370623.2573693556,1,0.19861985753649983,297010.1187909407
2004-04-12,366122.1556967654,1,0.1886711237862404,297045.4771384158
2004-04-13,365186.6684339417,1,0.19802282000874472,292871.37452105415
2004-04-14,365236.2586602525,1,0.19803624854961815,292906.2401608781
2004-04-15,367055.81182706007,1,0.20191670990515773,292941.1099513734
2004-04-16,368093.62059080345,1,0.2040720960531798,292975.9838930343
2004-04-19,367751.3638786983,3,0.6038086261965919,145699.91807317847
2004-04-20,358063.79375663295,3,0.593041056252225,145717.26330152052
2004-04-21,358000.64892440184,3,0.5985491192260992,143719.67582832914
2004-04-22,360922.6293216647,3,0.6017518059654708,143736.7853135468
2004-04-23,362043.99487058027,2,0.4014230327902268,216711.19644614263
2004-04-26,356771.10094901547,2,0.3925040598255368,216736.9953981005
2004-04-27,356114.2271332695,2,0.39632032945289414,214978.91931294935
2004-04-28,353114.222746004,2,0.3911190821784251,215004.51204143898
2004-04-29,348780.6471869804,2,0.38348039218642505,215030.10781668202
2004-04-30,346648.2229281561,3,0.5974238416892564,139552.30987166328
2004-05-03,351790.2660451259,3,0.6032609861240934,139568.9232418861
2004-05-04,353650.5936723315,3,0.6053009917488742,139585.5385898911
2004-05-05,358338.4545614101,3,0.6104181559671557,139602.15591591373
2004-05-06,356850.3692232142,2,0.3928174392481847,216673.320990182
2004-05-07,355676.7135141087,1,0.1937362118669752,286769.2543885899
2004-05-10,353474.74266848766,1,0.1886170100291314,286803.3935855409
2004-05-11,355546.46359648794,2,0.3921667071407197,216112.9777323255
2004-05-12,356093.76269399474,1,0.2053141306513948,282982.6813760931
2004-05-13,354401.14278875437,2,0.40247821276468065,211762.40423737612
2004-05-14,357291.075942155,2,0.40724068327502094,211787.61404740438
2004-05-17,356692.8972153808,1,0.1983400082697675,285946.42503191484
2004-05-18,357384.77972118073,1,0.1997967386968686,285980.46627299004
2004-05-19,356532.1557273415,1,0.1977876133413223,286014.51156659395
2004-05-20,356480.4045571128,1,0.19757563878274728,286048.56091320905
2004-05-21,356614.53458018444,1,0.19778195622312092,286082.61431331775
2004-05-24,350399.1319927464,1,0.18345496422826305,286116.6717674027
2004-05-25,350401.0522711774,0,0.0,350401.0522711774
2004-05-26,350442.76668216207,0,0.0,350442.76668216207
2004-05-27,350484.48605914804,0,0.0,350484.48605914804
2004-05-28,350526.2104027265,0,0.0,350526.2104027265
2004-06-01,350567.93971348874,0,0.0,350567.93971348874
2004-06-02,350609.6739920261,0,0.0,350609.6739920261
2004-06-03,350651.4132389299,0,0.0,350651.4132389299
2004-06-04,350693.15745479165,0,0.0,350693.15745479165
2004-06-07,350734.9066402029,0,0.0,350734.9066402029
2004-06-08,350776.66079575534,0,0.0,350776.66079575534
2004-06-09,350818.41992204054,0,0.0,350818.41992204054
2004-06-10,350860.18401965033,0,0.0,350860.18401965033
2004-06-14,350901.9530891765,0,0.0,350901.9530891765
2004-06-15,350943.7271312109,0,0.0,350943.7271312109
2004-06-16,350985.5061463456,0,0.0,350985.5061463456
2004-06-17,351027.29013517254,0,0.0,351027.29013517254
2004-06-18,351069.0790982839,0,0.0,351069.0790982839
2004-06-21,351110.8730362718,0,0.0,351110.8730362718
2004-06-22,351152.67194972845,0,0.0,351152.67194972845
2004-06-23,351194.4758392463,0,0.0,351194.4758392463
2004-06-24,351236.28470541764,0,0.0,351236.28470541764
2004-06-25,351278.09854883497,0,0.0,351278.09854883497
2004-06-28,351319.9173700908,0,0.0,351319.9173700908
2004-06-29,351361.7411697777,0,0.0,351361.7411697777
2004-06-30,351403.5699484884,0,0.0,351403.5699484884
2004-07-01,351445.40370681556,0,0.0,351445.40370681556
2004-07-02,351487.2424453521,0,0.0,351487.2424453521
2004-07-06,351529.0861646908,0,0.0,351529.0861646908
2004-07-07,351570.9348654247,0,0.0,351570.9348654247
2004-07-08,351612.7885481468,0,0.0,351612.7885481468
2004-07-09,353257.6463191378,2,0.4028725795953453,210939.82708476664
2004-07-12,354283.0028199909,1,0.1966870691678307,284600.1173393486
2004-07-13,355098.2388476335,1,0.19843590542889164,284633.9983056985
2004-07-14,354990.055595822,1,0.19809617532044696,284667.8833054968
2004-07-15,353844.80930244806,1,0.19540497739539978,284701.77233922365
2004-07-16,351648.2809492942,1,0.19028278870381682,284735.66540735925
2004-07-19,350147.87887038075,1,0.18671629989853178,284769.56251038396
2004-07-20,350149.0908505948,0,0.0,350149.0908505948
2004-07-21,350190.77526617225,0,0.0,350190.77526617225
2004-07-22,350232.46464418015,0,0.0,350232.46464418015
2004-07-23,350274.1589852092,0,0.0,350274.1589852092
2004-07-26,350315.8582898503,0,0.0,350315.8582898503
2004-07-27,355229.07573673385,1,0.2110296105532192,280265.2222268309
2004-07-28,355224.9587173869,0,0.0,355224.9587173869
2004-07-29,355267.24740294844,0,0.0,355267.24740294844
2004-07-30,355309.5411228774,0,0.0,355309.5411228774
2004-08-02,355351.83987777296,0,0.0,355351.83987777296
2004-08-03,355394.1436682346,0,0.0,355394.1436682346
2004-08-04,355436.45249486173,0,0.0,355436.45249486173
2004-08-05,355478.76635825395,0,0.0,355478.76635825395
2004-08-06,355521.0852590109,0,0.0,355521.0852590109
2004-08-09,355589.50547702913,1,0.20012451907574558,284427.3267050565
2004-08-10,357391.644992557,1,0.20406313049926803,284461.1871010928
2004-08-11,357754.4924079504,1,0.20477573988444409,284495.0515281286
2004-08-12,355876.1947859908,1,0.20048341486356575,284528.9199866439
2004-08-13,356115.69319580746,1,0.20092599704485967,284562.7924771185
2004-08-16,357239.3245347767,1,0.20334451037646786,284596.6690000324
2004-08-17,356861.9319258609,1,0.20240708214571176,284630.54955586576
2004-08-18,358297.3939458188,1,0.20550794129374794,284664.4341450986
2004-08-19,358294.46608903096,0,0.0,358294.46608903096
2004-08-20,358337.1201921368,0,0.0,358337.1201921368
2004-08-23,358379.779373112,0,0.0,358379.779373112
2004-08-24,358422.4436325612,0,0.0,358422.4436325612
2004-08-25,358465.11297108885,0,0.0,358465.11297108885
2004-08-26,358507.7873892997,0,0.0,358507.7873892997
2004-08-27,358550.46688779845,0,0.0,358550.46688779845
2004-08-30,358593.15146718983,0,0.0,358593.15146718983
2004-08-31,358635.8411280788,0,0.0,358635.8411280788
2004-09-01,358678.5358710702,0,0.0,358678.5358710702
2004-09-02,358721.23569676914,0,0.0,358721.23569676914
2004-09-03,358763.9406057807,0,0.0,358763.9406057807
2004-09-07,358806.65059870994,0,0.0,358806.65059870994
2004-09-08,358849.3656761622,0,0.0,358849.3656761622
2004-09-09,358892.08583874267,0,0.0,358892.08583874267
2004-09-10,358934.8110870568,0,0.0,358934.8110870568
2004-09-13,358977.54142171005,0,0.0,358977.54142171005
2004-09-14,359020.2768433079,0,0.0,359020.2768433079
2004-09-15,359063.0173524559,0,0.0,359063.0173524559
2004-09-16,359105.7629497597,0,0.0,359105.7629497597
2004-09-17,359148.5136358252,0,0.0,359148.5136358252
2004-09-20,359191.26941125805,0,0.0,359191.26941125805
2004-09-21,359234.0302766641,0,0.0,359234.0302766641
2004-09-22,359276.7962326494,0,0.0,359276.7962326494
2004-09-23,359319.56727982,0,0.0,359319.56727982
2004-09-24,359362.3434187819,0,0.0,359362.3434187819
2004-09-27,359405.1246501413,0,0.0,359405.1246501413
2004-09-28,359447.91097450437,0,0.0,359447.91097450437
2004-09-29,363049.1465923637,1,0.20791174729025358,287566.96417210996
2004-09-30,363045.6396635551,0,0.0,363045.6396635551
2004-10-01,363088.85938256263,0,0.0,363088.85938256263
2004-10-04,363132.08424677484,0,0.0,363132.08424677484
2004-10-05,363175.31425680424,0,0.0,363175.31425680424
2004-10-06,363218.5494132634,0,0.0,363218.5494132634
2004-10-07,363261.789716765,0,0.0,363261.789716765
2004-10-08,363305.03516792174,0,0.0,363305.03516792174
2004-10-11,363348.2857673465,0,0.0,363348.2857673465
2004-10-12,363391.54151565215,0,0.0,363391.54151565215
2004-10-13,363434.80241345166,0,0.0,363434.80241345166
2004-10-14,363478.068461358,0,0.0,363478.068461358
2004-10-15,363521.3396599844,0,0.0,363521.3396599844
2004-10-18,363564.61600994394,0,0.0,363564.61600994394
2004-10-19,363607.8975118499,0,0.0,363607.8975118499
2004-10-20,367289.13428389793,1,0.20799669181198135,290894.2094143606
2004-10-21,367285.5670844887,0,0.0,367285.5670844887
2004-10-22,367329.29155676067,0,0.0,367329.29155676067
2004-10-25,366651.3150995811,1,0.19850018969558725,293870.9595001777
2004-10-26,369072.57302395947,1,0.20366354581668233,293905.94413821347
2004-10-27,371140.28124297457,1,0.20800584631595778,293940.93294108706
2004-10-28,371136.6745370309,0,0.0,371136.6745370309
2004-10-29,371180.8574744758,0,0.0,371180.8574744758
2004-11-01,371225.0456717942,0,0.0,371225.0456717942
2004-11-02,371269.2391296123,0,0.0,371269.2391296123
2004-11-03,371313.43784855626,0,0.0,371313.43784855626
2004-11-04,371357.64182925253,0,0.0,371357.64182925253
2004-11-05,371754.85677423177,1,0.20080363826568165,297105.12899102864
2004-11-08,373918.6659009363,2,0.40427002322117184,222754.5581543352
2004-11-09,372918.194867428,2,0.40260067859302523,222781.07655411545
2004-11-10,372226.56328699004,3,0.6018871713537994,148188.17000743758
2004-11-11,383209.2482619731,3,0.6132509532887627,148205.811456248
2004-11-12,383071.23156039737,1,0.1993806584528554,306694.2371775391
2004-11-15,386162.81990036677,1,0.20569580345567756,306730.7483962507
2004-11-16,386159.61942989996,0,0.0,386159.61942989996
2004-11-17,386205.5908131654,0,0.0,386205.5908131654
2004-11-18,386251.5676692146,0,0.0,386251.5676692146
2004-11-19,386774.4422612952,2,0.40087819901623845,231725.00042207708
2004-11-22,384255.89425204066,2,0.39687955292719534,231752.58673165113
2004-11-23,386959.84522293846,2,0.40102266633951494,231780.17632530967
2004-11-24,390412.28145958914,2,0.40624877799230386,231807.76920344363
2004-11-26,389229.1966340782,1,0.19745833651941644,312372.6469419243
2004-11-29,388269.3700704974,1,0.19537862565601133,312409.83416179835
2004-11-30,388133.16656056105,1,0.1950004464254648,312447.02580872236
2004-12-01,385916.26743833814,1,0.1902797361783868,312484.2218832234
2004-12-02,385916.7519181657,0,0.0,385916.7519181657
2004-12-03,385962.69438863214,0,0.0,385962.69438863214
2004-12-06,386008.6423284403,0,0.0,386008.6423284403
2004-12-07,386054.59573824133,0,0.0,386054.59573824133
2004-12-08,385436.5853505713,1,0.19869407928799873,308852.6179004294
2004-12-09,387108.9449815043,1,0.2020608408209593,308889.38606922707
2004-12-10,385510.1260653296,1,0.19865617599150634,308926.1586151877
2004-12-13,386412.81172615686,1,0.20043299248113886,308962.93553883233
2004-12-14,387604.10550683516,1,0.20279555234165808,308999.7168406822
2004-12-15,387352.2735154449,1,0.20218229335128382,309036.5025212585
2004-12-16,387870.09612417326,1,0.20315256146445665,309073.29258108244
2004-12-17,386559.96320799994,1,0.200356693809106,309110.0870206754
2004-12-20,386558.03708978975,0,0.0,386558.03708978975
2004-12-21,386604.055903729,0,0.0,386604.055903729
2004-12-22,386650.0801960985,0,0.0,386650.0801960985
2004-12-23,386696.1099675504,0,0.0,386696.1099675504
2004-12-27,386742.145218737,0,0.0,386742.145218737
2004-12-28,386788.18595031067,0,0.0,386788.18595031067
2004-12-29,386834.2321629238,0,0.0,386834.2321629238
2004-12-30,386880.2838572289,0,0.0,386880.2838572289
2004-12-31,386926.34103387856,0,0.0,386926.34103387856
2005-01-03,386972.40369352547,0,0.0,386972.40369352547
2005-01-04,387018.47183682234,0,0.0,387018.47183682234
2005-01-05,387064.545464422,0,0.0,387064.545464422
2005-01-06,387110.6245769773,0,0.0,387110.6245769773
2005-01-07,387156.7091751412,0,0.0,387156.7091751412
2005-01-10,387202.7992595668,0,0.0,387202.7992595668
2005-01-11,387248.89483090723,0,0.0,387248.89483090723
2005-01-12,387294.9958898157,0,0.0,387294.9958898157
2005-01-13,387341.1024369454,0,0.0,387341.1024369454
2005-01-14,387195.9411765936,1,0.19958703340425688,309916.6519309881
2005-01-18,386571.44380419515,1,0.19819854327496483,309953.54677050374
2005-01-19,386883.0241272621,1,0.19874890685228616,309990.4460022621
2005-01-20,386563.8562796182,1,0.19799188519443445,310027.3496267862
2005-01-21,386368.9449624261,2,0.39764943362764665,232729.552826806
2005-01-24,384235.9562700499,2,0.39423353039254655,232757.25872595204
2005-01-25,383642.10471436253,3,0.5936226559876472,155903.45956513158
2005-01-26,388704.8221092841,3,0.598867802424749,155922.0195007941
2005-01-27,387089.81423798326,1,0.19101677858232086,313149.1649002147
2005-01-28,387556.744535237,1,0.19189525410458277,313186.44456270285
2005-01-31,389414.9668682021,1,0.19565564933908425,313223.72866324603
2005-02-01,388613.37399100786,1,0.19390057530644542,313261.0172023726
2005-02-02,388612.9907908519,0,0.0,388612.9907908519
2005-02-03,388659.2542421365,0,0.0,388659.2542421365
2005-02-04,388705.52320097486,0,0.0,388705.52320097486
2005-02-07,388751.79766802257,0,0.0,388751.79766802257
2005-02-08,388798.07764393545,0,0.0,388798.07764393545
2005-02-09,388844.3631293693,0,0.0,388844.3631293693
2005-02-10,388890.6541249799,0,0.0,388890.6541249799
2005-02-11,388658.08671380556,1,0.19949114883056185,311124.23849298037
2005-02-14,391007.9095848664,1,0.2042072053653306,311161.27709280094
2005-02-15,391971.7022736095,1,0.20606942211162046,311198.32010197866
2005-02-16,393324.4375283626,1,0.2087057456261023,311235.3675210384
2005-02-17,393320.4448228257,0,0.0,393320.4448228257
2005-02-18,393367.2686853046,0,0.0,393367.2686853046
2005-02-22,393414.09812205285,0,0.0,393414.09812205285
2005-02-23,393460.93313373404,0,0.0,393460.93313373404
2005-02-24,393507.7737210119,0,0.0,393507.7737210119
2005-02-25,393554.6198845501,0,0.0,393554.6198845501
2005-02-28,393601.4716250126,0,0.0,393601.4716250126
2005-03-01,393648.32894306316,0,0.0,393648.32894306316
2005-03-02,393695.1918393659,0,0.0,393695.1918393659
2005-03-03,393742.0603145849,0,0.0,393742.0603145849
2005-03-04,393788.93436938425,0,0.0,393788.93436938425
2005-03-07,393835.8140044282,0,0.0,393835.8140044282
2005-03-08,393882.69922038115,0,0.0,393882.69922038115
2005-03-09,389501.5371078608,2,0.3933305174956245,236298.69595188473
2005-03-10,390432.94651554036,2,0.39470572640412305,236326.82674902186
2005-03-11,389588.27554115845,2,0.3933211656157926,236354.9608950634
2005-03-14,391828.7786811369,2,0.3967183850403894,236383.09839040806
2005-03-15,391551.64214559767,2,0.39621951796706933,236411.23923545453
2005-03-16,390726.35739891377,2,0.3948721939195727,236439.38343060162
2005-03-17,392797.13590009813,1,0.20906170278515432,310678.29781969194
2005-03-18,392793.0619927031,0,0.0,392793.0619927031
2005-03-21,392839.82307151175,0,0.0,392839.82307151175
2005-03-22,392886.5897171155,0,0.0,392886.5897171155
2005-03-23,392933.3619301771,0,0.0,392933.3619301771
2005-03-24,392980.1397113592,0,0.0,392980.1397113592
2005-03-28,393026.92306132487,0,0.0,393026.92306132487
2005-03-29,393073.71198073693,0,0.0,393073.71198073693
2005-03-30,393120.50647025846,0,0.0,393120.50647025846
2005-03-31,393167.30653055257,0,0.0,393167.30653055257
2005-04-01,393214.1121622824,0,0.0,393214.1121622824
2005-04-04,393260.92336611124,0,0.0,393260.92336611124
2005-04-05,393307.7401427024,0,0.0,393307.7401427024
2005-04-06,393354.5624927194,0,0.0,393354.5624927194
2005-04-07,393401.39041682566,0,0.0,393401.39041682566
2005-04-08,393448.2239156848,0,0.0,393448.2239156848
2005-04-11,393495.0629899605,0,0.0,393495.0629899605
2005-04-12,393541.9076403164,0,0.0,393541.9076403164
2005-04-13,393588.7578674164,0,0.0,393588.7578674164
2005-04-14,393635.61367192445,0,0.0,393635.61367192445
2005-04-15,389607.52498348313,1,0.19170853702075696,314916.43635662156
2005-04-18,383958.3275939319,4,0.7974497428517786,77770.85798835193
2005-04-19,392553.46928597963,4,0.8184397854132914,71272.0921203194
2005-04-20,384574.54095500975,4,0.7990424831211665,77283.14480513602
2005-04-21,397931.17977796943,4,0.805764541439945,77292.34517951758
2005-04-22,394345.43067497725,3,0.5963019361102546,159196.4868672561
2005-04-25,398341.0662245354,3,0.6003037288145621,159215.4388299784
2005-04-26,394129.1681814236,3,0.5959842460185826,159234.39304888673
2005-04-27,392028.3889205357,3,0.5937708746992545,159253.3495242497
2005-04-28,390365.91234464233,3,0.5919922738650418,159272.30825633593
2005-04-29,392798.1159086254,2,0.39886518834079165,236124.62142682343
2005-05-02,392747.8892353639,0,0.0,392747.8892353639
2005-05-03,392794.6449364634,0,0.0,392794.6449364634
2005-05-04,392841.40620371775,0,0.0,392841.40620371775
2005-05-05,392888.17303778965,0,0.0,392888.17303778965
2005-05-06,392934.94543934177,0,0.0,392934.94543934177
2005-05-09,392981.72340903693,0,0.0,392981.72340903693
2005-05-10,393028.506947538,0,0.0,393028.506947538
2005-05-11,393075.29605550796,0,0.0,393075.29605550796
2005-05-12,392321.98780992284,1,0.19839391144834692,314487.69410112157
2005-05-13,392227.10475767934,1,0.19810454377792186,314525.1331123241
2005-05-16,393686.9318547522,1,0.20098293560679523,314562.57658055174
2005-05-17,394615.84490789496,2,0.4023928783976719,235825.23921407782
2005-05-18,397162.3651304719,2,0.40615392002251427,235853.31364731758
2005-05-19,398856.4801754984,2,0.4086058440896758,235881.3914227518
2005-05-20,399339.5110623123,1,0.2028595594093085,318329.67379348294
2005-05-23,401395.23074764287,1,0.20684765090450735,318367.57018322026
2005-05-24,401391.61781857297,0,0.0,401391.61781857297
2005-05-25,401439.4025349799,0,0.0,401439.4025349799
2005-05-26,401487.19294004363,0,0.0,401487.19294004363
2005-05-27,401001.0999608733,1,0.19901086674422702,321197.5234922715
2005-05-31,399613.40500715986,1,0.19613367002307733,321235.7612926872
2005-06-01,400803.4489728169,1,0.1984250523078425,321274.00364522205
2005-06-02,402925.69555121544,1,0.20255209807145128,321312.2505504179
2005-06-03,401812.1453964921,1,0.20024691714651624,321350.5020088168
2005-06-06,404867.360045203,1,0.20618753266482628,321388.7580209607
2005-06-07,403698.9138194434,1,0.2037951860054996,321427.01858739177
2005-06-08,403768.5745206528,2,0.4039027070535983,240685.3542485886
2005-06-09,405369.57883168315,1,0.20522580934765688,322177.27893103217
2005-06-10,401342.195237787,1,0.1971548539069159,322215.63336900016
2005-06-13,401579.45263169496,1,0.19753366298717218,322253.99237297266
2005-06-14,401838.71868806303,1,0.1979559436290149,322292.35594349325
2005-06-15,404373.93193990644,1,0.20288945794605087,322330.72408110555
2005-06-16,406290.5911510918,1,0.2065553478040786,322369.09678635333
2005-06-17,407058.08376880473,1,0.20795707807906627,322407.4740597803
2005-06-20,407054.14030610013,0,0.0,407054.14030610013
2005-06-21,407102.5991323271,0,0.0,407102.5991323271
2005-06-22,407151.06372746185,0,0.0,407151.06372746185
2005-06-23,407199.5340921913,0,0.0,407199.5340921913
2005-06-24,405786.536708136,1,0.1971950872587044,325767.42519356764
2005-06-27,407425.9781177459,2,0.39960996056276793,244614.49906986632
2005-06-28,410263.4314284848,2,0.40369138192076415,244643.6198435651
2005-06-29,411845.29751313454,2,0.405911040962609,244672.74408402268
2005-06-30,413473.63629668043,2,0.4081802313120869,244701.87179165173
2005-07-01,414170.394330625,1,0.20275950022595207,330193.412167762
2005-07-05,413651.34137976676,1,0.2016640879108758,330232.7209073058
2005-07-06,415162.2027012681,1,0.20447470367597448,330272.03432646143
2005-07-07,415159.0757164053,0,0.0,415159.0757164053
2005-07-08,415208.4994158953,0,0.0,415208.4994158953
2005-07-11,415257.92899915914,0,0.0,415257.92899915914
2005-07-12,415307.36446689715,0,0.0,415307.36446689715
2005-07-13,415356.8058198099,0,0.0,415356.8058198099
2005-07-14,415406.25305859797,0,0.0,415406.25305859797
2005-07-15,415455.7061839621,0,0.0,415455.7061839621
2005-07-18,415505.16519660305,0,0.0,415505.16519660305
2005-07-19,416654.07817330223,1,0.20218686373984343,332412.0968430267
2005-07-20,417961.2623917951,1,0.20458736340962694,332451.6697116985
2005-07-21,416543.0529217523,1,0.20178419743352535,332491.24729142606
2005-07-22,414395.7753790216,1,0.19755255883430425,332530.8295827703
2005-07-25,414910.7769069793,1,0.19845317331718174,332570.41658629203
2005-07-26,416661.8139328786,1,0.2017266829349196,332610.00830255233
2005-07-27,418412.868034796,1,0.2049728147833914,332649.60473211214
2005-07-28,419118.04085852386,1,0.20621597391978136,332689.20587553264
2005-07-29,419114.43229887466,0,0.0,419114.43229887466
2005-08-01,419164.32687414833,0,0.0,419164.32687414833
2005-08-02,419214.2273892524,0,0.0,419214.2273892524
2005-08-03,419264.13384489395,0,0.0,419264.13384489395
2005-08-04,419314.0462417802,0,0.0,419314.0462417802
2005-08-05,419363.96458061854,0,0.0,419363.96458061854
2005-08-08,419413.88886211626,0,0.0,419413.88886211626
2005-08-09,422432.8120520982,2,0.40430130440060846,251642.67511781782
2005-08-10,420870.36325388507,2,0.40201863910450053,251672.63257914138
2005-08-11,424238.1284846065,2,0.4066950217182979,251702.59360682938
2005-08-12,423766.13529115205,1,0.19934212954529892,339291.69145303254
2005-08-15,424742.7282566706,1,0.20108795101959825,339332.0833210627
2005-08-16,422512.37943269184,1,0.19677506147080337,339372.4799976485
2005-08-17,423715.86793130625,2,0.398482036281575,254872.7060732244
2005-08-18,417936.4223215146,2,0.3900913286137379,254903.04806204265
2005-08-19,418501.61246368615,1,0.20130119644767708,334256.73715946404
2005-08-22,417266.21552695433,1,0.19884113022186717,334296.5296281735
2005-08-23,416401.0600999584,1,0.19708099025054565,334336.3268340816
2005-08-24,415823.81928564113,1,0.1958706710159383,334376.12877775234
2005-08-25,415493.4130188394,1,0.19513541013805058,334415.9354597497
2005-08-26,413641.00815879024,1,0.19143474586967088,334455.7468806378
2005-08-29,413641.2316884941,0,0.0,413641.2316884941
2005-08-30,413690.47469226655,0,0.0,413690.47469226655
2005-08-31,413739.72355830134,0,0.0,413739.72355830134
2005-09-01,413788.97828729637,0,0.0,413788.97828729637
2005-09-02,413838.2388799496,0,0.0,413838.2388799496
2005-09-06,413887.50533695915,0,0.0,413887.50533695915
2005-09-07,413936.77765902306,0,0.0,413936.77765902306
2005-09-08,413986.0558468396,0,0.0,413986.0558468396
2005-09-09,414035.3399011071,0,0.0,414035.3399011071
2005-09-12,414084.62982252386,0,0.0,414084.62982252386
2005-09-13,414133.92561178847,0,0.0,414133.92561178847
2005-09-14,414183.2272695994,0,0.0,414183.2272695994
2005-09-15,414232.5347966553,0,0.0,414232.5347966553
2005-09-16,414281.8481936549,0,0.0,414281.8481936549
2005-09-19,414331.167461297,0,0.0,414331.167461297
2005-09-20,414380.4926002805,0,0.0,414380.4926002805
2005-09-21,414429.82361130434,0,0.0,414429.82361130434
2005-09-22,414479.1604950676,0,0.0,414479.1604950676
2005-09-23,414528.5032522694,0,0.0,414528.5032522694
2005-09-26,414577.85188360896,0,0.0,414577.85188360896
2005-09-27,414627.20638978557,0,0.0,414627.20638978557
2005-09-28,414676.56677149865,0,0.0,414676.56677149865
2005-09-29,414725.9330294476,0,0.0,414725.9330294476
2005-09-30,414775.3051643321,0,0.0,414775.3051643321
2005-10-03,414824.68317685166,0,0.0,414824.68317685166
2005-10-04,414874.067067706,0,0.0,414874.067067706
2005-10-05,414923.45683759503,0,0.0,414923.45683759503
2005-10-06,412741.40374953626,2,0.3968623381913223,248939.88518912668
2005-10-07,417628.08755583444,3,0.6016049266127211,166380.9725903956
2005-10-10,413096.2897554857,4,0.799475166560041,82836.06469788376
2005-10-11,415739.0277220475,5,0.999553713319085,185.53879080887418
2005-10-12,414923.5804717606,5,0.9995527830003077,185.56087876016096
2005-10-13,410415.87405395834,5,0.9995478172724953,185.58296934096575
2005-10-14,410070.3903392924,5,0.9995473824325671,185.60506255160158
2005-10-17,412290.3590220103,5,0.9995497659493355,185.62715839238152
2005-10-18,407270.6665281444,3,0.5933307701181371,165624.44831047347
2005-10-19,407294.9208328134,2,0.3998853530864386,244423.6476052708
2005-10-20,407847.3348013024,1,0.19968168706247766,326407.6909242432
2005-10-21,407845.4730378072,0,0.0,407845.4730378072
2005-10-24,407894.0260703117,0,0.0,407894.0260703117
2005-10-25,407942.5848829391,0,0.0,407942.5848829391
2005-10-26,407991.1494763776,0,0.0,407991.1494763776
2005-10-27,405492.84705321136,2,0.39630911223672005,244792.33681921306
2005-10-28,407184.1198508893,2,0.39874502263564193,244821.4787640725
2005-10-31,408896.0616557425,3,0.600431154806839,163382.12715981662
2005-11-01,409384.6949117253,2,0.393675530013855,248219.9581627915
2005-11-02,411958.80745752784,2,0.3973924002501028,248249.5081578109
2005-11-03,420867.9661611577,2,0.41007850054423856,248279.06167068682
2005-11-04,420811.2287400638,0,0.0,420811.2287400638
2005-11-07,420861.3253149138,0,0.0,420861.3253149138
2005-11-08,420911.4278536418,0,0.0,420911.4278536418
2005-11-09,420961.5363569577,0,0.0,420961.5363569577
2005-11-10,421011.6508255716,0,0.0,421011.6508255716
2005-11-11,421061.7712601937,0,0.0,421061.7712601937
2005-11-14,421111.8976615342,0,0.0,421111.8976615342
2005-11-15,421162.0300303034,0,0.0,421162.0300303034
2005-11-16,421212.16836721177,0,0.0,421212.16836721177
2005-11-17,421262.31267296977,0,0.0,421262.31267296977
2005-11-18,421312.46294828795,0,0.0,421312.46294828795
2005-11-21,421362.61919387704,0,0.0,421362.61919387704
