symbol,entry_date,exit_date,exit_reason,pnl,return,days_held
NFLX,2018-06-25 00:00:00-04:00,2018-07-06 00:00:00-04:00,hold_expired,11377.17389020561,0.061797721242360173,8
GM,2018-06-25 00:00:00-04:00,2018-07-06 00:00:00-04:00,hold_expired,-3947.088833711075,-0.0357331453525636,8
AMZN,2018-06-28 00:00:00-04:00,2018-07-11 00:00:00-04:00,hold_expired,5686.908896109545,0.03146137466937946,8
PYPL,2018-06-28 00:00:00-04:00,2018-07-11 00:00:00-04:00,hold_expired,4955.904839068634,0.045695826350827966,8
AMD,2018-07-03 00:00:00-04:00,2018-07-16 00:00:00-04:00,hold_expired,18112.73850245713,0.10526666158040365,8
BA,2018-07-03 00:00:00-04:00,2018-07-16 00:00:00-04:00,hold_expired,7184.2071323194,0.06959108859189402,8
MU,2018-07-05 00:00:00-04:00,2018-07-17 00:00:00-04:00,hold_expired,13011.104309242397,0.07795168023795694,8
NVDA,2018-07-05 00:00:00-04:00,2018-07-17 00:00:00-04:00,hold_expired,4505.229169761096,0.04498653823948039,8
NFLX,2018-07-06 00:00:00-04:00,2018-07-18 00:00:00-04:00,hold_expired,-14679.196151115717,-0.08115126056937427,8
V,2018-07-06 00:00:00-04:00,2018-07-18 00:00:00-04:00,hold_expired,5511.103679751581,0.05077938300222613,8
AMZN,2018-07-11 00:00:00-04:00,2018-07-23 00:00:00-04:00,hold_expired,4954.638297958038,0.02676921338029736,8
NKE,2018-07-11 00:00:00-04:00,2018-07-23 00:00:00-04:00,hold_expired,-1106.9200995037272,-0.00996763156662596,8
AMD,2018-07-16 00:00:00-04:00,2018-07-26 00:00:00-04:00,hold_expired,19940.91811273266,0.10669484112809663,8
BA,2018-07-16 00:00:00-04:00,2018-07-26 00:00:00-04:00,hold_expired,1013.6240863607468,0.009039437483288164,8
MU,2018-07-17 00:00:00-04:00,2018-07-27 00:00:00-04:00,hold_expired,-9542.54629888976,-0.052686522249242605,8
NVDA,2018-07-17 00:00:00-04:00,2018-07-27 00:00:00-04:00,hold_expired,-732.6767086126507,-0.006742199542401097,8
NFLX,2018-07-18 00:00:00-04:00,2018-07-30 00:00:00-04:00,hold_expired,-18990.952414707706,-0.10710959009978636,8
PYPL,2018-07-18 00:00:00-04:00,2018-07-30 00:00:00-04:00,hold_expired,-7031.345651299899,-0.06609620540990628,8
AMZN,2018-07-23 00:00:00-04:00,2018-08-02 00:00:00-04:00,hold_expired,3296.427692540907,0.01793008747892708,8
NKE,2018-07-23 00:00:00-04:00,2018-08-02 00:00:00-04:00,hold_expired,2965.310496896529,0.02688196383857935,8
AMD,2018-07-26 00:00:00-04:00,2018-08-07 00:00:00-04:00,hold_expired,12795.361150679362,0.0658855073209444,8
V,2018-07-26 00:00:00-04:00,2018-08-07 00:00:00-04:00,hold_expired,-1816.0975402805059,-0.015586228693289395,8
MU,2018-07-27 00:00:00-04:00,2018-08-08 00:00:00-04:00,hold_expired,-1923.0786530623282,-0.010582255251126797,8
META,2018-07-27 00:00:00-04:00,2018-08-08 00:00:00-04:00,hold_expired,6414.648029483646,0.05883127578669036,8
NFLX,2018-07-30 00:00:00-04:00,2018-08-09 00:00:00-04:00,hold_expired,7238.594895878999,0.042960428435986575,8
BA,2018-07-30 00:00:00-04:00,2018-08-09 00:00:00-04:00,hold_expired,-1624.9199121421213,-0.016073249481116995,8
AMZN,2018-08-02 00:00:00-04:00,2018-08-14 00:00:00-04:00,hold_expired,8409.867141057197,0.046501980249495374,8
NKE,2018-08-02 00:00:00-04:00,2018-08-14 00:00:00-04:00,hold_expired,2054.141542869854,0.018930608966927248,8
AMD,2018-08-07 00:00:00-04:00,2018-08-17 00:00:00-04:00,hold_expired,2070.924006754283,0.010685122572993873,8
PYPL,2018-08-07 00:00:00-04:00,2018-08-17 00:00:00-04:00,hold_expired,-1146.6846446317606,-0.009861043957139408,8
MU,2018-08-08 00:00:00-04:00,2018-08-20 00:00:00-04:00,hold_expired,-18724.825627489692,-0.09966326533377026,8
MSFT,2018-08-08 00:00:00-04:00,2018-08-20 00:00:00-04:00,hold_expired,-2275.099036389636,-0.020182359797329838,8
NFLX,2018-08-09 00:00:00-04:00,2018-08-21 00:00:00-04:00,hold_expired,-5773.983065384876,-0.032488054121179964,8
COST,2018-08-09 00:00:00-04:00,2018-08-21 00:00:00-04:00,hold_expired,5032.1268465900885,0.04719074257477675,8
AMZN,2018-08-14 00:00:00-04:00,2018-08-24 00:00:00-04:00,hold_expired,-1368.266868491331,-0.0074388294756267135,8
NKE,2018-08-14 00:00:00-04:00,2018-08-24 00:00:00-04:00,hold_expired,3179.570391392135,0.028810712752801254,8
AMD,2018-08-17 00:00:00-04:00,2018-08-29 00:00:00-04:00,hold_expired,52354.657002444685,0.27460800098483634,8
PFE,2018-08-17 00:00:00-04:00,2018-08-29 00:00:00-04:00,hold_expired,-1607.4890620083602,-0.014053007863249709,8
MU,2018-08-20 00:00:00-04:00,2018-08-30 00:00:00-04:00,hold_expired,17605.204521241954,0.09754457811472017,8
MSFT,2018-08-20 00:00:00-04:00,2018-08-30 00:00:00-04:00,hold_expired,5146.293961698786,0.0475238452194355,8
NFLX,2018-08-21 00:00:00-04:00,2018-08-31 00:00:00-04:00,hold_expired,15651.230683751368,0.0877168091018262,8
