date,compass_value,nightshift_value,combined_value,compass_dd,nightshift_dd,combined_dd
2000-12-15,107258.61882442656,50000.0,157258.61882442655,-0.06427785509567507,0.0,-0.044755533892421845
2000-12-18,110185.58753694208,50000.0,160185.5875369421,-0.03874303587311817,0.0,-0.02697609079415772
2000-12-19,108924.0839759708,50000.0,158924.0839759708,-0.04974836887865252,0.0,-0.03463890956111014
2000-12-20,105016.59282920128,50000.0,155016.59282920128,-0.08383724711635328,0.0,-0.058374392692138136
2000-12-21,105026.7063820981,50000.0,155026.70638209808,-0.08374901667377502,0.0,-0.05831295939512984
2000-12-22,107493.50548913228,50000.0,157493.50548913228,-0.062228708312723945,0.0,-0.04332874922204953
2000-12-26,107805.65825702596,50000.0,157805.65825702596,-0.05950549351924032,0.0,-0.041432622915334893
2000-12-27,108748.8322724693,50000.0,158748.8322724693,-0.05127726139746257,0.0,-0.03570345038689879
2000-12-28,108388.53123948256,50000.0,158388.53123948257,-0.05442052073729677,0.0,-0.03789204628368504
2000-12-29,108141.39083289924,50000.0,158141.39083289925,-0.0565765689306752,0.0,-0.039393264515824464
2001-01-02,106265.4823864858,50000.0,156265.4823864858,-0.0729419584383981,0.0,-0.05078819584459045
2001-01-03,111084.60328552818,50000.0,161084.6032855282,-0.03090003962918207,0.0,-0.021515151195424322
2001-01-04,108809.49887488649,50000.0,158809.49887488649,-0.050748007115055754,0.0,-0.03533493998874206
2001-01-05,106213.48005040684,50000.0,156213.48005040683,-0.0733956258265219,0.0,-0.051104076424843776
2001-01-08,106897.37519522756,50000.0,156897.37519522756,-0.06742933762688712,0.0,-0.046949855451955666
2001-01-09,104524.433947542,50000.0,154524.43394754198,-0.08813083181311111,0.0,-0.061363939794008754
