date,value
2000-05-23,127564.0554267673
2000-05-24,129189.9179888666
2000-05-25,129417.59732769847
2000-05-26,128773.66602504166
2000-05-30,131192.46407625824
2000-05-31,130326.71009353314
2000-06-01,130795.50640213037
2000-06-02,131029.85218464247
2000-06-05,131271.17577533342
2000-06-06,132454.8347221475
2000-06-07,132930.83438317123
2000-06-08,133036.90461054404
2000-06-09,133226.4452986805
2000-06-12,133563.219694753
2000-06-13,134275.06618547998
2000-06-14,136068.07958541918
2000-06-15,134620.4549410616
2000-06-16,129029.67691392414
2000-06-19,129044.12143538898
2000-06-20,128902.85134158548
2000-06-21,128583.4366614905
2000-06-22,127999.42427511259
2000-06-23,127994.30207862072
2000-06-26,128580.9607748221
2000-06-27,128840.86552998848
2000-06-28,129273.72727842577
2000-06-29,126512.19990992775
2000-06-30,128064.6089635044
2000-07-03,128321.6763741776
2000-07-05,127020.6956495326
2000-07-06,128765.13245317049
2000-07-07,130176.97529970898
2000-07-10,131204.21728565905
2000-07-11,131361.5203926963
2000-07-12,130368.54313492184
2000-07-13,128210.92725482317
2000-07-14,128044.41196445495
2000-07-17,128655.55850653243
2000-07-18,127999.61509837593
2000-07-19,128581.0367355833
2000-07-20,128572.48819075347
2000-07-21,129088.86745298255
2000-07-24,130603.6267234027
2000-07-25,129512.91394744407
2000-07-26,128199.23988412159
2000-07-27,128444.84786664371
2000-07-28,128714.25238295512
2000-07-31,131655.35540479107
2000-08-01,134768.04614959902
2000-08-02,135839.42892827385
2000-08-03,135737.8766254308
2000-08-04,135544.56113548428
2000-08-07,135558.84948976498
2000-08-08,135007.40462781786
2000-08-09,133419.65719310084
2000-08-10,134430.7829085516
2000-08-11,135797.97469854436
2000-08-14,136059.67651073477
2000-08-15,134175.5489167991
2000-08-16,133257.09844369086
2000-08-17,133500.82161176065
2000-08-18,132995.3476979477
2000-08-21,134413.5687000593
2000-08-22,134848.47709633363
2000-08-23,135022.1909445793
2000-08-24,136448.49744859582
2000-08-25,136191.59638856875
2000-08-28,135233.31739933172
2000-08-29,134016.79859750392
2000-08-30,134165.10992830974
2000-08-31,134203.68547656684
2000-09-01,134603.99133775837
2000-09-05,134996.77703902713
2000-09-06,134890.15664482236
2000-09-07,135946.6453983588
2000-09-08,137198.2199767368
2000-09-11,137418.1868148584
2000-09-12,136658.59076839112
2000-09-13,135175.78158315108
2000-09-14,134814.95309945743
2000-09-15,132269.10999125737
2000-09-18,128221.77531989737
2000-09-19,132052.9450973726
2000-09-20,132095.43018856298
2000-09-21,127618.48506967002
2000-09-22,131110.728898455
2000-09-25,132799.90857452247
2000-09-26,132664.86523059427
2000-09-27,131770.45770267633
2000-09-28,133858.73578105995
2000-09-29,133688.50629825992
2000-10-02,133023.3202390324
2000-10-03,133603.32165042887
2000-10-04,133185.44650584392
2000-10-05,133595.3772181834
2000-10-06,130978.95946402286
2000-10-09,130425.66732486367
2000-10-10,127545.68892552164
2000-10-11,126877.58618524016
2000-10-12,123366.63309264863
2000-10-13,126754.92110089981
2000-10-16,127502.57732368962
2000-10-17,125958.64161790747
2000-10-18,126255.61934335664
2000-10-19,127076.18291812984
2000-10-20,127776.6582223996
2000-10-23,127292.69182332058
2000-10-24,127683.63866384845
2000-10-25,128575.0542815367
2000-10-26,128634.01722634444
2000-10-27,129025.49558245848
2000-10-30,130476.64486668381
2000-10-31,130082.72618671099
2000-11-01,129839.8848637956
2000-11-02,129287.09756774362
2000-11-03,128867.70234013189
2000-11-06,130035.30865447348
2000-11-07,129502.37837885127
2000-11-08,130897.38714476097
2000-11-09,131329.40074085395
2000-11-10,131399.76081752862
2000-11-13,130993.64913864779
2000-11-14,133028.3695009156
2000-11-15,133167.22312509298
2000-11-16,133588.11112270964
2000-11-17,133005.69734530654
2000-11-20,132914.70772894428
2000-11-21,133813.54333492837
2000-11-22,131889.54346328432
2000-11-24,131586.7332004772
2000-11-27,132597.50403520625
2000-11-28,133316.80417808142
2000-11-29,135472.3166138118
2000-11-30,135144.3996836544
2000-12-01,134755.60915814823
2000-12-04,135832.6811792691
2000-12-05,137134.10497628737
2000-12-06,135130.61980364248
2000-12-07,136050.72568940744
2000-12-08,136401.97993374345
2000-12-11,135304.23296687868
2000-12-12,136682.7236586464
2000-12-13,137764.55857571017
2000-12-14,136961.72465805133
2000-12-15,134900.63457023885
2000-12-18,135610.0401740526
2000-12-19,136328.2729758292
2000-12-20,136327.74183962552
2000-12-21,135152.70342185884
2000-12-22,135378.08122772997
2000-12-26,135446.39647633611
2000-12-27,135548.80117188592
2000-12-28,135543.37057859165
2000-12-29,135661.7813952014
2001-01-02,136073.03108667737
2001-01-03,134375.23047972025
2001-01-04,132552.79247690327
2001-01-05,131979.88661493472
2001-01-08,132261.2032324687
2001-01-09,132037.43727325773
2001-01-10,131804.80121289738
2001-01-11,131495.64465305765
2001-01-12,131953.73411489683
2001-01-16,131922.4890753097
2001-01-17,132242.32294078998
2001-01-18,132298.33980096926
2001-01-19,131524.344960731
2001-01-22,132124.02077883275
2001-01-23,132032.93321320252
2001-01-24,131580.8817277707
2001-01-25,132554.65409019226
2001-01-26,132649.52453875405
2001-01-29,132312.67350484256
2001-01-30,133400.4645090987
2001-01-31,134408.30227024978
2001-02-01,135599.84838755534
2001-02-02,135139.4029653453
2001-02-05,135658.95609181118
2001-02-06,134901.89496653655
2001-02-07,134650.18297593525
2001-02-08,134948.99456573586
2001-02-09,134787.70299843128
2001-02-12,136915.35291574275
2001-02-13,136232.77646837462
2001-02-14,135447.10573355918
2001-02-15,134321.8345516316
2001-02-16,133735.02874225058
2001-02-20,132773.74028072297
2001-02-21,131270.0398147423
2001-02-22,130721.37829246087
2001-02-23,130691.62275065697
2001-02-26,132259.3756807713
2001-02-27,130356.96706387697
2001-02-28,128911.36410084387
2001-03-01,127509.71429684333
2001-03-02,126459.90006433366
2001-03-05,126710.20204314006
2001-03-06,127456.77342810918
2001-03-07,130449.6188301976
2001-03-08,130829.38140414914
2001-03-09,129398.00550388728
2001-03-12,125058.87866526657
2001-03-13,127491.61666805367
2001-03-14,126583.54693544515
2001-03-15,126999.07016840944
2001-03-16,124336.0890411252
2001-03-19,125836.25144116997
2001-03-20,125796.10397589655
2001-03-21,123927.73867567808
2001-03-22,123435.02886958272
2001-03-23,123564.60584629688
2001-03-26,123358.81185438036
2001-03-27,125316.57709698947
2001-03-28,125185.99774955385
2001-03-29,124379.33890190873
2001-03-30,125288.55060804595
2001-04-02,124706.83535236404
2001-04-03,123058.61878163155
2001-04-04,122202.1470917656
2001-04-05,123370.80185983304
2001-04-06,122277.16761474611
2001-04-09,122560.37431139665
2001-04-10,125286.04441340319
2001-04-11,126547.4020609661
2001-04-12,127178.06770232969
2001-04-16,126988.6192827048
2001-04-17,126667.27347128486
2001-04-18,130798.79381394378
2001-04-19,131790.94059950978
2001-04-20,131105.66554362536
2001-04-23,130793.61591895638
2001-04-24,130184.28786426505
2001-04-25,130433.87424622013
2001-04-26,130755.4514559788
2001-04-27,132482.32730007748
2001-04-30,132098.52876663272
2001-05-01,133708.06934240932
2001-05-02,133115.42039099438
2001-05-03,132352.35872237376
2001-05-04,133697.75942939369
2001-05-07,133772.86967395287
2001-05-08,134545.78329914188
2001-05-09,133435.36226003815
2001-05-10,133033.87243758998
2001-05-11,131741.21458044613
2001-05-14,131763.68842009088
2001-05-15,132004.80506399923
2001-05-16,133658.13367175916
2001-05-17,133656.24874409803
2001-05-18,133390.57780091828
2001-05-21,133701.8002092412
2001-05-22,134745.30009550965
2001-05-23,133611.75185408906
2001-05-24,134596.8056200514
2001-05-25,134212.54677227788
2001-05-29,133953.73117948344
2001-05-30,133492.58990669713
2001-05-31,133468.25086985264
2001-06-01,135124.32736879875
2001-06-04,136363.14416900207
2001-06-05,137381.17676577554
2001-06-06,137039.28134417505
2001-06-07,137900.44733977955
2001-06-08,137324.51981893263
2001-06-11,136944.21352543455
2001-06-12,137853.8756455055
2001-06-13,136753.34030747053
2001-06-14,135651.19324254378
2001-06-15,135229.52197901043
2001-06-18,134867.4649092686
2001-06-19,134491.43640329596
2001-06-20,136059.92478454928
2001-06-21,136285.29152213587
2001-06-22,135371.39500155573
2001-06-25,134687.4585965086
2001-06-26,134465.67978652456
2001-06-27,134122.5168225764
2001-06-28,134816.34373971238
2001-06-29,133583.8818584058
2001-07-02,135350.51267384965
2001-07-03,135186.20885860265
2001-07-05,134056.96226239286
2001-07-06,132516.42013952092
2001-07-09,133315.7153622634
2001-07-10,132025.4330779928
2001-07-11,132532.09633423673
2001-07-12,136589.57892913208
2001-07-13,137432.3848813656
2001-07-16,137472.33257261838
2001-07-17,140026.43871871164
2001-07-18,139352.23434288596
2001-07-19,140084.47531029404
2001-07-20,139284.0915250257
2001-07-23,137886.83048768307
2001-07-24,136869.73256630992
2001-07-25,138690.46114333192
2001-07-26,138966.68899757802
2001-07-27,138284.3830952963
2001-07-30,138425.53708527944
2001-07-31,139103.65558339286
2001-08-01,138882.52307826892
2001-08-02,139258.3189633233
2001-08-03,139297.59888623538
2001-08-06,138819.086034036
2001-08-07,139414.66427916795
2001-08-08,139023.89832669968
2001-08-09,139128.72362317692
2001-08-10,139478.93892306625
2001-08-13,141041.60407254673
2001-08-14,141321.09602893068
2001-08-15,141046.42910117767
2001-08-16,141295.97739944156
2001-08-17,140484.7629764641
2001-08-20,141404.29491088926
2001-08-21,140554.7326062534
2001-08-22,140840.1109262472
2001-08-23,140598.56858723485
2001-08-24,140555.4304748693
2001-08-27,140235.7325386474
2001-08-28,139108.69803677793
2001-08-29,137670.7466926347
2001-08-30,137784.9538964203
2001-08-31,137532.99574142086
2001-09-04,139558.53801808448
2001-09-05,139558.5856317206
2001-09-06,138276.4932323997
2001-09-07,137267.34532290956
2001-09-10,136477.8536745184
2001-09-17,132016.9194975664
2001-09-18,132094.5649863098
2001-09-19,132173.4135685995
2001-09-20,130028.4203770397
2001-09-21,127080.58572620708
2001-09-24,129063.7096073528
2001-09-25,130143.63781808836
2001-09-26,130752.9557484899
2001-09-27,131704.48640268535
2001-09-28,132592.80075239803
2001-10-01,132354.5876645067
2001-10-02,132677.9249704687
2001-10-03,132559.60445585937
2001-10-04,131904.72468606656
2001-10-05,132742.9070841479
2001-10-08,132984.56731311342
2001-10-09,132924.73879368443
2001-10-10,134396.74978006937
2001-10-11,133418.60232017463
2001-10-12,133442.7963856441
2001-10-15,133100.0708351091
2001-10-16,133620.41054461023
2001-10-17,134001.7637141602
2001-10-18,134016.7104279646
2001-10-19,134475.647306116
2001-10-22,135659.58209130782
2001-10-23,134817.42123222427
2001-10-24,134745.3224561258
2001-10-25,134838.75772835658
2001-10-26,134974.15102939418
2001-10-29,133521.67983762824
2001-10-30,132440.8021902353
2001-10-31,132418.96212379553
2001-11-01,133524.95847534502
2001-11-02,133072.03931626253
2001-11-05,133994.92038460303
2001-11-06,134931.2878229358
2001-11-07,134581.3072719372
2001-11-08,134010.73433766013
2001-11-09,134497.35027076647
2001-11-12,134007.88348687117
2001-11-13,134773.7871367276
2001-11-14,135259.89697417893
2001-11-15,135336.30368437077
2001-11-16,135692.1944980207
2001-11-19,136096.91604996318
2001-11-20,136330.8619943323
2001-11-21,136242.57315047848
2001-11-23,136882.64960521212
2001-11-26,136518.46459692784
2001-11-27,135359.51469024032
2001-11-28,134371.56439540474
2001-11-29,134608.6483006946
2001-11-30,134799.8306237647
2001-12-03,134063.29976538912
2001-12-04,133709.7360662445
2001-12-05,134211.28970453635
2001-12-06,133554.45252505288
2001-12-07,133137.8142211226
2001-12-10,131496.56578480403
2001-12-11,131700.43981694907
2001-12-12,131651.75725139814
2001-12-13,130586.96901364264
2001-12-14,130125.9733531681
2001-12-17,131364.832060712
2001-12-18,133115.22554723546
2001-12-19,134640.1360294651
2001-12-20,132570.30139411983
2001-12-21,133095.05555504456
2001-12-24,133942.27095707087
2001-12-26,134614.52423151952
2001-12-27,134957.84385099565
2001-12-28,135711.70929713387
2001-12-31,134066.88866315954
2002-01-02,133450.39095574117
2002-01-03,132323.7652806134
2002-01-04,134060.55216360168
2002-01-07,132563.6395720888
2002-01-08,132871.11298900837
2002-01-09,131304.09735118516
2002-01-10,132179.86535955238
2002-01-11,132074.4915067059
2002-01-14,131667.1883416321
2002-01-15,133143.81271550668
2002-01-16,131628.02490254524
2002-01-17,134150.0949965406
2002-01-18,132076.34092118588
2002-01-22,131261.90787592216
2002-01-23,132633.66106044903
2002-01-24,133707.31611574432
2002-01-25,132813.17773322912
2002-01-28,133317.52585341225
2002-01-29,130338.4806799083
2002-01-30,131346.1724855965
2002-01-31,132400.84897233738
2002-02-01,131412.07522987612
2002-02-04,130454.69993607796
2002-02-05,129301.20473494976
2002-02-06,128321.81254649066
2002-02-07,126946.73641117664
2002-02-08,126154.79738843377
2002-02-11,128731.39473415955
2002-02-12,128810.38421533375
2002-02-13,129022.47508681894
2002-02-14,129160.34517700478
2002-02-15,125715.36739737596
2002-02-19,123565.72722553131
2002-02-20,124743.9253621281
2002-02-21,121760.87393472315
2002-02-22,123134.92159486831
2002-02-25,125459.09190850338
2002-02-26,125017.19884231739
2002-02-27,124808.72075640928
2002-02-28,124790.61910069334
2002-03-01,125624.77430185158
2002-03-04,126409.75911750439
2002-03-05,124581.68672898907
2002-03-06,126114.12386610174
2002-03-07,125925.42161334565
2002-03-08,126393.35368843812
2002-03-11,126681.03854497752
2002-03-12,127156.59078939611
2002-03-13,126807.59910685175
2002-03-14,126122.52890889838
2002-03-15,128351.87904341509
2002-03-18,127882.28647105378
2002-03-19,128962.12349937443
2002-03-20,127314.11475557648
2002-03-21,127818.77125312129
2002-03-22,126945.57375036701
2002-03-25,125519.73521325635
2002-03-26,126214.44477672849
2002-03-27,127088.19551405571
2002-03-28,127209.39258179016
2002-04-01,126784.43136247506
2002-04-02,127179.43008380367
2002-04-03,126075.70881112695
2002-04-04,126148.5031118869
2002-04-05,125265.2270368312
2002-04-08,125839.58897871255
2002-04-09,125223.70707748915
2002-04-10,126320.92020071327
2002-04-11,124964.10090613722
2002-04-12,124832.80326260676
2002-04-15,124540.66919747542
2002-04-16,125877.48271111157
2002-04-17,124603.59796478975
2002-04-18,123508.78263410188
2002-04-19,123338.68728829111
2002-04-22,123117.83194944593
2002-04-23,122783.31186318341
2002-04-24,122745.43197047358
2002-04-25,122710.97390609693
2002-04-26,121888.64364202353
2002-04-29,123006.51287851778
2002-04-30,124418.90846830382
2002-05-01,124784.07403205686
2002-05-02,124989.77665531692
2002-05-03,123580.52940882226
2002-05-06,122369.97087678274
2002-05-07,122185.2265260305
2002-05-08,127651.13641554404
2002-05-09,127328.79385130784
2002-05-10,127220.39474911663
2002-05-13,128112.26290646101
2002-05-14,128311.2869358528
2002-05-15,128127.20336298834
2002-05-16,128542.0230877495
2002-05-17,129138.8194613239
2002-05-20,128415.0902870191
2002-05-21,127756.72643219569
2002-05-22,128344.20880285268
2002-05-23,128976.50000988969
2002-05-24,128372.89393668396
2002-05-28,127265.55671469208
2002-05-29,127397.0401442889
2002-05-30,127813.89071601212
2002-05-31,128057.79445534396
2002-06-03,126472.97573750759
2002-06-04,126072.37976498705
2002-06-05,126294.58807813142
2002-06-06,124073.09430200802
2002-06-07,123883.84415808764
2002-06-10,124255.06401798358
2002-06-11,123410.80030661475
2002-06-12,123229.01838366257
2002-06-13,121944.99635273361
2002-06-14,122051.18636103375
2002-06-17,125026.350765251
2002-06-18,125877.64418521844
2002-06-19,125281.47452346979
2002-06-20,124291.24354974166
2002-06-21,123553.08716168217
2002-06-24,123473.90911503954
2002-06-25,122113.3084686246
2002-06-26,121968.88722275206
2002-06-27,122855.178813463
2002-06-28,123180.45876068149
2002-07-01,122965.46817853895
2002-07-02,122746.55802900268
2002-07-03,122645.96010643675
2002-07-05,125065.50765292595
2002-07-08,125647.75458548933
2002-07-09,124170.72013619861
2002-07-10,122428.82545905942
2002-07-11,123200.97215454218
2002-07-12,122189.95331268234
2002-07-15,121747.7618527069
2002-07-16,120420.64152369415
2002-07-17,119605.7841948384
2002-07-18,118545.88127678845
2002-07-19,116201.03484127138
2002-07-22,116832.30095031089
2002-07-23,116347.69091640832
2002-07-24,117836.00938622555
2002-07-25,119168.28483005468
2002-07-26,119617.66467831073
2002-07-29,121755.36629372765
2002-07-30,122152.7391901614
2002-07-31,121464.38200688962
2002-08-01,119240.0557832509
2002-08-02,118359.66120435306
2002-08-05,117358.72537220262
2002-08-06,118761.00529454762
2002-08-07,120573.21948347127
2002-08-08,119813.30780164269
2002-08-09,120083.28203095251
2002-08-12,119717.28286156432
2002-08-13,118883.97798852784
2002-08-14,120231.35224159929
2002-08-15,120240.29091447327
2002-08-16,119994.76689386988
2002-08-19,120522.07955886929
2002-08-20,119940.95078445895
2002-08-21,120287.29936906524
2002-08-22,120536.40148686992
2002-08-23,120089.01311686402
2002-08-26,120830.90601774785
2002-08-27,121115.43881198036
2002-08-28,120450.64674689596
2002-08-29,120269.68851024736
2002-08-30,120073.64695848824
2002-09-03,118026.3864432711
2002-09-04,118845.40030254034
2002-09-05,118647.06399731195
2002-09-06,118955.9528910139
2002-09-09,120088.01772087769
2002-09-10,120052.44662548898
2002-09-11,120093.3906282702
2002-09-12,118693.8709296833
2002-09-13,119731.78253770716
2002-09-16,120834.79496218186
2002-09-17,119845.6613140374
2002-09-18,119962.78320785932
2002-09-19,118347.735127089
2002-09-20,118011.79942229937
2002-09-23,117284.18867221117
2002-09-24,116134.80193803413
2002-09-25,117068.58026739895
2002-09-26,118781.35553273762
2002-09-27,117350.13008163337
2002-09-30,117050.79954805419
2002-10-01,118819.91154917925
2002-10-02,118464.41464767071
2002-10-03,118155.4396697811
2002-10-04,118135.80125866842
2002-10-07,117551.99036299414
2002-10-08,118391.3686002607
2002-10-09,116711.10195085936
2002-10-10,118092.20685357084
2002-10-11,119699.15399758526
2002-10-14,120753.53881743539
2002-10-15,122848.35175101706
2002-10-16,121960.63734843177
2002-10-17,124534.91801084447
2002-10-18,124023.52375453647
2002-10-21,125656.20653011225
2002-10-22,124263.1145347601
2002-10-23,124463.55658643565
2002-10-24,122730.02734117473
2002-10-25,123988.89607167876
2002-10-28,122897.84381410229
2002-10-29,121668.92754037352
2002-10-30,121238.61923923052
2002-10-31,121828.74767849605
2002-11-01,122950.38977848872
2002-11-04,123679.12356009049
2002-11-05,124412.20440947695
2002-11-06,122520.08178929333
2002-11-07,121031.57312030434
2002-11-08,119942.42556843415
2002-11-11,118779.52591899046
2002-11-12,120326.49226072802
2002-11-13,120553.45951941216
2002-11-14,122640.29279789038
2002-11-15,121679.9789150136
2002-11-18,120945.35463952264
2002-11-19,121968.90310515839
2002-11-20,122782.70256772765
2002-11-21,123400.8569868364
2002-11-22,123076.19522404851
2002-11-25,123595.97665875961
2002-11-26,121482.12725366713
2002-11-27,122239.83952880671
2002-11-29,121624.05953107207
2002-12-02,121077.72479195094
2002-12-03,120656.26810594872
2002-12-04,121038.62320604105
2002-12-05,120956.33209756832
2002-12-06,121152.48512455446
2002-12-09,120717.36096568861
2002-12-10,120909.58656448708
2002-12-11,121478.67138932733
2002-12-12,121043.2495439139
2002-12-13,120638.87727001682
2002-12-16,122112.63108905806
2002-12-17,122283.63009743273
2002-12-18,121318.00537905763
2002-12-19,120809.51821233373
2002-12-20,121601.70717021529
2002-12-23,122303.95242590962
2002-12-24,121939.51844173553
2002-12-26,120933.14528276704
2002-12-27,119093.89864747295
2002-12-30,118910.70580463881
2002-12-31,119293.80958265223
2003-01-02,120790.62619161909
2003-01-03,121759.1474967285
2003-01-06,122918.17282543154
2003-01-07,123908.93984302311
2003-01-08,122388.36644766922
2003-01-09,124128.03709483176
2003-01-10,123743.8222389073
2003-01-13,124913.14173095353
2003-01-14,126160.55125747064
2003-01-15,124815.87387382198
2003-01-16,124185.09869698613
2003-01-17,121888.23382131364
2003-01-21,121403.99640581248
2003-01-22,121037.57401096614
2003-01-23,123261.12392533122
2003-01-24,121418.19458886984
2003-01-27,119958.73907513806
2003-01-28,121436.28216288576
2003-01-29,122197.21132441948
2003-01-30,120241.9971975867
2003-01-31,120782.01459067124
2003-02-03,121379.98828568021
2003-02-04,120103.909089536
2003-02-05,120113.93624265982
2003-02-06,119785.1487870008
2003-02-07,119306.84920015407
2003-02-10,120702.04078418511
2003-02-11,120839.004259377
2003-02-12,119294.45715450952
2003-02-13,118145.41610367957
2003-02-14,119237.0561486782
2003-02-18,121101.40488253282
2003-02-19,121107.82732688232
2003-02-20,120604.4169800849
2003-02-21,121058.30007801426
2003-02-24,119850.94511865111
2003-02-25,119624.85759293399
2003-02-26,118200.65088491054
2003-02-27,118769.47030283706
2003-02-28,119302.63631419408
2003-03-03,118327.37062248607
2003-03-04,117943.83158689774
2003-03-05,117721.16550061831
2003-03-06,116688.94331913734
2003-03-07,116540.81018102136
2003-03-10,114972.2785841763
2003-03-11,114233.7601593787
2003-03-12,114305.22180607027
2003-03-13,117459.3873799972
2003-03-14,117003.99303705219
2003-03-17,119790.3175410628
2003-03-18,120150.35046406201
2003-03-19,120503.91061491279
2003-03-20,120751.11229839509
2003-03-21,121049.97328763714
2003-03-24,118787.00655491826
2003-03-25,119961.97997657242
2003-03-26,120553.72669147662
2003-03-27,120518.34904695796
2003-03-28,119495.90360338545
2003-03-31,118197.65663041748
2003-04-01,118856.37249114888
2003-04-02,121087.3523045645
2003-04-03,121654.90274407672
2003-04-04,121533.18521775819
2003-04-07,121567.85445845916
2003-04-08,121492.85038880061
2003-04-09,120890.53950995344
2003-04-10,120878.36034099075
2003-04-11,120966.96498159572
2003-04-14,121826.29938244223
2003-04-15,122120.46800187184
2003-04-16,120417.70441882616
2003-04-17,121811.57650037532
2003-04-21,121359.46011122582
2003-04-22,122966.22106179268
2003-04-23,124005.39494860423
2003-04-24,123544.10886049975
2003-04-25,122154.44916694524
2003-04-28,123080.60795750689
2003-04-29,122858.33810940415
2003-04-30,122522.29487406043
2003-05-01,122582.94071665383
2003-05-02,123675.78463538834
2003-05-05,123730.72215393806
2003-05-06,124292.73945470265
2003-05-07,123837.34934863706
2003-05-08,123567.23178136046
2003-05-09,124817.90654701913
2003-05-12,126072.77100853654
2003-05-13,126457.66796838389
2003-05-14,126137.75268958551
2003-05-15,126644.0835705619
2003-05-16,126853.39936791027
2003-05-19,124304.53412170801
2003-05-20,125531.37341969534
2003-05-21,126267.46084897913
2003-05-22,128729.00657671562
2003-05-23,127987.42919149675
2003-05-27,130967.621060156
2003-05-28,132015.59339243497
2003-05-29,132649.3296696153
2003-05-30,133662.23602629005
2003-06-02,132953.84134648027
2003-06-03,133536.0886357045
2003-06-04,133875.37698969053
2003-06-05,134486.12871636706
2003-06-06,132424.40585852548
2003-06-09,131540.4848210154
2003-06-10,132392.87253328343
2003-06-11,134485.13276280375
2003-06-12,134794.47511899626
2003-06-13,131674.75049229685
2003-06-16,136009.6213782969
2003-06-17,136189.32488822402
2003-06-18,134867.84328946652
2003-06-19,132971.58173753848
2003-06-20,133061.96861592555
2003-06-23,130887.36804083799
2003-06-24,131644.41917857842
2003-06-25,131269.15335234575
2003-06-26,132491.88159764922
2003-06-27,130228.77708416841
2003-06-30,130013.62562457561
2003-07-01,132305.64899215364
2003-07-02,133439.78080035705
2003-07-03,133254.0638715198
2003-07-07,135553.48268079682
2003-07-08,136982.21022038453
2003-07-09,136572.46294888484
2003-07-10,134327.23786668736
2003-07-11,135413.36625902198
2003-07-14,138003.0073773141
2003-07-15,137095.85174290917
2003-07-16,135544.61072824922
2003-07-17,132947.32934479468
2003-07-18,133890.9651944074
2003-07-21,132533.89004303343
2003-07-22,134154.1830667907
2003-07-23,137936.55528708058
2003-07-24,137756.52814531166
2003-07-25,140169.69581976108
2003-07-28,139791.5042159592
2003-07-29,139387.38998838543
2003-07-30,138527.34043741453
2003-07-31,139095.2545912483
2003-08-01,137269.23205922983
2003-08-04,137807.8026553742
2003-08-05,135632.74357444773
2003-08-06,134582.62393826948
2003-08-07,136751.3683245137
2003-08-08,136166.69576858604
2003-08-11,136836.77827378872
2003-08-12,139061.0806315918
2003-08-13,138915.27989888238
2003-08-14,139005.83420849932
2003-08-15,138344.294738059
2003-08-18,141152.1262500279
2003-08-19,143280.1002366913
2003-08-20,142661.8555422465
2003-08-21,143433.73287342003
2003-08-22,143682.0536946091
2003-08-25,143416.06971025013
2003-08-26,143649.77691177974
2003-08-27,144173.30664527975
2003-08-28,145203.35577535635
2003-08-29,145935.22604677043
2003-09-02,147239.3687657991
2003-09-03,146552.46125778928
2003-09-04,146870.0782121481
2003-09-05,146810.49798854446
2003-09-08,148581.1927239952
2003-09-09,147335.64855099976
2003-09-10,143995.25199738843
2003-09-11,144837.86723504268
2003-09-12,145309.69380438022
2003-09-15,144630.71624203838
2003-09-16,147162.50911196234
2003-09-17,147654.78842614614
2003-09-18,148443.88730558672
2003-09-19,147844.18882368685
2003-09-22,146078.30206453838
