date,symbol,action,price,shares,weight,scheduled_exit,pnl,pnl_pct,hold_minutes,strategy
2002-10-30,JNJ,SELL,30.136906938222207,101.31019186420748,,,-42.967607970079825,-0.013877783414343136,666.0,hybrid_666
2002-10-30,JNJ,BUY,29.896880179746827,103.30633619644456,0.18634054228621078,2002-10-31,,,,
2002-10-31,JNJ,SELL,30.550667856762505,103.30633619644456,,,67.54040956287417,0.0218680903520688,666.0,hybrid_666
2002-10-31,JNJ,BUY,30.2236776011804,102.58491493667945,0.18634054228621078,2002-11-04,,,,
2002-11-04,JNJ,SELL,31.167397502723226,102.58491493667945,,,96.81142582382245,0.03122452250833864,666.0,hybrid_666
2002-11-04,JNJ,BUY,31.362218636021215,99.4072304284647,0.18634054228621078,2002-11-06,,,,
2002-11-06,JNJ,SELL,31.482865324995032,99.4072304284647,,,11.99315321125141,0.0038468799154167004,666.0,hybrid_666
2005-06-09,CRM,BUY,4.925158348613529,225.77989255418046,0.0664190124639717,2005-06-13,,,,
2005-06-13,CRM,SELL,4.923900641798158,225.77989255418046,,,-0.2839649096390531,-0.0002553637317518071,666.0,hybrid_666
2005-06-13,CRM,BUY,4.853528410023015,229.1083333993682,0.0664190124639717,2005-06-14,,,,
2005-06-14,CRM,SELL,5.0531486539168595,229.1083333993682,,,45.73466139129414,0.04112889160834181,666.0,hybrid_666
2005-06-14,CRM,BUY,5.058537130182696,220.39367210878373,0.0664190124639717,2005-06-15,,,,
2005-06-15,CRM,SELL,5.007488268036202,220.39367210878373,,,-11.250846185441105,-0.010091625470514377,666.0,hybrid_666
2005-06-15,CRM,BUY,5.083237195131513,219.1830961770411,0.0664190124639717,2005-06-17,,,,
2005-06-17,CRM,SELL,4.969822805226569,219.1830961770411,,,-24.85851713039574,-0.02231144948608093,666.0,hybrid_666
2005-06-17,CRM,BUY,4.897988288493425,227.15267518989555,0.0664190124639717,2005-06-21,,,,
2005-06-21,CRM,SELL,5.134233720317824,227.15267518989555,,,53.66378184030418,0.04823315571811332,666.0,hybrid_666
2005-06-21,CRM,BUY,5.17956630140168,215.457657739264,0.0664190124639717,2005-06-23,,,,
2005-06-23,CRM,SELL,4.902734600003497,215.457657739264,,,-59.64550997122774,-0.05344688827002123,666.0,hybrid_666
2005-06-23,CRM,BUY,4.8905775281985555,227.41970675561984,0.0664190124639717,2005-06-24,,,,
2005-06-24,CRM,SELL,5.116033806740043,227.41970675561984,,,51.27320075211833,0.04610013382704392,666.0,hybrid_666
2005-06-24,CRM,BUY,4.925158318059711,226.479815446787,0.0664190124639717,2005-06-28,,,,
2005-06-28,CRM,SELL,5.063261803316123,226.479815446787,,,31.27765185343037,0.02804041542177644,666.0,hybrid_666
2005-06-28,CRM,BUY,4.986907522102913,224.0712307534531,0.0664190124639717,2005-06-29,,,,
2005-06-29,CRM,SELL,5.1770791456279746,224.0712307534531,,,42.611989737642716,0.0381341788838443,666.0,hybrid_666
2005-06-29,CRM,BUY,5.162276954073423,216.9800748894391,0.0664190124639717,2005-07-01,,,,
2005-07-01,CRM,SELL,4.83197175561237,216.9800748894391,,,-71.66964669845015,-0.06398440095323003,666.0,hybrid_666
2005-07-01,CRM,BUY,5.046187729165393,221.07560879030223,0.0664190124639717,2005-07-04,,,,
2005-08-09,CVX,BUY,28.100643170906906,80.2376950726729,0.14328104775269163,2005-08-10,,,,
2005-08-10,CVX,SELL,28.584789508313435,80.2376950726729,,,38.846786191376395,0.0172290126763993,666.0,hybrid_666
2005-08-10,CVX,BUY,28.251422388966485,79.99662865795456,0.14328104775269163,2005-08-12,,,,
2005-08-12,CVX,SELL,28.567630213141314,79.99662865795456,,,25.295559889253582,0.011192633766231974,666.0,hybrid_666
2005-08-12,CVX,BUY,28.598675430463064,79.14568305867613,0.14328104775269163,2005-08-16,,,,
2005-08-16,CVX,SELL,28.115227631818694,79.14568305867613,,,-38.26280624692163,-0.016904552094374473,666.0,hybrid_666
2005-08-16,CVX,BUY,28.201164269564313,80.07660470011155,0.14328104775269163,2005-08-17,,,,
2005-08-17,CVX,SELL,27.487346175413574,80.07660470011155,,,-57.160129353095726,-0.02531165335330202,666.0,hybrid_666
2005-08-17,CVX,BUY,27.798721638419075,80.95598954177575,0.14328104775269163,2005-08-19,,,,
2005-08-19,CVX,SELL,27.504126718555547,80.95598954177575,,,-23.84922325153184,-0.010597426877946224,666.0,hybrid_666
2005-08-19,CVX,BUY,27.527142372981395,81.63676066243303,0.14328104775269163,2005-08-23,,,,
2005-08-23,CVX,SELL,27.821218342209555,81.63676066243303,,,24.0074095164523,0.010683127410886045,666.0,hybrid_666
2005-08-23,CVX,BUY,27.826356110297066,80.87636559933514,0.14328104775269163,2005-08-25,,,,
2005-08-25,CVX,SELL,27.454442339399733,80.87636559933514,,,-30.079034106519885,-0.013365521860755139,666.0,hybrid_666
2005-08-25,CVX,BUY,27.43507751706927,81.88058812408948,0.14328104775269163,2005-08-29,,,,
2005-08-29,CVX,SELL,27.616573012846835,81.88058812408948,,,14.860957936140494,0.006615454090284373,666.0,hybrid_666
2005-08-29,CVX,BUY,27.522535135918844,81.69389557198821,0.14328104775269163,2005-08-30,,,,
2005-08-30,CVX,SELL,27.861389816494707,81.69389557198821,,,27.682358889043826,0.012311899281895529,666.0,hybrid_666
2005-08-30,CVX,BUY,27.430476217102726,82.10543385982113,0.14328104775269163,2005-09-01,,,,
2005-09-01,CVX,SELL,28.888615290981072,82.10543385982113,,,119.72114128873955,0.053157628848208106,666.0,hybrid_666
2005-09-01,CVX,BUY,29.000175344682326,78.22322471703912,0.14328104775269163,2005-09-02,,,,
2005-09-02,CVX,SELL,28.763461628771015,78.22322471703912,,,-18.516510193335762,-0.00816249257453942,666.0,hybrid_666
2005-09-02,CVX,BUY,28.86667344937568,78.49767743631256,0.14328104775269163,2005-09-06,,,,
2005-09-06,CVX,SELL,28.74759706011432,78.49767743631256,,,-9.347219994519037,-0.00412504715758768,666.0,hybrid_666
2005-09-06,CVX,BUY,28.77922123167014,78.69200098769883,0.14328104775269163,2005-09-08,,,,
2005-09-08,CVX,SELL,28.410957827778248,78.69200098769883,,,-28.97938414279406,-0.012796155980990731,666.0,hybrid_666
2006-06-09,MA,BUY,4.4279468976737055,376.04107525351225,0.10552950827575393,2006-06-12,,,,
2006-06-12,MA,SELL,4.218636266300769,376.04107525351225,,,-78.70939488347062,-0.04727035716776578,666.0,hybrid_666
2006-06-12,MA,BUY,4.355361026047394,380.49636921117144,0.10552950827575393,2006-06-14,,,,
2006-06-14,MA,SELL,4.105183530334585,380.49636921117144,,,-95.19162877706708,-0.057441276214902255,666.0,hybrid_666
2006-06-14,MA,BUY,4.07407566142256,404.4244497294354,0.10552950827575393,2006-06-15,,,,
2006-06-15,MA,SELL,4.1711150592786685,404.4244497294354,,,39.245105080032545,0.023818752011646488,666.0,hybrid_666
2006-06-15,MA,BUY,4.1194427746561075,400.9256442393571,0.10552950827575393,2006-06-16,,,,
2006-06-16,MA,SELL,4.106818446948279,400.9256442393571,,,-5.061416719350063,-0.0030645716904958106,666.0,hybrid_666
2006-06-16,MA,BUY,4.128518176476539,399.9214137815857,0.10552950827575393,2006-06-20,,,,
2006-06-20,MA,SELL,4.067421141919271,399.9214137815857,,,-24.434012438004856,-0.014798780566205568,666.0,hybrid_666
2006-06-20,MA,BUY,4.0595568543042715,406.11162776537054,0.10552950827575393,2006-06-22,,,,
2006-06-22,MA,SELL,4.20915915137299,406.11162776537054,,,60.75523238001597,0.03685187877344254,666.0,hybrid_666
2006-06-22,MA,BUY,4.21018138804927,393.0291799571607,0.10552950827575393,2006-06-26,,,,
2006-06-26,MA,SELL,4.28291068177081,393.0291799571607,,,28.58473467024055,0.01727462240177694,666.0,hybrid_666
2006-06-26,MA,BUY,4.260086352358054,389.0977101538417,0.10552950827575393,2006-06-28,,,,
2006-06-28,MA,SELL,4.241867567803212,389.0977101538417,,,-7.088887352075517,-0.004276623300078879,666.0,hybrid_666
2006-06-28,MA,BUY,4.251011830829313,389.76112705389835,0.10552950827575393,2006-06-30,,,,
2006-06-30,MA,SELL,4.355359077453613,389.76112705389835,,,40.67050044925827,0.02454644935766824,666.0,hybrid_666
2006-06-30,MA,BUY,4.32360095789622,384.16045317228577,0.10552950827575393,2006-07-03,,,,
2006-07-03,MA,SELL,4.286339443873352,384.16045317228577,,,-14.314400112910562,-0.0086181667516788,666.0,hybrid_666
2006-07-03,MA,BUY,4.34628486762351,381.82528109438573,0.10552950827575393,2006-07-05,,,,
2006-07-05,MA,SELL,4.328619254389493,381.82528109438573,,,-6.745177738783241,-0.004064531840885942,666.0,hybrid_666
2006-07-05,MA,BUY,4.300918296846774,385.69558923900064,0.10552950827575393,2006-07-06,,,,
2006-07-06,MA,SELL,4.255169816057184,385.69558923900064,,,-17.64498725493013,-0.01063690998806711,666.0,hybrid_666
2006-07-06,MA,BUY,4.2873063015260575,386.507549669163,0.10552950827575393,2006-07-10,,,,
2006-07-10,MA,SELL,4.194666229517154,386.507549669163,,,-35.8060872333358,-0.021607990074310315,666.0,hybrid_666
2006-07-10,MA,BUY,4.192032713714819,394.43551550404754,0.10552950827575393,2006-07-12,,,,
2006-07-12,MA,SELL,4.179588899142966,394.43551550404754,,,-4.908282415485473,-0.0029684440512931036,666.0,hybrid_666
2006-09-08,MA,BUY,5.53493531859044,315.2279756652963,0.11138835886157966,2006-09-11,,,,
2006-09-11,MA,SELL,5.617998165138144,315.2279756652963,,,26.18373297023004,0.015007013048321798,666.0,hybrid_666
2006-09-11,MA,BUY,5.421514742008486,322.3337524601872,0.11138835886157966,2006-09-13,,,,
2006-09-13,MA,SELL,5.600333894631725,322.3337524601872,,,57.639448476799544,0.032983245667057404,666.0,hybrid_666
2006-09-13,MA,BUY,5.6256712618162235,311.7204071459744,0.11138835886157966,2006-09-15,,,,
2006-09-15,MA,SELL,5.697354854082055,311.7204071459744,,,22.34523856679084,0.012742229136703675,666.0,hybrid_666
2006-09-15,MA,BUY,5.697354854082055,308.2133956294342,0.11138835886157966,2006-09-19,,,,
2006-09-19,MA,SELL,5.857122846332238,308.2133956294342,,,49.242635404326165,0.028042485739801153,666.0,hybrid_666
2006-09-19,MA,BUY,5.897881876761573,298.61769462498,0.11138835886157966,2006-09-20,,,,
2006-09-20,MA,SELL,6.044274779199559,298.61769462498,,,43.71551103549086,0.024821267278138177,666.0,hybrid_666
2006-09-20,MA,BUY,5.906956494216788,298.94207279456407,0.11138835886157966,2006-09-22,,,,
2006-09-22,MA,SELL,6.092908563342787,298.94207279456407,,,55.58889698496432,0.031480182613170773,666.0,hybrid_666
2006-09-22,MA,BUY,6.260828047402321,282.984960308782,0.11138835886157966,2006-09-26,,,,
2006-09-26,MA,SELL,5.841517251269866,282.984960308782,,,-118.65864900058682,-0.06697369628390154,666.0,hybrid_666
2006-09-26,MA,BUY,5.7527037842272835,305.79774483599414,0.11138835886157966,2006-09-28,,,,
2006-09-28,MA,SELL,6.210136624176557,305.79774483599414,,,139.88193087041213,0.07951614703393196,666.0,hybrid_666
2006-09-28,MA,BUY,6.1383336322990365,288.99797697052145,0.11138835886157966,2006-09-29,,,,
2006-09-29,MA,SELL,6.391287801056287,288.99797697052145,,,73.10324303710536,0.04120893126861694,666.0,hybrid_666
2006-09-29,MA,BUY,6.2127371474340105,286.7820844788691,0.11138835886157966,2006-10-02,,,,
2006-10-02,MA,SELL,6.345250554637261,286.7820844788691,,,38.00247113914543,0.021329311712146217,666.0,hybrid_666
2006-10-02,MA,BUY,6.383322520684294,279.74821653179276,0.11138835886157966,2006-10-03,,,,
2006-10-03,MA,SELL,6.281225286063374,279.74821653179276,,,-28.561519298030134,-0.015994371941898188,666.0,hybrid_666
2006-10-03,MA,BUY,6.20638801277427,287.23643080585396,0.11138835886157966,2006-10-05,,,,
2006-10-05,MA,SELL,6.361230949355195,287.23643080585396,,,44.47653243900231,0.02494896166050534,666.0,hybrid_666
2006-10-05,MA,BUY,6.3397983425269855,281.93439348916206,0.11138835886157966,2006-10-09,,,,
2006-10-09,MA,SELL,6.48723438940011,281.93439348916206,,,41.5672924536143,0.02325563667918784,666.0,hybrid_666
2006-10-09,MA,BUY,6.532411241887734,281.41055433504755,0.11427803514594448,2006-10-11,,,,
2006-10-11,MA,SELL,6.375100436834882,281.41055433504755,,,-44.268920852815654,-0.024081583235931143,666.0,hybrid_666
2006-10-11,MA,BUY,6.446098577041144,284.4330457846152,0.11427803514594448,2006-10-13,,,,
2006-10-13,MA,SELL,6.400773510189017,284.4330457846152,,,-12.891946815141637,-0.007031395240147172,666.0,hybrid_666
2006-10-13,MA,BUY,6.450639646647093,284.01584168700026,0.11427803514594448,2006-10-17,,,,
2006-10-17,MA,SELL,6.359929521134761,284.01584168700026,,,-25.763112646918216,-0.014062190802966482,666.0,hybrid_666
2006-10-17,MA,BUY,6.459727004751826,283.1833136784981,0.11427803514594448,2006-10-18,,,,
2006-10-18,MA,SELL,6.4223727666232495,283.1833136784981,,,-10.578096933185861,-0.0057826341734098065,666.0,hybrid_666
2006-10-18,MA,BUY,6.324353936769678,289.0632806157298,0.11427803514594448,2006-10-20,,,,
2006-10-20,MA,SELL,6.618718623663978,289.0632806157298,,,85.09002209108826,0.04654462571787271,666.0,hybrid_666
2006-10-20,MA,BUY,6.614176249578503,277.79365894023124,0.11427803514594448,2006-10-23,,,,
2006-10-23,MA,SELL,6.413176972954978,277.79365894023124,,,-55.83632449758875,-0.030389162465444472,666.0,hybrid_666
2006-10-23,MA,BUY,6.482442217593535,282.503775212228,0.11427803514594448,2006-10-25,,,,
2006-10-25,MA,SELL,6.443227016235078,282.503775212228,,,-11.078442429471579,-0.0060494486556355856,666.0,hybrid_666
2006-10-25,MA,BUY,6.473353757578003,282.71460916549427,0.11427803514594448,2006-10-26,,,,
2006-10-26,MA,SELL,6.619354461979507,282.71460916549427,,,41.27653208275774,0.022554105625787586,666.0,hybrid_666
2006-10-26,MA,BUY,6.437012873003615,285.0068602771725,0.11427803514594448,2006-10-27,,,,
2006-10-27,MA,SELL,6.513685785723196,285.0068602771725,,,21.852306122513028,0.011911256701247418,666.0,hybrid_666
2006-10-27,MA,BUY,6.4506401118828975,284.77254556355007,0.11427803514594448,2006-10-31,,,,
2006-10-31,MA,SELL,6.555140399154614,284.77254556355007,,,29.758812818488877,0.016199987204248718,666.0,hybrid_666
2006-10-31,MA,BUY,6.605092279942445,278.6026094574995,0.11427803514594448,2006-11-02,,,,
2006-11-02,MA,SELL,7.83741116257504,278.6026094574995,,,343.3272563851908,0.18657103192558772,666.0,hybrid_666
2006-11-02,MA,BUY,7.6153879171772925,246.53622262930114,0.11427803514594448,2006-11-06,,,,
2006-11-06,MA,SELL,8.718852973290764,246.53622262930114,,,272.0441067376453,0.1448993889890352,666.0,hybrid_666
2006-11-06,MA,BUY,8.176869446741152,233.2192309135127,0.11427803514594448,2006-11-08,,,,
2006-11-08,MA,SELL,8.292000799529497,233.2192309135127,,,26.85084555132994,0.014080126084711939,666.0,hybrid_666
2006-11-08,MA,BUY,8.358575767934603,238.8366282628144,0.11944863819833763,2006-11-10,,,,
2006-11-10,MA,SELL,8.065313463990536,238.8366282628144,,,-70.04177987058551,-0.0350852001688,666.0,hybrid_666
2006-11-10,MA,BUY,8.053308929856275,246.90298054502284,0.11944863819833763,2006-11-14,,,,
2006-11-14,MA,SELL,8.74107641566163,246.90298054502284,,,169.81184216729866,0.08540185056797872,666.0,hybrid_666
2006-11-14,MA,BUY,8.794679431988815,228.28070052910928,0.11944863819833763,2006-11-16,,,,
2006-11-16,MA,SELL,8.79691226753138,228.28070052910928,,,0.5097132618227533,0.0002538848129521112,666.0,hybrid_666
2006-11-16,MA,BUY,8.744710964127234,229.59174182276493,0.11944863819833763,2006-11-20,,,,
2006-11-20,MA,SELL,8.676320286875455,229.59174182276493,,,-15.701934714674508,-0.007820804773574901,666.0,hybrid_666
2006-11-20,MA,BUY,8.538469606172288,234.92870719569518,0.11944863819833763,2006-11-22,,,,
2006-11-22,MA,SELL,9.284373525651386,234.92870719569518,,,175.23424349542643,0.08735803415402434,666.0,hybrid_666
2006-11-22,MA,BUY,9.244401185758885,219.13983420497482,0.11944863819833763,2006-11-23,,,,
2008-04-11,PM,BUY,21.120754554073347,82.03594493341194,0.11524028077730598,2008-04-15,,,,
2008-04-15,PM,SELL,20.830922036683678,82.03594493341194,,,-23.776684436491223,-0.013722640289561642,666.0,hybrid_666
2008-04-15,PM,BUY,20.811500113196722,83.1299050015205,0.11524028077730598,2008-04-17,,,,
2008-04-17,PM,SELL,21.651077436376443,83.1299050015205,,,69.793983117361,0.04034198969863491,666.0,hybrid_666
2008-04-17,PM,BUY,21.65650623063678,80.23911766485072,0.11524028077730598,2008-04-18,,,,
2008-04-18,PM,SELL,22.00157621114849,80.23911766485072,,,27.688110768886872,0.015933778830102798,666.0,hybrid_666
2008-04-18,PM,BUY,21.99190413601935,79.15322780872026,0.11524028077730598,2008-04-22,,,,
2008-04-22,PM,SELL,21.950422551628304,79.15322780872026,,,-3.283401299171146,-0.0018862206807779924,666.0,hybrid_666
2008-04-22,PM,BUY,22.039803503580348,78.96489352366119,0.11524028077730598,2008-04-24,,,,
2008-04-24,PM,SELL,22.75748956528642,78.96489352366119,,,56.67200344603566,0.0325631787774099,666.0,hybrid_666
