date,value,cash,positions,drawdown,leverage,in_protection,risk_on
2016-03-14,160834.8401921291,69200.41600073602,2,-0.003685619360229124,1.0,False,False
2016-03-15,161162.3744758364,18572.895899291318,5,-0.001656661476350827,1.001985452405693,False,True
2016-03-16,161349.226702983,18573.036432216748,5,-0.0004991786776093839,1.056959998105828,False,True
2016-03-17,162616.23977833157,38974.71632636651,5,0.0,1.0704279515001838,False,True
2016-03-18,162065.88924533405,38976.64708675908,5,-0.0033843516105631264,1.075498570959528,False,True
2016-03-21,162845.95295226335,51500.423975695856,5,0.0,1.125212524072033,False,True
2016-03-22,162383.7380287188,29431.54386660885,5,-0.002838356834572657,1.2382908725494832,False,True
2016-03-23,162519.4521519869,29428.87142826596,5,-0.0020049672365648327,1.189899292621502,False,True
2016-03-24,162720.7170891214,33270.8477756768,5,-0.0007690449831360562,1.233752278648829,False,True
2016-03-28,162831.6571187434,33267.20706925419,5,-8.778746576613823e-05,1.2438531676391484,False,True
2016-03-29,163672.45308949047,40835.88857694577,5,0.0,1.285762988503101,False,True
2016-03-30,164275.21580912167,29369.59036458949,5,0.0,1.6864409204117345,False,True
2016-03-31,163983.6296815867,29357.46671534398,5,-0.0017749855089143857,1.6667151325330172,False,True
2016-04-01,164464.0866688038,30832.702927540115,5,0.0,1.6404531012974206,False,True
2016-04-04,164595.44471209325,30821.5251578653,5,0.0,1.6098946755542343,False,True
2016-04-05,163587.1818436007,30812.73288028545,5,-0.006125703358657193,1.470379391071495,False,True
2016-04-06,164161.16069368925,27738.935273906274,5,-0.002638493544968004,1.5458466321852913,False,True
2016-04-07,163726.20659947325,27731.50164434306,5,-0.005281058137061102,1.3800153142982983,False,True
2016-04-08,162549.08895966894,28564.865303528426,5,-0.012432639044195596,1.3791692978114272,False,True
2016-04-11,161851.84209081816,28554.047913182207,5,-0.01666876398720595,1.5845538556570926,False,True
2016-04-12,162781.7328591518,33400.03481765679,5,-0.01101921050193074,1.511288399304642,False,True
2016-04-13,162702.47829516442,37045.24130782388,5,-0.011500721786316536,1.4479824769706524,False,True
2016-04-14,162554.3173913301,37037.41651825409,5,-0.01240087369570541,1.4621652545649797,False,True
2016-04-15,162682.08854937874,33792.79305911393,5,-0.011624599733372395,1.4816580849211192,False,True
2016-04-18,163063.89592241062,33784.647319615724,5,-0.009304928167128653,1.456428586996856,False,True
2016-04-19,162756.7885399714,33776.583929424145,5,-0.01117075977004092,1.4531302367744139,False,True
2016-04-20,161948.33209088576,27911.53534141828,5,-0.016082538771578767,1.4561375916035493,False,True
2016-04-21,161452.43138800847,27902.516059823403,5,-0.019095384623690342,1.472812486152353,False,True
2016-04-22,162576.2988504303,29794.98722883635,5,-0.012267325290774598,1.4741905697405562,False,True
2016-04-25,162512.22150511778,29786.23771689885,5,-0.012656627348462752,1.465752085843336,False,True
2016-04-26,162663.05358102615,31023.696954184696,5,-0.011740246727041517,1.5309292399977812,False,True
