date,symbol,action,shares,price,cost,planned_exit,proceeds,pnl_pct,minutes_held
2001-05-24 00:00:00-04:00,CVX,BUY_RANDOM,570,18.733736038208008,10688.907771320342,2001-05-24 11:06:00-04:00,,,
2001-05-24 00:00:00-04:00,CI,BUY_RANDOM,401,26.572080612182617,10666.059729810713,2001-05-24 11:06:00-04:00,,,
2001-05-24 00:00:00-04:00,ABT,BUY_RANDOM,865,12.338058471679688,10683.09299858093,2001-05-24 11:06:00-04:00,,,
2001-05-24 00:00:00-04:00,DLTR,BUY_RANDOM,1276,8.369999885559082,10690.799973827361,2001-05-24 11:06:00-04:00,,,
2001-05-25 00:00:00-04:00,HUM,SELL_666,1252,8.204854011535645,,,10262.204745220184,-0.03806563760395811,1440.0
2001-05-25 00:00:00-04:00,CVX,SELL_666,570,18.709903717041016,,,10653.980473594665,-0.0012721606153938256,1440.0
2001-05-25 00:00:00-04:00,CI,SELL_666,401,26.01778793334961,,,10422.699828311921,-0.020859965274186276,1440.0
2001-05-25 00:00:00-04:00,ABT,SELL_666,865,12.209785461425781,,,10550.902959709167,-0.010396531232879085,1440.0
2001-05-25 00:00:00-04:00,DLTR,SELL_666,1276,8.716667175292969,,,11111.344848358154,0.04141783685469319,1440.0
2001-05-25 00:00:00-04:00,APD,BUY_RANDOM,448,23.65155792236328,10606.493847167967,2001-05-25 11:06:00-04:00,,,
2001-05-25 00:00:00-04:00,LLY,BUY_RANDOM,248,42.66054916381836,10590.396008819578,2001-05-25 11:06:00-04:00,,,
2001-05-25 00:00:00-04:00,EQIX,BUY_RANDOM,297,35.67058563232422,10604.758096733092,2001-05-25 11:06:00-04:00,,,
2001-05-25 00:00:00-04:00,PNC,BUY_RANDOM,325,32.59171676635742,10602.900257015228,2001-05-25 11:06:00-04:00,,,
2001-05-25 00:00:00-04:00,BLK,BUY_RANDOM,490,21.60984992980957,10599.415292072295,2001-05-25 11:06:00-04:00,,,
2001-05-29 00:00:00-04:00,APD,SELL_666,448,23.873075485229492,,,10684.442679565429,0.009365876175825153,5760.0
2001-05-29 00:00:00-04:00,LLY,SELL_666,248,43.6151008605957,,,10805.728468414307,0.022375513571375367,5760.0
2001-05-29 00:00:00-04:00,EQIX,SELL_666,297,34.719356536865234,,,10301.337242557525,-0.026667044529736932,5760.0
2001-05-29 00:00:00-04:00,PNC,SELL_666,325,32.61527633666992,,,10589.364844608306,0.0007228698776868117,5760.0
2001-05-29 00:00:00-04:00,BLK,SELL_666,490,21.99285888671875,,,10765.724353637695,0.017723813823475026,5760.0
2001-05-29 00:00:00-04:00,VRTX,BUY_RANDOM,238,44.5,10601.590999999999,2001-05-29 11:06:00-04:00,,,
2001-05-29 00:00:00-04:00,CSCO,BUY_RANDOM,802,13.23867130279541,10628.03179922676,2001-05-29 11:06:00-04:00,,,
2001-05-29 00:00:00-04:00,DHR,BUY_RANDOM,1667,6.375654220581055,10638.843801294326,2001-05-29 11:06:00-04:00,,,
2001-05-29 00:00:00-04:00,MCO,BUY_RANDOM,830,12.803153991699219,10637.244430923462,2001-05-29 11:06:00-04:00,,,
2001-05-30 00:00:00-04:00,VRTX,SELL_666,238,42.400001525878906,,,10081.109162796021,-0.04719097694654143,1440.0
2001-05-30 00:00:00-04:00,CSCO,SELL_666,802,12.293975830078125,,,9849.908847106934,-0.07135878300096536,1440.0
2001-05-30 00:00:00-04:00,DHR,SELL_666,1667,6.307915210723877,,,10504.779361620425,-0.0106246367060672,1440.0
2001-05-30 00:00:00-04:00,MCO,SELL_666,830,12.509952545166016,,,10372.877351875306,-0.022900720144684427,1440.0
2001-05-30 00:00:00-04:00,SCHW,BUY_RANDOM,760,13.5470609664917,10306.062100868225,2001-05-30 11:06:00-04:00,,,
2001-05-30 00:00:00-04:00,STT,BUY_RANDOM,307,33.528175354003906,10303.442983512878,2001-05-30 11:06:00-04:00,,,
2001-05-30 00:00:00-04:00,PEP,BUY_RANDOM,431,23.879587173461914,10302.394173833845,2001-05-30 11:06:00-04:00,,,
2001-05-31 00:00:00-04:00,SCHW,SELL_666,760,13.656021118164062,,,10368.197473754883,0.008043084174631928,1440.0
2001-05-31 00:00:00-04:00,STT,SELL_666,307,33.96689224243164,,,10417.408082508087,0.013085021293153764,1440.0
2001-05-31 00:00:00-04:00,PEP,SELL_666,431,23.44483757019043,,,10094.620267759323,-0.01820590951231495,1440.0
2001-05-31 00:00:00-04:00,BA,BUY_RANDOM,249,41.32144546508789,10299.328960727691,2001-05-31 11:06:00-04:00,,,
2001-05-31 00:00:00-04:00,KMB,BUY_RANDOM,408,25.227144241333008,10302.96752531433,2001-05-31 11:06:00-04:00,,,
2001-05-31 00:00:00-04:00,EXC,BUY_RANDOM,1056,9.753847122192383,10310.362623596191,2001-05-31 11:06:00-04:00,,,
2001-05-31 00:00:00-04:00,CSCO,BUY_RANDOM,826,12.462209701538086,10304.078998683928,2001-05-31 11:06:00-04:00,,,
2001-06-01 00:00:00-04:00,BA,SELL_666,249,42.707801818847656,,,10623.608410240173,0.03355052898454594,1440.0
2001-06-01 00:00:00-04:00,KMB,SELL_666,408,25.00597381591797,,,10192.234879577636,-0.008767160614742352,1440.0
2001-06-01 00:00:00-04:00,EXC,SELL_666,1056,9.677621841430664,,,10209.349095886231,-0.00781489393946801,1440.0
2001-06-01 00:00:00-04:00,CSCO,SELL_666,826,12.196919441223145,,,10064.580802991866,-0.02128757793910331,1440.0
2001-06-01 00:00:00-04:00,MSFT,BUY_RANDOM,478,21.48380470275879,10279.527906566618,2001-06-01 11:06:00-04:00,,,
2001-06-01 00:00:00-04:00,CAT,BUY_RANDOM,690,14.873003005981445,10272.634446201324,2001-06-01 11:06:00-04:00,,,
2001-06-01 00:00:00-04:00,PLD,BUY_RANDOM,1027,9.99807071685791,10278.286644839285,2001-06-01 11:06:00-04:00,,,
2001-06-01 00:00:00-04:00,EQIX,BUY_RANDOM,320,32.103519439697266,10283.399346923827,2001-06-01 11:06:00-04:00,,,
2001-06-04 00:00:00-04:00,MSFT,SELL_666,478,21.61818504333496,,,10323.158958263397,0.006254960070406698,4320.0
2001-06-04 00:00:00-04:00,CAT,SELL_666,690,15.125179290771484,,,10425.937336921692,0.016955303827251418,4320.0
2001-06-04 00:00:00-04:00,PLD,SELL_666,1027,9.941261291503906,,,10199.465671028138,-0.005682038761559928,4320.0
2001-06-04 00:00:00-04:00,EQIX,SELL_666,320,35.43277359008789,,,11327.149061279297,0.10370371250554763,4320.0
2001-06-04 00:00:00-04:00,BLK,BUY_RANDOM,488,21.484180450439453,10494.764339874266,2001-06-04 11:06:00-04:00,,,
2001-06-04 00:00:00-04:00,CI,BUY_RANDOM,398,26.37128257751465,10506.26623631668,2001-06-04 11:06:00-04:00,,,
2001-06-04 00:00:00-04:00,PFE,BUY_RANDOM,662,15.843586921691895,10498.942996702193,2001-06-04 11:06:00-04:00,,,
2001-06-04 00:00:00-04:00,BAC,BUY_RANDOM,654,16.0393009185791,10500.192503551481,2001-06-04 11:06:00-04:00,,,
2001-06-05 00:00:00-04:00,BLK,SELL_666,488,21.93302345275879,,,10692.612129501344,0.02089179074597444,1440.0
2001-06-05 00:00:00-04:00,CI,SELL_666,398,26.1591854095459,,,10400.944437206268,-0.00804273236788239,1440.0
2001-06-05 00:00:00-04:00,PFE,SELL_666,662,15.65406322479248,,,10352.626864957809,-0.011962171056096642,1440.0
2001-06-05 00:00:00-04:00,BAC,SELL_666,654,16.400421142578125,,,10715.149551818848,0.022514710948575094,1440.0
2001-06-05 00:00:00-04:00,STT,BUY_RANDOM,309,33.979270935058594,10510.094313652038,2001-06-05 11:06:00-04:00,,,
2001-06-05 00:00:00-04:00,HD,BUY_RANDOM,357,29.417373657226562,10512.504398025512,2001-06-05 11:06:00-04:00,,,
2001-06-05 00:00:00-04:00,RTX,BUY_RANDOM,669,15.735626220703125,10537.66107559204,2001-06-05 11:06:00-04:00,,,
2001-06-05 00:00:00-04:00,VOD,BUY_RANDOM,1261,8.347743034362793,10537.030470297812,2001-06-05 11:06:00-04:00,,,
