date,portfolio_value,cash,positions_count,regime_mult
2006-06-09,159524.0627199277,10185.620133066066,31,1.0
2006-06-12,157913.0227717939,10185.620133066066,31,1.0
2006-06-13,156692.3289837307,10185.620133066066,31,1.0
2006-06-14,156762.2970375341,10185.620133066066,31,1.0
2006-06-15,158358.11475235253,10185.620133066066,31,1.0
2006-06-16,157459.8020814618,10185.620133066066,31,1.0
2006-06-19,155707.00354794945,10185.620133066066,31,1.0
2006-06-20,156157.9480463709,10185.620133066066,31,1.0
2006-06-21,157315.12990200744,10185.620133066066,31,1.0
2006-06-22,157557.35861310762,10185.620133066066,31,1.0
2006-06-23,158041.37508459095,10185.620133066066,31,1.0
2006-06-26,157824.84586319528,10185.620133066066,31,1.0
2006-06-27,156479.68357677382,10185.620133066066,31,1.0
2006-06-28,157118.62813701114,10185.620133066066,31,1.0
2006-06-29,159662.03459109445,10185.620133066066,31,1.0
2006-06-30,158875.3406413765,10185.620133066066,31,1.0
2006-07-03,159898.89680429376,10185.620133066066,31,1.0
2006-07-05,159591.27834966188,10185.620133066066,31,1.0
2006-07-06,159585.10723125903,10185.620133066066,31,1.0
2006-07-07,159803.98286649585,10185.620133066066,31,1.0
2006-07-10,161325.96450113796,10185.620133066066,31,1.0
2006-07-11,163154.09539919478,10185.620133066066,31,1.0
2006-07-12,162143.38696202793,10185.620133066066,31,1.0
2006-07-13,161313.8905707931,10185.620133066066,31,1.0
2006-07-14,160339.89254179344,10185.620133066066,31,1.0
2006-07-17,160148.8336983266,10185.620133066066,31,1.0
2006-07-18,161155.90378231337,10185.620133066066,31,1.0
2006-07-19,165804.4547713807,10185.620133066066,31,1.0
2006-07-20,164918.60223304524,10185.620133066066,31,1.0
2006-07-21,163409.7791831309,10185.620133066066,31,1.0
2006-07-24,165399.92676522606,10185.620133066066,31,1.0
2006-07-25,166686.4946643087,10185.620133066066,31,0.75
2006-07-26,166142.84547520903,10185.620133066066,31,1.0
2006-07-27,164895.88489884915,10185.620133066066,31,1.0
2006-07-28,164514.23266034145,10185.620133066066,31,1.0
2006-07-31,164469.33011001768,10185.620133066066,31,1.0
2006-08-01,164234.9078305633,10185.620133066066,31,1.0
2006-08-02,165731.27679733626,10185.620133066066,31,1.0
2006-08-03,165311.6997656563,10185.620133066066,31,1.0
2006-08-04,166548.1257471377,10185.620133066066,31,1.0
2006-08-07,166342.6947051697,10185.620133066066,31,1.0
2006-08-08,167456.03924714163,10185.620133066066,31,1.0
2006-08-09,166396.2675802731,10185.620133066066,31,1.0
2006-08-10,165267.05449132682,10185.620133066066,31,1.0
2006-08-11,165158.44211542906,10185.620133066066,31,1.0
2006-08-14,165404.6704280872,10185.620133066066,31,1.0
2006-08-15,167018.45588765174,10185.620133066066,31,1.0
2006-08-16,167799.97986459697,10185.620133066066,31,1.0
2006-08-17,169048.0764036033,10185.620133066066,31,1.0
2006-08-18,170063.49814964138,10185.620133066066,31,1.0
2006-08-21,169762.88889340407,10185.620133066066,31,1.0
2006-08-22,170654.91966893684,10185.620133066066,31,1.0
2006-08-23,170483.72774517562,10185.620133066066,31,1.0
2006-08-24,172335.67865907768,10185.620133066066,31,1.0
2006-08-25,171783.12147282792,10185.620133066066,31,1.0
2006-08-28,172360.50543406242,10185.620133066066,31,1.0
2006-08-29,172463.42038927216,10185.620133066066,31,1.0
2006-08-30,173098.2886878653,10185.620133066066,31,1.0
2006-08-31,172981.018116972,10185.620133066066,31,1.0
2006-09-01,173184.90377474047,10185.620133066066,31,1.0
2006-09-05,172858.89621862353,10185.620133066066,31,1.0
2006-09-06,171368.0350075347,10185.620133066066,31,1.0
2006-09-07,170790.5236147589,10185.620133066066,31,1.0
2006-09-08,172288.928634496,10185.620133066066,31,1.0
2006-09-11,172779.23005605568,10185.620133066066,31,1.0
2006-09-12,174700.74219580967,10185.620133066066,31,1.0
2006-09-13,174440.45577810062,10185.620133066066,31,1.0
2006-09-14,174150.00511564576,10185.620133066066,31,1.0
2006-09-15,174264.580174424,10185.620133066066,31,1.0
2006-09-18,174586.23589885858,10185.620133066066,31,1.0
2006-09-19,174429.41938360105,10185.620133066066,31,1.0
2006-09-20,174660.61130889997,10185.620133066066,31,1.0
2006-09-21,172946.53450594196,10185.620133066066,31,1.0
2006-09-22,171199.75370987112,10185.620133066066,31,1.0
2006-09-25,172046.78997250187,10185.620133066066,31,1.0
2006-09-26,172322.17381951518,10185.620133066066,31,1.0
2006-09-27,172670.86692092376,10185.620133066066,31,1.0
2006-09-28,172976.33090469346,10185.620133066066,31,1.0
2006-09-29,172496.28443536544,10185.620133066066,31,1.0
2006-10-02,172326.76139549384,10185.620133066066,31,1.0
2006-10-03,172625.94695316264,10185.620133066066,31,1.0
2006-10-04,173685.03115652545,10185.620133066066,31,1.0
2006-10-05,174317.73779504682,10185.620133066066,31,1.0
2006-10-06,174370.0964661633,10185.620133066066,31,1.0
2006-10-09,172970.01534452563,10185.620133066066,31,1.0
2006-10-10,172035.80064086872,10185.620133066066,31,1.0
2006-10-11,172704.99538465537,10185.620133066066,31,1.0
2006-10-12,172999.59752603638,10185.620133066066,31,1.0
2006-10-13,172331.9290087355,10185.620133066066,31,1.0
2006-10-16,171287.74271870713,10185.620133066066,31,1.0
2006-10-17,170098.60338205443,10185.620133066066,31,1.0
2006-10-18,171989.92729267658,10185.620133066066,31,1.0
2006-10-19,173238.72874806466,10185.620133066066,31,1.0
2006-10-20,173689.4494428276,10185.620133066066,31,1.0
2006-10-23,174390.10146404378,10185.620133066066,31,1.0
2006-10-24,173352.1703827491,10185.620133066066,31,1.0
2006-10-25,172953.85520234364,10185.620133066066,31,1.0
2006-10-26,174458.12698805917,10185.620133066066,31,1.0
2006-10-27,173634.58687641233,10185.620133066066,31,1.0
2006-10-30,172963.00840712537,10185.620133066066,31,1.0
2006-10-31,172557.12528050411,10185.620133066066,31,1.0
2006-11-01,171450.4503979884,10185.620133066066,31,1.0
2006-11-02,171952.78492031214,10185.620133066066,31,1.0
2006-11-03,171100.56829482006,10185.620133066066,31,1.0
2006-11-06,172830.6826439801,10185.620133066066,31,1.0
2006-11-07,174296.30743119013,10185.620133066066,31,1.0
2006-11-08,172385.61318379428,10185.620133066066,31,1.0
2006-11-09,168383.99841508153,10185.620133066066,31,1.0
2006-11-10,169364.19710827988,10185.620133066066,31,1.0
2006-11-13,169722.61996199383,10185.620133066066,31,1.0
2006-11-14,171302.102684969,10185.620133066066,31,1.0
2006-11-15,171952.8705719212,10185.620133066066,31,1.0
2006-11-16,171840.41424217832,10185.620133066066,31,1.0
2006-11-17,171798.3933961243,10185.620133066066,31,1.0
2006-11-20,171282.4537656467,10185.620133066066,31,1.0
2006-11-21,170656.10090289696,10185.620133066066,31,1.0
2006-11-22,171100.03054958195,10185.620133066066,31,1.0
2006-11-24,170739.44388659505,10185.620133066066,31,1.0
2006-11-27,169300.91134782834,10185.620133066066,31,1.0
2006-11-28,171029.80391189732,10185.620133066066,31,1.0
2006-11-29,171957.25566227201,10185.620133066066,31,1.0
2006-11-30,173462.49517328385,10185.620133066066,31,1.0
2006-12-01,172914.7284302938,10185.620133066066,31,1.0
2006-12-04,172940.4785445156,10185.620133066066,31,1.0
2006-12-05,173639.0686854693,10185.620133066066,31,1.0
2006-12-06,173566.915496807,10185.620133066066,31,1.0
2006-12-07,173447.54394819585,10185.620133066066,31,1.0
2006-12-08,173542.5742321746,10185.620133066066,31,1.0
2006-12-11,173980.23991267482,10185.620133066066,31,1.0
2006-12-12,173956.34659879137,10185.620133066066,31,1.0
2006-12-13,173797.80351972967,10185.620133066066,31,1.0
2006-12-14,175586.09726971865,10185.620133066066,31,1.0
2006-12-15,175950.78330131454,10185.620133066066,31,1.0
2006-12-18,175969.06461059078,10185.620133066066,31,1.0
2006-12-19,178117.23244401455,10185.620133066066,31,1.0
2006-12-20,179050.77111116363,10185.620133066066,31,1.0
2006-12-21,178728.6797026051,10185.620133066066,31,1.0
2006-12-22,177643.36118318062,10185.620133066066,31,1.0
2006-12-26,177828.4614709199,10185.620133066066,31,1.0
2006-12-27,178715.8411409874,10185.620133066066,31,1.0
2006-12-28,179061.8841367269,10185.620133066066,31,1.0
2006-12-29,178491.6393524478,10185.620133066066,31,1.0
2007-01-03,177006.76437569567,10185.620133066066,31,1.0
2007-01-04,177840.79751863462,10185.620133066066,31,1.0
2007-01-05,176776.13044398135,10185.620133066066,31,1.0
2007-01-08,177554.90087785106,10185.620133066066,31,1.0
2007-01-09,176949.10197020572,10185.620133066066,31,1.0
2007-01-10,177333.7869581668,10185.620133066066,31,1.0
2007-01-11,179408.96990387005,10185.620133066066,31,1.0
2007-01-12,179873.99568547402,10185.620133066066,31,1.0
2007-01-16,180436.40029338872,10185.620133066066,31,1.0
2007-01-17,180822.8917788581,10185.620133066066,31,1.0
2007-01-18,179313.0553651158,10185.620133066066,31,1.0
2007-01-19,179181.89676347544,10185.620133066066,31,1.0
2007-01-22,177590.69270701593,10185.620133066066,31,1.0
2007-01-23,176895.16063712715,10185.620133066066,31,1.0
2007-01-24,177176.54283189186,10185.620133066066,31,1.0
2007-01-25,176146.2516078926,10185.620133066066,31,1.0
2007-01-26,175279.41522144162,10185.620133066066,31,1.0
2007-01-29,175058.08085601285,10185.620133066066,31,1.0
2007-01-30,176173.0199190568,10185.620133066066,31,1.0
2007-01-31,176589.7074221807,10185.620133066066,31,1.0
2007-02-01,177841.12508394674,10185.620133066066,31,1.0
2007-02-02,177700.08480358732,10185.620133066066,31,1.0
2007-02-05,177012.58122768544,10185.620133066066,31,1.0
2007-02-06,175470.1861838152,10185.620133066066,31,1.0
2007-02-07,175719.19164961553,10185.620133066066,31,1.0
2007-02-08,175319.30940801025,10185.620133066066,31,1.0
2007-02-09,174551.18100012347,10185.620133066066,31,1.0
2007-02-12,174988.07393632794,10185.620133066066,31,1.0
2007-02-13,175659.25808830053,10185.620133066066,31,1.0
2007-02-14,176143.58124413618,10185.620133066066,31,1.0
2007-02-15,178037.08898070338,10185.620133066066,31,1.0
2007-02-16,178467.67329307197,10185.620133066066,31,1.0
2007-02-20,178461.57027609926,10185.620133066066,31,1.0
2007-02-21,177741.48915214106,10185.620133066066,31,1.0
2007-02-22,177770.78718112106,10185.620133066066,31,1.0
2007-02-23,176598.74417284722,10185.620133066066,31,1.0
2007-02-26,177560.03370830894,10185.620133066066,31,1.0
2007-02-27,172235.2951221153,10185.620133066066,31,1.0
2007-02-28,173592.3977728941,10185.620133066066,31,1.0
2007-03-01,173515.41672136725,10185.620133066066,31,1.0
2007-03-02,173810.78992327067,10185.620133066066,31,1.0
2007-03-05,172026.3387871523,10185.620133066066,31,1.0
2007-03-06,174376.80469528388,10185.620133066066,31,1.0
2007-03-07,173934.48191316248,10185.620133066066,31,1.0
2007-03-08,173846.30309612677,10185.620133066066,31,1.0
2007-03-09,173655.9569126166,10185.620133066066,31,1.0
2007-03-12,173864.7706810552,10185.620133066066,31,1.0
2007-03-13,171487.3404561646,10185.620133066066,31,1.0
2007-03-14,172268.32283856533,10185.620133066066,31,1.0
2007-03-15,173205.3479198997,10185.620133066066,31,1.0
2007-03-16,171717.99540740295,10185.620133066066,31,1.0
2007-03-19,173834.99650747946,10185.620133066066,31,1.0
2007-03-20,174358.35330014868,10185.620133066066,31,0.75
2007-03-21,176896.51641735825,10185.620133066066,31,0.75
2007-03-22,177617.2767628487,10185.620133066066,31,0.75
2007-03-23,178524.23091140256,10185.620133066066,31,0.75
2007-03-26,179225.14962231863,10185.620133066066,31,0.75
2007-03-27,177715.89858865898,10185.620133066066,31,1.0
2007-03-28,175666.2754106256,10185.620133066066,31,1.0
2007-03-29,174339.59449579462,10185.620133066066,31,1.0
2007-03-30,174252.7135776342,10185.620133066066,31,1.0
2007-04-02,174971.04125160622,10185.620133066066,31,1.0
2007-04-03,176757.2093564325,10185.620133066066,31,1.0
2007-04-04,177438.58860181636,10185.620133066066,31,1.0
2007-04-05,178017.92291989853,10185.620133066066,31,1.0
2007-04-09,177776.62766733964,10185.620133066066,31,1.0
2007-04-10,177464.26424180248,10185.620133066066,31,1.0
2007-04-11,175730.41581078758,10185.620133066066,31,1.0
2007-04-12,176451.01849270624,10185.620133066066,31,1.0
2007-04-13,176992.98975027696,10185.620133066066,31,1.0
2007-04-16,178931.6276025207,10185.620133066066,31,1.0
2007-04-17,180400.23590536977,10185.620133066066,31,1.0
2007-04-18,180157.4761037546,10185.620133066066,31,1.0
2007-04-19,177786.44934334815,10185.620133066066,31,1.0
2007-04-20,179995.769838406,10185.620133066066,31,1.0
2007-04-23,179870.00140840717,10185.620133066066,31,1.0
2007-04-24,180116.21468984772,10185.620133066066,31,1.0
2007-04-25,179750.6515668216,10185.620133066066,31,1.0
2007-04-26,179132.60015997215,10185.620133066066,31,1.0
2007-04-27,179316.83119923048,10185.620133066066,31,1.0
2007-04-30,178858.71005154162,10185.620133066066,31,1.0
2007-05-01,178607.98536082575,10185.620133066066,31,1.0
2007-05-02,179976.1053535693,10185.620133066066,31,1.0
2007-05-03,179945.98223992292,10185.620133066066,31,1.0
2007-05-04,180514.46912197547,10185.620133066066,31,1.0
2007-05-07,180460.8213643298,10185.620133066066,31,1.0
2007-05-08,180029.98148219526,10185.620133066066,31,1.0
2007-05-09,180401.9416267059,10185.620133066066,31,1.0
2007-05-10,178834.27082876672,10185.620133066066,31,1.0
2007-05-11,180587.53488271686,10185.620133066066,31,1.0
2007-05-14,180215.24626237774,10185.620133066066,31,1.0
2007-05-15,180243.6460039152,10185.620133066066,31,1.0
2007-05-16,182389.08094744352,10185.620133066066,31,1.0
2007-05-17,182077.2679747838,10185.620133066066,31,1.0
2007-05-18,182931.17693958935,10185.620133066066,31,1.0
2007-05-21,182632.9076958308,10185.620133066066,31,1.0
2007-05-22,182757.1122063303,10185.620133066066,31,1.0
2007-05-23,182580.32322869002,10185.620133066066,31,1.0
2007-05-24,182164.28437077758,10185.620133066066,31,1.0
2007-05-25,182781.03738776626,10185.620133066066,31,1.0
2007-05-29,182884.61405615535,10185.620133066066,31,1.0
2007-05-30,183200.50154155478,10185.620133066066,31,1.0
2007-05-31,183126.10761059052,10185.620133066066,31,1.0
2007-06-01,184039.8209220362,10185.620133066066,31,1.0
2007-06-04,184055.5443713581,10185.620133066066,31,1.0
2007-06-05,182887.2054534329,10185.620133066066,31,1.0
2007-06-06,181299.82519933477,10185.620133066066,31,1.0
2007-06-07,179199.0773601146,10185.620133066066,31,1.0
2007-06-08,180427.67271044504,10185.620133066066,31,1.0
2007-06-11,179872.80949452607,10185.620133066066,31,1.0
2007-06-12,178511.92675871452,10185.620133066066,31,1.0
2007-06-13,179788.70871474306,10185.620133066066,31,1.0
2007-06-14,179794.2534609261,10185.620133066066,31,1.0
2007-06-15,180128.60400040334,10185.620133066066,31,1.0
2007-06-18,179708.57545663728,10185.620133066066,31,1.0
2007-06-19,179706.87288084993,10185.620133066066,31,1.0
2007-06-20,177230.78109332174,10185.620133066066,31,1.0
2007-06-21,178403.4593468772,10185.620133066066,31,1.0
2007-06-22,176035.99093045684,10185.620133066066,31,1.0
2007-06-25,176296.37108170282,10185.620133066066,31,1.0
2007-06-26,176684.8496150461,10185.620133066066,31,1.0
2007-06-27,177748.85696853057,10185.620133066066,31,1.0
2007-06-28,178048.25630909984,10185.620133066066,31,1.0
2007-06-29,176719.88543301943,10185.620133066066,31,1.0
2007-07-02,178743.72125839273,10185.620133066066,31,1.0
2007-07-03,179176.29907873573,10185.620133066066,31,1.0
2007-07-05,179383.9041821958,10185.620133066066,31,1.0
2007-07-06,180317.6696835237,10185.620133066066,31,1.0
2007-07-09,179555.7348207631,10185.620133066066,31,1.0
2007-07-10,177843.06316545221,10185.620133066066,31,1.0
2007-07-11,178495.08031679568,10185.620133066066,31,1.0
2007-07-12,182629.93269003948,10185.620133066066,31,1.0
2007-07-13,182730.36681096922,10185.620133066066,31,1.0
2007-07-16,182915.49124902295,10185.620133066066,31,1.0
2007-07-17,182347.3651060821,10185.620133066066,31,1.0
2007-07-18,182640.89700936223,10185.620133066066,31,1.0
2007-07-19,181178.5867666162,10185.620133066066,31,1.0
2007-07-20,179175.41587590883,10185.620133066066,31,1.0
2007-07-23,180166.99484301504,10185.620133066066,31,1.0
2007-07-24,178275.2679343804,10185.620133066066,31,1.0
2007-07-25,179829.0431679039,10185.620133066066,31,1.0
2007-07-26,175965.1189994566,10185.620133066066,31,1.0
2007-07-27,173054.5374405699,10185.620133066066,31,0.75
2007-07-30,173476.40555111895,10185.620133066066,31,0.75
2007-07-31,172218.95405505717,10185.620133066066,31,0.75
2007-08-01,172749.57131032474,10185.620133066066,31,0.75
2007-08-02,173373.95333388294,10185.620133066066,31,0.75
2007-08-03,170510.3642974826,10185.620133066066,31,0.75
2007-08-06,174262.3120284318,10185.620133066066,31,0.75
2007-08-07,174653.1353235889,10185.620133066066,31,0.75
2007-08-08,176419.77265131462,10185.620133066066,31,0.75
2007-08-09,172065.47316944538,10185.620133066066,31,0.75
2007-08-10,173372.04221036303,10185.620133066066,31,0.75
2007-08-13,174118.11024079926,10185.620133066066,31,0.75
2007-08-14,172041.92007853938,10185.620133066066,31,0.75
2007-08-15,172015.22224610444,10185.620133066066,31,0.75
2007-08-16,172600.33965314794,10185.620133066066,31,0.75
2007-08-17,176022.7803290913,10185.620133066066,31,0.75
2007-08-20,175672.87623048486,10185.620133066066,31,0.75
2007-08-21,175541.07818599162,10185.620133066066,31,0.75
2007-08-22,175195.80960181387,10185.620133066066,31,0.75
2007-08-23,175097.04021589758,10185.620133066066,31,0.75
2007-08-24,177114.7908388669,10185.620133066066,31,0.75
2007-08-27,175747.21452554574,10185.620133066066,31,0.75
2007-08-28,173086.52725022525,10185.620133066066,31,0.75
2007-08-29,175180.27865403943,10185.620133066066,31,0.75
2007-08-30,175200.2843770786,10185.620133066066,31,0.75
2007-08-31,177160.33822786098,10185.620133066066,31,0.75
2007-09-04,178035.10622303913,10185.620133066066,31,0.75
2007-09-05,176117.01562380558,10185.620133066066,31,0.75
2007-09-06,176960.38745309104,10185.620133066066,31,0.75
2007-09-07,174945.344040019,10185.620133066066,31,1.0
2007-09-10,174905.76117151484,10185.620133066066,31,1.0
2007-09-11,176889.76200970754,10185.620133066066,31,1.0
2007-09-12,176934.74804578788,10185.620133066066,31,1.0
2007-09-13,177877.9981439684,10185.620133066066,31,1.0
2007-09-14,178386.33004252505,10185.620133066066,31,1.0
2007-09-17,178162.79843661253,10185.620133066066,31,1.0
2007-09-18,181202.2306680699,10185.620133066066,31,1.0
2007-09-19,181346.63855390428,10185.620133066066,31,1.0
2007-09-20,181020.09598088992,10185.620133066066,31,1.0
2007-09-21,181661.72916468527,10185.620133066066,31,1.0
2007-09-24,180821.47974606868,10185.620133066066,31,1.0
2007-09-25,180396.0722754634,10185.620133066066,31,1.0
2007-09-26,180936.69539098218,10185.620133066066,31,1.0
2007-09-27,181052.34942565643,10185.620133066066,31,1.0
2007-09-28,179944.89764602206,10185.620133066066,31,1.0
2007-10-01,181075.93995590552,10185.620133066066,31,1.0
2007-10-02,180817.66208893564,10185.620133066066,31,1.0
2007-10-03,179918.53841016063,10185.620133066066,31,1.0
2007-10-04,180781.8270729908,10185.620133066066,31,1.0
2007-10-05,181775.39709662722,10185.620133066066,31,1.0
2007-10-08,181516.33778966696,10185.620133066066,31,1.0
2007-10-09,182752.6140509213,10185.620133066066,31,1.0
2007-10-10,183919.71752675474,10185.620133066066,31,1.0
2007-10-11,183502.44949640555,10185.620133066066,31,1.0
2007-10-12,183851.84121209508,10185.620133066066,31,1.0
2007-10-15,182357.8169602303,10185.620133066066,31,1.0
2007-10-16,181231.81250121165,10185.620133066066,31,1.0
2007-10-17,181621.02667479945,10185.620133066066,31,1.0
2007-10-18,180772.878689822,10185.620133066066,31,1.0
2007-10-19,177688.1742570386,10185.620133066066,31,1.0
2007-10-22,178789.85721344175,10185.620133066066,31,1.0
2007-10-23,179910.28320885517,10185.620133066066,31,1.0
2007-10-24,179435.8117696714,10185.620133066066,31,1.0
2007-10-25,179581.30510773248,10185.620133066066,31,1.0
2007-10-26,180339.46718621778,10185.620133066066,31,1.0
2007-10-29,181155.0586576209,10185.620133066066,31,1.0
2007-10-30,180266.07617321127,10185.620133066066,31,1.0
2007-10-31,182330.44270315365,10185.620133066066,31,1.0
2007-11-01,178496.1665598706,10185.620133066066,31,1.0
2007-11-02,178610.31337196162,10185.620133066066,31,1.0
2007-11-05,178477.31299747853,10185.620133066066,31,1.0
2007-11-06,180468.08255869456,10185.620133066066,31,1.0
2007-11-07,177808.97186156482,10185.620133066066,31,1.0
2007-11-08,179105.57475981934,10185.620133066066,31,1.0
2007-11-09,179903.90219527058,10185.620133066066,31,1.0
2007-11-12,180508.90070809933,10185.620133066066,31,1.0
2007-11-13,184326.5252504676,10185.620133066066,31,1.0
2007-11-14,183668.53079969191,10185.620133066066,31,0.75
2007-11-15,182583.076042149,10185.620133066066,31,0.75
2007-11-16,184073.0725123259,10185.620133066066,31,1.0
2007-11-19,182572.81347596552,10185.620133066066,31,1.0
2007-11-20,183691.20450732563,10185.620133066066,31,1.0
2007-11-21,181353.12336579314,10185.620133066066,31,0.75
2007-11-23,183546.24571505454,10185.620133066066,31,0.75
2007-11-26,180573.23307969308,10185.620133066066,31,0.75
2007-11-27,183251.61548270492,10185.620133066066,31,0.75
2007-11-28,186134.1434118312,10185.620133066066,31,0.75
2007-11-29,186196.69743841246,10185.620133066066,31,0.75
2007-11-30,187334.89200451877,10185.620133066066,31,0.75
2007-12-03,186232.07024291472,10185.620133066066,31,0.75
2007-12-04,185607.60761369107,10185.620133066066,31,0.75
2007-12-05,187557.08872300255,10185.620133066066,31,0.75
2007-12-06,190118.70857865852,10185.620133066066,31,0.75
2007-12-07,190730.71015163488,10185.620133066066,31,0.75
2007-12-10,192982.56297506863,10185.620133066066,31,0.75
2007-12-11,189991.84880930517,10185.620133066066,31,0.75
2007-12-12,190564.19041748732,10185.620133066066,31,0.75
2007-12-13,190061.8177548403,10185.620133066066,31,0.75
2007-12-14,188309.88683848226,10185.620133066066,31,0.75
2007-12-17,186557.42613245227,10185.620133066066,31,0.75
2007-12-18,187525.90227462485,10185.620133066066,31,0.75
2007-12-19,187604.42766754437,10185.620133066066,31,0.75
2007-12-20,188330.8806624648,10185.620133066066,31,0.75
2007-12-21,190570.4830893509,10185.620133066066,31,1.0
2007-12-24,191076.94162684915,10185.620133066066,31,1.0
2007-12-26,191081.17630938225,10185.620133066066,31,1.0
2007-12-27,189018.79774570363,10185.620133066066,31,1.0
2007-12-28,189243.33099714742,10185.620133066066,31,1.0
2007-12-31,188159.91566590537,10185.620133066066,31,1.0
2008-01-02,185241.67710642997,10185.620133066066,31,1.0
2008-01-03,185432.40577728662,10185.620133066066,31,1.0
2008-01-04,183123.07069641034,10185.620133066066,31,1.0
2008-01-07,184977.664515007,10185.620133066066,31,1.0
2008-01-08,183582.26247475133,10185.620133066066,31,1.0
2008-01-09,184873.96651951224,10185.620133066066,31,1.0
2008-01-10,185962.38750524572,10185.620133066066,31,1.0
2008-01-11,184103.07661178036,10185.620133066066,31,1.0
2008-01-14,183798.6609811784,10185.620133066066,31,1.0
2008-01-15,180986.67771632908,10185.620133066066,31,1.0
2008-01-16,181402.25116107662,10185.620133066066,31,1.0
2008-01-17,177810.4375668125,10185.620133066066,31,1.0
2008-01-18,176911.97197755662,10185.620133066066,31,1.0
2008-01-22,172643.48358781793,10185.620133066066,31,1.0
2008-01-23,174444.91547598445,10185.620133066066,31,1.0
2008-01-24,173606.60746279903,10185.620133066066,31,0.75
2008-01-25,171581.7928700893,10185.620133066066,31,0.75
2008-01-28,175673.3372348179,10185.620133066066,31,0.75
2008-01-29,174567.1837249131,10185.620133066066,31,0.75
2008-01-30,173400.8932742294,10185.620133066066,31,0.75
2008-01-31,175792.4481296732,10185.620133066066,31,0.75
2008-02-01,175948.27963580805,10185.620133066066,31,0.75
2008-02-04,175068.38148517488,10185.620133066066,31,0.75
2008-02-05,171405.72432255512,10185.620133066066,31,0.75
2008-02-06,170560.90196800098,10185.620133066066,31,0.75
2008-02-07,171815.23149024977,10185.620133066066,31,0.75
2008-02-08,169445.54257744298,10185.620133066066,31,0.75
2008-02-11,170256.42358976483,10185.620133066066,31,0.75
2008-02-12,171742.73207345285,10185.620133066066,31,0.75
2008-02-13,171593.71809059795,10185.620133066066,31,0.75
2008-02-14,169861.7099216386,10185.620133066066,31,0.75
2008-02-15,171262.03602568104,10185.620133066066,31,0.75
2008-02-19,171513.7295811193,10185.620133066066,31,0.75
2008-02-20,172149.43619036957,10185.620133066066,31,0.75
2008-02-21,170979.17702143386,10185.620133066066,31,0.75
2008-02-22,171066.63397124485,10185.620133066066,31,0.75
2008-02-25,172963.37212025092,10185.620133066066,31,0.75
2008-02-26,174386.52201750007,10185.620133066066,31,1.0
2008-02-27,174215.75154960758,10185.620133066066,31,1.0
2008-02-28,171821.47771863439,10185.620133066066,31,1.0
2008-02-29,167880.31832072468,10185.620133066066,31,1.0
2008-03-03,167545.7049794485,10185.620133066066,31,0.75
2008-03-04,167573.09726714628,10185.620133066066,31,0.75
2008-03-05,168176.486509531,10185.620133066066,31,1.0
2008-03-06,164993.54356067968,10185.620133066066,31,1.0
2008-03-07,163344.56314506248,10185.620133066066,31,0.75
2008-03-10,161763.80216353972,10185.620133066066,31,1.0
2008-03-11,158327.60951166425,10185.620133066066,31,1.0
2008-03-12,156117.3189312845,10185.620133066066,31,0.75
2008-03-13,158111.68817709578,10185.620133066066,31,0.75
2008-03-14,154793.5341257226,10185.620133066066,31,0.75
2008-03-17,152298.35354610722,10185.620133066066,31,0.75
2008-03-18,156965.35527181134,10185.620133066066,31,0.75
2008-03-19,156002.94471056515,10185.620133066066,31,0.75
2008-03-20,158964.6457603001,10185.620133066066,31,0.75
2008-03-24,160341.80162474714,10185.620133066066,31,0.75
2008-03-25,159128.88799411833,10185.620133066066,31,0.75
2008-03-26,157192.65658269826,10185.620133066066,31,0.75
2008-03-27,156169.81165958845,10185.620133066066,31,0.75
2008-03-28,155905.52358921847,10185.620133066066,31,0.75
2008-03-31,155896.91459783367,10185.620133066066,31,0.75
2008-04-01,160814.2753300768,10185.620133066066,31,0.75
2008-04-02,159924.958977879,10185.620133066066,31,0.75
2008-04-03,160396.36822290128,10185.620133066066,31,0.75
2008-04-04,160556.25857096227,10185.620133066066,31,0.75
2008-04-07,161076.637919756,10185.620133066066,31,0.75
2008-04-08,161844.99231558098,10185.620133066066,31,0.75
2008-04-09,160649.2654785546,10185.620133066066,31,0.75
2008-04-10,160174.49254396517,10185.620133066066,31,0.75
2008-04-11,158140.9193250688,10185.620133066066,31,0.75
2008-04-14,157963.71969240432,10185.620133066066,31,0.75
2008-04-15,159282.07539856737,10185.620133066066,31,0.75
2008-04-16,159296.1150781724,10185.620133066066,31,0.75
2008-04-17,159891.1922641999,10185.620133066066,31,0.75
2008-04-18,161247.50238182672,10185.620133066066,31,0.75
2008-04-21,161263.43801026494,10185.620133066066,31,0.75
2008-04-22,156959.25745827603,10185.620133066066,31,1.0
2008-04-23,157786.66660586884,10185.620133066066,31,0.75
2008-04-24,156967.5878490903,10185.620133066066,31,0.75
2008-04-25,157871.08283224853,10185.620133066066,31,0.75
2008-04-28,157473.02156602786,10185.620133066066,31,0.75
2008-04-29,157056.7144305217,10185.620133066066,31,1.0
2008-04-30,156630.74330603407,10185.620133066066,31,1.0
2008-05-01,158027.02303937927,10185.620133066066,31,1.0
2008-05-02,158842.23518430805,10185.620133066066,31,1.0
2008-05-05,157711.86190340543,10185.620133066066,31,1.0
2008-05-06,157805.28909133174,10185.620133066066,31,1.0
2008-05-07,155919.16423380247,10185.620133066066,31,1.0
2008-05-08,156154.33896185053,10185.620133066066,31,1.0
