date,value,cash,positions,drawdown,leverage,in_protection,risk_on,universe_size
2005-08-24,79838.48471976176,15240.945310068792,5,-0.08515517044133143,1.675353861949829,False,True,40
2005-08-25,80047.94192419024,15232.951883764239,5,-0.08275506426249046,1.722366694643885,False,True,40
2005-08-26,79703.99934439365,15276.475387707002,5,-0.08669619731250298,1.7196548676747918,False,True,40
2005-08-29,80642.77925683308,15408.276369749121,5,-0.07593900481312975,1.6165449618087568,False,True,40
2005-08-30,80066.13653341681,15383.79685243736,5,-0.08254657778838971,1.6580261650856174,False,True,40
2005-08-31,80375.02920017007,15377.732988284133,5,-0.07900707099464584,1.463844725178628,False,True,40
2005-09-01,80327.15347040314,15371.218559152994,5,-0.07955566437028876,1.5165637892675274,False,True,40
2005-09-02,80364.25094519097,15457.132676175532,5,-0.0791305757289091,1.558674820926651,False,True,40
2005-09-06,81810.95026509797,15696.932230377448,5,-0.06255328975725584,1.4308264861304705,False,True,40
2005-09-07,82876.03184481933,15699.1650319562,5,-0.05034884499998852,1.4579870570645936,False,True,40
2005-09-08,83537.61998583136,15693.016069703774,5,-0.042767908409988606,1.4474918746498258,False,True,40
2005-09-09,84986.14082128939,15687.281325024493,5,-0.02616975024756587,1.3954982486910659,False,True,40
2005-09-12,84082.76548332321,15825.392563495843,5,-0.03652125253358821,1.426348675455161,False,True,40
2005-09-13,84241.10400640406,16349.17492528677,5,-0.03470689972279876,1.4276406883874027,False,True,40
2005-09-14,84257.82801967787,16057.957370995446,5,-0.03451526435889228,1.587720909609371,False,True,40
2005-09-15,83923.24457814482,16050.566098563922,5,-0.038349153899968305,1.5870537576221062,False,True,40
2005-09-16,83379.48053363297,16043.608276964094,5,-0.044579980128292736,1.539598767860086,False,True,40
2005-09-19,83067.99016854614,16164.614185102508,5,-0.04814925315441893,1.5260473653592699,False,True,40
2005-09-20,83126.7721643801,15986.378538453408,5,-0.047475688204525364,1.452191054772346,False,True,40
2005-09-21,82195.32049654849,15806.306225924747,5,-0.05814890858553078,1.3835152209007668,False,True,40
2005-09-22,82464.64818637812,15800.31785021213,5,-0.055062764787054706,1.4388353716522708,False,True,40
2005-09-23,83503.00908799126,15794.159699388058,5,-0.043164504125031825,1.4487297514529562,False,True,40
2005-09-26,83641.8717247287,15628.999349731235,5,-0.04157331955177696,1.4968908974163369,False,True,40
2005-09-27,82817.76688743576,16019.632161853157,5,-0.051016485364079975,1.552586232084465,False,True,40
2005-09-28,81647.49211611606,15743.135215798655,5,-0.06442630679872678,1.5877030681560438,False,True,40
2005-09-29,82327.42885660323,15735.022430770348,5,-0.05663511920736588,1.7061360000941794,False,True,40
2005-09-30,82807.49163340346,15726.924990803349,5,-0.05113422636401059,1.6969358983551892,False,True,40
2005-10-03,82905.84329597636,15497.576609189118,5,-0.050007244679687105,1.6812940040556468,False,True,40
2005-10-04,81658.0161201508,15710.513194810666,5,-0.0643057154484371,1.709731244406445,False,True,40
2005-10-05,80602.92463164992,15489.146699352186,5,-0.07639568679940228,1.5400523546596645,False,True,40
2005-10-06,80026.70511638965,15482.474478996659,5,-0.08299841036156648,1.5388750826635043,False,True,40
2005-10-07,80724.72353670161,15474.971863863486,5,-0.07500003031965366,1.6402883335794476,False,True,40
2005-10-10,79999.57891909507,15252.19985514677,5,-0.08330924117740224,1.5884173095316296,False,True,40
2005-10-11,80714.57621068449,15462.162106091033,5,-0.07511630543150219,1.6027865172809437,False,True,40
2005-10-12,77352.6123889735,50683.45832752601,2,-0.11364002278725385,1.0,False,False,40
