date,value,cash,active_pairs,qualifying_pairs,gross_exposure
2007-04-03,163935.1809540579,15630.962328131565,9,30,303187.4677737031
2007-04-04,164569.31211821563,15629.77396407473,9,30,303187.4677737031
2007-04-05,164920.73209415117,16355.802783767795,9,30,300502.1231248507
2007-04-09,164955.69549145104,16821.329195166283,9,30,299848.82556816004
2007-04-10,164249.9468483516,1215.2233840777844,10,30,332564.65788867045
2007-04-11,164863.81200737826,1210.932265419335,10,30,332564.65788867045
2007-04-12,165571.49355864036,1113.891794935429,10,30,331713.09340267687
2007-04-13,166364.1021888088,1308.0739869592799,10,30,330829.739994092
2007-04-16,165100.62853924098,1303.3036120470288,10,30,330829.739994092
2007-04-17,163931.8993118119,1298.4742276812672,10,30,330829.739994092
2007-04-18,162282.9834150477,1293.5648876021087,10,30,330829.739994092
2007-04-19,160777.11239133708,3282.3178353289386,10,30,329362.409661525
2007-04-20,158930.2196839673,3277.165704449401,10,30,329362.409661525
2007-04-23,160332.3317174604,3272.0754906317384,10,30,329362.409661525
2007-04-24,160657.13675599487,3266.9771675997345,10,30,329362.409661525
2007-04-25,159212.9791998617,3261.798197412705,10,30,329362.409661525
2007-04-26,160494.41985561303,3256.6611311386714,10,30,329362.409661525
2007-04-27,161772.0177714827,3251.5784820710646,10,30,329362.409661525
2007-04-30,163981.81877406986,3461.830668065566,10,30,328276.8981495678
2007-05-01,162305.64720167042,3456.8133508000437,10,30,328276.8981495678
2007-05-02,161515.7949112347,3451.763058679581,10,30,328276.8981495678
2007-05-03,162282.44770150553,2531.590785914008,10,30,327749.2412710387
2007-05-04,161429.6950276376,2526.480914713485,10,30,327749.2412710387
2007-05-07,160696.2925795564,2521.355608368418,10,30,327749.2412710387
2007-05-08,159637.48390765052,2516.1827457763907,10,30,327749.2412710387
2007-05-09,157577.8832524409,2510.9301977203104,10,30,327749.2412710387
2007-05-10,158394.89303661222,2505.741266791357,10,30,327749.2412710387
2007-05-11,159144.5435458303,2500.534423353774,10,30,327749.2412710387
2007-05-14,159885.98303146719,16415.53729281734,9,30,293892.3020888316
2007-05-15,160152.03430919317,16412.837119018604,9,30,293892.3020888316
2007-05-16,159630.9756276085,16410.100672625216,9,30,293892.3020888316
2007-05-17,159055.6161123842,16407.35332730505,9,30,293892.3020888316
2007-05-18,157016.72462640016,16404.50626648764,9,30,293892.3020888316
2007-05-21,157522.75926005846,16401.673672562592,9,30,293892.3020888316
2007-05-22,155655.38248276606,833.2263618599209,10,30,325023.3785853848
2007-05-23,156961.03480757706,828.12561630324,10,30,325023.3785853848
2007-05-24,160204.39663002407,16127.649354643921,9,30,292818.88270310836
2007-05-25,159567.22976514164,16124.954412791472,9,30,292818.88270310836
2007-05-29,159095.44933910132,16122.229992454735,9,30,292818.88270310836
2007-05-30,160518.86881788008,1301.7183569569224,10,30,322603.0296949878
2007-05-31,160212.92862427904,1297.2604667274716,10,30,322603.0296949878
2007-06-01,159562.210981035,1292.764364926156,10,30,322603.0296949878
2007-06-04,160536.24245541697,1061.2161967083412,10,30,322554.8557078038
2007-06-05,161869.41401180055,1056.7855907404546,10,30,322554.8557078038
2007-06-06,163816.10237585733,17068.92059837785,9,30,289440.5569960757
2007-06-07,164090.69499299297,16647.180327232567,9,30,289462.3322398603
2007-06-08,162473.07260080572,16645.17428525711,9,30,289462.3322398603
2007-06-11,162155.13889545345,16643.150287238714,9,30,289462.3322398603
2007-06-12,160764.44281493544,32785.879015646795,8,30,257358.5584762843
2007-06-13,159230.2758365484,939.6847624112925,10,30,321050.6688109037
2007-06-14,156515.63278842307,934.664414694712,10,30,321050.6688109037
2007-06-15,151750.73358678792,929.4203302499524,10,30,321050.6688109037
2007-06-18,152057.00407665363,924.1910870802267,10,30,321050.6688109037
2007-06-19,152578.99782461795,918.9766852084964,10,30,321050.6688109037
2007-06-20,153177.90932892263,913.7970116037394,10,30,321050.6688109037
2007-06-21,152611.36601256338,908.5393949122516,10,30,321050.6688109037
2007-06-22,155797.00943664595,903.4115031885151,10,30,321050.6688109037
2007-06-25,156580.48237772193,898.3316047393885,10,30,321050.6688109037
2007-06-26,156312.27560738957,893.273197604595,10,30,321050.6688109037
2007-06-27,154514.09457018643,888.1236053668893,10,30,321050.6688109037
2007-06-28,153988.97463318825,882.9446763151637,10,30,321050.6688109037
2007-06-29,154651.38067219424,877.8048986871789,10,30,321050.6688109037
2007-07-02,152553.09757680143,872.5474158053851,10,30,321050.6688109037
2007-07-03,150869.09160627006,867.218610369656,10,30,321050.6688109037
2007-07-05,151055.82490931702,861.8869631780495,10,30,321050.6688109037
2007-07-06,150771.1603265836,856.5370065776035,10,30,321050.6688109037
2007-07-09,149788.00356770953,851.1245504455854,10,30,321050.6688109037
2007-07-10,149702.4884509734,845.7092422505025,10,30,321050.6688109037
2007-07-11,151958.60704539387,840.3816610766961,10,30,321050.6688109037
2007-07-12,144860.2048186763,144781.2510979583,0,30,0.0
2007-07-13,144781.2510979583,144798.48696118424,0,30,0.0
2007-07-16,144798.48696118424,144815.72487629866,0,30,0.0
2007-07-17,144815.72487629866,144832.96484354584,0,30,0.0
2007-07-18,144832.96484354584,144850.20686317008,0,30,0.0
2007-07-19,144850.20686317008,144867.4509354157,0,30,0.0
2007-07-20,144867.4509354157,144884.69706052705,0,30,0.0
2007-07-23,144884.69706052705,144901.94523874854,0,30,0.0
2007-07-24,144901.94523874854,144919.19547032457,0,30,0.0
2007-07-25,144919.19547032457,144936.4477554996,0,30,0.0
2007-07-26,144936.4477554996,144953.7020945181,0,30,0.0
2007-07-27,144953.7020945181,144970.9584876246,0,30,0.0
2007-07-30,144970.9584876246,144988.2169350636,0,30,0.0
2007-07-31,144988.2169350636,145005.47743707968,0,30,0.0
2007-08-01,145005.47743707968,145022.73999391744,0,30,0.0
2007-08-02,145022.73999391744,116035.45660703798,2,30,58009.095997566976
2007-08-03,144996.29382005322,87049.72912842965,4,30,116007.61352558827
2007-08-06,144932.51148697402,58072.51073384936,6,30,173980.61812037788
2007-08-07,144810.87687044812,58077.460635672986,6,30,173980.61812037788
2007-08-08,144407.75132958964,14342.003509068587,9,30,260507.56042003896
2007-08-09,144745.37283132048,14340.50039729931,9,30,260507.56042003896
2007-08-10,145312.7158760219,29456.476743723928,8,30,231521.05812264414
2007-08-13,145803.36568862328,29457.250664970226,8,30,231521.05812264414
2007-08-14,145854.47615461683,29765.642667883258,8,30,231810.40308764958
2007-08-15,145404.93784249056,29902.951700753823,8,30,231904.8883587529
2007-08-16,144491.64588777124,1569.4142564564718,10,30,289718.32562549773
2007-08-17,142619.69927971996,1566.2640693398694,10,30,289718.32562549773
2007-08-20,142881.08390857748,1563.1345672899993,10,30,289718.32562549773
2007-08-21,143066.0819255699,1559.9975358769234,10,30,289718.32562549773
2007-08-22,143694.44602334092,2083.850050689267,10,30,289376.22726166784
2007-08-23,143389.4961894758,2080.497286478843,10,30,289376.22726166784
2007-08-24,143357.4982064481,2077.135884623448,10,30,289376.22726166784
2007-08-27,145157.4275148994,2073.8324663725034,10,30,289376.22726166784
2007-08-28,146119.92941133492,2070.608934101909,10,30,289376.22726166784
2007-08-29,146282.99363358476,1923.6898899354746,10,30,289633.5672243741
2007-08-30,146408.01028118984,1920.413483606308,10,30,289633.5672243741
2007-08-31,146562.04994578796,1881.9875830936562,10,30,289941.4292147482
2007-09-04,145324.87043020097,1878.6394977953075,10,30,289941.4292147482
2007-09-05,145724.65575334284,1875.3214868130583,10,30,289941.4292147482
2007-09-06,145614.0822936027,1872.0115211408297,10,30,289941.4292147482
2007-09-07,145832.46853388986,1693.103719111692,10,30,290226.3726556082
2007-09-10,145803.6353090077,16758.65185254132,9,30,262012.27921943463
2007-09-11,145893.0576087114,16757.602583345717,9,30,262012.27921943463
2007-09-12,145864.83955013362,2170.078071808206,10,30,291185.2471294614
2007-09-13,145607.34680750046,2166.8655587388985,10,30,291185.2471294614
2007-09-14,145471.78933917312,16806.451278698485,9,30,262014.35189853798
2007-09-17,145592.86917286774,16805.121076247866,9,30,262014.35189853798
2007-09-18,143811.8682389061,2422.5069106829305,10,30,290776.7255463192
2007-09-19,143311.61820092378,2418.8627565798906,10,30,290776.7255463192
2007-09-20,143007.0423354941,2415.2301612048223,10,30,290776.7255463192
2007-09-21,142329.4808219326,2411.56815677134,10,30,290776.7255463192
2007-09-24,142890.29749732444,2407.9408622230285,10,30,290776.7255463192
2007-09-25,143465.270749111,2404.335772121094,10,30,290776.7255463192
2007-09-26,143217.07389590875,17082.081472915124,9,30,261610.23183954123
2007-09-27,142875.8210139558,2792.965624418872,10,30,290185.3960423324
2007-09-28,143337.55695107338,2789.225431746165,10,30,290185.3960423324
2007-10-01,142791.083915792,2785.4446426999516,10,30,290185.3960423324
2007-10-02,141221.22385348813,2781.6106688078285,10,30,290185.3960423324
2007-10-03,140861.97680232752,2777.7699340356126,10,30,290185.3960423324
2007-10-04,140245.518538179,2773.8979921379014,10,30,290185.3960423324
2007-10-05,140112.58041049895,2770.0082290051455,10,30,290185.3960423324
2007-10-08,140106.81652618467,2766.132244691697,10,30,290185.3960423324
2007-10-09,139844.12380577408,2762.2407427312146,10,30,290185.3960423324
2007-10-10,140012.95932327711,2758.3583452927733,10,30,290185.3960423324
2007-10-11,139782.66560638277,2754.474244852391,10,30,290185.3960423324
2007-10-12,140678.15305799982,2750.6121545206483,10,30,290185.3960423324
2007-10-15,142076.7889444222,2238.497207743705,10,30,288447.10290422675
2007-10-16,143812.73257627027,2086.02028808451,10,30,287396.1282656406
2007-10-17,143112.39214088453,2082.2146075711707,10,30,287396.1282656406
2007-10-18,143623.66898706905,2078.4397689179777,10,30,287396.1282656406
2007-10-19,144999.78614138425,2668.925574181376,10,30,288058.33200414904
2007-10-22,144661.23787948382,1670.2734980777022,10,30,287986.03158126236
2007-10-23,144400.05917806094,1667.1759424845295,10,30,287986.03158126236
2007-10-24,143475.65439150878,2265.5093830775804,10,30,287918.61594431003
2007-10-25,140320.828611896,17387.98399283321,9,30,259156.06942905596
2007-10-26,138018.64598416907,17387.52642882335,9,30,259156.06942905596
2007-10-29,137999.54034394253,17387.077324318627,9,30,259156.06942905596
2007-10-30,137447.3598811579,17386.613287053795,9,30,259156.06942905596
2007-10-31,136685.72370406834,17386.096411264476,9,30,259156.06942905596
2007-11-01,134862.1106095399,3899.3828344452468,10,30,286128.49155096395
2007-11-02,134011.73009159282,3897.20114967163,10,30,286128.49155096395
2007-11-05,133312.47476663295,3895.028500669457,10,30,286128.49155096395
2007-11-06,134149.18741954153,3892.8429407782846,10,30,286128.49155096395
2007-11-07,133031.06653809926,3890.7189818783795,10,30,286128.49155096395
2007-11-08,134082.7477695589,3888.647232511269,10,30,286128.49155096395
2007-11-09,135775.92001263498,3886.637624217599,10,30,286128.49155096395
2007-11-12,135743.92384900837,4266.675380809827,10,30,284861.9185318811
2007-11-13,136663.7664819049,4461.141410199656,10,30,283499.54094996036
2007-11-14,136548.1725556705,4458.81906647026,10,30,283499.54094996036
2007-11-15,135630.6033795927,4456.511715496001,10,30,283499.54094996036
2007-11-16,135218.82371518222,4454.174975336567,10,30,283499.54094996036
2007-11-19,134182.02503315714,4451.864157554273,10,30,283499.54094996036
2007-11-20,133868.40382120106,4449.515161359167,10,30,283499.54094996036
2007-11-21,133909.58288839023,4447.1968169875545,10,30,283499.54094996036
2007-11-23,134666.90273962205,4444.859521926038,10,30,283499.54094996036
2007-11-26,134578.04794200583,3673.935323434893,10,30,279983.1547619815
2007-11-27,136079.80209261243,3672.037934885309,10,30,279983.1547619815
2007-11-28,137650.9830257034,4023.041405139991,10,30,280597.74177872104
2007-11-29,137358.11549313847,4500.6771361552055,10,30,281153.7552889476
2007-11-30,138935.3312042565,3394.58499893501,10,30,279780.02814606257
2007-12-03,139252.39544430005,3392.1778951333463,10,30,279780.02814606257
2007-12-04,138901.32366957594,3389.7715528521453,10,30,279780.02814606257
2007-12-05,137173.4651076525,3387.301560654939,10,30,279780.02814606257
2007-12-06,137289.4973031602,3569.680766811467,10,30,278237.97037841775
2007-12-07,136687.0851964313,3567.2329140816414,10,30,278237.97037841775
2007-12-10,137302.34305480027,3564.7715226516502,10,30,278237.97037841775
2007-12-11,135948.84270195564,3562.355111477352,10,30,278237.97037841775
2007-12-12,134703.85326013557,3559.92077624945,10,30,278237.97037841775
2007-12-13,133850.0471174423,3557.4642800942984,10,30,278237.97037841775
2007-12-14,132908.48035692086,3555.023298853058,10,30,278237.97037841775
2007-12-17,133012.9784164728,3552.623572298311,10,30,278237.97037841775
2007-12-18,132960.08459215047,3561.351792404117,10,30,275657.0193868211
2007-12-19,133078.4364606465,3559.0127187518597,10,30,275657.0193868211
2007-12-20,132472.67859641634,3556.6444169165698,10,30,275657.0193868211
2007-12-21,132160.06791477647,3554.2326814412872,10,30,275657.0193868211
2007-12-24,131812.28805840982,3551.7942731428516,10,30,275657.0193868211
2007-12-26,132116.11235862458,3549.355021175253,10,30,275657.0193868211
2007-12-27,132071.39805254582,3546.944315868136,10,30,275657.0193868211
2007-12-28,131493.13495961472,3544.521409660525,10,30,275657.0193868211
2007-12-31,132217.1891352375,3542.1274467681096,10,30,275657.0193868211
2008-01-02,132206.65662377488,67456.26995380364,5,30,137513.5700085173
2008-01-03,132071.92878423035,67524.59101106158,5,30,136595.2024689824
2008-01-04,132694.700411984,67351.24908624173,5,30,135985.3577815775
2008-01-07,132467.3369708296,67357.7309013651,5,30,135985.3577815775
2008-01-08,132544.10449690928,54109.837703094076,6,30,162494.17868095936
2008-01-09,131384.67573873434,54114.23451971243,6,30,162494.17868095936
2008-01-10,131206.89811689086,131189.0081443379,0,12,0.0
2008-01-11,131189.0081443379,131204.62588340268,0,12,0.0
2008-01-14,131204.62588340268,131220.24548172214,0,12,0.0
2008-01-15,131220.24548172214,131235.86693951758,0,12,0.0
2008-01-16,131235.86693951758,131251.4902570104,0,12,0.0
2008-01-17,131251.4902570104,131267.11543442192,0,12,0.0
2008-01-18,131267.11543442192,131282.74247197364,0,12,0.0
2008-01-22,131282.74247197364,131298.37136988697,0,12,0.0
2008-01-23,131298.37136988697,131314.00212838338,0,12,0.0
2008-01-24,131314.00212838338,131329.63474768438,0,12,0.0
2008-01-25,131329.63474768438,131345.2692280115,0,12,0.0
2008-01-28,131345.2692280115,131360.90556958626,0,12,0.0
2008-01-29,131360.90556958626,131376.54377263025,0,12,0.0
2008-01-30,131376.54377263025,131392.1838373651,0,12,0.0
2008-01-31,131392.1838373651,131407.8257640124,0,12,0.0
2008-02-01,131407.8257640124,118282.6869763926,1,12,26281.565152802483
2008-02-04,131425.79284059614,118296.49649434423,1,12,26281.565152802483
2008-02-05,131533.7133248766,92003.57558280535,3,12,78895.05048275311
2008-02-06,132226.11656834013,92013.90685190861,3,12,78895.05048275311
2008-02-07,131565.35281270355,92024.22557034741,3,12,78895.05048275311
2008-02-08,131303.3519379972,92034.53349174502,3,12,78895.05048275311
2008-02-11,131243.47206898872,92044.827716805,3,12,78895.05048275311
2008-02-12,131243.95216292134,92055.12173731536,3,12,78895.05048275311
2008-02-13,131069.46218753784,92065.39624478671,3,12,78895.05048275311
2008-02-14,130861.63861847785,65903.35306871549,5,12,131239.70593014426
2008-02-15,130258.77384915721,79191.32161292054,4,12,104958.14077734179
2008-02-19,129867.91605788276,66212.74611700748,5,12,130931.72398891834
2008-02-20,130775.58244239315,66219.30737578876,5,12,130931.72398891834
2008-02-21,130787.67983224452,53147.14387156527,6,12,157089.25995536725
2008-02-22,130186.54958002982,40133.09415169297,7,12,183126.5698713732
2008-02-25,130270.50407492442,40135.82131649547,7,12,183126.5698713732
2008-02-26,129972.30286683355,27141.309758022413,8,12,209121.0304447399
2008-02-27,129678.75610727198,27142.095220058243,8,12,209121.0304447399
2008-02-28,129747.34798181859,1862.9973775187245,10,12,260662.69656885578
2008-02-29,129735.04254953848,1856.6303862442383,10,12,260660.23548239976
2008-03-03,129482.15239276119,1853.8353821818266,10,12,260660.23548239976
2008-03-04,128815.12350980521,1851.0218857735615,10,12,260660.23548239976
2008-03-05,128824.76053143828,1848.1938586532938,10,12,260660.23548239976
2008-03-06,129399.38571958462,2344.1649068715888,10,12,260545.65205294997
2008-03-07,129559.87227042166,2341.628484498439,10,12,260545.65205294997
2008-03-10,129965.28949415298,2339.1290158355337,10,12,260545.65205294997
2008-03-11,130615.97685282679,16132.045185032473,9,12,234598.64354304227
2008-03-12,130896.54381241801,16262.413057251862,9,12,234471.20964055054
2008-03-13,131557.3672562142,28789.702202667533,8,12,208497.62642897398
2008-03-14,132139.69867838072,15576.776424255542,9,12,234925.56616465014
2008-03-17,131929.0347803756,29121.142094286166,8,12,209412.43392799783
2008-03-18,132807.65349316646,55020.126184768684,6,12,158018.0408059698
2008-03-19,132837.6263513435,41741.205759626515,7,12,184585.5660762385
2008-03-20,133568.89422251613,54810.1838345947,6,12,159045.70653271087
2008-03-24,134112.41488526718,68589.89445440721,5,12,132866.39777022728
2008-03-25,133956.70657458596,41805.41657149499,7,12,186449.08040006168
2008-03-26,134631.91054611886,41808.651134581356,7,12,186449.08040006168
2008-03-27,135001.79217142356,41660.432401185375,7,12,186658.0975194292
2008-03-28,135050.98153011728,41663.84273779884,7,12,186658.0975194292
2008-03-31,135019.94867461134,41667.234690371835,7,12,186658.0975194292
2008-04-01,135110.86863115872,28159.478506424428,8,12,213680.27124566096
2008-04-02,134992.03616175795,28160.963623350282,8,12,213680.27124566096
2008-04-03,134984.8633344154,28162.444187896417,8,12,213680.27124566096
2008-04-04,135004.74532324285,28163.93477167451,8,12,213680.27124566096
2008-04-07,135305.54787107292,28165.43199176292,8,12,213680.27124566096
2008-04-08,135169.8417280072,27351.972255967146,8,12,214556.7036248135
2008-04-09,135965.21424652563,41160.848176915184,7,12,187534.52989858174
2008-04-10,136075.3349351114,55261.401397757145,6,12,160820.7510540785
2008-04-11,136203.70979958144,28025.841087782417,8,12,215302.23497391105
2008-04-14,136297.84381319568,14397.246957683066,9,12,242561.80373655018
2008-04-15,136953.91951727791,27933.35537641895,8,12,216593.7210548199
2008-04-16,136928.83962599037,27934.57925936822,8,12,216593.7210548199
2008-04-17,136466.90707786885,14289.095762388475,9,12,243887.10247039367
2008-04-18,138261.86382812253,27758.502921727988,8,12,217039.16451346278
2008-04-21,138025.6853155923,27759.954918572705,8,12,217039.16451346278
2008-04-22,138165.85029442416,27761.427873435438,8,12,217039.16451346278
2008-04-23,138634.15054144355,41938.547988413295,7,12,190005.19616786134
2008-04-24,137951.801763102,27583.116955800662,8,12,218472.13802859889
2008-04-25,139023.34267428739,27584.85122819084,8,12,218472.13802859889
2008-04-28,139428.8802953826,27586.5866196102,8,12,218472.13802859889
2008-04-29,139369.51150638558,28418.29117732044,8,12,219567.2114312439
2008-04-30,138488.13613396123,42650.14370743427,7,12,192273.83001567013
2008-05-01,139039.36343664172,43919.62868420007,7,12,192491.34235037808
2008-05-02,138754.84813194483,43923.269819438196,7,12,192491.34235037808
2008-05-05,138458.49816068253,43926.91980947574,7,12,192491.34235037808
2008-05-06,137984.43522116786,43930.556425143404,7,12,192491.34235037808
2008-05-07,137124.90217269096,43934.21016272607,7,12,192491.34235037808
2008-05-08,136557.9498341765,16626.2520829111,9,12,247114.5222840487
2008-05-09,136555.82662423176,16625.903417736707,9,12,247114.5222840487
2008-05-12,137051.12509259593,16625.52165128889,9,12,247114.5222840487
2008-05-13,136871.66260647136,16625.133534236265,9,12,247114.5222840487
2008-05-14,136730.40893546832,16624.732566003368,9,12,247114.5222840487
2008-05-15,136794.79912201248,16624.301461979238,9,12,247114.5222840487
2008-05-16,137148.7573525097,2909.0137494198607,10,12,274544.2737545506
2008-05-19,139010.03784440737,2309.8954927520826,10,12,275632.5024789289
2008-05-20,138053.5507235707,2307.382336565108,10,12,275632.5024789289
2008-05-21,137236.06219680278,2304.891127060604,10,12,275632.5024789289
2008-05-22,136925.71112850794,2784.541861990003,10,12,275143.74240335333
2008-05-23,137273.7592643244,2781.7972872971463,10,12,275143.74240335333
2008-05-27,136971.65552169335,2779.0159155109427,10,12,275143.74240335333
2008-05-28,136807.1559880333,2776.2246858158187,10,12,275143.74240335333
2008-05-29,136906.7687255475,2773.428966599154,10,12,275143.74240335333
2008-05-30,136368.7822599401,2770.5987003655764,10,12,275143.74240335333
2008-06-02,135996.33657992282,2767.788877390824,10,12,275143.74240335333
2008-06-03,136223.10030464528,2765.0077250087943,10,12,275143.74240335333
2008-06-04,136174.2638232305,3831.9418710524733,10,12,274987.81126454385
2008-06-05,135757.66210661083,3829.1216564989772,10,12,274987.81126454385
2008-06-06,135725.53666818215,3826.39772876123,10,12,274987.81126454385
2008-06-09,135107.6576632099,3823.651337836539,10,12,274987.81126454385
2008-06-10,135857.44111957046,3820.9391877479266,10,12,274987.81126454385
2008-06-11,135846.0479831272,3818.2762547514476,10,12,274987.81126454385
2008-06-12,135866.356510741,3778.1710814388043,10,12,274353.2098793637
2008-06-13,135346.86847729352,2898.6199389161957,10,12,273832.22322220204
2008-06-16,135186.58928986982,2895.7879238423798,10,12,273832.22322220204
2008-06-17,135545.3659525157,2892.979253341244,10,12,273832.22322220204
2008-06-18,136842.18179703483,2890.2323374044427,10,12,273832.22322220204
2008-06-19,137126.1210455931,2887.4865875268238,10,12,273832.22322220204
2008-06-20,137763.67171287525,2645.7370235159215,10,12,273955.20609427517
2008-06-23,138602.85183321036,1769.6242495385268,10,12,273873.76889203576
2008-06-24,138981.7742984859,2488.9390875976715,10,12,274358.5337848976
2008-06-25,138205.1554459428,2486.1502117752752,10,12,274358.5337848976
2008-06-26,139271.87840209634,2483.4772665112496,10,12,274358.5337848976
2008-06-27,139540.83723385076,2480.827151322914,10,12,274358.5337848976
2008-06-30,139350.76198088174,2478.171799988626,10,12,274358.5337848976
2008-07-01,139749.02722400645,1838.8095604067348,10,12,274434.4369284217
2008-07-02,140106.7838526684,1836.163893050314,10,12,274434.4369284217
2008-07-03,140481.47612009937,15255.287377063154,9,12,247261.16562627355
2008-07-07,139921.76333457773,15254.450694111489,9,12,247261.16562627355
2008-07-08,139672.9098904278,15253.570160468567,9,12,247261.16562627355
2008-07-09,141053.02886193097,29692.18437856769,8,12,219540.59525963152
2008-07-10,140255.77650419,29693.19627225566,8,12,219540.59525963152
2008-07-11,141213.6157791382,141188.08740965114,0,21,0.0
2008-07-14,141188.08740965114,141204.89551529515,0,21,0.0
2008-07-15,141204.89551529515,141221.7056219041,0,21,0.0
2008-07-16,141221.7056219041,141238.51772971623,0,21,0.0
2008-07-17,141238.51772971623,141255.33183896978,0,21,0.0
2008-07-18,141255.33183896978,141272.14794990298,0,21,0.0
2008-07-21,141272.14794990298,141288.96606275416,0,21,0.0
2008-07-22,141288.96606275416,141305.78617776162,0,21,0.0
2008-07-23,141305.78617776162,141322.60829516372,0,21,0.0
2008-07-24,141322.60829516372,141339.43241519885,0,21,0.0
2008-07-25,141339.43241519885,141356.25853810544,0,21,0.0
2008-07-28,141356.25853810544,141373.0866641219,0,21,0.0
2008-07-29,141373.0866641219,141389.91679348666,0,21,0.0
2008-07-30,141389.91679348666,141406.74892643827,0,21,0.0
2008-07-31,141406.74892643827,141423.58306321522,0,21,0.0
2008-08-01,141423.58306321522,113155.70259141305,2,21,56569.43322528609
2008-08-04,141315.88518140712,84905.46699243961,4,21,113095.78729784895
2008-08-05,141468.52872866398,70767.5315724553,5,21,141389.49304358175
2008-08-06,141730.25485692336,56601.25449957452,6,21,169735.54401496644
2008-08-07,141849.41934669798,42421.043966722566,7,21,198105.42788430603
2008-08-08,141270.5342080493,42423.62443708768,7,21,198105.42788430603
2008-08-11,140440.14067212451,29515.557743027704,8,21,225714.9118055981
2008-08-12,141147.87686667682,1286.6431980853704,10,21,282174.06255226885
2008-08-13,143461.82884247843,1283.3975553571158,10,21,282174.06255226885
2008-08-14,143073.5822272497,1280.0927181753905,10,21,282174.06255226885
2008-08-15,142759.02407286892,1321.1522029776515,10,21,282496.29199350724
2008-08-18,144316.1756264644,1318.0562907985232,10,21,282496.29199350724
2008-08-19,145353.3775229556,1635.6798580388077,10,21,283282.2508854553
2008-08-20,146482.36681310058,1632.804339051097,10,21,283282.2508854553
2008-08-21,145127.44223779597,14996.29422269484,9,21,255019.07384917387
2008-08-22,144470.90929266156,14995.339748904522,9,21,255019.07384917387
2008-08-25,144702.59039419936,14994.431466969205,9,21,255019.07384917387
2008-08-26,144073.99245824746,15911.924685295218,9,21,255487.8213694387
2008-08-27,144709.4144585139,30410.915639228377,8,21,227194.11562370593
2008-08-28,145314.58571605285,44852.52208710826,7,21,198930.9385874245
2008-08-29,145128.2607348824,16840.359636612746,9,21,257919.86689392908
2008-09-02,143135.90841461922,2526.452352497028,10,21,286547.04857685295
2008-09-03,140837.99094841874,2524.1695038466696,10,21,286547.04857685295
2008-09-04,139663.24625470955,2521.9537652045774,10,21,286547.04857685295
2008-09-05,139694.45137643843,2519.7168081164778,10,21,286547.04857685295
2008-09-08,138638.74996813363,3516.4913561525027,10,21,285722.9937559059
2008-09-09,139329.02557792503,3887.514731731475,10,21,285861.04887786414
2008-09-10,139779.97640607384,3885.4232303231056,10,21,285861.04887786414
2008-09-11,141189.73482098457,4096.888713588398,10,21,285869.4204687257
2008-09-12,141946.14337292087,4094.8652373074938,10,21,285869.4204687257
2008-09-15,140492.9863746346,4092.92223377853,10,21,285869.4204687257
2008-09-16,142660.7025083378,4090.9512681902993,10,21,285869.4204687257
2008-09-17,142660.46694941772,4490.87057135688,10,21,286042.14998593123
2008-09-18,142405.4537606623,4488.592938387515,10,21,286042.14998593123
2008-09-19,146630.23304468737,4298.601464323161,10,21,287252.26302923285
2008-09-22,149042.3927938303,1300.4663609478484,10,21,291430.9669320901
2008-09-23,149258.24945546305,1297.5932962527902,10,21,291430.9669320901
2008-09-24,147820.03536197124,1294.7345955194576,10,21,291430.9669320901
2008-09-25,148513.74269478736,1291.8155449664362,10,21,291430.9669320901
2008-09-26,145552.63816063764,1288.8149079460075,10,21,291430.9669320901
2008-09-29,146062.61965275288,2474.88477083788,10,21,291317.44425370323
2008-09-30,145586.26864116662,2472.187357304084,10,21,291317.44425370323
2008-10-01,146480.02994533267,2469.5305575862344,10,21,291317.44425370323
2008-10-02,146539.53914990835,2466.9759684251,10,21,291317.44425370323
2008-10-03,147983.9114190248,2789.1496492355072,10,21,291701.70260695764
2008-10-06,148738.77139718347,2786.474992890337,10,21,291701.70260695764
2008-10-07,148594.0669501444,2783.9901086182285,10,21,291701.70260695764
2008-10-08,149448.41634643235,2781.5346837789643,10,21,291701.70260695764
2008-10-09,150538.66312752324,5505.104425525213,10,21,292994.3389652245
2008-10-10,149845.66821088525,5503.356950850728,10,21,292994.3389652245
2008-10-13,151086.26145026344,5501.292162148702,10,21,292994.3389652245
2008-10-14,151871.98660066002,6702.269875565864,10,21,296678.9468257214
2008-10-15,151634.5170764774,7767.352348300603,10,21,297197.3716822508
2008-10-16,153480.0349638691,57239.958287849455,7,21,206687.59238805727
2008-10-17,154459.88762795262,41799.0298434356,8,21,237579.56991364778
2008-10-20,155768.89939982083,10648.049939250232,10,21,299887.12967357616
2008-10-21,155562.8330746769,27221.249385541425,9,21,268733.34979361197
2008-10-22,156240.26009187402,12752.962713288054,10,21,300337.47630477103
2008-10-23,158403.9714267427,10548.665925634516,10,21,302209.7920313535
2008-10-24,158575.5038374758,10547.312021211483,10,21,302209.7920313535
2008-10-27,157878.48859812485,10545.96145328554,10,21,302209.7920313535
2008-10-28,159329.70374254006,11438.421716634635,10,21,302827.68076148676
2008-10-29,159013.078838936,27949.92752857358,9,21,272228.464630935
2008-10-30,159401.4339984031,12010.656553614845,10,21,304108.7514306156
2008-10-31,159152.74309245366,12009.169920909095,10,21,304108.7514306156
