symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl,return_pct
DIS,2000-01-18 00:00:00-05:00,2000-01-21 00:00:00-05:00,26.079599380493164,24.756731033325195,742.45811699851,-982.1743420752646,-0.050724258753661794
AAPL,2000-01-18 00:00:00-05:00,2000-01-21 00:00:00-05:00,0.7785696387290955,0.8338144421577454,24869.97859269703,1373.937078628278,0.07095679137813438
COST,2000-01-18 00:00:00-05:00,2000-01-21 00:00:00-05:00,34.19230651855469,32.35759735107422,566.2972820394259,-1038.9908148770082,-0.053658537673814226
JNJ,2000-01-21 00:00:00-05:00,2000-01-24 00:00:00-05:00,22.818845748901367,21.247867584228516,835.1067974981712,-1311.934544039501,-0.06884564547917543
BAC,2000-01-21 00:00:00-05:00,2000-01-24 00:00:00-05:00,11.720739364624023,11.432125091552734,1625.8507764011747,-469.24373995341375,-0.024624237779947072
ABT,2000-01-21 00:00:00-05:00,2000-01-24 00:00:00-05:00,7.246947288513184,6.971010208129883,2629.544887979919,-725.5889391260134,-0.038076319503617305
COST,2000-01-21 00:00:00-05:00,2000-01-24 00:00:00-05:00,32.35759735107422,31.356842041015625,588.9242328227792,-589.3690532195797,-0.030927985758663564
MRK,2000-01-21 00:00:00-05:00,2000-01-24 00:00:00-05:00,27.006254196166992,26.19070053100586,705.6207446449359,-575.4715845089049,-0.030198696170048053
UNH,2000-01-24 00:00:00-05:00,2000-01-27 00:00:00-05:00,5.349334239959717,5.25240421295166,3431.9350556317117,-332.65755763227935,-0.01812001693294583
PEP,2000-01-24 00:00:00-05:00,2000-01-27 00:00:00-05:00,18.178142547607422,17.40596580505371,1009.9253900297474,-779.840897895454,-0.04247830825022006
TMO,2000-01-24 00:00:00-05:00,2000-01-27 00:00:00-05:00,11.91511058807373,13.4426908493042,1540.7803030199764,2353.665577786018,0.12820529444011042
XOM,2000-01-24 00:00:00-05:00,2000-01-27 00:00:00-05:00,18.563806533813477,17.84769630432129,988.9441407918754,-708.193015617424,-0.03857561369150297
DHR,2000-01-24 00:00:00-05:00,2000-01-27 00:00:00-05:00,3.7790582180023193,4.1333441734313965,4857.974300304231,1721.1120664331902,0.09374980087402834
TXN,2000-01-27 00:00:00-05:00,2000-01-31 00:00:00-05:00,34.40859603881836,32.80998611450195,545.9927529184363,-872.8294334202474,-0.04645960917768688
AAPL,2000-01-27 00:00:00-05:00,2000-01-31 00:00:00-05:00,0.8239828944206238,0.7771652936935425,22800.04136311912,-1067.4432330994496,-0.05681865612028352
VZ,2000-01-27 00:00:00-05:00,2000-01-31 00:00:00-05:00,14.976001739501953,15.924060821533203,1254.463267438003,1189.3052937691937,0.06330521981247964
DHR,2000-01-27 00:00:00-05:00,2000-01-31 00:00:00-05:00,4.1333441734313965,4.28873348236084,4545.192291523229,706.2742891312264,0.03759408904979787
JPM,2000-01-27 00:00:00-05:00,2000-01-31 00:00:00-05:00,25.510122299194336,25.510122299194336,736.4466487048619,0.0,0.0
BAC,2000-01-31 00:00:00-05:00,2000-02-03 00:00:00-05:00,12.426227569580078,11.913142204284668,1511.1869056201224,-775.3678854997415,-0.041290517369202605
MRK,2000-01-31 00:00:00-05:00,2000-02-03 00:00:00-05:00,29.313085556030273,28.427640914916992,640.6132972085601,-567.2276110392304,-0.030206463233657426
PG,2000-01-31 00:00:00-05:00,2000-02-03 00:00:00-05:00,25.369766235351562,24.553909301757812,740.1862601019332,-603.8860924549881,-0.03215863031709338
XOM,2000-01-31 00:00:00-05:00,2000-02-03 00:00:00-05:00,18.260822296142578,18.15066146850586,1028.3410070406258,-113.28289642837262,-0.006032632367272399
BRK-B,2000-01-31 00:00:00-05:00,2000-02-03 00:00:00-05:00,32.91999816894531,33.400001525878906,570.4238588664172,273.8053671308953,0.014580904727582888
JNJ,2000-02-03 00:00:00-05:00,2000-02-07 00:00:00-05:00,21.152673721313477,20.676607131958008,871.711084842698,-414.9925230644185,-0.022506213428507747
VZ,2000-02-03 00:00:00-05:00,2000-02-07 00:00:00-05:00,15.02420711517334,15.361655235290527,1227.287404625017,414.14582753421564,0.022460294745031247
PG,2000-02-03 00:00:00-05:00,2000-02-07 00:00:00-05:00,24.553909301757812,23.408584594726562,750.9606690454685,-860.0938082664943,-0.04664530983460374
NVDA,2000-02-03 00:00:00-05:00,2000-02-07 00:00:00-05:00,0.07568652182817459,0.07270225137472153,243623.56350303054,-727.0386023270403,-0.03942935124206168
AMZN,2000-02-03 00:00:00-05:00,2000-02-07 00:00:00-05:00,4.209374904632568,3.75,4380.465169932238,-2012.2757696839108,-0.10913138293455643
CVX,2000-02-07 00:00:00-05:00,2000-02-10 00:00:00-05:00,15.009140014648438,14.582001686096191,1182.943973685239,-505.28071169086616,-0.0284585478005651
NVDA,2000-02-07 00:00:00-05:00,2000-02-10 00:00:00-05:00,0.07270225137472153,0.09407086670398712,244214.88186127515,5218.533868175629,0.2939195819277672
HD,2000-02-07 00:00:00-05:00,2000-02-10 00:00:00-05:00,34.319454193115234,34.646663665771484,517.3442336996181,169.2799338906043,0.009534227170835715
TXN,2000-02-07 00:00:00-05:00,2000-02-10 00:00:00-05:00,40.955387115478516,44.15262985229492,433.5198121913516,1386.0680707948122,0.07806647579233977
DIS,2000-02-07 00:00:00-05:00,2000-02-10 00:00:00-05:00,28.725358963012695,27.922182083129883,618.0939898223022,-496.43880221979634,-0.02796055154322002
XOM,2000-02-10 00:00:00-05:00,2000-02-14 00:00:00-05:00,16.812152862548828,16.93678855895996,1121.3128225071875,139.75560452791615,0.007413428692334477
DHR,2000-02-10 00:00:00-05:00,2000-02-14 00:00:00-05:00,4.1457743644714355,4.071188926696777,4547.204194295415,-339.1552154822857,-0.017990713246201356
MSFT,2000-02-10 00:00:00-05:00,2000-02-14 00:00:00-05:00,32.37537384033203,30.428253173828125,582.2846300308106,-1133.7784369205692,-0.06014202881815841
WFC,2000-02-10 00:00:00-05:00,2000-02-14 00:00:00-05:00,9.06815242767334,9.330323219299316,2078.889027184536,545.0239819595263,0.028911158443467307
PEP,2000-02-10 00:00:00-05:00,2000-02-14 00:00:00-05:00,17.824222564697266,17.53466796875,1057.644029651237,-306.24568966170045,-0.016245005631872974
COST,2000-02-14 00:00:00-05:00,2000-02-17 00:00:00-05:00,33.858726501464844,29.355365753173828,550.633427526008,-2479.700964217571,-0.13300443382287833
NVDA,2000-02-14 00:00:00-05:00,2000-02-17 00:00:00-05:00,0.11078384518623352,0.11532033979892731,168289.39809614065,763.4439478366221,0.0409490626098751
AMD,2000-02-14 00:00:00-05:00,2000-02-17 00:00:00-05:00,21.625,21.5,862.1385722620702,-107.76732153275952,-0.005780346820809289
CVX,2000-02-14 00:00:00-05:00,2000-02-17 00:00:00-05:00,14.012487411499023,14.88481330871582,1330.5094290302598,1160.6378314342292,0.06225346518427147
AMZN,2000-02-14 00:00:00-05:00,2000-02-17 00:00:00-05:00,3.721874952316284,3.450000047683716,5009.235093609057,-1361.8853133570774,-0.0730478342544445
COST,2000-02-17 00:00:00-05:00,2000-02-22 00:00:00-05:00,29.355365753173828,29.355365753173828,621.9968483078503,0.0,0.0
WMT,2000-02-17 00:00:00-05:00,2000-02-22 00:00:00-05:00,10.289097785949707,10.235929489135742,1774.5914519669407,-94.3520050417028,-0.005167440131297877
NKE,2000-02-17 00:00:00-05:00,2000-02-22 00:00:00-05:00,2.6944384574890137,2.508615493774414,6776.530719656555,-1259.2350220296103,-0.06896537688516026
ABT,2000-02-17 00:00:00-05:00,2000-02-22 00:00:00-05:00,7.9585747718811035,7.755248069763184,2294.2480912424235,-466.4818982326542,-0.0255481299033974
DIS,2000-02-17 00:00:00-05:00,2000-02-22 00:00:00-05:00,27.591472625732422,25.22918701171875,661.7604368956236,-1563.2671600019348,-0.0856165107987224
NEE,2000-02-22 00:00:00-05:00,2000-02-25 00:00:00-05:00,2.237441301345825,2.0420432090759277,7873.328838881309,-1538.4334349309738,-0.08733104736752872
TXN,2000-02-22 00:00:00-05:00,2000-02-25 00:00:00-05:00,45.37064743041992,46.66476821899414,388.27109862617993,502.4697003346919,0.028523304424052504
HD,2000-02-22 00:00:00-05:00,2000-02-25 00:00:00-05:00,31.192895889282227,30.829362869262695,564.747536930133,-205.3043776488048,-0.011654353007488577
TMO,2000-02-22 00:00:00-05:00,2000-02-25 00:00:00-05:00,13.4426908493042,12.678899765014648,1310.4601839520865,-1000.9178048190479,-0.05681831806234573
JNJ,2000-02-22 00:00:00-05:00,2000-02-25 00:00:00-05:00,20.034452438354492,18.346328735351562,879.2908704340457,-1484.3517602137908,-0.08426103524402498
BAC,2000-02-25 00:00:00-05:00,2000-02-28 00:00:00-05:00,11.319896697998047,11.784873962402344,1493.6592988077036,694.5176147116472,0.04107610491591588
AMZN,2000-02-25 00:00:00-05:00,2000-02-28 00:00:00-05:00,3.456249952316284,3.2874999046325684,4892.02725432982,-825.5298324381947,-0.048824607598366605
MSFT,2000-02-25 00:00:00-05:00,2000-02-28 00:00:00-05:00,27.8893985748291,27.965747833251953,606.2543413814369,46.28706938010873,0.002737572781213059
ADBE,2000-02-25 00:00:00-05:00,2000-02-28 00:00:00-05:00,24.450790405273438,24.280136108398438,691.5142080994136,-118.00987096227618,-0.006979500214364915
UNH,2000-02-25 00:00:00-05:00,2000-02-28 00:00:00-05:00,4.967672348022461,4.985845565795898,3403.6200014757806,61.85472750484769,0.0036582963811355473
VZ,2000-02-28 00:00:00-05:00,2000-03-02 00:00:00-05:00,12.822800636291504,14.204710960388184,1316.5066031898416,1819.2940666894938,0.10776977380320124
WMT,2000-02-28 00:00:00-05:00,2000-03-02 00:00:00-05:00,9.823827743530273,10.754368782043457,1718.403676223076,1599.0451414574927,0.09472285781130618
AMZN,2000-02-28 00:00:00-05:00,2000-03-02 00:00:00-05:00,3.2874999046325684,3.128124952316284,5134.996866547873,-818.3898807503356,-0.04847907435425367
TXN,2000-02-28 00:00:00-05:00,2000-03-02 00:00:00-05:00,47.464080810546875,52.67869186401367,355.66477683295864,1854.6534766019467,0.1098643640499632
UNH,2000-02-28 00:00:00-05:00,2000-03-02 00:00:00-05:00,4.985845565795898,5.088832378387451,3385.84528668005,348.6974140033126,0.020655836855049767
TXN,2000-03-02 00:00:00-05:00,2000-03-06 00:00:00-05:00,52.67869186401367,56.63716125488281,337.7822819977915,1337.1008240661868,0.07514365392913805
NVDA,2000-03-02 00:00:00-05:00,2000-03-06 00:00:00-05:00,0.11066465824842453,0.11173918843269348,160791.43090597627,172.7752458802679,0.009709786315490241
CVX,2000-03-02 00:00:00-05:00,2000-03-06 00:00:00-05:00,14.489957809448242,14.16690444946289,1228.0179821422541,-396.71533525348786,-0.022294982789715517
XOM,2000-03-02 00:00:00-05:00,2000-03-06 00:00:00-05:00,17.061424255371094,16.161270141601562,1042.9333732137477,-938.8007662858909,-0.0527596114073628
PEP,2000-03-02 00:00:00-05:00,2000-03-06 00:00:00-05:00,16.247713088989258,15.958155632019043,1095.1651258873846,-317.1132288144181,-0.017821428491769934
ABT,2000-03-06 00:00:00-05:00,2000-03-09 00:00:00-05:00,7.261467456817627,7.261467456817627,2446.7238525357266,0.0,0.0
NKE,2000-03-06 00:00:00-05:00,2000-03-09 00:00:00-05:00,2.6479828357696533,2.4853878021240234,6709.562233942348,-1090.941497175303,-0.06140335633949474
HD,2000-03-06 00:00:00-05:00,2000-03-09 00:00:00-05:00,31.338314056396484,32.198387145996094,566.9355919732776,487.60604619243895,0.027444778556109235
JPM,2000-03-06 00:00:00-05:00,2000-03-09 00:00:00-05:00,26.379566192626953,25.6484375,673.5063609944208,-492.41982518978693,-0.02771572084575452
JNJ,2000-03-06 00:00:00-05:00,2000-03-09 00:00:00-05:00,17.964115142822266,18.521507263183594,989.016463641769,551.2699837415494,0.031028086600972435
ADBE,2000-03-09 00:00:00-05:00,2000-03-13 00:00:00-05:00,19.39307975769043,20.386005401611328,910.8070325158759,904.3636592485091,0.05119999795427793
XOM,2000-03-09 00:00:00-05:00,2000-03-13 00:00:00-05:00,17.823091506958008,16.812152862548828,991.0375772098839,-1001.8781848631188,-0.05672072345106445
BAC,2000-03-09 00:00:00-05:00,2000-03-13 00:00:00-05:00,11.168715476989746,11.201136589050293,1581.5026769941899,51.274075514884316,0.0029028505674929873
AMD,2000-03-09 00:00:00-05:00,2000-03-13 00:00:00-05:00,29.0625,25.75,607.771300660498,-2013.2424334378993,-0.1139784946236559
ABT,2000-03-09 00:00:00-05:00,2000-03-13 00:00:00-05:00,7.261467456817627,7.101716041564941,2432.477117123482,-388.5916620302487,-0.0219998803551338
AMZN,2000-03-13 00:00:00-05:00,2000-03-16 00:00:00-05:00,3.265625,3.3125,5266.440348107278,246.86439131752923,0.014354066985645968
DIS,2000-03-13 00:00:00-05:00,2000-03-16 00:00:00-05:00,26.410329818725586,26.69379997253418,651.1928998930509,184.59375149174593,0.010733306087211533
ABT,2000-03-13 00:00:00-05:00,2000-03-16 00:00:00-05:00,7.101716041564941,8.0166597366333,2421.699088097869,2215.718312007939,0.12883417046152984
JPM,2000-03-13 00:00:00-05:00,2000-03-16 00:00:00-05:00,25.312528610229492,28.493879318237305,679.4350547356045,2161.5211924284413,0.12568284887674713
COST,2000-03-13 00:00:00-05:00,2000-03-16 00:00:00-05:00,28.688182830810547,37.33009719848633,599.4879272491695,5180.723331742771,0.30123603222419976
WFC,2000-03-16 00:00:00-05:00,2000-03-20 00:00:00-05:00,9.499966621398926,9.361174583435059,2010.1343519229758,-278.99064328456734,-0.014609739538582642
UNH,2000-03-16 00:00:00-05:00,2000-03-20 00:00:00-05:00,5.052484512329102,5.137301445007324,3779.5680919351566,320.5713724064226,0.016787173215722262
JPM,2000-03-16 00:00:00-05:00,2000-03-20 00:00:00-05:00,28.493879318237305,27.367570877075195,670.1863594815339,-754.8365538357575,-0.039528083508138766
PEP,2000-03-16 00:00:00-05:00,2000-03-20 00:00:00-05:00,17.6123046875,17.19219398498535,1084.2538547126546,-455.5066486075484,-0.02385324975741611
CVX,2000-03-16 00:00:00-05:00,2000-03-20 00:00:00-05:00,16.105276107788086,15.877928733825684,1185.7113855105663,-269.56836977315106,-0.014116328862717539
XOM,2000-03-20 00:00:00-05:00,2000-03-23 00:00:00-05:00,16.590576171875,16.729053497314453,1134.5553157772192,157.1101856919413,0.008346746008387786
AMD,2000-03-20 00:00:00-05:00,2000-03-23 00:00:00-05:00,26.875,27.6875,700.3879586086567,569.0652163695304,0.03023255813953471
ABT,2000-03-20 00:00:00-05:00,2000-03-23 00:00:00-05:00,7.871432304382324,7.856907367706299,2391.2962291663507,-34.73342630226034,-0.0018452723868233156
BAC,2000-03-20 00:00:00-05:00,2000-03-23 00:00:00-05:00,12.870767593383789,14.05410385131836,1462.4556189860475,1730.5767595663347,0.09193983570512634
COST,2000-03-20 00:00:00-05:00,2000-03-23 00:00:00-05:00,34.90118408203125,35.77684020996094,539.3205669861088,472.2593593998972,0.02508958222940382
UNH,2000-03-23 00:00:00-05:00,2000-03-27 00:00:00-05:00,5.2948102951049805,5.403858184814453,3658.8353776367694,398.9882767256495,0.02059524017513645
ADBE,2000-03-23 00:00:00-05:00,2000-03-27 00:00:00-05:00,26.458641052246094,28.212207794189453,732.1932818602153,1283.9497877444337,0.0662757674697166
PG,2000-03-23 00:00:00-05:00,2000-03-27 00:00:00-05:00,14.10477066040039,13.86943531036377,1373.4955138260682,-323.23204751998855,-0.016684805141662765
NKE,2000-03-23 00:00:00-05:00,2000-03-27 00:00:00-05:00,3.1647517681121826,3.3450965881347656,6121.440367236653,1103.9700613082678,0.056985455175260394
VZ,2000-03-23 00:00:00-05:00,2000-03-27 00:00:00-05:00,15.32951545715332,15.586614608764648,1263.7607026623534,324.9118044942297,0.016771511945692864
VZ,2000-03-27 00:00:00-05:00,2000-03-30 00:00:00-05:00,15.586614608764648,15.747303009033203,1276.9078740252446,205.1842835674397,0.010309384321223811
MSFT,2000-03-27 00:00:00-05:00,2000-03-30 00:00:00-05:00,31.78359603881836,31.573625564575195,626.1931752159414,-131.4820779679212,-0.00660625292326003
UNH,2000-03-27 00:00:00-05:00,2000-03-30 00:00:00-05:00,5.403858184814453,5.552243709564209,3683.048341138483,546.51106077855,0.027459181879853568
NKE,2000-03-27 00:00:00-05:00,2000-03-30 00:00:00-05:00,3.3450965881347656,3.601067304611206,5949.8045568921125,1522.9757353224668,0.07652117352437073
DHR,2000-03-27 00:00:00-05:00,2000-03-30 00:00:00-05:00,4.307379722595215,4.980345726013184,4620.5981838390235,3109.5054931784725,0.15623558793476974
PG,2000-03-30 00:00:00-05:00,2000-04-03 00:00:00-04:00,14.559769630432129,14.936301231384277,1435.509174106017,540.5145675076346,0.025861096055059825
CVX,2000-03-30 00:00:00-05:00,2000-04-03 00:00:00-04:00,17.648794174194336,17.672727584838867,1184.255574123925,28.3432749635831,0.0013560932496751654
XOM,2000-03-30 00:00:00-05:00,2000-04-03 00:00:00-04:00,17.421491622924805,17.836946487426758,1199.706852302615,498.4240477654457,0.023847261388069533
AMZN,2000-03-30 00:00:00-05:00,2000-04-03 00:00:00-04:00,3.325000047683716,3.1781249046325684,6285.919572216389,-923.2453363772911,-0.04417297472024544
JNJ,2000-03-30 00:00:00-05:00,2000-04-03 00:00:00-04:00,18.02782440185547,18.4100399017334,1159.3569147037147,443.1241826904152,0.02120142127846506
AMD,2000-04-03 00:00:00-04:00,2000-04-06 00:00:00-04:00,30.4375,35.5,690.340646153592,3494.8495211525624,0.1663244353182753
TMO,2000-04-03 00:00:00-04:00,2000-04-06 00:00:00-04:00,16.294166564941406,16.39600372314453,1289.556193841174,131.32473812402532,0.00624991513356932
NEE,2000-04-03 00:00:00-04:00,2000-04-06 00:00:00-04:00,2.5135512351989746,2.53782057762146,8359.584289769455,202.88161363804466,0.009655399930833024
BAC,2000-04-03 00:00:00-04:00,2000-04-06 00:00:00-04:00,14.394509315490723,13.859580039978027,1459.7401659733914,-780.8577494209276,-0.037162036147840645
PG,2000-04-03 00:00:00-04:00,2000-04-06 00:00:00-04:00,14.936301231384277,15.75216293334961,1406.7902817297806,1147.7463135603466,0.0546227402170382
JNJ,2000-04-06 00:00:00-04:00,2000-04-10 00:00:00-04:00,19.078914642333984,19.365568161010742,1143.1191589875577,327.6791291906011,0.015024623992011944
ABT,2000-04-06 00:00:00-04:00,2000-04-10 00:00:00-04:00,8.786375045776367,8.612100601196289,2482.192342884805,-432.5826918971725,-0.019834623911695232
KO,2000-04-06 00:00:00-04:00,2000-04-10 00:00:00-04:00,11.090372085571289,10.9085693359375,1966.5230969765764,-357.51930624869783,-0.016392844913681263
CVX,2000-04-06 00:00:00-04:00,2000-04-10 00:00:00-04:00,17.026599884033203,16.476205825805664,1280.9059359403982,-705.0030162899784,-0.03232554132805301
NEE,2000-04-06 00:00:00-04:00,2000-04-10 00:00:00-04:00,2.53782057762146,2.617561101913452,8593.780447938867,685.272558568915,0.03142086757241435
AMD,2000-04-10 00:00:00-04:00,2000-04-13 00:00:00-04:00,37.75,35.5,575.3076484310388,-1294.4422089698382,-0.05960264900662255
ABT,2000-04-10 00:00:00-04:00,2000-04-13 00:00:00-04:00,8.612100601196289,9.151564598083496,2521.7847229112645,1360.4120659108085,0.06264023399962039
PEP,2000-04-10 00:00:00-04:00,2000-04-13 00:00:00-04:00,18.743358612060547,18.840320587158203,1158.696484326838,112.34949965904161,0.005173137701973337
BRK-B,2000-04-10 00:00:00-04:00,2000-04-13 00:00:00-04:00,36.41999816894531,37.79999923706055,596.3169912180324,822.9180848161486,0.03789129976650956
XOM,2000-04-10 00:00:00-04:00,2000-04-13 00:00:00-04:00,17.338397979736328,17.726154327392578,1252.5876816101315,485.6988245403518,0.02236402394900758
BRK-B,2000-04-13 00:00:00-04:00,2000-04-17 00:00:00-04:00,37.79999923706055,37.18000030517578,582.0206894933862,-360.8522058207345,-0.016402088476152554
UNH,2000-04-13 00:00:00-04:00,2000-04-17 00:00:00-04:00,6.437209129333496,6.182629108428955,3417.6894329175466,-870.075447277377,-0.039548197951881636
WFC,2000-04-13 00:00:00-04:00,2000-04-17 00:00:00-04:00,10.30191707611084,9.7158784866333,2135.561901368846,-1251.5216844201677,-0.0568863625233895
COST,2000-04-13 00:00:00-04:00,2000-04-17 00:00:00-04:00,36.44401168823242,32.77458190917969,603.6761761303917,-2215.147337597544,-0.10068676880151411
XOM,2000-04-13 00:00:00-04:00,2000-04-17 00:00:00-04:00,17.726154327392578,16.729053497314453,1241.1254698829866,-1237.5272362514297,-0.056250262276983896
WFC,2000-04-17 00:00:00-04:00,2000-04-20 00:00:00-04:00,9.7158784866333,10.317337989807129,2148.3088847147965,1292.1207944644848,0.061904798830213055
TMO,2000-04-17 00:00:00-04:00,2000-04-20 00:00:00-04:00,15.021187782287598,15.632220268249512,1389.5511046240936,849.0608658295823,0.040678040566300554
MRK,2000-04-17 00:00:00-04:00,2000-04-20 00:00:00-04:00,24.137371063232422,26.127378463745117,864.746538509254,1720.8520112011502,0.08244507636310065
NEE,2000-04-17 00:00:00-04:00,2000-04-20 00:00:00-04:00,2.4164764881134033,2.5066168308258057,8637.662389150517,778.6018479920567,0.03730238765235288
CVX,2000-04-17 00:00:00-04:00,2000-04-20 00:00:00-04:00,15.877928733825684,16.52406883239746,1314.57373474522,849.3988025481485,0.0406942309292061
HD,2000-04-20 00:00:00-04:00,2000-04-24 00:00:00-04:00,34.12665939331055,34.67238998413086,642.1904454300703,350.4629712037131,0.015991327616651736
UNH,2000-04-20 00:00:00-04:00,2000-04-24 00:00:00-04:00,6.509945392608643,6.734216213226318,3366.5128161771518,755.0105919039743,0.034450491838581655
BRK-B,2000-04-20 00:00:00-04:00,2000-04-24 00:00:00-04:00,38.279998779296875,38.79999923706055,572.5134612251663,297.70726191295034,0.013584129423873052
PFE,2000-04-20 00:00:00-04:00,2000-04-24 00:00:00-04:00,14.956937789916992,15.677767753601074,1465.2607976750849,1056.2038875758408,0.04819368602107976
KO,2000-04-20 00:00:00-04:00,2000-04-24 00:00:00-04:00,11.984271049499512,12.029728889465332,1828.7148635332012,83.12942760960868,0.003793125153633641
AMZN,2000-04-24 00:00:00-04:00,2000-04-27 00:00:00-04:00,2.4906249046325684,2.643749952316284,8993.282064195037,1377.0967449129712,0.06148057356967035
VZ,2000-04-24 00:00:00-04:00,2000-04-27 00:00:00-04:00,16.021677017211914,15.520496368408203,1398.0366886316997,-700.668934659825,-0.03128141007119896
MSFT,2000-04-24 00:00:00-04:00,2000-04-27 00:00:00-04:00,20.349145889282227,21.32269287109375,1100.7288662305436,1071.6112655115685,0.047842154511472015
TXN,2000-04-24 00:00:00-04:00,2000-04-27 00:00:00-04:00,43.010746002197266,48.58191680908203,520.7743265444703,2901.3227250196287,0.12952974139532844
NVDA,2000-04-24 00:00:00-04:00,2000-04-27 00:00:00-04:00,0.14635883271694183,0.17381621897220612,153040.93280648827,4202.104004933695,0.18760320607617104
BRK-B,2000-04-27 00:00:00-04:00,2000-05-01 00:00:00-04:00,38.400001525878906,37.13999938964844,627.1007768144825,-790.1483184180361,-0.032812554327148094
ABT,2000-04-27 00:00:00-04:00,2000-05-01 00:00:00-04:00,9.10777473449707,8.888839721679688,2643.9686409180504,-578.8573082881521,-0.024038255139110287
JPM,2000-04-27 00:00:00-04:00,2000-05-01 00:00:00-04:00,23.47810935974121,23.438386917114258,1025.6648189844452,-40.74191192659055,-0.0016918927337080823
DHR,2000-04-27 00:00:00-04:00,2000-05-01 00:00:00-04:00,5.670504093170166,5.857034206390381,4246.654334587276,792.1289138376815,0.03289480267634073
ADBE,2000-04-27 00:00:00-04:00,2000-05-01 00:00:00-04:00,30.648576736450195,32.44869613647461,785.7027422065233,1414.358748898343,0.05873419230862817
MRK,2000-05-01 00:00:00-04:00,2000-05-04 00:00:00-04:00,25.30794906616211,25.1674747467041,957.4877579683043,-134.50244118997216,-0.005550600686399728
DIS,2000-05-01 00:00:00-04:00,2000-05-04 00:00:00-04:00,31.74908447265625,30.001007080078125,763.2362259455178,-1334.1959917720087,-0.05505914333005877
AMZN,2000-05-01 00:00:00-04:00,2000-05-04 00:00:00-04:00,2.996875047683716,2.753124952316284,8085.773021756295,-1970.907945172501,-0.08133475419865298
