date,reason,positions_before,portfolio_value
2001-02-15,drift_threshold,0,129816.1919754377
2001-02-16,drift_threshold,0,129852.76717238316
2001-02-20,drift_threshold,0,129889.35267424522
2001-02-21,drift_threshold,0,129925.94848392725
2001-02-22,drift_threshold,0,129962.55460433343
2001-02-23,drift_threshold,0,129999.17103836878
2001-02-26,drift_threshold,0,130035.7977889391
2001-02-27,drift_threshold,0,130072.43485895106
2001-02-28,drift_threshold,0,130109.08225131211
2001-03-01,drift_threshold,0,130145.73996893053
2001-03-02,drift_threshold,0,130181.78827309654
2001-03-05,drift_threshold,0,130217.8465620706
2001-03-06,drift_threshold,0,130253.91483861835
2001-03-07,drift_threshold,0,130289.99310550619
2001-03-08,drift_threshold,0,130326.08136550129
2001-03-09,drift_threshold,0,130362.17962137157
2001-03-12,drift_threshold,0,130398.28787588574
2001-03-13,drift_threshold,0,130434.40613181327
2001-03-14,drift_threshold,0,130470.53439192439
2001-03-15,drift_threshold,0,130506.6726589901
2001-03-16,drift_threshold,0,130542.82093578215
2001-03-19,drift_threshold,0,130578.9792250731
2001-03-20,drift_threshold,0,130615.14752963623
2001-03-21,drift_threshold,0,130651.32585224563
2001-03-22,drift_threshold,0,130687.51419567614
2001-03-23,drift_threshold,0,130723.71256270335
2001-03-26,drift_threshold,0,130759.92095610366
2001-03-27,drift_threshold,0,130796.13937865419
2001-03-28,drift_threshold,0,130832.36783313288
2001-03-29,drift_threshold,0,130868.60632231842
2001-03-30,drift_threshold,0,130904.85484899023
2001-04-02,drift_threshold,0,130941.11341592856
2001-04-03,drift_threshold,0,130978.52516261883
2001-04-04,drift_threshold,0,131015.94759837957
2001-04-05,drift_threshold,0,131053.38072626482
2001-04-06,drift_threshold,0,131090.82454932947
2001-04-09,drift_threshold,0,131128.27907062927
2001-04-10,drift_threshold,0,131165.7442932209
2001-04-11,drift_threshold,0,131203.2202201618
2001-04-12,drift_threshold,0,131240.7068545104
2001-04-16,drift_threshold,0,131278.204199326
2001-04-17,drift_threshold,0,131315.71225766867
2001-04-18,drift_threshold,0,131353.23103259943
2001-04-19,drift_threshold,0,131390.7605271802
2001-04-20,drift_threshold,0,131428.30074447367
2001-04-23,drift_threshold,0,131465.85168754353
2001-04-24,drift_threshold,0,131503.41335945425
2001-04-25,drift_threshold,0,131540.98576327125
2001-04-26,drift_threshold,0,131578.56890206077
2001-04-27,drift_threshold,0,131616.16277888993
2001-04-30,drift_threshold,0,131653.76739682676
2001-05-01,drift_threshold,0,131691.38275894013
2001-05-02,drift_threshold,0,131729.47919466684
2001-05-03,drift_threshold,0,131767.58665114816
2001-05-04,drift_threshold,0,131805.70513157223
2001-05-07,drift_threshold,0,131843.83463912815
2001-05-08,drift_threshold,0,131881.9751770059
2001-05-09,drift_threshold,0,131920.12674839637
2001-05-10,drift_threshold,0,131958.28935649144
2001-05-11,drift_threshold,0,131996.46300448384
2001-05-14,drift_threshold,0,132034.64769556728
2001-05-15,drift_threshold,0,132072.84343293635
2001-05-16,drift_threshold,0,132111.0502197866
2001-05-17,drift_threshold,0,132149.26805931446
2001-05-18,drift_threshold,0,132187.49695471732
2001-05-21,drift_threshold,0,132225.7369091935
2001-05-22,drift_threshold,0,132263.98792594223
2001-05-23,drift_threshold,0,132302.25000816365
2001-05-24,drift_threshold,0,132340.52315905888
2001-05-25,drift_threshold,0,132378.8073818299
2001-05-29,drift_threshold,0,132417.10267967964
2001-05-30,drift_threshold,0,132455.40905581196
2001-05-31,drift_threshold,0,132493.72651343167
2001-06-01,drift_threshold,0,132532.05505574448
2001-06-04,drift_threshold,0,132569.8161730183
2001-06-05,drift_threshold,0,132607.58804921363
2001-06-06,drift_threshold,0,132645.37068739592
2001-06-07,drift_threshold,0,132683.16409063144
2001-06-08,drift_threshold,0,132720.96826198744
2001-06-11,drift_threshold,0,132758.78320453194
2001-06-12,drift_threshold,0,132796.60892133386
2001-06-13,drift_threshold,0,132834.44541546304
2001-06-14,drift_threshold,0,132872.29268999014
2001-06-15,drift_threshold,0,132910.1507479867
2001-06-18,drift_threshold,0,132948.01959252523
2001-06-19,drift_threshold,0,132985.89922667897
2001-06-20,drift_threshold,0,133023.78965352214
2001-06-21,drift_threshold,0,133061.69087612978
2001-06-22,drift_threshold,0,133099.60289757783
2001-06-25,drift_threshold,0,133137.5257209431
2001-06-26,drift_threshold,0,133175.45934930327
2001-06-27,drift_threshold,0,133213.4037857369
2001-06-28,drift_threshold,0,133251.35903332348
2001-06-29,drift_threshold,0,133289.3250951433
2001-07-02,drift_threshold,0,133327.30197427754
2001-07-03,drift_threshold,0,133365.02513551075
2001-07-05,drift_threshold,0,133402.75897000346
2001-07-06,drift_threshold,0,133440.50348077551
2001-07-09,drift_threshold,0,133478.25867084766
2001-07-10,drift_threshold,0,133516.02454324142
2001-07-11,drift_threshold,0,133553.80110097924
2001-07-12,drift_threshold,0,133591.58834708438
2001-07-13,drift_threshold,0,133629.386284581
2001-07-16,drift_threshold,0,133667.19491649407
2001-07-17,drift_threshold,0,133705.01424584942
2001-07-18,drift_threshold,0,133742.84427567373
2001-07-19,drift_threshold,0,133780.6850089946
2001-07-20,drift_threshold,0,133818.5364488404
2001-07-23,drift_threshold,0,133856.3985982404
2001-07-24,drift_threshold,0,133894.27146022473
2001-07-25,drift_threshold,0,133932.15503782438
2001-07-26,drift_threshold,0,133970.0493340712
2001-07-27,drift_threshold,0,134007.95435199788
2001-07-30,drift_threshold,0,134045.87009463794
2001-07-31,drift_threshold,0,134083.79656502584
2001-08-01,drift_threshold,0,134121.73376619682
2001-08-02,drift_threshold,0,134159.09624917456
2001-08-03,drift_threshold,0,134196.46914027253
2001-08-06,drift_threshold,0,134233.85244239017
2001-08-07,drift_threshold,0,134271.2461584277
2001-08-08,drift_threshold,0,134308.65029128612
2001-08-09,drift_threshold,0,134346.06484386727
2001-08-10,drift_threshold,0,134383.48981907376
2001-08-13,drift_threshold,0,134420.92521980908
2001-08-14,drift_threshold,0,134458.37104897745
2001-08-15,drift_threshold,0,134495.82730948395
2001-08-16,drift_threshold,0,134533.29400423446
2001-08-17,drift_threshold,0,134570.77113613565
2001-08-20,drift_threshold,0,134608.258708095
2001-08-21,drift_threshold,0,134645.75672302084
2001-08-22,drift_threshold,0,134683.26518382225
2001-08-23,drift_threshold,0,134720.78409340917
2001-08-24,drift_threshold,0,134758.31345469234
2001-08-27,drift_threshold,0,134795.8532705833
2001-08-28,drift_threshold,0,134833.40354399438
2001-08-29,drift_threshold,0,134870.9642778388
2001-08-30,drift_threshold,0,134908.53547503048
2001-08-31,drift_threshold,0,134946.11713848423
2001-09-04,drift_threshold,0,134983.70927111566
2001-09-05,drift_threshold,0,135022.11535030114
2001-09-06,drift_threshold,0,135060.53235693058
2001-09-07,drift_threshold,0,135098.9602941131
2001-09-10,drift_threshold,0,135137.39916495868
2001-09-17,drift_threshold,0,135175.84897257824
2001-09-18,drift_threshold,0,135214.30972008355
2001-09-19,drift_threshold,0,135252.78141058722
2001-09-20,drift_threshold,0,135291.26404720286
2001-09-21,drift_threshold,0,135329.75763304485
2001-09-24,drift_threshold,0,135368.26217122853
2001-09-25,drift_threshold,0,135406.7776648701
2001-09-26,drift_threshold,0,135445.30411708666
2001-09-27,drift_threshold,0,135483.84153099617
2001-09-28,drift_threshold,0,135522.3899097175
2001-10-01,drift_threshold,0,135560.94925637037
2001-10-02,drift_threshold,0,135598.76645769068
2001-10-03,drift_threshold,0,135636.59420880963
2001-10-04,drift_threshold,0,135674.43251267026
2001-10-05,drift_threshold,0,135712.28137221644
2001-10-08,drift_threshold,0,135750.1407903929
2001-10-09,drift_threshold,0,135788.01077014513
2001-10-10,drift_threshold,0,135825.8913144195
2001-10-11,drift_threshold,0,135863.78242616318
2001-10-12,drift_threshold,0,135901.68410832412
2001-10-15,drift_threshold,0,135939.59636385116
2001-10-16,drift_threshold,0,135977.51919569392
2001-10-17,drift_threshold,0,136015.4526068029
2001-10-18,drift_threshold,0,136053.39660012932
2001-10-19,drift_threshold,0,136091.3511786253
2001-10-22,drift_threshold,0,136129.3163452438
2001-10-23,drift_threshold,0,136167.29210293852
2001-10-24,drift_threshold,0,136205.27845466405
2001-10-25,drift_threshold,0,136243.2754033758
2001-10-26,drift_threshold,0,136281.28295203
2001-10-29,drift_threshold,0,136319.30110358365
2001-10-30,drift_threshold,0,136357.32986099468
2001-10-31,drift_threshold,0,136395.3692272218
2001-11-01,drift_threshold,0,136433.41920522446
2001-11-02,drift_threshold,0,136471.15495648875
2001-11-05,drift_threshold,0,136508.90114498266
2001-11-06,drift_threshold,0,136546.657773593
2001-11-07,drift_threshold,0,136584.42484520737
2001-11-08,drift_threshold,0,136622.20236271416
2001-11-09,drift_threshold,0,136659.99032900258
2001-11-12,drift_threshold,0,136697.78874696261
2001-11-13,drift_threshold,0,136735.59761948508
2001-11-14,drift_threshold,0,136773.4169494616
2001-11-15,drift_threshold,0,136811.24673978452
2001-11-16,drift_threshold,0,136849.08699334707
2001-11-19,drift_threshold,0,136886.93771304324
2001-11-20,drift_threshold,0,136924.79890176785
2001-11-21,drift_threshold,0,136962.67056241646
2001-11-23,drift_threshold,0,137000.55269788552
2001-11-26,drift_threshold,0,137038.4453110722
2001-11-27,drift_threshold,0,137076.3484048745
2001-11-28,drift_threshold,0,137114.26198219124
2001-11-29,drift_threshold,0,137152.18604592202
2001-11-30,drift_threshold,0,137190.12059896727
2001-12-03,drift_threshold,0,137228.0656442282
2001-12-04,drift_threshold,0,137264.93207297468
2001-12-05,drift_threshold,0,137301.8084059165
2001-12-06,drift_threshold,0,137338.69464571442
2001-12-07,drift_threshold,0,137375.59079502994
2001-12-10,drift_threshold,0,137412.49685652528
2001-12-11,drift_threshold,0,137449.4128328633
2001-12-12,drift_threshold,0,137486.3387267077
2001-12-13,drift_threshold,0,137523.27454072278
2001-12-14,drift_threshold,0,137560.2202775736
2001-12-17,drift_threshold,0,137597.17593992595
2001-12-18,drift_threshold,0,137634.1415304463
2001-12-19,drift_threshold,0,137671.1170518019
2001-12-20,drift_threshold,0,137708.10250666065
2001-12-21,drift_threshold,0,137745.09789769122
2001-12-24,drift_threshold,0,137782.10322756294
2001-12-26,drift_threshold,0,137819.1184989459
2001-12-27,drift_threshold,0,137856.1437145109
2001-12-28,drift_threshold,0,137893.17887692942
2001-12-31,drift_threshold,0,137930.22398887374
2002-01-02,drift_threshold,0,137967.27905301677
2002-01-03,drift_threshold,0,138003.1395957865
2002-01-04,drift_threshold,0,138039.00945945128
2002-01-11,drift_threshold,0,138218.49867601713
2002-01-14,drift_threshold,0,138254.42451595078
2002-01-15,drift_threshold,0,138290.35969375155
2002-01-16,drift_threshold,0,138326.30421184655
2002-01-17,drift_threshold,0,138362.25807266354
2002-01-18,drift_threshold,0,138398.22127863084
2002-01-22,drift_threshold,0,138434.19383217747
2002-01-23,drift_threshold,0,138470.17573573306
2002-01-24,drift_threshold,0,138506.16699172786
2002-01-25,drift_threshold,0,138542.1676025928
2002-01-28,drift_threshold,0,138578.17757075935
2002-01-29,drift_threshold,0,138614.1968986597
2002-01-30,drift_threshold,0,138650.2255887266
2002-01-31,drift_threshold,0,138686.26364339353
2002-02-01,drift_threshold,0,138722.3110650945
2002-02-04,drift_threshold,0,138758.14766211965
2002-02-05,drift_threshold,0,138793.99351693236
2002-02-06,drift_threshold,0,138829.84863192422
2002-02-07,drift_threshold,0,138865.71300948746
2002-02-08,drift_threshold,0,138901.5866520149
2002-02-11,drift_threshold,0,138937.4695619
2002-02-12,drift_threshold,0,138973.36174153685
2002-02-13,drift_threshold,0,139009.26319332008
2002-02-14,drift_threshold,0,139045.17391964502
2002-02-15,drift_threshold,0,139081.0939229076
2002-02-19,drift_threshold,0,139117.02320550435
2002-02-20,drift_threshold,0,139152.96176983244
2002-02-21,drift_threshold,0,139188.90961828965
2002-02-22,drift_threshold,0,139224.86675327437
2002-02-25,drift_threshold,0,139260.83317718565
2002-02-26,drift_threshold,0,139296.80889242308
2002-02-27,drift_threshold,0,139332.79390138696
2002-02-28,drift_threshold,0,139368.78820647814
2002-03-01,drift_threshold,0,139404.79181009816
2002-03-04,drift_threshold,0,139442.46429550397
2002-03-05,drift_threshold,0,139480.1469614505
2002-04-05,drift_threshold,0,140310.6335842192
2002-04-08,drift_threshold,0,140348.2724684664
2002-04-09,drift_threshold,0,140385.92144949365
2002-04-10,drift_threshold,0,140423.58053000947
2002-04-11,drift_threshold,0,140461.24971272307
2002-04-12,drift_threshold,0,140498.92900034442
2002-04-15,drift_threshold,0,140536.6183955842
2002-04-16,drift_threshold,0,140574.31790115382
2002-04-17,drift_threshold,0,140612.0275197654
2002-04-18,drift_threshold,0,140649.7472541318
2002-04-19,drift_threshold,0,140687.47710696663
2002-04-22,drift_threshold,0,140725.2170809842
2002-04-23,drift_threshold,0,140762.9671788996
2002-04-24,drift_threshold,0,140800.72740342852
2002-04-25,drift_threshold,0,140838.49775728755
2002-04-26,drift_threshold,0,140876.27824319387
2002-04-29,drift_threshold,0,140914.06886386545
2002-04-30,drift_threshold,0,140951.869622021
2002-05-01,drift_threshold,0,140989.68052037994
2002-05-02,drift_threshold,0,141027.44561337648
2002-05-03,drift_threshold,0,141065.2208220229
2002-05-06,drift_threshold,0,141103.0061490288
2002-05-07,drift_threshold,0,141140.80159710444
2002-05-08,drift_threshold,0,141178.6071689608
2002-05-09,drift_threshold,0,141216.42286730962
2002-05-10,drift_threshold,0,141254.24869486337
2002-05-13,drift_threshold,0,141292.08465433522
2002-05-14,drift_threshold,0,141329.93074843907
2002-05-15,drift_threshold,0,141367.78697988956
2002-05-16,drift_threshold,0,141405.65335140203
2002-05-17,drift_threshold,0,141443.52986569257
2002-05-20,drift_threshold,0,141481.41652547804
2002-05-21,drift_threshold,0,141519.31333347593
2002-05-22,drift_threshold,0,141557.22029240456
2002-05-23,drift_threshold,0,141595.13740498287
2002-05-24,drift_threshold,0,141633.06467393064
2002-05-28,drift_threshold,0,141671.0021019683
2002-05-29,drift_threshold,0,141708.94969181705
2002-05-30,drift_threshold,0,141746.90744619878
2002-05-31,drift_threshold,0,141784.87536783615
2002-06-03,drift_threshold,0,141822.85345945254
2002-06-04,drift_threshold,0,141860.1663768508
2002-06-05,drift_threshold,0,141897.48911109995
2002-06-06,drift_threshold,0,141934.82166478274
2002-06-07,drift_threshold,0,141972.16404048263
2002-06-10,drift_threshold,0,142009.51624078376
2002-06-11,drift_threshold,0,142046.87826827093
2002-06-12,drift_threshold,0,142084.2501255296
2002-06-13,drift_threshold,0,142121.63181514596
2002-06-14,drift_threshold,0,142159.02333970685
2002-06-17,drift_threshold,0,142196.42470179978
2002-06-18,drift_threshold,0,142233.835904013
2002-06-19,drift_threshold,0,142271.25694893536
2002-06-20,drift_threshold,0,142308.68783915645
2002-06-21,drift_threshold,0,142346.12857726653
2002-06-24,drift_threshold,0,142383.5791658565
2002-06-25,drift_threshold,0,142421.039607518
2002-06-26,drift_threshold,0,142458.50990484332
2002-06-27,drift_threshold,0,142495.99006042542
2002-06-28,drift_threshold,0,142533.480076858
2002-07-01,drift_threshold,0,142570.97995673536
2002-07-02,drift_threshold,0,142607.9239447956
2002-07-03,drift_threshold,0,142644.87750604
2002-07-05,drift_threshold,0,142681.8406429493
2002-07-08,drift_threshold,0,142718.8133580048
2002-07-09,drift_threshold,0,142755.79565368843
2002-07-10,drift_threshold,0,142792.78753248282
2002-07-11,drift_threshold,0,142829.7889968712
2002-07-12,drift_threshold,0,142866.80004933747
2002-07-15,drift_threshold,0,142903.82069236613
2002-07-16,drift_threshold,0,142940.85092844238
2002-07-17,drift_threshold,0,142977.89076005202
2002-07-18,drift_threshold,0,143014.9401896815
2002-07-19,drift_threshold,0,143051.99921981795
2002-07-22,drift_threshold,0,143089.0678529491
2002-07-23,drift_threshold,0,143126.1460915634
2002-07-24,drift_threshold,0,143163.23393814982
2002-07-25,drift_threshold,0,143200.33139519807
2002-07-26,drift_threshold,0,143237.4384651985
2002-07-29,drift_threshold,0,143274.55515064206
2002-07-30,drift_threshold,0,143311.68145402038
2002-07-31,drift_threshold,0,143348.81737782573
2002-08-01,drift_threshold,0,143385.96292455102
2002-08-02,drift_threshold,0,143422.20770962362
2002-08-05,drift_threshold,0,143458.46165657244
2002-08-06,drift_threshold,0,143494.7247677134
2002-08-07,drift_threshold,0,143530.997045363
2002-08-08,drift_threshold,0,143567.27849183837
2002-08-09,drift_threshold,0,143603.56910945714
2002-08-12,drift_threshold,0,143639.86890053758
2002-08-13,drift_threshold,0,143676.17786739854
2002-08-14,drift_threshold,0,143712.49601235948
2002-08-15,drift_threshold,0,143748.82333774038
2002-08-16,drift_threshold,0,143785.15984586187
2002-08-19,drift_threshold,0,143821.50553904512
2002-08-20,drift_threshold,0,143857.86041961194
2002-08-21,drift_threshold,0,143894.22448988468
2002-08-22,drift_threshold,0,143930.5977521863
2002-08-23,drift_threshold,0,143966.9802088403
2002-08-26,drift_threshold,0,144003.37186217087
2002-08-27,drift_threshold,0,144039.7727145027
2002-08-28,drift_threshold,0,144076.1827681611
2002-08-29,drift_threshold,0,144112.60202547192
2002-08-30,drift_threshold,0,144149.0304887617
2002-09-03,drift_threshold,0,144185.46816035747
2002-09-04,drift_threshold,0,144220.65628056327
2002-09-05,drift_threshold,0,144255.852988346
2002-09-06,drift_threshold,0,144291.0582858015
2002-09-09,drift_threshold,0,144326.272175026
2002-09-10,drift_threshold,0,144361.49465811634
2002-09-11,drift_threshold,0,144396.72573716982
2002-09-12,drift_threshold,0,144431.96541428426
2002-09-13,drift_threshold,0,144467.213691558
2002-09-16,drift_threshold,0,144502.47057108986
2002-09-17,drift_threshold,0,144537.73605497924
2002-09-18,drift_threshold,0,144573.010145326
2002-09-19,drift_threshold,0,144608.2928442305
2002-09-20,drift_threshold,0,144643.5841537937
2002-09-23,drift_threshold,0,144678.88407611693
2002-09-24,drift_threshold,0,144714.19261330218
2002-09-25,drift_threshold,0,144749.50976745185
2002-09-26,drift_threshold,0,144784.8355406689
2002-09-27,drift_threshold,0,144820.1699350568
2002-09-30,drift_threshold,0,144855.51295271952
2002-10-01,drift_threshold,0,144890.86459576155
2002-10-02,drift_threshold,0,144927.20230466017
2002-10-03,drift_threshold,0,144963.54912682547
2002-10-04,drift_threshold,0,144999.90506454298
2002-10-07,drift_threshold,0,145036.27012009884
2002-10-08,drift_threshold,0,145072.64429577976
2002-10-09,drift_threshold,0,145109.02759387298
2002-10-10,drift_threshold,0,145145.42001666635
2002-10-11,drift_threshold,0,145181.8215664483
2002-10-14,drift_threshold,0,145218.23224550782
2002-10-15,drift_threshold,0,145254.65205613448
2002-10-16,drift_threshold,0,145291.0810006184
2002-10-17,drift_threshold,0,145327.5190812503
2002-10-18,drift_threshold,0,145363.96630032148
2002-10-21,drift_threshold,0,145400.4226601238
2002-10-22,drift_threshold,0,145436.88816294968
2002-10-23,drift_threshold,0,145473.36281109214
2002-10-24,drift_threshold,0,145509.84660684477
2002-10-25,drift_threshold,0,145546.33955250174
2002-10-28,drift_threshold,0,145582.84165035776
2002-10-29,drift_threshold,0,145619.35290270817
2002-10-30,drift_threshold,0,145655.87331184885
2002-10-31,drift_threshold,0,145692.40288007626
2002-11-01,drift_threshold,0,145728.94160968746
2002-11-04,drift_threshold,0,145765.43167403498
2002-11-05,drift_threshold,0,145801.93087537875
2002-11-06,drift_threshold,0,145838.43921600666
2002-11-07,drift_threshold,0,145874.95669820718
2002-11-08,drift_threshold,0,145911.48332426933
2002-11-11,drift_threshold,0,145948.01909648266
2002-11-12,drift_threshold,0,145984.56401713737
2002-11-13,drift_threshold,0,146021.1180885242
2002-11-14,drift_threshold,0,146057.68131293447
2002-11-15,drift_threshold,0,146094.25369266004
2002-11-18,drift_threshold,0,146130.8352299934
2002-11-19,drift_threshold,0,146167.42592722757
2002-11-20,drift_threshold,0,146204.02578665616
2002-11-21,drift_threshold,0,146240.63481057336
2002-11-22,drift_threshold,0,146277.25300127396
2002-11-25,drift_threshold,0,146313.88036105325
2002-11-26,drift_threshold,0,146350.51689220715
2002-11-27,drift_threshold,0,146387.16259703215
2002-11-29,drift_threshold,0,146423.8174778253
2002-12-02,drift_threshold,0,146460.48153688424
2002-12-03,drift_threshold,0,146496.5735841201
2002-12-04,drift_threshold,0,146532.67452546762
2002-12-05,drift_threshold,0,146568.78436311855
2002-12-06,drift_threshold,0,146604.90309926518
2002-12-09,drift_threshold,0,146641.03073610037
2002-12-10,drift_threshold,0,146677.16727581748
2002-12-11,drift_threshold,0,146713.31272061044
2002-12-12,drift_threshold,0,146749.46707267372
2002-12-13,drift_threshold,0,146785.63033420235
2002-12-16,drift_threshold,0,146821.80250739184
2002-12-17,drift_threshold,0,146857.9835944383
2002-12-18,drift_threshold,0,146894.17359753835
2002-12-19,drift_threshold,0,146930.37251888917
2002-12-20,drift_threshold,0,146966.58036068847
2002-12-23,drift_threshold,0,147002.7971251345
2002-12-24,drift_threshold,0,147039.02281442605
2002-12-26,drift_threshold,0,147075.25743076246
2002-12-27,drift_threshold,0,147111.5009763436
2002-12-30,drift_threshold,0,147147.75345336992
2002-12-31,drift_threshold,0,147184.01486404237
2003-01-02,drift_threshold,0,147220.28521056243
2003-01-03,drift_threshold,0,147256.3308121398
2003-01-06,drift_threshold,0,147292.38523916798
2003-01-07,drift_threshold,0,147328.4484938079
2003-01-08,drift_threshold,0,147364.52057822086
2003-01-09,drift_threshold,0,147400.60149456878
2003-01-10,drift_threshold,0,147436.69124501408
2003-01-13,drift_threshold,0,147472.7898317197
2003-01-14,drift_threshold,0,147508.89725684913
2003-01-15,drift_threshold,0,147545.01352256638
2003-01-16,drift_threshold,0,147581.138631036
2003-01-17,drift_threshold,0,147617.27258442304
2003-01-21,drift_threshold,0,147653.41538489313
2003-01-22,drift_threshold,0,147689.56703461238
2003-01-23,drift_threshold,0,147725.72753574743
2003-01-24,drift_threshold,0,147761.89689046552
2003-01-27,drift_threshold,0,147798.07510093434
2003-01-28,drift_threshold,0,147834.26216932214
2003-01-29,drift_threshold,0,147870.45809779773
2003-01-30,drift_threshold,0,147906.6628885304
2003-01-31,drift_threshold,0,147942.87654369
2003-02-03,drift_threshold,0,147979.09906544694
2003-02-04,drift_threshold,0,148014.0385749485
2003-02-05,drift_threshold,0,148048.98633405648
2003-02-06,drift_threshold,0,148083.94234471867
2003-02-07,drift_threshold,0,148118.9066088834
2003-02-10,drift_threshold,0,148153.8791284994
2003-02-11,drift_threshold,0,148188.85990551586
2003-02-12,drift_threshold,0,148223.84894188243
2003-02-13,drift_threshold,0,148258.84623954925
2003-02-14,drift_threshold,0,148293.85180046692
2003-02-18,drift_threshold,0,148328.86562658648
2003-02-19,drift_threshold,0,148363.88771985943
2003-02-20,drift_threshold,0,148398.91808223774
2003-02-21,drift_threshold,0,148433.95671567382
2003-02-24,drift_threshold,0,148469.00362212057
2003-02-25,drift_threshold,0,148504.05880353134
2003-02-26,drift_threshold,0,148539.12226185994
2003-02-27,drift_threshold,0,148574.19399906066
2003-02-28,drift_threshold,0,148609.27401708823
2003-03-03,drift_threshold,0,148644.36231789782
2003-03-04,drift_threshold,0,148679.10498829672
2003-03-05,drift_threshold,0,148713.8557791055
2003-03-06,drift_threshold,0,148748.61469222212
2003-03-07,drift_threshold,0,148783.381729545
2003-03-10,drift_threshold,0,148818.15689297306
2003-03-11,drift_threshold,0,148852.94018440557
2003-03-12,drift_threshold,0,148887.73160574233
2003-03-13,drift_threshold,0,148922.5311588835
2003-03-14,drift_threshold,0,148957.33884572977
2003-03-17,drift_threshold,0,148992.1546681822
2003-03-18,drift_threshold,0,149026.97862814233
2003-03-19,drift_threshold,0,149061.81072751217
2003-03-20,drift_threshold,0,149096.65096819412
2003-03-21,drift_threshold,0,149131.49935209105
2003-03-24,drift_threshold,0,149166.35588110628
2003-03-25,drift_threshold,0,149201.22055714356
2003-03-26,drift_threshold,0,149236.09338210712
2003-03-27,drift_threshold,0,149270.97435790158
2003-03-28,drift_threshold,0,149305.86348643206
2003-03-31,drift_threshold,0,149340.7607696041
2003-04-01,drift_threshold,0,149375.66620932365
2003-04-02,drift_threshold,0,149409.69066662688
2003-04-03,drift_threshold,0,149443.7228739454
2003-04-04,drift_threshold,0,149477.76283304446
2003-04-07,drift_threshold,0,149511.81054568978
2003-04-08,drift_threshold,0,149545.8660136474
2003-04-09,drift_threshold,0,149579.92923868384
2003-04-10,drift_threshold,0,149614.00022256598
2003-04-11,drift_threshold,0,149648.07896706113
2003-04-14,drift_threshold,0,149682.16547393697
2003-04-15,drift_threshold,0,149716.2597449616
2004-07-23,drift_threshold,0,160775.4941065621
2004-07-26,drift_threshold,0,160812.6255897248
2004-07-27,drift_threshold,0,160849.76564849194
2004-07-28,drift_threshold,0,160886.9142848441
2004-07-29,drift_threshold,0,160924.07150076225
2004-07-30,drift_threshold,0,160961.2372982279
2004-08-05,drift_threshold,0,161106.72655880908
2004-08-06,drift_threshold,0,161142.8477098034
2004-08-09,drift_threshold,0,161178.97695938914
2004-08-10,drift_threshold,0,161215.114309382
2004-08-11,drift_threshold,0,161251.2597615982
2004-08-12,drift_threshold,0,161287.41331785425
2004-08-13,drift_threshold,0,161323.57497996718
2004-08-16,drift_threshold,0,161359.74474975435
2004-08-17,drift_threshold,0,161395.92262903356
2004-08-18,drift_threshold,0,161432.108619623
2004-08-19,drift_threshold,0,161468.3027233413
2004-08-20,drift_threshold,0,161504.50494200745
2004-08-23,drift_threshold,0,161540.71527744088
2004-08-24,drift_threshold,0,161576.9337314614
2004-08-25,drift_threshold,0,161613.1603058893
2004-08-26,drift_threshold,0,161649.39500254518
2004-10-15,drift_threshold,0,162885.31967689138
2004-10-18,drift_threshold,0,162920.67613318632
2004-10-19,drift_threshold,0,162956.04026407714
2004-10-20,drift_threshold,0,162991.4120712297
