config,bull,mild_bull,mild_bear,bear,cagr,sharpe,sortino,max_dd,trades,win_rate,cagr_delta,sharpe_delta,dd_delta,is_cagr,is_sharpe,is_max_dd,oos_cagr,oos_sharpe,oos_max_dd,oos_sharpe_delta,passes_kill
b8/mb5/mbr4/br4,8,5,4,4,0.09396439186465799,0.6774964005288309,0.9378192991328627,-0.3687434478262713,4375,0.5424,-0.014426427310373136,-0.09893063408233338,0.01938230967850152,0.07848898991614828,0.5977356145846443,-0.3687434478262713,0.46585811508150465,2.905119680508565,-0.24901270757097435,-0.6029801705220383,False
b8/mb5/mbr5/br2,8,5,5,2,0.09287140166370844,0.664504952779866,0.9113757147809813,-0.3171475412156921,4540,0.5449339207048458,-0.015519417511322686,-0.11192208183129826,-0.03221359693207765,0.09113223753698829,0.6820357036862579,-0.3171475412156921,0.4596315790051533,2.906050104786462,-0.3011157199918803,-0.6020497462441412,False
b8/mb5/mbr5/br3,8,5,5,3,0.09601914208776519,0.6910265249025335,0.9560890635382767,-0.3402823052551517,4307,0.5449268632458788,-0.012371677087265942,-0.08540050970863078,-0.009078832892618072,0.08381690841157652,0.62835956454228,-0.3402823052551517,0.47761859564181064,3.0673200791443995,-0.21497118955094122,-0.4407797718862039,False
b8/mb5/mbr5/br4,8,5,5,4,0.09724896574378383,0.6908952197231866,0.9594889978376898,-0.3429229855162547,4207,0.5450439743285002,-0.011141853431247295,-0.08553181488797768,-0.006438152631515037,0.09476437792767345,0.7043036909079561,-0.3429229855162547,0.48469201480008706,3.041646636936558,-0.30588080178077903,-0.4664532140940456,False
b8/mb6/mbr3/br2,8,6,3,2,0.08282634604000827,0.5965750890824144,0.8099173123051007,-0.3384600002627469,4762,0.5325493490130198,-0.025564473135022858,-0.17985194552874983,-0.010901137885022838,0.07418896513542772,0.5526174245121619,-0.3384600002627469,0.4033497894280098,2.63985896129363,-0.2226135461274863,-0.8682408897369736,False
b8/mb6/mbr3/br3,8,6,3,3,0.09285773284594145,0.6673668982263635,0.9124477171829374,-0.36695678025978834,4498,0.5340151178301468,-0.015533086329089674,-0.10906013638480072,0.017595642112018584,0.08086145016695379,0.5998851744882197,-0.36695678025978834,0.4595538389661218,3.015511180150404,-0.1886153964965672,-0.4925886708801994,False
b8/mb6/mbr4/br2,8,6,4,2,0.08790341394922208,0.6312751465486856,0.8628888202110313,-0.36294592999283554,4493,0.5372802136657022,-0.020487405225809052,-0.1451518880624787,0.01358479184506578,0.08077298758325835,0.600840650374295,-0.36294592999283554,0.4315846156691556,2.8048932241554736,-0.3065629289774551,-0.7032066268751298,False
b8/mb6/mbr4/br3,8,6,4,3,0.0852823280765338,0.6141926529388732,0.8455552070515627,-0.371437077263509,4270,0.5365339578454332,-0.02310849109849733,-0.1622343816722911,0.02207593911573924,0.06676820367939662,0.4971966937919086,-0.371437077263509,0.4169543765540098,2.730399256556574,-0.2278904343346753,-0.7777005944740294,False
b8/mb6/mbr4/br4,8,6,4,4,0.09021374854617914,0.6467377278656857,0.8920494619453309,-0.39628167841531275,4171,0.5418364900503476,-0.018177070628851988,-0.12968930674547852,0.046920540267543,0.07725742575248185,0.5746181887466875,-0.39628167841531275,0.4445759104284468,2.873073218783343,-0.2702932369504148,-0.6350266322472602,False
b8/mb6/mbr5/br2,8,6,5,2,0.08448384916824203,0.604226074774875,0.8306074607568956,-0.3457671911419184,4310,0.5396751740139211,-0.023906970006789097,-0.17220095983628925,-0.003593947005851361,0.07414186540779988,0.548482489737447,-0.3457671911419184,0.412520287119992,2.6794715658531882,-0.26657859465828765,-0.8286282851774152,False
