date,value,c_alloc,r_alloc,efa_alloc,recycled_pct
2011-01-19,397486.0079920065,0.4049175079809581,0.4921908107477757,0.10408474223118899,0.12952489511638052
2011-01-20,393907.07942145574,0.5260483312917335,0.325160326211843,0.14885476025309133,0.24893294657254503
2011-01-21,391688.1353247831,0.616342632739873,0.2448362723473562,0.14036577373212952,0.3396024326130339
2011-01-24,391870.58781192306,0.5061133282994518,0.3542489160365598,0.1410570377250836,0.23080297138315153
2011-01-25,392287.34960106766,0.5061824045625704,0.3547005903630912,0.1386906576188744,0.22970500018058781
2011-01-26,397150.5497468553,0.6255834832271705,0.23372144091632127,0.1398560525688286,0.3489970984580672
2011-01-27,398305.8505155486,0.624672309798569,0.23500650250845023,0.1402399453204308,0.3472570006929529
2011-01-28,387363.83642483904,0.6254754440980758,0.23452175803868874,0.14075689259866797,0.34789849740930695
2011-01-31,389855.89899973606,0.7470325527934499,0.16229298623380206,0.09087452958768455,0.4724455477814178
2011-02-01,394817.6885307509,0.7499999999999999,0.12260576488545355,0.1287772327823889,0.4751285636965455
2011-02-02,392514.908701589,0.7499999999999999,0.15234754986428595,0.09814463960405005,0.4750329156065081
2011-02-03,393988.5490952134,0.7500000000000001,0.12822172625388872,0.12134276092648687,0.47520092422882243
2011-02-04,394204.4473877437,0.75,0.14677081353604074,0.10313870062726234,0.47508285889607627
2011-02-07,396531.1241147315,0.75,0.1327367964702265,0.11693953639793381,0.47499832898904515
2011-02-08,396576.77470999595,0.75,0.14392618261510767,0.10675731263147825,0.47483594401642665
2011-02-09,394854.5983431988,0.7500000000000001,0.13559200597782348,0.11457004728986263,0.4751715133033685
2011-02-10,396415.9002204491,0.6424487032109153,0.2112317522789391,0.14479062842088886,0.3678075589009115
2011-02-11,397322.0550775867,0.7384793526543287,0.16832258640038436,0.09303140223550835,0.46230795700790017
2011-02-14,400986.8337866729,0.7499999999999999,0.12428347772645215,0.12481329264261265,0.47397352055402375
2011-02-15,398932.7910370499,0.75,0.1492492720715285,0.1009703997712556,0.4730872228809876
2011-02-16,403625.23508571665,0.75,0.13091314373454738,0.1191163038121303,0.4731901173964976
2011-02-17,405478.8999158648,0.75,0.14743767635846142,0.10244207613288635,0.47298694017772513
2011-02-18,407549.67146844324,0.7500000000000001,0.10244207613288635,0.14730772378738366,0.47377015098814484
2011-02-22,402673.2274718584,0.75,0.14730772378738366,0.10096486734533379,0.47348573354150053
2011-02-23,402419.66322391643,0.7500000000000001,0.1296414787959552,0.12059454295967681,0.47351311314516936
2011-02-24,399992.41406769777,0.75,0.1458692549961265,0.10484960420812785,0.47318227680334124
2011-02-25,404364.1935871322,0.6494556157795092,0.20235139572371805,0.14834169009193054,0.37343153538124885
2011-02-28,401901.0221219627,0.39549415187195763,0.510240051810433,0.0956987098330643,0.1188197631087187
2011-03-01,395313.39633796056,0.4049611177766931,0.4948923233683723,0.10039279676753395,0.12527054107915883
2011-03-02,395920.43430837995,0.5239516952308263,0.32821561520968906,0.14838436450757986,0.24376032425310923
2011-03-03,400150.69420473353,0.5043943780751046,0.35918256863874537,0.13670649256973447,0.22471246516527216
2011-03-04,398274.6047823402,0.5095619173461181,0.3516980941144388,0.1381302378273766,0.2282727157791266
2011-03-07,394445.1617394629,0.39361257082302065,0.5151844954658317,0.0912010215989065,0.11326335326353945
2011-03-08,392705.8576955254,0.40552203202533793,0.49513415504051417,0.10009644931481389,0.12377655278939832
2011-03-09,389497.4610208234,0.6525523476903667,0.19947471464476352,0.14924086266085962,0.368302707041239
2011-03-10,380755.41552920185,0.7448368638430618,0.1690185871604173,0.08593564991385567,0.46135876142929827
2011-03-11,382081.7304989073,0.5355044574133957,0.3129915152263922,0.1509781135480126,0.2525957576917281
