date,symbol,action,shares,price,cost,stop_price,proceeds,pnl_pct
2012-02-29 00:00:00-05:00,DIS,SELL_TIME_EXIT,161,36.73050308227539,,,5907.697385250091,0.06763264990678834
2012-02-29 00:00:00-05:00,MSFT,SELL_TIME_EXIT,237,25.02143096923828,,,5924.149060569764,0.06888419222686773
2012-02-29 00:00:00-05:00,JPM,SELL_TIME_EXIT,430,26.886245727539062,,,11549.524577178956,0.043617241965979416
2012-03-01 00:00:00-05:00,BAC,BUY,1835,6.354673385620117,11672.486488275526,6.1640331840515135,,
2012-03-01 00:00:00-05:00,AAPL,BUY,714,16.329219818115234,11670.72201308441,15.839343223571777,,
2012-03-01 00:00:00-05:00,AMD,BUY,1552,7.510000228881836,11667.175875579833,7.28470022201538,,
2012-03-01 00:00:00-05:00,JPM,BUY,421,27.660484313964844,11656.708960075377,26.830669784545897,,
2012-03-01 00:00:00-05:00,MSFT,BUY,458,25.455013275146484,11670.054476097106,24.69136287689209,,
2012-03-01 00:00:00-05:00,AVGO,BUY,4369,2.66886305809021,11671.922963496922,2.588797166347504,,
2012-03-01 00:00:00-05:00,WFC,BUY,547,21.300090789794922,11662.80081167984,20.661088066101073,,
2012-03-01 00:00:00-05:00,CRM,BUY,325,35.809898376464844,11649.855189323423,34.7356014251709,,
2012-03-01 00:00:00-05:00,V,BUY,439,26.55276107788086,11668.318775302885,25.756178245544433,,
2012-03-01 00:00:00-05:00,TMO,BUY,215,54.150550842285156,11654.010799522399,52.5260343170166,,
2012-03-05 00:00:00-05:00,AMD,SELL_STOP_LOSS,1552,7.070000171661377,,,10961.667626152039,-0.05858855443549974
2012-03-05 00:00:00-05:00,AVGO,SELL_STOP_LOSS,4369,2.5351333618164062,,,11064.921660118103,-0.05010736533237425
2012-03-06 00:00:00-05:00,BAC,SELL_STOP_LOSS,1835,6.033808708190918,,,11060.966940550805,-0.0504927095317406
2012-03-06 00:00:00-05:00,WFC,SELL_STOP_LOSS,547,20.334360122680664,,,11111.772092119218,-0.04533927468407546
2012-03-06 00:00:00-05:00,TMO,SELL_STOP_LOSS,215,52.493263244628906,,,11274.76554599762,-0.030605184469556772
2012-03-13 00:00:00-04:00,JPM,SELL_PROFIT_TARGET_1,210,29.729713439941406,,,6236.996582565308,0.07480813070694783
2012-03-13 00:00:00-04:00,CRM,SELL_PROFIT_TARGET_1,162,37.60804748535156,,,6086.411188934326,0.050213745093130646
2012-03-14 00:00:00-04:00,AAPL,SELL_PROFIT_TARGET_1,357,17.682119369506836,,,6306.204098299027,0.08285145074051414
2012-03-15 00:00:00-04:00,JPM,SELL_PROFIT_TARGET_2,211,30.62728500366211,,,6455.894778636933,0.10725772752284848
2012-03-19 00:00:00-04:00,AAPL,SELL_PROFIT_TARGET_2,357,18.027605056762695,,,6429.419150259018,0.10400896414924332
2012-03-30 00:00:00-04:00,MSFT,SELL_TIME_EXIT,458,25.431358337402344,,,11635.914556411743,-0.0009292840466611188
2012-03-30 00:00:00-04:00,CRM,SELL_TIME_EXIT,163,38.16379928588867,,,6214.478584316254,0.06573324740208898
2012-03-30 00:00:00-04:00,V,SELL_TIME_EXIT,439,26.73856544494629,,,11726.492000101089,0.0069975535320208025
2012-04-02 00:00:00-04:00,BAC,BUY,1538,7.575520992279053,11662.802437411307,7.348255362510681,,
2012-04-02 00:00:00-04:00,CRM,BUY,300,38.823280334472656,11658.631084442137,37.65858192443847,,
