date,value,cash,positions,drawdown,leverage,in_protection,risk_on
2012-07-27,151523.17608641187,28788.334511660618,5,-0.06486924264859144,0.9087005807422508,False,True
2012-07-30,152391.688359819,28770.948384599687,5,-0.05950918776472974,1.058935044106279,False,True
2012-07-31,152429.3710634007,28769.53918215506,5,-0.05927662759770087,1.0403973868621417,False,True
2012-08-01,151775.28605155656,28960.877608538023,5,-0.06331333688730288,1.0533744877646223,False,True
2012-08-02,151985.07773008684,29191.01765413906,5,-0.06201859996126219,1.0440206395002167,False,True
2012-08-03,153114.75859554016,29191.01765413906,5,-0.055046733672805374,0.9661652270100924,False,True
2012-08-06,153399.40809517715,33365.21664878413,5,-0.05329000899840022,0.9681890645795604,False,True
2012-08-07,152885.29418769153,33365.21664878413,5,-0.05646288155881794,0.9974340350008959,False,True
2012-08-08,153552.90779502908,30953.74883734547,5,-0.0523426800531972,0.9984566282371724,False,True
2012-08-09,153397.423269433,30137.386663292084,5,-0.05330225842221297,1.0138118118223702,False,True
2012-08-10,153620.6680765712,30134.509640202337,5,-0.05192449502676478,1.0853733113573516,False,True
2012-08-13,153529.67362003046,28220.403588414196,5,-0.052486070603897546,1.0901030323056395,False,True
2012-08-14,153795.97021758967,28217.106550880526,5,-0.05084261152794978,1.0989475863748743,False,True
2012-08-15,153692.9160665865,30152.468976667744,5,-0.051478613945301656,1.1129149039535853,False,True
2012-08-16,152713.0301597524,29999.372454003525,5,-0.05752601523296457,1.0994008562155573,False,True
2012-08-17,152370.16803606486,29994.648926564005,5,-0.05964200122053523,1.149691486794113,False,True
2012-08-20,153212.9181225034,28658.370195706662,5,-0.054440938604610294,1.2233322854364026,False,True
2012-08-21,151888.65882005173,28650.502576448478,5,-0.06261365274917832,1.2780436366121628,False,True
2012-08-22,152448.90998860874,29608.584873419215,5,-0.05915604241463157,1.278671645786338,False,True
2012-08-23,152219.09647776478,29690.608121107587,5,-0.060574344802396596,1.3405367379581865,False,True
2012-08-24,153437.31729542802,29677.10099498657,5,-0.053056050998991834,1.58661423003649,False,True
2012-08-27,153267.47461107787,28834.128217997517,5,-0.0541042412636704,1.5870764482679627,False,True
2012-08-28,153315.98821579458,28819.53709292201,5,-0.0538048377988518,1.6658758299658523,False,True
2012-08-29,153542.7565181227,29560.887908030814,5,-0.052405329025497806,1.6723260547881165,False,True
2012-08-30,152467.2352142131,29849.318344789404,5,-0.05904294762253003,1.665281507766871,False,True
2012-08-31,152951.57720562234,29831.109823693496,5,-0.05605381351815184,2.0,False,True
2012-09-04,153160.00217609946,29144.37622742155,5,-0.054767511280254824,2.0,False,True
2012-09-05,152913.94993726176,29126.172185762352,5,-0.05628603156471012,2.0,False,True
2012-09-06,155452.83498722973,29583.41066580713,5,-0.040617210722077156,1.632668193393117,False,True
2012-09-07,155903.31506759644,30305.88580227578,5,-0.037837056625486594,1.6239387895898418,False,True
2012-09-10,154101.5902604151,30292.58735055588,5,-0.0489564663883697,1.5684944663774558,False,True
2012-09-11,153587.03123039266,29658.521840816305,5,-0.052132086038610415,1.5676970810664665,False,True
2012-09-12,154236.90040994945,29645.281877475045,5,-0.04812139491033242,1.5638079608969748,False,True
2012-09-13,156516.02140322,29445.15393685389,5,-0.034055717331629,1.389632974944602,False,True
2012-09-14,157485.27121382486,29880.728811774185,5,-0.02807395709623934,1.408625110566602,False,True
2012-09-17,157323.36552101973,29870.264368345128,5,-0.029073163930750393,1.3876652950217054,False,True
2012-09-18,157163.4019913575,30592.340228925925,5,-0.030060384635234156,1.3849394781906654,False,True
2012-09-19,157841.31458945418,30581.576677619043,5,-0.025876622535932058,1.4013597608714403,False,True
2012-09-20,157311.11650532973,29627.975635785624,5,-0.029148759173767663,1.400506314063552,False,True
2012-09-21,156906.3855402794,29546.0657342087,5,-0.0316465709517839,1.4857557128447594,False,True
2012-09-24,156981.20050818686,29533.75910163855,5,-0.031184847673487462,1.4908938682320867,False,True
2012-09-25,156376.52262236353,30387.393090568516,5,-0.03491663909925027,1.3668323512922143,False,True
2012-09-26,156100.01118313367,30378.01853424376,5,-0.036623139439738654,1.3373099527630885,False,True
2012-09-27,156857.86576587538,29856.039198518214,5,-0.031946012493050756,1.2918553760085119,False,True
2012-09-28,156125.5407276386,29580.229052537692,5,-0.03646558293317409,1.3166792464804655,False,True
2012-10-01,156347.5431686673,29571.13749593884,5,-0.03509548684507055,1.3231513752432231,False,True
2012-10-02,155504.99045136385,30165.16643340982,5,-0.040295331390245166,1.3269103270903397,False,True
2012-10-03,157163.45513085023,30155.94531938045,5,-0.03006005668293432,1.3270042817111263,False,True
2012-10-04,158268.36537068043,30120.518957913067,5,-0.02324106320573513,1.627833663841618,False,True
2012-10-05,158571.23984862314,30088.66992862023,5,-0.02137186241905511,1.637457575219964,False,True
2012-10-08,157658.62338490807,30073.600478508422,5,-0.02700410790735282,1.670697759419699,False,True
2012-10-09,155353.1118758868,29959.021072027852,5,-0.04123265550778024,1.539750553451403,False,True
2012-10-10,154293.16369887043,29946.676551413922,5,-0.04777416398936921,1.5060900078056474,False,True
2012-10-11,154309.62259419347,29503.52957496034,5,-0.04767258732204919,1.8377004715382395,False,True
2012-10-12,153532.4290941619,28973.4498998816,5,-0.05246906509571097,1.8847519133742126,False,True
2012-10-15,154504.03145301683,28957.74472562694,5,-0.04647278602377365,1.7449742346868098,False,True
2012-10-16,154876.51387012436,29705.24579828555,5,-0.04417399732486725,1.594750093000216,False,True
2012-10-17,155830.55680243584,29691.75772260696,5,-0.038286086888450525,1.5711791983644665,False,True
2012-10-18,153713.80706776652,29820.205466998756,5,-0.051349684376506465,1.563243803055085,False,True
2012-10-19,151766.8084296196,24142.408299198672,5,-0.06336565683747297,1.330811958318116,False,True
2012-10-22,151774.55964658878,24133.430482222364,5,-0.0633178199218142,1.3305652864943733,False,True
2012-10-23,150157.4622700551,33724.394898643994,5,-0.07329779482391444,1.2820250328630596,False,True
2012-10-24,149848.03295754478,33716.29042303893,5,-0.075207449009024,1.293921269913502,False,True
2012-10-25,149737.3177385413,30439.353076155527,5,-0.07589073198441533,1.357356692603844,False,True
2012-10-26,149080.15428626887,26405.760632433474,5,-0.07994643998037704,1.3670653086417293,False,True
2012-10-31,149473.70530373114,26396.031504944447,5,-0.07751762565295008,1.3762252102188521,False,True
2012-11-01,150405.39801994237,29084.89579136919,5,-0.07176765038294565,1.2901658719456846,False,True
2012-11-02,150178.81419717293,29077.386652746518,5,-0.07316602063403596,1.2658316535800314,False,True
2012-11-05,149607.0552561521,30320.535438325696,5,-0.07669465160224076,1.3038376744840752,False,True
2012-11-06,151435.7031731497,27578.539658602054,5,-0.06540908489410997,1.254010147688276,False,True
2012-11-07,146523.55985380395,36072.37336897274,5,-0.09572455491711712,1.0561146181780465,False,True
