symbol,strategy,entry_date,exit_date,exit_reason,pnl_pct,hold_days
SPG,RATTLESNAKE,2009-08-17,2009-08-20,PROFIT,0.05024090454914343,3
GE,RATTLESNAKE,2009-08-17,2009-08-21,PROFIT,0.06362296735477302,4
F,RATTLESNAKE,2009-08-12,2009-08-24,TIME,-0.037662639949541,8
SCHW,RATTLESNAKE,2009-08-17,2009-08-25,PROFIT,0.04082844408693265,6
LOW,RATTLESNAKE,2009-08-17,2009-08-26,PROFIT,0.0547143264142802,7
UNH,RATTLESNAKE,2009-09-01,2009-09-02,PROFIT,0.04866484557797057,1
MET,RATTLESNAKE,2009-09-01,2009-09-04,PROFIT,0.04689751747499704,3
CAT,RATTLESNAKE,2009-09-01,2009-09-04,PROFIT,0.05177933176915994,3
INTU,RATTLESNAKE,2009-08-26,2009-09-08,TIME,-0.001064060675104228,8
MS,RATTLESNAKE,2009-09-01,2009-09-09,PROFIT,0.04007268842800493,5
DE,RATTLESNAKE,2009-09-03,2009-09-09,PROFIT,0.043425386900864726,3
C,RATTLESNAKE,2009-09-15,2009-09-17,PROFIT,0.07281575901500359,2
UNH,RATTLESNAKE,2009-09-23,2009-09-25,STOP,-0.05022508264882375,2
SPG,RATTLESNAKE,2009-09-25,2009-09-28,PROFIT,0.05321225146085662,1
UNH,RATTLESNAKE,2009-09-28,2009-10-02,STOP,-0.058914837550863575,4
AIG,RATTLESNAKE,2009-10-01,2009-10-02,PROFIT,0.05330086780829224,1
MA,RATTLESNAKE,2009-09-25,2009-10-07,TIME,0.031059308134392172,8
CMCSA,RATTLESNAKE,2009-10-02,2009-10-14,TIME,0.01239130927977361,8
QCOM,RATTLESNAKE,2009-10-05,2009-10-15,TIME,0.012159830926197657,8
AIG,RATTLESNAKE,2009-10-20,2009-10-26,STOP,-0.10338858227280323,4
BAC,RATTLESNAKE,2009-10-21,2009-10-26,STOP,-0.06723221817813274,3
C,RATTLESNAKE,2009-10-20,2009-10-28,STOP,-0.07900687535511763,6
GE,RATTLESNAKE,2009-10-22,2009-10-28,STOP,-0.05997387866855086,4
F,RATTLESNAKE,2009-10-28,2009-10-29,PROFIT,0.04885067569650925,1
NVDA,RATTLESNAKE,2009-10-28,2009-10-29,PROFIT,0.044093157248153325,1
BAC,RATTLESNAKE,2009-10-26,2009-10-30,STOP,-0.0532465439660188,4
AIG,RATTLESNAKE,2009-10-29,2009-10-30,STOP,-0.07255186449667761,1
COF,RATTLESNAKE,2009-10-30,2009-11-02,PROFIT,0.04562819233353088,1
AIG,RATTLESNAKE,2009-10-30,2009-11-03,PROFIT,0.1665677713755087,2
BKNG,RATTLESNAKE,2009-10-30,2009-11-03,PROFIT,0.042524874821181946,2
UNP,RATTLESNAKE,2009-10-23,2009-11-04,TIME,0.02459744401369135,8
BA,RATTLESNAKE,2009-10-26,2009-11-05,TIME,0.03972765879113438,8
C,RATTLESNAKE,2009-12-14,2009-12-16,STOP,-0.06756749997116829,2
FDX,RATTLESNAKE,2009-12-22,2010-01-05,TIME,0.012454441230760782,8
NFLX,RATTLESNAKE,2010-01-05,2010-01-13,PROFIT,0.04756354312197231,6
CRM,RATTLESNAKE,2010-01-12,2010-01-22,STOP,-0.054913134658410745,7
F,RATTLESNAKE,2010-01-22,2010-01-25,PROFIT,0.0484793729852151,1
JPM,RATTLESNAKE,2010-01-21,2010-01-26,STOP,-0.05180099859876153,3
COF,RATTLESNAKE,2010-01-22,2010-01-26,STOP,-0.061817406701123456,2
COF,RATTLESNAKE,2010-01-26,2010-01-28,PROFIT,0.04345317460190912,2
BAC,RATTLESNAKE,2010-01-22,2010-02-02,PROFIT,0.04697952571053965,7
AXP,RATTLESNAKE,2010-01-22,2010-02-03,TIME,-0.006737394847541989,8
ADBE,RATTLESNAKE,2010-01-26,2010-02-04,STOP,-0.050088303389157485,7
MET,RATTLESNAKE,2010-01-26,2010-02-05,TIME,-0.02938691139651506,8
NVDA,RATTLESNAKE,2010-02-23,2010-03-05,PROFIT,0.0592224867861737,8
