date,value,cash,positions,drawdown,leverage,in_protection,risk_on,protection_stage,inverse_value
2003-11-25,120144.91811865594,21606.323469669907,5,-0.025010804403806236,1.4205730874183504,False,True,0,0.0
2003-11-26,120071.43669936535,23407.457367939787,5,-0.025607114185420502,1.413277114963372,False,True,0,0.0
2003-11-28,121166.36295451518,23401.778705046123,5,-0.01672166746439174,1.4152223938217914,False,True,0,0.0
2003-12-01,122496.5346462106,19823.581196775645,5,-0.005927178209256427,1.340714395196705,False,True,0,0.0
2003-12-02,121502.95262572737,19818.350239619816,5,-0.013990205344145782,1.3556824331156914,False,True,0,0.0
2003-12-03,120496.02831548259,20544.180301358356,5,-0.02216150662467299,1.3578732388677748,False,True,0,0.0
2003-12-04,119691.45272442137,21738.95776650591,5,-0.028690725842670885,1.3497074367617583,False,True,0,0.0
2003-12-05,117637.19307584391,21734.661973949358,5,-0.045361268331485884,1.3258057967150572,False,True,0,0.0
2003-12-08,118362.60694581352,23388.270102558978,5,-0.03947445516759092,1.3443325890267557,False,True,0,0.0
2003-12-09,114975.05944500913,21872.340569606113,5,-0.06696477489623126,1.31045092316474,False,True,0,0.0
2003-12-10,115124.30671563926,20897.627058405466,5,-0.06575361691622506,1.3106943866246141,False,True,0,0.0
2003-12-11,117554.61047763379,20893.48403534775,5,-0.046031435178822806,1.3104078397574943,False,True,0,0.0
2003-12-12,117711.10521478028,20889.3425188847,5,-0.04476146321267764,1.3097448812671073,False,True,0,0.0
2003-12-15,115763.16313328766,18791.163551936028,5,-0.060569226976990895,1.346459556824113,False,True,0,0.0
2003-12-16,114889.42045573264,20022.54459338521,5,-0.06765974469248921,1.3644028129517487,False,True,0,0.0
2003-12-17,113643.51046513327,20295.84574435905,5,-0.07777044099609863,1.4916475719008726,False,True,0,0.0
2003-12-18,116722.97463150087,20289.606577048267,5,-0.052780251336401025,1.452232092134847,False,True,0,0.0
2003-12-19,115689.64254564237,20282.175695948954,5,-0.06116585461410193,1.5562220512579898,False,True,0,0.0
2003-12-22,116748.088128727,19276.25514392871,5,-0.05257645255038051,1.5387197094182208,False,True,0,0.0
2003-12-23,118376.33116996099,19793.809270959646,5,-0.039363081582496684,1.6754303080192314,False,True,0,0.0
2003-12-24,118102.86651354413,20369.66433168591,5,-0.041582277280150313,1.666683712006022,False,True,0,0.0
2003-12-26,117982.44168848445,20360.828285874213,5,-0.04255953795129068,1.6689681594856942,False,True,0,0.0
2003-12-29,120139.09483150791,20353.44479926274,5,-0.025058061018077466,1.521654478980866,False,True,0,0.0
2003-12-30,119263.77408001733,25362.897905456335,5,-0.0321613849767455,1.6010608796646564,False,True,0,0.0
2003-12-31,119188.1721502724,23108.153293188763,5,-0.032774902933407964,1.6244973237572164,False,True,0,0.0
2004-01-02,118524.36739398241,22099.65904989693,5,-0.03816175137862411,1.6334792461765235,False,True,0,0.0
2004-01-05,120277.13589311122,22092.12938035429,5,-0.023937842654126948,1.54980783151745,False,True,0,0.0
2004-01-06,120329.19710367569,22083.37862799639,5,-0.023515360217043046,1.6588970642320882,False,True,0,0.0
2004-01-07,121048.00443603701,19563.096461327572,5,-0.017682159830860536,1.6799885643769867,False,True,0,0.0
2004-01-08,123708.76879901328,20779.115905255763,5,0.0,1.8650001776498357,False,True,0,0.0
2004-01-09,124155.6750142157,22045.91830014815,5,0.0,1.6585067649928429,False,True,0,0.0
2004-01-12,125261.16217434854,22035.94464281077,5,0.0,1.7311992103667482,False,True,0,0.0
2004-01-13,123450.76251138328,22027.147487629223,5,-0.01445300068703984,1.6353163320714252,False,True,0,0.0
2004-01-14,124525.3002416227,23047.30833891425,5,-0.005874621630139577,1.6676069090218548,False,True,0,0.0
2004-01-15,124237.81751879737,22296.455838524336,5,-0.008169688335853081,1.6749869774510342,False,True,0,0.0
2004-01-16,125846.88148776267,22460.85209156731,5,0.0,1.6733220568242115,False,True,0,0.0
2004-01-20,125906.6970661103,22450.428162345717,5,0.0,1.7757769196450464,False,True,0,0.0
2004-01-21,124495.6224553217,22440.159555879152,5,-0.011207303850149251,1.7747380534754926,False,True,0,0.0
2004-01-22,122812.83187800113,13973.317221898391,5,-0.024572681677803503,1.7634810144154331,False,True,0,0.0
2004-01-23,121169.38665723636,13962.889702297367,5,-0.03762556336766183,1.7213225566864858,False,True,0,0.0
2004-01-26,124296.4095372128,17230.28217994467,5,-0.012789530393700746,1.599316447431581,False,True,0,0.0
2004-01-27,121062.37619180992,17223.59154105532,5,-0.03847548214021334,1.4352229124023723,False,True,0,0.0
2004-01-28,120113.49367752575,17217.372530417764,5,-0.04601187644166923,1.4067120057510503,False,True,0,0.0
2004-01-29,119979.11789108941,15218.52334357661,5,-0.04707914124622356,1.407297266896874,False,True,0,0.0
2004-01-30,120686.78588103692,15212.029963521165,5,-0.04145856659501231,1.4064504974224448,False,True,0,0.0
2004-02-02,120272.56972916769,15641.291293769216,5,-0.04474843251574039,1.4001247334052664,False,True,0,0.0
2004-02-03,119226.69909566814,18673.682902195636,5,-0.053055144214724854,1.4813854121337096,False,True,0,0.0
2004-02-04,114801.68404249399,18667.8727486565,5,-0.08820033629970739,1.4161471047439225,False,True,0,0.0
2004-02-05,114796.15134861624,20500.76053516841,5,-0.08824427910820501,1.418429023705174,False,True,0,0.0
2004-02-06,117697.63549867415,20496.133291571514,5,-0.06519956252307837,1.337224443258907,False,True,0,0.0
2004-02-09,117472.38850255801,18435.774065842103,5,-0.0669885618484905,1.4048180334188654,False,True,0,0.0
2004-02-10,117821.37362159842,18633.416105636243,5,-0.06421678618307715,1.4361716671849096,False,True,0,0.0
2004-02-11,118186.69327189389,18627.57116519995,5,-0.061315275311867125,1.4015573050034842,False,True,0,0.0
2004-02-12,117187.63636075846,16896.029194345858,5,-0.06925017420458328,1.4235793605577598,False,True,0,0.0
2004-02-13,115681.85899783018,16890.131890826393,5,-0.08120964417731749,1.4027293375490473,False,True,0,0.0
2004-02-17,117095.16124101957,16884.80003680292,5,-0.06998464760348708,1.3574679968206054,False,True,0,0.0
2004-02-18,119140.1789276994,17704.82360207552,5,-0.05374232106857653,1.3390556661786208,False,True,0,0.0
2004-02-19,120069.97165575899,17699.238782484244,5,-0.04635754528042778,1.36808235784074,False,True,0,0.0
2004-02-20,120157.35663995944,21831.70546608202,5,-0.04566349971941546,1.36620450483729,False,True,0,0.0
2004-02-23,119287.26845757928,21826.64343848382,5,-0.05257407876449438,1.3693122693153348,False,True,0,0.0
2004-02-24,117346.51380458412,21819.776927716674,5,-0.06798830769924379,1.5122250391596082,False,True,0,0.0
2004-02-25,118241.75652896153,20539.3148766221,5,-0.06087794148967396,1.6013513743435939,False,True,0,0.0
2004-02-26,118881.80704969457,20529.151559498918,5,-0.055794411100524216,1.8030829842582197,False,True,0,0.0
2004-02-27,117941.1593153512,15382.523364044773,5,-0.06326540157412444,1.8032149373347437,False,True,0,0.0
2004-03-01,118403.30125308124,15372.947571439814,5,-0.05959489040594258,1.6794934229733105,False,True,0,0.0
2004-03-02,118039.4454027334,15363.879207631482,5,-0.06248477520815283,1.6332826187332081,False,True,0,0.0
2004-03-03,117962.15255756308,17956.439273146152,5,-0.06309866507240473,1.6394565510224874,False,True,0,0.0
2004-03-04,119512.5986861615,17946.278230298183,5,-0.05078441837443666,1.7610565035187082,False,True,0,0.0
2004-03-05,119819.78054752719,14638.399314323162,5,-0.048344660454296785,1.7585991475257285,False,True,0,0.0
2004-03-08,117760.22167331538,14628.916295200937,5,-0.06470247876105764,1.6675677388997776,False,True,0,0.0
