date,value,cash,positions,drawdown,leverage,regime_score,regime_label,dd_leverage,universe_size
1996-01-02 00:00:00-05:00,100000.0,100013.88888888889,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-03 00:00:00-05:00,100013.88888888889,100027.77970679013,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-04 00:00:00-05:00,100027.77970679013,100041.67245397162,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-05 00:00:00-05:00,100041.67245397162,100055.56713070134,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-08 00:00:00-05:00,100055.56713070134,100069.46373724726,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-09 00:00:00-05:00,100069.46373724726,100083.36227387744,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-10 00:00:00-05:00,100083.36227387744,100097.26274085992,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-11 00:00:00-05:00,100097.26274085992,100111.16513846282,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-12 00:00:00-05:00,100111.16513846282,100125.06946695427,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-15 00:00:00-05:00,100125.06946695427,100138.97572660245,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-16 00:00:00-05:00,100138.97572660245,100152.88391767559,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-17 00:00:00-05:00,100152.88391767559,100166.79404044194,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-18 00:00:00-05:00,100166.79404044194,100180.70609516978,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-19 00:00:00-05:00,100180.70609516978,100194.62008212744,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-22 00:00:00-05:00,100194.62008212744,100208.53600158328,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-23 00:00:00-05:00,100208.53600158328,100222.45385380572,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-24 00:00:00-05:00,100222.45385380572,100236.3736390632,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-25 00:00:00-05:00,100236.3736390632,100250.29535762417,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-26 00:00:00-05:00,100250.29535762417,100264.21900975717,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-29 00:00:00-05:00,100264.21900975717,100278.14459573074,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-30 00:00:00-05:00,100278.14459573074,100292.07211581348,0,0.0,1.0,0.5,MILD,1.0,50
1996-01-31 00:00:00-05:00,100292.07211581348,100306.00157027402,0,0.0,1.0,0.5,MILD,1.0,50
1996-02-01 00:00:00-05:00,100306.00157027402,100319.932959381,0,0.0,1.0,0.5,MILD,1.0,50
1996-02-02 00:00:00-05:00,100319.932959381,100333.86628340313,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-05 00:00:00-05:00,100333.86628340313,100347.80154260916,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-06 00:00:00-05:00,100347.80154260916,100361.73873726785,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-07 00:00:00-05:00,100361.73873726785,100375.67786764803,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-08 00:00:00-05:00,100375.67786764803,100389.61893401854,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-09 00:00:00-05:00,100389.61893401854,100403.56193664826,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-12 00:00:00-05:00,100403.56193664826,100417.50687580612,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-13 00:00:00-05:00,100417.50687580612,100431.4537517611,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-14 00:00:00-05:00,100431.4537517611,100445.40256478218,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-15 00:00:00-05:00,100445.40256478218,100459.3533151384,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-16 00:00:00-05:00,100459.3533151384,100473.30600309884,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-20 00:00:00-05:00,100473.30600309884,100487.2606289326,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-21 00:00:00-05:00,100487.2606289326,100501.21719290885,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-22 00:00:00-05:00,100501.21719290885,100515.17569529676,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-23 00:00:00-05:00,100515.17569529676,100529.13613636555,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-26 00:00:00-05:00,100529.13613636555,100543.09851638449,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-27 00:00:00-05:00,100543.09851638449,100557.06283562287,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-28 00:00:00-05:00,100557.06283562287,100571.02909435004,0,0.0,1.0,0.5,MILD,1.0,0
1996-02-29 00:00:00-05:00,100571.02909435004,100584.99729283537,0,0.0,1.0,0.5,MILD,1.0,0
1996-03-01 00:00:00-05:00,100584.99729283537,100598.96743134827,0,0.0,1.0,0.5,MILD,1.0,0
1996-03-04 00:00:00-05:00,100598.96743134827,100612.93951015818,0,0.0,1.0,0.5,MILD,1.0,0
1996-03-05 00:00:00-05:00,100612.93951015818,100626.91352953459,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-06 00:00:00-05:00,100626.91352953459,100640.88948974703,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-07 00:00:00-05:00,100640.88948974703,100654.86739106505,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-08 00:00:00-05:00,100654.86739106505,100668.84723375826,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-11 00:00:00-05:00,100668.84723375826,100682.82901809628,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-12 00:00:00-05:00,100682.82901809628,100696.81274434879,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-13 00:00:00-05:00,100696.81274434879,100710.7984127855,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-14 00:00:00-05:00,100710.7984127855,100724.78602367616,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-15 00:00:00-05:00,100724.78602367616,100738.77557729057,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-18 00:00:00-05:00,100738.77557729057,100752.76707389852,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-19 00:00:00-05:00,100752.76707389852,100766.7605137699,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-20 00:00:00-05:00,100766.7605137699,100780.75589717459,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-21 00:00:00-05:00,100780.75589717459,100794.75322438253,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-22 00:00:00-05:00,100794.75322438253,100808.75249566369,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-25 00:00:00-05:00,100808.75249566369,100822.7537112881,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-26 00:00:00-05:00,100822.7537112881,100836.75687152578,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-27 00:00:00-05:00,100836.75687152578,100850.76197664683,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-28 00:00:00-05:00,100850.76197664683,100864.76902692136,0,0.0,1.0,0.5,MILD,1.0,50
1996-03-29 00:00:00-05:00,100864.76902692136,100878.77802261955,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-01 00:00:00-05:00,100878.77802261955,100892.78896401158,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-02 00:00:00-05:00,100892.78896401158,100906.8018513677,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-03 00:00:00-05:00,100906.8018513677,100920.81668495816,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-04 00:00:00-05:00,100920.81668495816,100934.83346505329,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-08 00:00:00-04:00,100934.83346505329,100948.85219192343,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-09 00:00:00-04:00,100948.85219192343,100962.87286583897,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-10 00:00:00-04:00,100962.87286583897,100976.89548707035,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-11 00:00:00-04:00,100976.89548707035,100990.920055888,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-12 00:00:00-04:00,100990.920055888,101004.94657256243,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-15 00:00:00-04:00,101004.94657256243,101018.97503736417,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-16 00:00:00-04:00,101018.97503736417,101033.00545056381,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-17 00:00:00-04:00,101033.00545056381,101047.03781243194,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-18 00:00:00-04:00,101047.03781243194,101061.07212323922,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-19 00:00:00-04:00,101061.07212323922,101075.10838325635,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-22 00:00:00-04:00,101075.10838325635,101089.14659275403,0,0.0,1.0,0.5,MILD,1.0,50
1996-04-23 00:00:00-04:00,101089.14659275403,101103.18675200302,0,0.0,1.0,0.5,MILD,1.0,50
