date,value,cash,positions,drawdown,leverage,in_protection,risk_on,regime_score,universe_size
2014-04-23,170135.4670882915,42028.33046287302,4,-0.06780239406434549,1.0,False,False,0.48465904627050044,40
2014-04-24,170666.19226394038,25052.40357553501,5,-0.06489447165042041,1.0,False,True,0.5056075333304177,40
2014-04-25,170098.96679999644,25056.618741850893,5,-0.06800238458923094,1.0,False,True,0.5890271581550477,40
2014-04-28,171043.1968552781,35387.19629887336,5,-0.06282880725083112,1.0,False,True,0.6929616301533335,40
2014-04-29,172873.7939512654,35393.150335076025,5,-0.052798692663221104,1.0,False,True,0.7059063425023231,40
2014-04-30,173508.00510059283,37941.81577951844,5,-0.04932375516089585,1.0,False,True,0.7226483311298905,40
2014-05-01,173991.7620275041,39951.167349097144,5,-0.046673178788789654,1.0,False,True,0.7890154351944327,40
2014-05-02,173247.06339654763,39957.76246243731,5,-0.05075349368609981,1.0,False,True,0.7809357483261637,40
2014-05-05,173938.73629774997,37542.4339531466,5,-0.04696371467278693,1.0,False,True,0.7970180286537374,40
2014-05-06,172487.4157480791,37548.63143430712,5,-0.05491571648053644,1.0,False,True,0.7464594928394424,40
2014-05-07,173046.198372851,37758.190348964315,5,-0.05185406311709933,1.0,False,True,0.7099247631198691,40
2014-05-08,170914.23453504688,28498.795426188975,5,-0.06353541104269696,1.0,False,True,0.7014683757950513,40
2014-05-09,171320.35583497578,28503.499989243457,5,-0.06131021185294349,1.0,False,True,0.789589466625217,40
2014-05-12,171733.10818872775,34577.7664388528,5,-0.05904868013003575,1.0,False,True,0.7394861357235675,40
2014-05-13,172479.18276543132,34583.47451458239,5,-0.05496082622070595,1.0,False,True,0.7461938810686759,40
2014-05-14,172606.44121468475,35999.327383385884,5,-0.05426355819212046,1.0,False,True,0.7076758279513289,40
2014-05-15,171318.7574516303,34672.782592304786,5,-0.06131896963374905,1.0,False,True,0.619155530057206,40
2014-05-16,171842.32161932887,34678.50635324066,5,-0.0584502834507029,1.0,False,True,0.6171667749879111,40
2014-05-19,172676.52978811157,34519.93553563922,5,-0.05387953244211018,1.0,False,True,0.6123203018503646,40
2014-05-20,170678.4829278093,34525.63406468002,5,-0.06482712926949274,1.0,False,True,0.6320893480920792,40
2014-05-21,172447.52168321575,35227.38444022362,5,-0.05513430201354212,1.0,False,True,0.6153659299420835,40
2014-05-22,172698.1218719513,31871.48030928802,5,-0.053761226193524685,1.0,False,True,0.6165445359928445,40
