date,value,cash,positions,drawdown,leverage,in_protection,risk_on,universe_size,hmm_pb
2006-08-07,114892.80828495171,63333.672102147284,2,-0.2019711830118041,0.3,True,True,40,0.00012515830001091698
2006-08-08,114385.99526387503,64357.82943501529,2,-0.205491432901083,0.3,True,True,40,7.382473290717489e-06
2006-08-09,113914.64403246102,64372.33548545937,2,-0.2087653703320346,0.3,True,True,40,0.00030679132511683916
2006-08-10,114392.18787512246,64386.84480552117,2,-0.2054484199196647,0.33,True,True,40,0.399505464655415
2006-08-11,113724.89111080846,63258.70985979306,2,-0.21008336666136862,0.3,True,True,40,0.020998977034472916
2006-08-14,114261.35425502672,63272.96817217416,2,-0.20635717130824888,0.33,True,True,40,0.39760926740100694
2006-08-15,116750.34203451555,61712.8212892336,2,-0.18906902244311485,0.33,True,True,40,0.39883159016357783
2006-08-16,117647.51013728559,37034.23022502561,3,-0.18283742265562064,1.0,True,True,40,0.4579116075330986
2006-08-17,118574.53838622023,37042.57762294935,3,-0.17639841861476593,1.0,True,True,40,0.9446174042987299
2006-08-18,118184.63286644447,39105.190327231845,3,-0.1791066459209703,1.0,True,True,40,0.9999777290396026
2006-08-21,117302.43503350017,39114.00451298814,3,-0.18523426438102242,1.0,True,True,40,0.9998359133993835
2006-08-22,118016.87773320558,40652.45661580135,3,-0.1802718487958997,1.0,True,True,40,0.999425833483439
2006-08-23,117469.18818014386,39173.27953867118,3,-0.18407602115995778,1.0,True,True,40,0.9958301101414163
2006-08-24,117449.37454704013,39182.10907151958,3,-0.18421364378770996,1.0,True,True,40,0.9959739257848093
2006-08-25,117841.57132820724,38566.544794677684,3,-0.1814895017115139,1.0,True,True,40,0.9725203864769747
2006-08-28,118323.46083015663,38575.23757144093,3,-0.17814236697871205,1.0,True,True,40,0.9943214864397348
2006-08-29,118522.98230163736,39499.96055567046,3,-0.17675651971615228,1.0,True,True,40,0.9992778654357153
2006-08-30,118250.39465105347,39835.03392403891,3,-0.17864987408330757,1.0,True,True,40,0.9982831650232866
2006-08-31,118009.13079085965,39844.01261422496,3,-0.1803256579361573,1.0,True,True,40,0.9962433059383007
2006-09-01,118444.54156699638,39363.8733667803,3,-0.17730135770561084,1.0,True,True,40,0.9999665845413145
2006-09-05,119375.30967301845,39372.48030893312,3,-0.17083637715872643,1.0,True,True,40,0.999998698494796
2006-09-06,118402.15233401666,39189.18713051412,3,-0.17759578718255378,1.0,True,True,40,0.9991167585159135
2006-09-07,118203.15996180207,39308.875471440115,3,-0.1789779593981918,1.0,True,True,40,0.9968589457331879
2006-09-08,117549.97608368323,39317.47038825946,3,-0.18351488007505556,1.0,True,True,40,0.9998880443972522
2006-09-11,116586.86254922679,38928.327725682844,3,-0.19020452728623144,1.0,True,True,40,0.9718054932675348
2006-09-12,117254.71923185304,38936.83943543556,3,-0.18556569143297205,1.0,True,True,40,0.8448201311291466
2006-09-13,117380.5883368888,38861.23944675474,3,-0.18469142284744036,1.0,True,True,40,0.4791433943029594
2006-09-14,116773.25733609172,39195.296586213386,3,-0.18890985607508248,1.0,True,True,40,0.44267530417609136
2006-09-15,117166.4452314081,39203.86666891934,3,-0.18617882986345743,1.0,True,True,40,0.4728996313351479
2006-09-18,119473.28892764272,39423.76697900305,3,-0.17015582743743085,1.0,True,True,40,0.4674044521085176
2006-09-19,117510.51192039292,39432.38701694171,3,-0.18378899244130467,1.0,True,True,40,0.5496012387751034
2006-09-20,115399.32931110155,32798.45387815092,3,-0.1984529612770243,1.0,True,True,40,0.4564600160724985
2006-09-21,116981.40693286608,32805.625286121896,3,-0.1874640791030509,1.0,True,True,40,0.6693728081268027
2006-09-22,116207.28496715316,32812.79826212692,3,-0.19284101823200228,1.0,True,True,40,0.864259748840716
2006-09-25,115706.2915488529,34195.160779248676,3,-0.19632084600271396,1.0,True,True,40,0.6264357659418809
2006-09-26,117570.74483840322,34202.63757829207,3,-0.1833706233107992,1.0,True,True,40,0.5237018119051253
2006-09-27,119988.15606651676,34353.80154371496,3,-0.16657963481166868,1.0,True,True,40,0.5332427359012345
2006-09-28,119654.38890158685,34361.313029687415,3,-0.16889793323046892,1.0,True,True,40,0.9904044622220523
2006-09-29,119133.1725776731,34368.82615805224,3,-0.1725182263765483,1.0,True,True,40,0.6065702745757842
2006-10-02,118595.18882780381,35085.82946734154,3,-0.17625498363643066,1.0,True,True,40,0.8733021595030873
2006-10-03,119031.38292230839,35093.501011800465,3,-0.17322524258987712,1.0,True,True,40,0.6513373613197131
2006-10-04,119993.22465537296,34715.72616371907,3,-0.16654442912709108,1.0,True,True,40,0.881956076269718
2006-10-05,120883.4986701663,34723.31678479693,3,-0.16036071467684632,1.0,True,True,40,0.981609228479529
2006-10-06,120671.27286382846,34730.909065570115,3,-0.1618348044105232,1.0,True,True,40,0.9983951483831094
2006-10-09,119958.43051234579,34832.03241752881,3,-0.16678610420852202,1.0,True,True,40,0.9240132708702459
2006-10-10,120966.92893131201,34839.64846906137,3,-0.1597812201584601,1.0,True,True,40,0.999819556742627
2006-10-11,119914.32420075216,34738.20739529942,3,-0.16709246026499056,1.0,True,True,40,0.9999747644968979
2006-10-12,121445.89140914677,34745.802931916405,3,-0.15645441611150676,1.0,True,True,40,0.9997068732382139
2006-10-13,123060.76407276276,34753.4001293035,3,-0.14523774432352304,1.0,True,True,40,0.9996141001930041
2006-10-16,124577.3420964008,35397.897182297456,3,-0.13470381287785327,1.0,True,True,40,0.9996720380393181
2006-10-17,123985.64945017901,35405.63696060993,3,-0.13881362435808,1.0,True,True,40,0.9997156937922524
2006-10-18,123219.34062763734,35974.92895689556,3,-0.14413629452542281,1.0,True,True,40,0.9998872295344599
2006-10-19,123301.50022414245,35982.79490366351,3,-0.14356562585971672,1.0,True,True,40,0.9995950656223167
2006-10-20,123948.14931685124,35990.66257032697,3,-0.1390740948564792,1.0,True,True,40,0.998497626789334
2006-10-23,124545.97704111192,35876.61187169315,3,-0.13492167001217337,1.0,True,True,40,0.9996924383608992
2006-10-24,125088.64318970077,35884.4563213524,3,-0.1311523894885062,1.0,True,True,40,0.9998497577989011
2006-10-25,125073.32780926772,36203.02395548565,3,-0.1312587679042761,1.0,True,True,40,0.9998037260697343
2006-10-26,125986.69515040045,36210.93977540608,3,-0.12491465055176051,1.0,True,True,40,0.9986618075799139
