date,value,cash,positions,drawdown,leverage,in_protection,risk_on,protection_stage
2020-11-10,833702.0707707154,172465.38008026133,5,-0.0979198353836313,0.6926131043258387,False,True,0
2020-11-11,859856.629806154,172485.91167312802,5,-0.06962014686499063,0.6937291207470436,False,True,0
2020-11-12,856742.9933444716,172506.44571023196,5,-0.07298915575963501,0.6830094198284171,False,True,0
2020-11-13,855188.3755202974,196308.64306926925,5,-0.07467127932860981,0.6689320177071253,False,True,0
2020-11-16,862460.362921712,202358.43302328634,5,-0.06680286227395157,0.6876766157359384,False,True,0
2020-11-17,870955.8534462987,203569.1229049521,5,-0.057610593525198914,0.6815269843638891,False,True,0
2020-11-18,880221.2691836753,203593.35732434553,5,-0.047585252283230975,0.6646603147841326,False,True,0
2020-11-19,894063.3149638019,203617.5946287889,5,-0.03260791760488402,0.6652884077720672,False,True,0
2020-11-20,884745.2005050944,223720.84037931773,5,-0.04269027978140399,0.6592489093960743,False,True,0
2020-11-23,881030.0768969157,216717.26402621297,5,-0.046710108247150564,0.696568224376869,False,True,0
2020-11-24,880799.7139705971,214588.9910899019,5,-0.04695936494661256,0.6845722778438491,False,True,0
2020-11-25,884336.5381569953,214614.53739836498,5,-0.0431324595614121,0.8858662252298486,False,True,0
2020-11-27,883523.386026966,214640.08674805527,5,-0.044012304332142795,0.8900193387383181,False,True,0
2020-11-30,899045.9009094231,184981.24553646805,5,-0.02721667280938278,0.9229198669832277,False,True,0
2020-12-01,904959.6590976506,205116.48550463456,5,-0.02081788342529747,0.9236558635925494,False,True,0
2020-12-02,894805.804532836,133971.2089341001,5,-0.031804530956172666,0.9625033900622619,False,True,0
2020-12-03,904133.2707781411,133974.76959329605,5,-0.02171204998363525,1.0610540026280693,False,True,0
2020-12-04,922903.3362590176,133960.8562558623,5,-0.0014025121373441858,1.1572530158220138,False,True,0
2020-12-07,936734.358462341,194142.19288522174,5,0.0,1.1508746341833962,False,True,0
2020-12-08,938646.6599587259,198290.50202287844,5,0.0,1.1999136225623648,False,True,0
2020-12-09,928512.6316431969,146562.4717206445,5,-0.010796425053038176,1.148310973958993,False,True,0
2020-12-10,933288.4693063503,146548.94697830128,5,-0.005708421369774208,1.1619355388631643,False,True,0
2020-12-11,916363.2579702253,146526.73920187974,5,-0.02373992572399976,1.2220849909659788,False,True,0
2020-12-14,917480.3665200989,165319.532041312,5,-0.022549798919603844,1.2926553363067748,False,True,0
2020-12-15,925412.4512558408,178549.7826090707,5,-0.014099244441424864,1.2770433060299802,False,True,0
2020-12-16,917334.6341373704,149306.9598262049,5,-0.02270505689786682,1.304001752184834,False,True,0
2020-12-17,918272.8050315076,149258.24219027453,5,-0.021705563761462876,1.4369600739522819,False,True,0
2020-12-18,919143.854196479,149212.3188153148,5,-0.020777579673169587,1.4104471743135572,False,True,0
2020-12-21,909445.0069724519,156661.54231463844,5,-0.031110378624857663,1.4505082644987426,False,True,0
2020-12-22,901393.92333737,162739.85542108968,5,-0.03968771020076282,1.4557728131088523,False,True,0
2020-12-23,908911.9235345378,150608.72019110946,5,-0.0316783063240172,1.7128421802856593,False,True,0
2020-12-24,907865.1565431511,150536.93515796913,5,-0.03279349379129342,1.709377915714863,False,True,0
2020-12-28,906288.1680730714,150470.7941075065,5,-0.03447355993050396,1.6380597010339906,False,True,0
2020-12-29,904771.1312590521,154460.85308371106,5,-0.03608975575661602,1.6690420872427385,False,True,0
2020-12-30,917493.8207460978,159090.5707577718,5,-0.02253546527674025,1.8139059768472046,False,True,0
2020-12-31,927742.4602448887,152853.48077338736,5,-0.011616937639043767,1.7884448968505797,False,True,0
2021-01-04,914838.1371793922,151055.2246739672,5,-0.025364733924883576,1.5157963851023304,False,True,0
2021-01-05,933340.334762006,150995.05749392914,5,-0.005653165800380402,1.542329827754669,False,True,0
2021-01-06,952089.2986684407,160693.57930269995,5,0.0,1.5197133605816429,False,True,0
2021-01-07,961458.7338623662,166387.7985467664,5,0.0,1.3581066994165816,False,True,0
2021-01-08,968653.3647756713,227178.87070056147,5,0.0,1.4391194861899494,False,True,0
2021-01-11,961832.5559377985,160134.26047037018,5,-0.007041537340297613,1.3805260434545732,False,True,0
2021-01-12,974874.7028351321,160088.72009537686,5,0.0,1.385610945621172,False,True,0
2021-01-13,974017.0248441817,160039.13063226105,5,-0.0008797827951182965,1.4204063761633638,False,True,0
