date,portfolio_value,cash,positions_value,positions_count
2006-11-22,178582.37175097305,15826.529859936922,162755.84189103614,18
2006-11-24,178677.28348396436,15826.529859936922,162850.75362402745,18
2006-11-27,176145.9200020479,15826.529859936922,160319.390142111,18
2006-11-28,177078.03750612427,15826.529859936922,161251.50764618735,18
2006-11-29,177754.1330823293,15826.529859936922,161927.60322239238,18
2006-11-30,178585.41064464496,15826.529859936922,162758.88078470805,18
2006-12-01,177936.79980100488,15826.529859936922,162110.26994106796,18
2006-12-04,177585.78522064653,15826.529859936922,161759.25536070962,18
2006-12-05,178004.4166984032,15826.529859936922,162177.88683846628,18
2006-12-06,177642.72530004423,15826.529859936922,161816.19544010732,18
2006-12-07,175992.84190192254,15826.529859936922,160166.31204198563,18
2006-12-08,176332.0267362787,15826.529859936922,160505.4968763418,18
2006-12-11,177544.36571857284,15826.529859936922,161717.83585863592,18
2006-12-12,177593.0734562002,15826.529859936922,161766.54359626328,18
2006-12-13,178640.2534547971,15826.529859936922,162813.72359486017,18
2006-12-14,179441.17540969426,15826.529859936922,163614.64554975735,18
2006-12-15,181100.18362016973,15826.529859936922,165273.65376023282,18
2006-12-18,180250.33182612085,15826.529859936922,164423.80196618394,18
2006-12-19,181269.42003402466,15826.529859936922,165442.89017408775,18
2006-12-20,180698.35443963026,15826.529859936922,164871.82457969335,18
2006-12-21,179578.10111059961,15826.529859936922,163751.5712506627,18
2006-12-22,178534.15945450458,15826.529859936922,162707.62959456767,18
2006-12-26,178910.47310670873,15826.529859936922,163083.9432467718,18
2006-12-27,179743.54227907115,15826.529859936922,163917.01241913423,18
2006-12-28,179542.01289140436,15826.529859936922,163715.48303146745,18
2006-12-29,179818.27281495152,15826.529859936922,163991.7429550146,18
2007-01-03,178689.25301670303,15826.529859936922,162862.72315676612,18
2007-01-04,179502.65444931382,15826.529859936922,163676.1245893769,18
2007-01-05,177855.88711727824,15826.529859936922,162029.35725734133,18
2007-01-08,178287.55928379257,15826.529859936922,162461.02942385565,18
2007-01-09,179871.23370617983,15826.529859936922,164044.70384624292,18
2007-01-10,181342.10730553075,15826.529859936922,165515.57744559384,18
2007-01-11,181973.38862861638,15826.529859936922,166146.85876867946,18
2007-01-12,182379.69331718804,15826.529859936922,166553.16345725112,18
2007-01-16,182983.42883896115,15826.529859936922,167156.89897902423,18
2007-01-17,182541.1429009238,15826.529859936922,166714.61304098688,18
2007-01-18,179831.2761705577,15826.529859936922,164004.7463106208,18
2007-01-19,179961.55118831393,15826.529859936922,164135.021328377,18
2007-01-22,178822.2912392302,15826.529859936922,162995.76137929328,18
2007-01-23,178309.11424936148,15826.529859936922,162482.58438942456,18
2007-01-24,179574.29604117916,15826.529859936922,163747.76618124224,18
2007-01-25,177975.59350750683,15826.529859936922,162149.0636475699,18
2007-01-26,177030.5456400009,15826.529859936922,161204.015780064,18
2007-01-29,177039.23854456577,15826.529859936922,161212.70868462886,18
2007-01-30,177932.51948194674,15826.529859936922,162105.98962200983,18
2007-01-31,178807.5326419446,15826.529859936922,162981.00278200768,18
2007-02-01,179341.09931581945,15826.529859936922,163514.56945588253,18
2007-02-02,179331.39562625714,15826.529859936922,163504.86576632023,18
2007-02-05,179016.22789009573,15826.529859936922,163189.69803015882,18
2007-02-06,179273.59849546198,15826.529859936922,163447.06863552507,18
2007-02-07,180153.2833225751,15826.529859936922,164326.75346263818,18
2007-02-08,179744.96496230134,15826.529859936922,163918.43510236443,18
2007-02-09,177876.28181859507,15826.529859936922,162049.75195865816,18
2007-02-12,178524.07531861094,15826.529859936922,162697.54545867402,18
2007-02-13,179607.65852759933,15826.529859936922,163781.12866766241,18
2007-02-14,180266.18302793446,15826.529859936922,164439.65316799755,18
2007-02-15,180290.2576704717,15826.529859936922,164463.7278105348,18
2007-02-16,180762.47743070728,15826.529859936922,164935.94757077037,18
2007-02-20,181296.38595436641,15826.529859936922,165469.8560944295,18
2007-02-21,181346.3174580552,15826.529859936922,165519.78759811827,18
2007-02-22,181132.79810206968,15826.529859936922,165306.26824213276,18
2007-02-23,179957.3623935108,15826.529859936922,164130.83253357388,18
2007-02-26,179715.662340841,15826.529859936922,163889.13248090408,18
2007-02-27,173781.44573317637,15826.529859936922,157954.91587323946,18
2007-02-28,175230.83348467274,15826.529859936922,159404.30362473582,18
2007-03-01,175763.22783160416,15826.529859936922,159936.69797166725,18
2007-03-02,174567.06348861157,15826.529859936922,158740.53362867466,18
2007-03-05,173486.73516375673,15826.529859936922,157660.20530381982,18
2007-03-06,176335.96315036705,15826.529859936922,160509.43329043014,18
2007-03-07,175487.0330657066,15826.529859936922,159660.5032057697,18
2007-03-08,176716.07447454915,15826.529859936922,160889.54461461224,18
2007-03-09,176624.43332543122,15826.529859936922,160797.9034654943,18
2007-03-12,177171.402943023,15826.529859936922,161344.87308308607,18
2007-03-13,173856.65451670688,15826.529859936922,158030.12465676997,18
2007-03-14,174525.43095624552,15826.529859936922,158698.9010963086,18
2007-03-15,174605.53291358205,15826.529859936922,158779.00305364514,18
2007-03-16,173884.9652764044,15826.529859936922,158058.4354164675,18
2007-03-19,176358.07258618294,15826.529859936922,160531.54272624603,18
2007-03-20,177140.56362985465,15826.529859936922,161314.03376991773,18
2007-03-21,180944.35621411976,15826.529859936922,165117.82635418285,18
2007-03-22,180721.5446037013,15826.529859936922,164895.0147437644,18
2007-03-23,180582.6600452976,15826.529859936922,164756.1301853607,18
2007-03-26,181149.25088616385,15826.529859936922,165322.72102622694,18
2007-03-27,180288.53788991936,15826.529859936922,164462.00802998245,18
2007-03-28,178158.16117064923,15826.529859936922,162331.6313107123,18
2007-03-29,178413.1516956685,15826.529859936922,162586.62183573158,18
2007-03-30,178362.34102414406,15826.529859936922,162535.81116420715,18
2007-04-02,178129.44263497225,15826.529859936922,162302.91277503534,18
2007-04-03,179660.59415480494,15826.529859936922,163834.06429486803,18
2007-04-04,179928.48558886012,15826.529859936922,164101.9557289232,18
2007-04-05,180730.07247615512,15826.529859936922,164903.5426162182,18
2007-04-09,180444.3967170676,15826.529859936922,164617.8668571307,18
2007-04-10,180885.45359689312,15826.529859936922,165058.9237369562,18
2007-04-11,179130.05227191432,15826.529859936922,163303.5224119774,18
2007-04-12,179536.6222356957,15826.529859936922,163710.09237575877,18
2007-04-13,179314.69880519478,15826.529859936922,163488.16894525787,18
2007-04-16,181161.2584513613,15826.529859936922,165334.72859142438,18
2007-04-17,181405.91171818008,15826.529859936922,165579.38185824317,18
2007-04-18,181657.41891573658,15826.529859936922,165830.88905579966,18
2007-04-19,180567.22412283305,15826.529859936922,164740.69426289614,18
2007-04-20,181537.9954552097,15826.529859936922,165711.46559527278,18
2007-04-23,181540.36769947695,15826.529859936922,165713.83783954004,18
2007-04-24,181669.5648886686,15826.529859936922,165843.03502873168,18
2007-04-25,182987.17297854763,15826.529859936922,167160.64311861072,18
2007-04-26,183671.91585389266,15826.529859936922,167845.38599395574,18
2007-04-27,183653.7069929373,15826.529859936922,167827.1771330004,18
2007-04-30,183166.92513544584,15826.529859936922,167340.39527550893,18
2007-05-01,183131.54980370292,15826.529859936922,167305.019943766,18
2007-05-02,183935.88095851892,15826.529859936922,168109.351098582,18
2007-05-03,184591.31459639344,15826.529859936922,168764.78473645652,18
2007-05-04,185066.1582117022,15826.529859936922,169239.62835176528,18
2007-05-07,186045.42664937064,15826.529859936922,170218.89678943373,18
2007-05-08,185908.22725643663,15826.529859936922,170081.69739649972,18
2007-05-09,186844.4037524558,15826.529859936922,171017.8738925189,18
2007-05-10,185264.73344004562,15826.529859936922,169438.2035801087,18
2007-05-11,187405.18045038465,15826.529859936922,171578.65059044774,18
2007-05-14,186965.17595990686,15826.529859936922,171138.64609996995,18
2007-05-15,186484.65509326942,15826.529859936922,170658.1252333325,18
2007-05-16,187923.1235737259,15826.529859936922,172096.59371378899,18
2007-05-17,187896.55797273814,15826.529859936922,172070.02811280123,18
2007-05-18,189033.94284854582,15826.529859936922,173207.4129886089,18
2007-05-21,189752.9048037035,15826.529859936922,173926.3749437666,18
2007-05-22,190259.3177901109,15826.529859936922,174432.78793017397,18
2007-05-23,189805.16457703558,15826.529859936922,173978.63471709867,18
2007-05-24,188081.43436068567,15826.529859936922,172254.90450074876,18
2007-05-25,189642.17517538113,15826.529859936922,173815.6453154442,18
2007-05-29,190022.54242792298,15826.529859936922,174196.01256798606,18
2007-05-30,191571.66016537024,15826.529859936922,175745.13030543333,18
2007-05-31,192195.8113132863,15826.529859936922,176369.2814533494,18
2007-06-01,192218.9716443787,15826.529859936922,176392.4417844418,18
2007-06-04,192967.23287504865,15826.529859936922,177140.70301511174,18
2007-06-05,192716.2379135969,15826.529859936922,176889.70805366,18
2007-06-06,191724.83807294728,15826.529859936922,175898.30821301037,18
2007-06-07,190075.42366503293,15826.529859936922,174248.893805096,18
2007-06-08,191128.2383121732,15826.529859936922,175301.7084522363,18
2007-06-11,190175.1805420728,15826.529859936922,174348.6506821359,18
2007-06-12,189029.3920889991,15826.529859936922,173202.8622290622,18
2007-06-13,190118.3793001241,15826.529859936922,174291.8494401872,18
2007-06-14,190503.93926098637,15826.529859936922,174677.40940104946,18
2007-06-15,191495.35817029595,15826.529859936922,175668.82831035904,18
2007-06-18,192470.5489704091,15826.529859936922,176644.01911047217,18
2007-06-19,192784.92642486558,15826.529859936922,176958.39656492867,18
2007-06-20,190699.10922703586,15826.529859936922,174872.57936709895,18
2007-06-21,191914.49592822173,15826.529859936922,176087.96606828482,18
2007-06-22,190195.2588850137,15826.529859936922,174368.72902507678,18
2007-06-25,189280.7180982583,15826.529859936922,173454.1882383214,18
2007-06-26,188020.2954067405,15826.529859936922,172193.7655468036,18
2007-06-27,189953.307448505,15826.529859936922,174126.77758856807,18
2007-06-28,189886.78177674487,15826.529859936922,174060.25191680796,18
2007-06-29,189665.44738828458,15826.529859936922,173838.91752834767,18
2007-07-02,190968.38125295498,15826.529859936922,175141.85139301806,18
2007-07-03,192733.30522727055,15826.529859936922,176906.77536733364,18
2007-07-05,194393.06901408214,15826.529859936922,178566.53915414523,18
2007-07-06,194832.52652973286,15826.529859936922,179005.99666979595,18
2007-07-09,194260.9376871318,15826.529859936922,178434.4078271949,18
2007-07-10,193314.2643553483,15826.529859936922,177487.7344954114,18
2007-07-11,193708.18968118285,15826.529859936922,177881.65982124594,18
2007-07-12,196652.90428936022,15826.529859936922,180826.3744294233,18
2007-07-13,197370.58068382723,15826.529859936922,181544.0508238903,18
2007-07-16,197585.1564094055,15826.529859936922,181758.62654946858,18
2007-07-17,197756.71734719852,15826.529859936922,181930.1874872616,18
2007-07-18,196832.15434685044,15826.529859936922,181005.62448691353,18
2007-07-19,197038.61247378975,15826.529859936922,181212.08261385284,18
2007-07-20,196424.39992208008,15826.529859936922,180597.87006214316,18
2007-07-23,197286.85386953413,15826.529859936922,181460.3240095972,18
2007-07-24,193052.89710087853,15826.529859936922,177226.36724094162,18
2007-07-25,194421.04904947185,15826.529859936922,178594.51918953494,18
2007-07-26,193875.8581493659,15826.529859936922,178049.328289429,18
2007-07-27,192505.70770585348,15826.529859936922,176679.17784591657,18
2007-07-30,193217.04135966694,15826.529859936922,177390.51149973003,18
2007-07-31,189759.8682333231,15826.529859936922,173933.33837338618,18
2007-08-01,190854.7526515653,15826.529859936922,175028.2227916284,18
2007-08-02,191339.65964290846,15826.529859936922,175513.12978297155,18
2007-08-03,187143.28116959392,15826.529859936922,171316.751309657,18
2007-08-06,191267.0657670729,15826.529859936922,175440.53590713599,18
2007-08-07,192164.11152466986,15826.529859936922,176337.58166473295,18
2007-08-08,193976.2028808138,15826.529859936922,178149.6730208769,18
2007-08-09,189361.3043194671,15826.529859936922,173534.7744595302,18
2007-08-10,188901.18724287118,15826.529859936922,173074.65738293427,18
2007-08-13,189198.4894600892,15826.529859936922,173371.95960015227,18
2007-08-14,187327.64561759264,15826.529859936922,171501.11575765573,18
2007-08-15,185770.8256923274,15826.529859936922,169944.2958323905,18
2007-08-16,187334.40983881682,15826.529859936922,171507.8799788799,18
2007-08-17,193129.62241079164,15826.529859936922,177303.09255085472,18
2007-08-20,193249.741356744,15826.529859936922,177423.21149680708,18
2007-08-21,195203.39688155582,15826.529859936922,179376.8670216189,18
2007-08-22,196600.1639006961,15826.529859936922,180773.63404075918,18
2007-08-23,195992.08888455245,15826.529859936922,180165.55902461553,18
2007-08-24,198223.38998116073,15826.529859936922,182396.8601212238,18
2007-08-27,196712.17732089103,15826.529859936922,180885.64746095412,18
2007-08-28,192850.06962899823,15826.529859936922,177023.53976906132,18
2007-08-29,196955.95959621837,15826.529859936922,181129.42973628145,18
2007-08-30,197088.9749973011,15826.529859936922,181262.44513736418,18
2007-08-31,199159.40314096722,15826.529859936922,183332.8732810303,18
2007-09-04,201968.8569775209,15826.529859936922,186142.32711758398,18
2007-09-05,199432.12832935643,15826.529859936922,183605.59846941952,18
2007-09-06,199247.0176236809,15826.529859936922,183420.487763744,18
2007-09-07,196183.40837407895,15826.529859936922,180356.87851414204,18
2007-09-10,196969.48217819037,15826.529859936922,181142.95231825346,18
2007-09-11,198526.12433285735,15826.529859936922,182699.59447292043,18
2007-09-12,198379.66416765656,15826.529859936922,182553.13430771965,18
2007-09-13,199100.97381584492,15826.529859936922,183274.443955908,18
2007-09-14,199497.67677251933,15826.529859936922,183671.14691258242,18
2007-09-17,198505.18345361046,15826.529859936922,182678.65359367355,18
2007-09-18,202958.10071903546,15826.529859936922,187131.57085909855,18
2007-09-19,202519.36174703372,15826.529859936922,186692.8318870968,18
2007-09-20,201433.63334462387,15826.529859936922,185607.10348468696,18
2007-09-21,202312.794379474,15826.529859936922,186486.2645195371,18
2007-09-24,202795.3837139258,15826.529859936922,186968.8538539889,18
2007-09-25,203954.96439944516,15826.529859936922,188128.43453950825,18
2007-09-26,204711.72045414764,15826.529859936922,188885.19059421073,18
2007-09-27,205503.55236183922,15826.529859936922,189677.0225019023,18
2007-09-28,204925.88142839746,15826.529859936922,189099.35156846055,18
2007-10-01,207637.75916349533,15826.529859936922,191811.22930355842,18
2007-10-02,208595.66932145762,15826.529859936922,192769.1394615207,18
2007-10-03,207867.04472196786,15826.529859936922,192040.51486203095,18
2007-10-04,208167.77957625024,15826.529859936922,192341.24971631332,18
2007-10-05,210976.6693797882,15826.529859936922,195150.13951985128,18
2007-10-08,212973.51132716337,15826.529859936922,197146.98146722646,18
2007-10-09,213245.16570319174,15826.529859936922,197418.63584325483,18
2007-10-10,213709.64016693344,15826.529859936922,197883.11030699653,18
2007-10-11,211992.5431312635,15826.529859936922,196166.01327132658,18
2007-10-12,214061.80338895277,15826.529859936922,198235.27352901586,18
2007-10-15,212601.93432147466,15826.529859936922,196775.40446153775,18
2007-10-16,211991.28613200353,15826.529859936922,196164.75627206662,18
2007-10-17,214520.5962518981,15826.529859936922,198694.06639196118,18
2007-10-18,213641.5714450886,15826.529859936922,197815.0415851517,18
2007-10-19,209376.76668121954,15826.529859936922,193550.23682128263,18
2007-10-22,211600.36343286402,15826.529859936922,195773.8335729271,18
2007-10-23,215440.89104848594,15826.529859936922,199614.36118854902,18
2007-10-24,214676.2891648216,15826.529859936922,198849.75930488468,18
2007-10-25,212147.26486675418,15826.529859936922,196320.73500681727,18
2007-10-26,213474.87655328057,15826.529859936922,197648.34669334366,18
2007-10-29,213710.0030285712,15826.529859936922,197883.4731686343,18
2007-10-30,214154.39120373578,15826.529859936922,198327.86134379887,18
2007-10-31,217682.9151580749,15826.529859936922,201856.385298138,18
2007-11-01,213116.6810281481,15826.529859936922,197290.1511682112,18
2007-11-02,213836.0173285247,15826.529859936922,198009.4874685878,18
2007-11-05,212883.380406251,15826.529859936922,197056.8505463141,18
2007-11-06,216465.3016207077,15826.529859936922,200638.7717607708,18
2007-11-07,211662.31717110498,15826.529859936922,195835.78731116807,18
2007-11-08,208323.25086130426,15826.529859936922,192496.72100136735,18
2007-11-09,205138.15731697422,15826.529859936922,189311.6274570373,18
2007-11-12,201499.81675487425,15826.529859936922,185673.28689493734,18
2007-11-13,209349.34889231596,15826.529859936922,193522.81903237905,18
2007-11-14,207762.32458919898,15826.529859936922,191935.79472926207,18
2007-11-15,205128.64820945833,15826.529859936922,189302.11834952142,18
2007-11-16,207161.00424026026,15826.529859936922,191334.47438032334,18
2007-11-19,203812.51612392804,15826.529859936922,187985.98626399113,18
2007-11-20,205346.3905615629,15826.529859936922,189519.860701626,18
2007-11-21,203046.13809267504,15826.529859936922,187219.60823273813,18
2007-11-23,205671.10178287356,15826.529859936922,189844.57192293665,18
2007-11-26,203510.6256384572,15826.529859936922,187684.09577852028,18
2007-11-27,206213.85395164182,15826.529859936922,190387.3240917049,18
2007-11-28,211184.39757069942,15826.529859936922,195357.8677107625,18
2007-11-29,212837.19039344788,15826.529859936922,197010.66053351096,18
2007-11-30,214024.03027583333,15826.529859936922,198197.50041589641,18
2007-12-03,213132.88527599094,15826.529859936922,197306.35541605402,18
2007-12-04,213252.4037806906,15826.529859936922,197425.8739207537,18
2007-12-05,217616.52972589448,15826.529859936922,201789.99986595756,18
2007-12-06,220700.6597048974,15826.529859936922,204874.1298449605,18
2007-12-07,221376.9095136188,15826.529859936922,205550.37965368188,18
2007-12-10,223370.09633411188,15826.529859936922,207543.56647417496,18
2007-12-11,218549.90956443062,15826.529859936922,202723.3797044937,18
2007-12-12,218420.6795439953,15826.529859936922,202594.1496840584,18
2007-12-13,217645.8772661773,15826.529859936922,201819.34740624038,18
2007-12-14,215817.99083425658,15826.529859936922,199991.46097431966,18
2007-12-17,210721.56410419158,15826.529859936922,194895.03424425467,18
2007-12-18,211301.50229666245,15826.529859936922,195474.97243672554,18
2007-12-19,211389.8469495477,15826.529859936922,195563.3170896108,18
2007-12-20,212691.3870142912,15826.529859936922,196864.85715435428,18
2007-12-21,215529.51806254833,15826.529859936922,199702.98820261142,18
2007-12-24,218241.38953239447,15826.529859936922,202414.85967245756,18
2007-12-26,218735.96518123755,15826.529859936922,202909.43532130064,18
2007-12-27,216601.79874820824,15826.529859936922,200775.26888827133,18
