date,value,cash,positions,drawdown,leverage,in_protection,risk_on
2013-01-18,195494.6154892149,68497.13910089208,3,-0.008376368121791048,1.0,True,True
2013-01-22,196700.24257038016,68505.29352221361,3,-0.002260965393567164,1.0,True,True
2013-01-23,197204.4259140253,54671.23815417255,3,0.00029644580216723113,1.0,True,True
2013-01-24,198236.16062640562,54677.74663490519,3,0.005529799774935956,1.0,True,True
2013-01-25,199345.2302191756,54684.25589045697,3,0.011155425907073248,1.0,True,True
2013-01-28,198712.23927616453,54690.765920920116,3,0.00794465318945188,1.0,True,True
2013-01-29,196873.4668581185,54664.1448401334,3,-0.001382305401286716,1.0,True,True
2013-01-30,196354.84175249474,54670.65247642389,3,-0.004012970749971123,1.0,True,True
2013-01-31,196560.88072621162,59805.49126226248,3,-0.002967862091022629,1.0,True,True
2013-02-01,197546.29441782157,59812.61096360323,3,0.002030533907411827,1.0,True,True
2013-02-04,193765.10381319607,55852.66893045955,3,-0.017149114344278033,1.0,True,True
2013-02-05,197006.8191402526,55859.31805771318,3,-0.000705891506212723,1.0,True,True
2013-02-06,198177.5676726447,71593.96305200848,3,0.005232593852074794,1.0,True,True
2013-02-07,197479.95544545952,71602.486142848,3,0.0016940372087989044,1.0,True,True
2013-02-08,198050.66383315378,71611.0102483412,3,0.004588888930072852,1.0,True,True
2013-02-11,197908.57214341563,25772.58031802041,5,0.0,1.9070949139023112,False,True
2013-02-12,199484.42057636273,25752.90993097917,5,0.0,1.9182324426389203,False,True
2013-02-13,199956.1204011774,25733.17462635483,5,0.0,1.918913395442985,False,True
2013-02-14,200985.30890626225,40213.469041527744,5,0.0,1.9248602791353704,False,True
2013-02-15,199703.93580553983,40194.96374505861,5,-0.006375456533094333,1.9600608301427476,False,True
2013-02-19,202481.53255392413,27137.269752072832,5,0.0,1.8862041800649292,False,True
2013-02-20,198215.9203999525,27122.423932217505,5,-0.021066672600552467,1.6206838374055486,False,True
2013-02-21,193035.42233144736,44857.156213625036,5,-0.04665171239733241,1.569317336701326,False,True
2013-02-22,193762.5552652812,42220.395615381654,5,-0.04306060497799186,1.4816445907507363,False,True
2013-02-25,188910.94360369878,52609.24692435616,5,-0.06702136624045596,1.233832322834382,False,True
2013-02-26,190112.6412765769,41635.490264223874,5,-0.06108651550260856,1.207848431984293,False,True
2013-02-27,192288.22277237795,41634.77366720891,5,-0.050341923300247324,1.1414229270903251,False,True
2013-02-28,192285.92851654266,42850.19346647398,5,-0.05035325399202132,1.1473234563949735,False,True
2013-03-01,193599.92237379646,42915.05025514889,5,-0.0438638036175588,1.1487147537173772,False,True
2013-03-04,194741.37439663924,42913.03407483207,5,-0.03822648939711855,1.1815436199166187,False,True
2013-03-05,195797.10965365038,36323.6842461168,5,-0.033012506454106305,1.2279105696209969,False,True
2013-03-06,197701.79376198034,36317.951336542625,5,-0.023605801139769955,1.271666010890279,False,True
2013-03-07,199363.98326656516,36312.1365427986,5,-0.01539670926052831,1.2715517542461217,False,True
2013-03-08,197978.3898775652,39401.622754029806,5,-0.02223976981782112,1.2707337772076124,False,True
2013-03-11,198693.36508592218,46837.64149321193,5,-0.018708706024798082,1.2777103964236158,False,True
2013-03-12,196817.7963230894,40101.1296105098,5,-0.02797161874170619,1.2712958363401123,False,True
2013-03-13,196893.5506474875,40095.89629354719,5,-0.027597489192988378,1.2713632084971767,False,True
2013-03-14,196994.41178132533,41681.91686183733,5,-0.02709936409206848,1.2623086695176715,False,True
2013-03-15,195631.23591093725,40565.63133302078,5,-0.03383171075694292,1.2579347306151833,False,True
2013-03-18,193500.24923500925,40561.693978869676,5,-0.044356061541182865,1.2349640171585035,False,True
2013-03-19,192215.9152881357,50541.62449221864,5,-0.05069902986364709,1.2533415721692078,False,True
2013-03-20,192829.581005866,50535.678146838894,5,-0.047668305481082134,1.3523349957892568,False,True
2013-03-21,191136.307973255,46055.534357837365,5,-0.05603091026411368,1.3214177092609858,False,True
2013-03-22,192475.08170980273,46049.40586090876,5,-0.049419078954553636,1.33929778525364,False,True
2013-03-25,191205.48201661106,45026.87042277728,5,-0.05568927889416323,1.7610704975567588,False,True
2013-03-26,192101.32400611995,37863.588442262044,5,-0.051264964349476,1.7420220991063375,False,True
2013-03-27,191914.56696083987,37845.911441135606,5,-0.05218730547819269,1.9434296200240344,False,True
2013-03-28,191658.1091684843,37827.94302425089,5,-0.05345387922010796,1.970189188147133,False,True
2013-04-01,191314.27933288855,37720.375113522736,5,-0.055151959194409815,1.9071289354949157,False,True
2013-04-02,192165.00393339057,41490.63220025734,5,-0.05095046689152305,1.9129493366166177,False,True
2013-04-03,188568.37748653756,39563.71645485254,5,-0.06871320506071965,1.797677756892391,False,True
2013-04-04,189537.71238765592,39548.66949751739,5,-0.06392592945641135,1.7785527005308914,False,True
2013-04-05,190023.79727126448,41928.235221349416,5,-0.06152529134646859,1.7409814891599638,False,True
2013-04-08,191238.2677762327,40156.014943850154,5,-0.055527359141738813,1.7026207911086106,False,True
2013-04-09,192174.79199873778,40445.9736346952,5,-0.050902126357827204,1.7057347203604305,False,True
2013-04-10,193890.6778078664,39730.48119188981,5,-0.04242784335786205,1.55228971101023,False,True
2013-04-11,194202.42134518456,39718.84498549541,5,-0.040888228690854615,1.5477589865116004,False,True
2013-04-12,194606.44363089878,41228.77455040969,5,-0.038892874938745776,1.5536903120345769,False,True
2013-04-15,192295.74588051313,40944.31721848038,5,-0.05030476876057009,1.163410676982421,False,True
2013-04-16,194645.39690550347,41125.60730920983,5,-0.03870049554437154,1.0898482910231038,False,True
2013-04-17,192909.6604794779,39744.391193278934,5,-0.04727281522277637,1.0143169713639946,False,True
2013-04-18,191659.7012557892,39748.29978745345,5,-0.05344601634350481,1.018361397425699,False,True
2013-04-19,193986.73980514458,40620.40072989998,5,-0.04195341985826412,1.0172496251673924,False,True
2013-04-22,193697.08455215496,40764.34016308005,5,-0.04338394662945237,1.030727686547411,False,True
2013-04-23,196392.0910854442,41275.803633289164,5,-0.0300740585656038,1.0082824576631695,False,True
2013-04-24,197542.37231861035,41517.64204551838,5,-0.024393139329871513,1.0244934547239062,False,True
2013-04-25,197528.75336544844,41521.61492824699,5,-0.02446039955350833,1.0210498393995722,False,True
2013-04-26,197324.70684599073,41320.655407196435,5,-0.025468128588764277,1.021028892157394,False,True
