date,value,cash,positions,shorts,drawdown,leverage,in_protection,risk_on,protection_stage
2019-03-14,721944.5820972911,111972.89526993825,5,0,-0.0545301574586683,1.6871152913459981,False,True,0
2019-03-15,742744.2883399283,156031.61390979402,5,0,-0.02729053897022052,1.685956507390575,False,True,0
2019-03-18,738052.9985480345,155970.8160120476,5,0,-0.03343432497658167,1.8235881568621863,False,True,0
2019-03-19,740877.8968541439,137466.76058180438,5,0,-0.02973479426064554,1.8230959363180166,False,True,0
2019-03-20,739118.0269975252,137405.001317377,5,0,-0.032039547170345024,1.7981884707454643,False,True,0
2019-03-21,748652.6166467591,128202.60336837458,5,0,-0.019552900413928896,1.674573624861904,False,True,0
2019-03-22,734960.7478121365,175646.99381382554,5,0,-0.03748398458878405,1.3138443184885806,False,True,0
2019-03-25,732193.4955455128,175626.22910479247,5,0,-0.04110802115568544,1.3141080734942012,False,True,0
2019-03-26,737284.159913735,158828.0587722126,5,0,-0.034441207998543104,1.2824331224308991,False,True,0
2019-03-27,729652.8294107681,158810.75184800924,5,0,-0.044435317003503574,1.2633197339500293,False,True,0
2019-03-28,730266.123143254,144658.86414217728,5,0,-0.04363213800186819,1.2600021479801946,False,True,0
2019-03-29,739600.6442068319,131143.6021338472,5,0,-0.031407504173962465,1.2595924783225274,False,True,0
2019-04-01,752360.6412758778,131128.56609904228,5,0,-0.014696813743055011,1.2063773649461078,False,True,0
2019-04-02,754305.8707868727,144816.03456637537,5,0,-0.012149310949801536,1.2099720967584886,False,True,0
2019-04-03,765113.0440347495,144797.7275030882,5,0,0.0,1.2424031833075895,False,True,0
2019-04-04,760949.24983959,145971.68371604866,5,0,-0.00544206405526965,1.309696088769241,False,True,0
2019-04-05,762447.691721526,121011.79855081177,5,0,-0.0034836058985062528,1.3203626019047618,False,True,0
2019-04-08,749162.979741665,120972.56487272838,5,0,-0.020846676732856926,1.4299665535445512,False,True,0
2019-04-09,737056.1610014972,131549.03781032527,5,0,-0.03667024533433265,1.3927983090245764,False,True,0
2019-04-10,738632.160946418,201947.76506229394,5,0,-0.034610419067863725,1.4108884885429822,False,True,0
2019-04-11,739909.3516307464,179613.09489024695,5,0,-0.0329411354315617,1.412048040750722,False,True,0
2019-04-12,743981.9872801198,144515.24224673794,5,0,-0.027618215268161068,1.3991188425742056,False,True,0
2019-04-15,740389.2261513589,144482.14027894405,5,0,-0.03231394115699809,1.3992616908946534,False,True,0
2019-04-16,747424.8848926218,141076.51341180893,5,0,-0.023118360456712294,1.3998649126816936,False,True,0
2019-04-17,745701.0198627409,165048.60990684078,5,0,-0.025371445858041044,1.403628933058571,False,True,0
2019-04-18,747523.642088687,170561.4807442256,5,0,-0.022989285156225343,1.4947833986765242,False,True,0
2019-04-22,750118.9287406108,153945.0073047818,5,0,-0.019597254825337515,2.0,False,True,0
2019-04-23,752064.8233159516,153873.7919062654,5,0,-0.017053977605700394,2.0,False,True,0
2019-04-24,752745.6928183574,149593.2895059234,5,0,-0.016164083611977253,2.0,False,True,0
