date,portfolio_value,cash,positions,drawdown,leverage,in_protection,risk_on,universe_size
2007-09-10,123076.29497234186,30723.846644723282,5,-0.015085514850125962,0.813591731994088,False,True,40
2007-09-11,124589.32366827427,30729.33304590984,5,-0.0029775465414752706,0.7962608229020318,False,True,40
2007-09-12,124306.59824880613,30734.820426810897,5,-0.005240048520567397,0.8402757026578546,False,True,40
2007-09-13,124544.46909090101,30740.3087876014,5,-0.0033364939975238095,0.8844541560770464,False,True,40
2007-09-14,124196.96090220913,24060.8600717472,5,-0.006117418210653083,0.8880039247235892,False,True,40
2007-09-17,123533.91829984597,25480.208153411248,5,-0.011423397428549567,0.9379478379755731,False,True,40
2007-09-18,127803.01836446657,25484.7581905815,5,0.0,0.7959401161944509,False,True,40
2007-09-19,128108.75541061637,25489.309040258388,5,0.0,0.794606880598777,False,True,40
2007-09-20,128201.94035338095,25493.860702587004,5,0.0,0.7945380405420925,False,True,40
2007-09-21,128977.42706087834,32327.664371117302,5,0.0,0.7957447395652787,False,True,40
2007-09-24,129872.66369619736,27203.113669163948,5,0.0,0.8108312719039167,False,True,40
2007-09-25,131117.98582457268,27207.971368033443,5,0.0,0.8280433870532977,False,True,40
2007-09-26,131588.42286649425,27212.829934349164,5,0.0,0.9488414742113067,False,True,40
2007-09-27,132316.29731883484,27216.888242118257,5,0.0,1.0260881932368178,False,True,40
2007-09-28,131795.83957807397,24734.55677594893,5,-0.003933436404336175,1.0237752073324593,False,True,40
2007-10-01,133178.69777473816,30261.71257157534,5,0.0,1.016585152268147,False,True,40
2007-10-02,132910.55548600742,30266.129332257144,5,-0.002013402242333713,1.0321914828256906,False,True,40
2007-10-03,131405.4081929041,30269.60361895569,5,-0.013315114289775042,1.065743664250198,False,True,40
2007-10-04,131215.19082101565,30273.085879336395,5,-0.014743401058355683,1.0655779771456233,False,True,40
2007-10-05,132678.84198669204,21926.80785542433,5,-0.0037532713294102377,1.145085783102063,False,True,40
2007-10-08,134001.48205137462,27981.213216039665,5,0.0,1.1243885781337253,False,True,40
2007-10-09,133908.55936922264,27982.336238333894,5,-0.0006934451823178994,1.1382693027645094,False,True,40
2007-10-10,134813.8010685491,27983.67591188301,5,0.0,1.1285605316079501,False,True,40
2007-10-11,132224.31283065956,27985.4820011707,5,-0.01920788685850389,1.112769558724896,False,True,40
2007-10-12,134150.26610393988,25042.516913963205,5,-0.004921862297108829,1.1120268920506837,False,True,40
2007-10-15,134110.23715411118,22237.677278611496,5,-0.005218782564258247,1.0890148782109434,False,True,40
2007-10-16,134367.94693620177,22230.895794187156,5,-0.0033071846414346575,1.5061051144374649,False,True,40
2007-10-17,136764.32545462216,22223.600907894845,5,0.0,1.528757848911422,False,True,40
2007-10-18,137002.42341269198,22215.678216723227,5,0.0,1.5735045453193406,False,True,40
2007-10-19,131274.95631809978,26168.3727730525,5,-0.0418055896525229,1.1161706412570038,False,True,40
2007-10-22,131982.15317558634,25244.456889975903,5,-0.036643660105070495,1.1006757521391703,False,True,40
2007-10-23,136859.25700986246,25246.649320186316,5,-0.0010449917546221808,1.076480386021604,False,True,40
2007-10-24,134011.6055554793,21966.005171779965,5,-0.021830401117821446,1.0857128030378844,False,True,40
2007-10-25,130546.60340435077,21967.15984126097,5,-0.047121940236738456,1.0977333203360096,False,True,40
2007-10-26,131697.53331366586,23003.098458366687,5,-0.03872114059651495,1.0515925589572326,False,True,40
2007-10-29,131516.7267290932,27216.984542199418,5,-0.04004087334334388,1.0926759948571936,False,True,40
2007-10-30,132149.96034431574,27219.623754942644,5,-0.03541881192684583,1.0759331342813194,False,True,40
2007-10-31,133638.8213070072,25059.347572237628,5,-0.024551405894132353,1.0398125315303122,False,True,40
2007-11-01,132748.33323591476,25063.822455732672,5,-0.03105120384595412,0.8989212623630924,False,True,40
2007-11-02,133945.79659768488,29820.772450332606,5,-0.022310749977025077,0.9366277233231272,False,True,40
2007-11-05,133842.1211900616,29805.139773314768,5,-0.023067491391087432,0.9312140577582756,False,True,40
2007-11-06,135980.83093372776,29810.46211970286,5,-0.007456747505019499,0.9072994922270924,False,True,40
2007-11-07,133908.99973517313,27789.735121383248,5,-0.02257933546328985,0.7922724323354582,False,True,40
2007-11-08,130502.75287757238,27794.697574083493,5,-0.047442011412751894,0.7920930309237179,False,True,40
2007-11-09,127270.3896276562,27218.480212064707,5,-0.07103548639953616,0.7868360347660799,False,True,40
2007-11-12,122639.80925575037,61402.452283638995,3,-0.10483474524882781,1.0,False,False,40
2007-11-13,127319.33474605117,89467.4494737947,2,-0.07067822908119271,1.0,False,False,40
2007-11-14,127065.08164031779,89483.42580405787,2,-0.07253405833880737,1.0,False,False,40
2007-11-15,126709.33001461333,89499.40498723717,2,-0.07513073960066237,1.0,False,False,40
2007-11-16,127152.18254380347,45764.69522905241,2,-0.07189829656674505,1.0,False,False,40
2007-11-19,126399.80443702979,45772.8674960576,2,-0.07739001042137739,1.0,False,False,40
2007-11-20,129139.67413722049,45781.04122239618,2,-0.057391315274668946,1.0,False,False,40
2007-11-21,130043.51098256934,45789.21640832876,2,-0.05079408273794055,1.0,False,False,40
2007-11-23,131923.5837154392,45797.39305411596,2,-0.037071166850485636,1.0,False,False,40
2007-11-26,131251.4692184538,47665.598852141775,2,-0.04197702530352033,1.0,False,False,40
2007-11-27,133996.793052827,47674.110566222516,2,-0.021938519662612954,1.0,False,False,40
2007-11-28,135287.23896675732,47682.6238002522,2,-0.012519373038884257,1.0,False,False,40
2007-11-29,135363.66235406123,47691.13855450224,2,-0.011961547962507984,1.0,False,False,40
2007-11-30,134789.90194718275,47699.654829244115,2,-0.01614950604811169,1.0,False,False,40
2007-12-03,134044.35884294528,47730.92142845791,2,-0.021591330255787727,1.0,False,False,40
2007-12-04,133491.0848751129,47739.44480728442,2,-0.025629754935077957,1.0,False,False,40
2007-12-05,135642.89688599703,47747.96970814286,2,-0.009923375753724043,1.0,False,False,40
2007-12-06,137759.6261235619,47756.49613130503,2,0.0,1.0,False,False,40
2007-12-07,138518.76606024074,20495.428255135033,5,0.0,0.6009450881982045,False,True,40
2007-12-10,138902.8222841734,46438.74845709052,5,0.0,0.614877506609517,False,True,40
2007-12-11,136702.4989697259,46447.04109074357,5,-0.015840738714048532,0.5705745915865623,False,True,40
2007-12-12,137131.5189411192,46455.33520522406,5,-0.012752104773151328,0.6193140887241468,False,True,40
2007-12-13,136878.07188476803,46463.63080079642,5,-0.014576740530606697,0.6196039569724928,False,True,40
2007-12-14,136373.1832291765,29929.142711313554,5,-0.018211574202730365,0.6231009201621525,False,True,40
2007-12-17,133984.46087131242,39449.38267253601,5,-0.03540864996104097,0.6087003352268934,False,True,40
2007-12-18,134402.53251014097,73475.87570683524,3,-0.03239883610734373,1.0,False,False,40
2007-12-19,134494.08897093675,89380.91653583603,2,-0.031739695714872306,1.0,False,False,40
2007-12-20,135368.97147298546,89396.87741378885,2,-0.025441173570672524,1.0,False,False,40
2007-12-21,135947.05093699758,65219.3734620727,2,-0.02127941893886629,1.0,False,False,40
2007-12-24,136845.87009304579,55480.775756305586,2,-0.01480857017375362,1.0,False,False,40
2007-12-26,137414.03532098845,19252.975858538226,5,-0.010718190881241573,0.7281811180409796,False,True,40
2007-12-27,136595.1117632735,19256.413889941537,5,-0.016613849041732714,0.8272222273388258,False,True,40
2007-12-28,137028.23899272791,19259.852535279028,5,-0.013495645809200168,0.8257809990236286,False,True,40
2007-12-31,135763.35464341397,38180.545741451395,5,-0.02260189958082036,0.8339903697169203,False,True,40
2008-01-02,134476.2573840888,83453.33616823838,3,-0.03186807026158579,1.0,False,False,40
2008-01-03,134514.0218809332,65665.31421489108,2,-0.031596193159138246,1.0,False,False,40
2008-01-04,131636.0884475592,53271.258936469596,2,-0.052315235335878264,1.0,False,False,40
2008-01-07,130900.74985582054,53274.42984473962,2,-0.057609142109307676,1.0,False,False,40
2008-01-08,129116.11093870379,53277.600941754186,2,-0.07045725338429432,1.0,False,False,40
2008-01-09,130444.08356905472,53280.77222752453,2,-0.060896809553757064,1.0,False,False,40
2008-01-10,130050.8149134148,56263.25063571592,2,-0.06372805984207275,1.0,False,False,40
2008-01-11,125535.18637139456,54600.87437805381,2,-0.09623732400073733,1.0,False,False,40
2008-01-14,126505.97318459833,54604.12443010013,2,-0.08924836008164796,1.0,False,False,40
2008-01-15,123875.70081777903,54607.37467560192,2,-0.10818442144862424,1.0,False,False,40
2008-01-16,122057.05444556715,52608.28460395464,2,-0.12127736183892972,1.0,False,False,40
2008-01-17,122527.93329696544,52751.450049361265,2,-0.11788737419393469,1.0,False,False,40
2008-01-18,122150.39786267275,52754.590016626105,2,-0.12060535665162954,1.0,False,False,40
2008-01-22,122398.03437659523,52757.73017079376,2,-0.11882255260308505,1.0,False,False,40
2008-01-23,120855.31348018895,49867.994349433226,2,-0.12992902885055904,1.0,False,False,40
2008-01-24,119809.5422063536,49870.96268243022,2,-0.13745782672981216,1.0,False,False,40
2008-01-25,118810.18146870568,52397.26066825182,2,-0.14465250226781803,1.0,False,False,40
2008-01-28,119266.24073607546,52400.37955281541,2,-0.14136920492460958,1.0,False,False,40
2008-01-29,118726.06217957372,52403.498623026884,2,-0.14525810039569378,1.0,False,False,40
2008-01-30,117521.39400734691,83631.14572487821,2,-0.15393084118250264,0.3,True,False,40
2008-01-31,117824.05457818591,83636.12376926659,2,-0.15175190366444558,0.3,True,False,40
2008-02-01,118519.82797849353,83641.10210996713,2,-0.14674283769396315,0.3,True,False,40
2008-02-04,118080.83385784573,83646.08074699748,2,-0.1499032783058154,0.3,True,False,40
2008-02-05,117317.21390185218,83651.05968037529,2,-0.15540079047609587,0.3,True,False,40
2008-02-06,116898.59395807202,83143.71705858082,2,-0.15841455172943988,0.3,True,False,40
2008-02-07,116039.23039676655,83148.66608935811,2,-0.16460134870860665,0.3,True,False,40
2008-02-08,116657.93319363192,83153.61541472058,2,-0.1601471354198399,0.3,True,False,40
2008-02-11,116440.68842114121,83158.56503468574,2,-0.16171114088004765,0.3,True,False,40
2008-02-12,116408.06846928695,83163.51494927114,2,-0.1619459809741353,0.3,True,False,40
2008-02-13,116909.31280592637,83504.34270491223,2,-0.158337383766413,0.3,True,False,40
2008-02-14,116539.91415619983,83509.3132015018,2,-0.16099678725190023,0.3,True,False,40
2008-02-15,117276.06278295627,83514.28399395428,2,-0.1556970488113781,0.3,True,False,40
2008-02-19,117320.45003613086,83519.25508228724,2,-0.15537749264653805,0.3,True,False,40
2008-02-20,117581.66307562434,83524.22646651833,2,-0.15349694741932102,0.3,True,False,40
2008-02-21,117223.93526466379,83890.46706764016,2,-0.15607232929477852,0.3,True,False,40
2008-02-22,117250.08294529148,83895.46054782276,2,-0.1558840848790229,0.3,True,False,40
2008-02-25,117119.42401985572,83900.45432523632,2,-0.1568247347757431,0.3,True,False,40
2008-02-26,117437.78979573993,83905.44839989854,2,-0.1545327311242055,0.3,True,False,40
2008-02-27,117184.29667014185,83910.4427718271,2,-0.1563576985469658,0.3,True,False,40
2008-02-28,117077.14378895973,83513.97989568321,2,-0.157129121901942,0.3,True,False,40
2008-02-29,116287.01853324287,83518.9509659151,2,-0.16281745308718162,0.3,True,False,40
2008-03-03,116339.29825296842,83523.92233204402,2,-0.16244107686338827,0.3,True,False,40
2008-03-04,116563.44821507612,83528.8939940876,2,-0.1608273590251062,0.3,True,False,40
2008-03-05,116342.71242673068,83533.86595206344,2,-0.16241649727813498,0.3,True,False,40
2008-03-06,116476.95276597285,83074.29991835766,2,-0.1614500637886301,0.3,True,False,40
2008-03-07,116637.43305181015,83079.24481716233,2,-0.16029472163504174,0.3,True,False,40
2008-03-10,116172.47246503561,83084.1900103062,2,-0.1636421020491222,0.3,True,False,40
2008-03-11,117036.60696999704,83089.13549780683,2,-0.15742095772137377,0.3,True,False,40
2008-03-12,117772.07799372611,83094.08127968169,2,-0.1521260975332603,0.3,True,False,40
2008-03-13,118345.47250903223,84815.33087236172,2,-0.14799807114850444,0.3,True,False,40
2008-03-14,117849.44301811873,84820.37940396127,2,-0.15156912523334298,0.3,True,False,40
2008-03-17,117206.43619606095,65870.4095040487,2,-0.15619830995028336,0.3,True,False,40
2008-03-18,118392.11025830472,65874.33036175728,2,-0.14766231303714605,0.3,True,False,40
2008-03-19,118670.11810233549,65878.25145285025,2,-0.1456608573470521,0.3,True,False,40
2008-03-20,119733.00568716647,66356.3622577604,2,-0.13800883439062517,0.3,True,False,40
2008-03-24,119939.84003242386,66360.31204122811,2,-0.13651977648772495,0.3,True,False,40
2008-03-25,119300.82537524196,66723.33996120933,2,-0.14112022050083928,0.3,True,False,40
2008-03-26,118685.4488145838,66727.31158858798,2,-0.14555048729123748,0.3,True,False,40
2008-03-27,117935.61200510335,66731.28345237301,2,-0.1509487707612911,0.3,True,False,40
2008-03-28,117147.08932177514,65295.94611581733,2,-0.15662556458276589,0.3,True,False,40
2008-03-31,117935.00000943535,65299.83277927661,2,-0.15095317668809619,0.3,True,False,40
2008-04-01,119032.87925305002,65567.53059525175,2,-0.14304923906061884,0.3,True,False,40
2008-04-02,117936.81706956086,65571.43342445385,2,-0.15094009516753648,0.3,True,False,40
2008-04-03,119106.25122802824,65575.33648596721,2,-0.14252101383256616,0.3,True,False,40
2008-04-04,118493.53246146177,66423.96706039435,2,-0.14693214642505548,0.3,True,False,40
2008-04-07,118580.91013371816,66427.92086795747,2,-0.1463030902920013,0.3,True,False,40
2008-04-08,119179.30441395768,66110.247368202,2,-0.14199508365542415,0.3,True,False,40
2008-04-09,118780.13932218913,66114.18250197392,2,-0.14486878402525477,0.3,True,False,40
2008-04-10,119055.63083580227,66118.11786998,2,-0.14288544409678652,0.3,True,False,40
2008-04-11,119090.40055390695,66069.47411428527,2,-0.1426351272383317,0.3,True,False,40
2008-04-14,119067.87345812602,66073.40682107779,2,-0.1427973060581028,0.3,True,False,40
2008-04-15,119433.49359844456,66785.79536643978,2,-0.1401651051113824,0.3,True,False,40
2008-04-16,120759.2362716128,66789.77071140207,2,-0.13062071536200803,0.3,True,False,40
2008-04-17,120530.21282446475,66793.74629299204,2,-0.13226951877278037,0.3,True,False,40
2008-04-18,120855.52005982661,66677.87206266962,2,-0.1299275416263669,0.3,True,False,40
2008-04-21,121105.75083519176,66681.84098362573,2,-0.12812606076910096,0.3,True,False,40
2008-04-22,121028.2068206285,67290.60640467022,2,-0.12868432166897395,0.3,True,False,40
2008-04-23,120720.9625825485,67294.6117979086,2,-0.13089625828068246,0.3,True,False,40
2008-04-24,121002.84173327335,67298.61742956324,2,-0.12886693197838334,0.3,True,False,40
2008-04-25,120766.83000766342,67588.46689141,2,-0.13056604594690366,0.3,True,False,40
2008-04-28,120896.70757827509,67592.49001443926,2,-0.12963102124059522,0.3,True,False,40
2008-04-29,121704.5573655737,67947.31877966097,2,-0.1238150862292398,0.3,True,False,40
2008-04-30,121612.35961395933,67951.36326292166,2,-0.12447884345244253,0.3,True,False,40
2008-05-01,121661.30717188823,67955.4079869254,2,-0.12412645638698205,0.3,True,False,40
2008-05-02,121916.61144792533,67782.0226929444,2,-0.12228844998913659,0.3,True,False,40
2008-05-05,122165.03352358096,67786.05733715232,2,-0.12049999046347339,0.3,True,False,40
2008-05-06,122421.31493291835,68580.61567766272,2,-0.1186549494115855,0.3,True,False,40
2008-05-07,122325.580478536,68584.69785716734,2,-0.1193441683403881,0.3,True,False,40
2008-05-08,122707.29444040355,68588.78027965884,2,-0.11659610350203203,0.3,True,False,40
2008-05-09,122115.4025769255,68545.78068218725,2,-0.12085729743419807,0.3,True,False,40
2008-05-12,122800.29749227568,68549.86078818025,2,-0.11592654869858922,0.3,True,False,40
2008-05-13,122021.09895602825,68273.43877216209,2,-0.12153621539530557,0.3,True,False,40
2008-05-14,122268.79600660509,68277.50266732709,2,-0.11975297552657137,0.3,True,False,40
2008-05-15,122144.8559136104,68281.56680439062,2,-0.1206452546822902,0.3,True,False,40
2008-05-16,121796.95992505047,68166.4571321647,2,-0.12314985453734709,0.3,True,False,40
2008-05-19,121396.20944603728,40898.45383410972,3,-0.1260349685503174,1.0,True,True,40
2008-05-20,121147.51914834768,40035.509519148385,3,-0.12782535908090584,1.0,True,True,40
2008-05-21,120892.13598136093,40037.89258519119,3,-0.12966393343661098,1.0,True,True,40
2008-05-22,121132.71209914079,40040.275793083165,3,-0.1279319591410299,1.0,True,True,40
2008-05-23,119431.52100228821,40066.82865191749,3,-0.14017930637903064,1.0,True,False,40
2008-05-27,120962.40848902403,40243.25027679249,3,-0.1291580221346841,1.0,True,False,40
2008-05-28,122167.11142304922,41139.22361890599,3,-0.12048503108803311,1.0,True,False,40
2008-05-29,123885.6913744173,41141.67238221664,3,-0.10811249665635586,1.0,True,False,40
2008-05-30,123840.39453760991,41144.12129128701,3,-0.10843860116641918,1.0,True,False,40
2008-06-02,124475.66877197257,41144.424959333344,3,-0.10386508549614008,1.0,True,False,40
2008-06-03,122126.95291138379,34346.9587997983,3,-0.12077414336815133,1.0,True,False,40
2008-06-04,122238.19918988034,34349.003261631624,3,-0.11997325050890507,1.0,True,False,40
2008-06-05,124302.18709350697,34351.047845159104,3,-0.10511402828659457,1.0,True,False,40
2008-06-06,121471.49253804324,34353.092550387984,3,-0.12549298465994008,1.0,True,False,40
2008-06-09,120298.80590633886,36386.99276304204,3,-0.13393548145316753,1.0,True,False,40
2008-06-10,120270.65543985876,35160.97180477159,3,-0.13413814448057895,1.0,True,False,40
2008-06-11,118249.38272087538,35163.06471975997,3,-0.14868984822384904,1.0,True,False,40
2008-06-12,117799.59378475453,35165.15775932662,3,-0.15192800371071633,1.0,True,False,40
2008-06-13,119167.92388000291,35167.25092347896,3,-0.1420770152804813,1.0,True,False,40
2008-06-16,119489.24989206604,35215.26951077506,3,-0.13976370006644087,1.0,True,False,40
2008-06-17,120488.46629505354,34555.81974953431,3,-0.13257006363374654,1.0,True,False,40
2008-06-18,120222.3241036963,34557.876643567026,3,-0.13448609519437787,1.0,True,False,40
2008-06-19,120620.13906945978,34559.93366003391,3,-0.1316221147566758,1.0,True,False,40
2008-06-20,118578.2877257866,34561.99079894224,3,-0.14632196973511438,1.0,True,False,40
2008-06-23,119028.0012761828,35887.77464258691,3,-0.14308435697101843,1.0,True,False,40
2008-06-24,117781.43007432012,35569.801469360566,3,-0.1520587693073811,1.0,True,False,40
2008-06-25,119759.75007922025,35571.918719448026,3,-0.13781629408356744,1.0,True,False,40
2008-06-26,115650.20317031385,35574.03609556228,3,-0.16740206377008188,1.0,True,False,40
2008-06-27,114733.59181908607,34624.6386621028,3,-0.17400100349034572,1.0,True,False,40
2008-06-30,114043.2071626315,40554.84387730782,3,-0.17897127439702426,1.0,True,False,40
2008-07-01,115231.21169056516,38590.28688205006,3,-0.170418499814063,1.0,True,False,40
2008-07-02,112019.24974493479,38592.5839229359,3,-0.1935423060320476,1.0,True,False,40
2008-07-03,111804.82773865052,38594.88110055036,3,-0.1950859896142688,1.0,True,False,40
2008-07-07,111245.88116734222,36008.28314706078,3,-0.19911000123704767,1.0,True,False,40
2008-07-08,112951.6377550921,37816.20165343094,3,-0.18682978576194254,1.0,True,False,40
2008-07-09,111154.91277630563,38081.28649973439,3,-0.19976490795197732,1.0,True,False,40
2008-07-10,112141.75541037848,38083.55324297842,3,-0.1926603537187025,1.0,True,False,40
2008-07-11,111937.8965693218,38085.82012114765,3,-0.19412799014037008,1.0,True,False,40
2008-07-14,112782.52444766121,37602.6101050632,3,-0.1880472794359365,1.0,True,False,40
2008-07-15,111785.2437604853,37121.94027006992,3,-0.19522698011282866,1.0,True,False,40
2008-07-16,115035.90567823476,37414.68000933026,3,-0.17182456204605162,1.0,True,False,40
2008-07-17,116624.42566569023,37416.90707361653,3,-0.1603883654207188,1.0,True,False,40
2008-07-18,115452.07341746661,37419.13427046615,3,-0.16882845489438814,1.0,True,False,40
2008-07-21,113824.18678251907,32018.104853403915,3,-0.18054806294970283,1.0,True,False,40
2008-07-22,112552.73529217912,32020.01069297852,3,-0.1897015953936928,1.0,True,False,40
2008-07-23,114427.06532663573,33318.62393767852,3,-0.1762077728519015,1.0,True,False,40
2008-07-24,115988.01989290003,33320.607189103386,3,-0.16497002735043978,1.0,True,False,40
2008-07-25,118614.9980035866,33322.59055857893,3,-0.14605768224839294,1.0,True,False,40
2008-07-28,115951.59276804839,34286.80563830444,3,-0.165232276340436,1.0,True,False,40
2008-07-29,116437.91240533782,34288.84651959244,3,-0.16173112618889696,1.0,True,False,40
2008-07-30,119996.14589519553,33333.62987138206,3,-0.13611441494182006,1.0,True,False,40
2008-07-31,117153.47700584058,32919.34837409492,3,-0.15657957787090215,1.0,True,False,40
2008-08-01,115926.8561950043,32921.307859117194,3,-0.16541036180074065,1.0,True,False,40
2008-08-04,112164.37153551319,41786.1259028637,3,-0.19249753395188424,1.0,True,False,40
2008-08-05,114268.51277692779,41788.61317226268,3,-0.1773492366976365,1.0,True,False,40
2008-08-06,114617.07743195888,38829.777965711066,3,-0.17483982292692143,1.0,True,False,40
2008-08-07,113456.3795546156,36192.2532575619,3,-0.18319600934744407,1.0,True,False,40
2008-08-08,115276.22901204914,36194.407558351035,3,-0.17009440761245262,1.0,True,False,40
2008-08-11,115075.88303596672,38414.956596300486,3,-0.17153675394341877,1.0,True,False,40
2008-08-12,114282.32749862835,38417.24320085979,3,-0.17724978067886463,1.0,True,False,40
2008-08-13,115077.91642321365,38914.64718231754,3,-0.17152211502382378,1.0,True,False,40
2008-08-14,115859.27366334188,38378.16566272076,3,-0.1658969072182567,1.0,True,False,40
2008-08-15,116756.06105273684,38380.45007734354,3,-0.15944068570563494,1.0,True,False,40
2008-08-18,115824.15137212144,38430.09398510182,3,-0.1661497623485044,1.0,True,False,40
2008-08-19,115042.08074931147,38432.38149069617,3,-0.17178010599415028,1.0,True,False,40
2008-08-20,115040.84690341118,38710.15475025224,3,-0.171788988793506,1.0,True,False,40
2008-08-21,115232.27566013903,38185.38452090307,3,-0.170410840001567,1.0,True,False,40
2008-08-22,115843.06487239405,38187.657460457885,3,-0.16601359880652888,1.0,True,False,40
2008-08-25,114388.2614077575,38241.12771171934,3,-0.17648713304228583,1.0,True,False,40
2008-08-26,113993.66663487311,38243.403969321225,3,-0.17932793041699369,1.0,True,False,40
2008-08-27,114716.40138530533,38595.57654784326,3,-0.17412476219803827,1.0,True,False,40
2008-08-28,114882.24973234514,37918.39033737282,3,-0.17293077388079223,1.0,True,False,40
2008-08-29,112890.29499806862,37920.647384416705,3,-0.1872714093086404,1.0,True,False,40
2008-09-02,112065.23748270507,37744.734368669204,3,-0.19321122753404418,1.0,True,False,40
2008-09-03,111538.44583614302,37746.98107904829,3,-0.1970037469220543,1.0,True,False,40
2008-09-04,109755.7235456852,30371.400108386464,3,-0.20983805986935092,1.0,True,False,40
2008-09-05,108422.36793716227,30373.20792982149,3,-0.21943725725495264,1.0,True,False,40
2008-09-08,107528.37592202704,30375.015858864932,3,-0.22587335409182077,1.0,True,False,40
2008-09-09,106947.04813639817,32870.219013470174,3,-0.23005849429321693,1.0,True,False,40
2008-09-10,108275.59490137493,32872.17557412574,3,-0.22049391710803368,1.0,True,False,40
2008-09-11,110571.47273866684,31380.788983669827,3,-0.20396525484230305,1.0,True,False,40
2008-09-12,109199.99795474093,31382.656887775996,3,-0.21383888275981278,1.0,True,False,40
2008-09-15,106943.2712284284,31384.524903066937,3,-0.23008568530278498,1.0,True,False,40
2008-09-16,109099.55371241139,32710.898999244782,3,-0.21456200876026255,1.0,True,False,40
2008-09-17,104512.51586306663,31173.299076488176,3,-0.24758536835738004,1.0,True,False,40
2008-09-18,108411.57260963426,39750.174492134865,3,-0.2195149758163936,1.0,True,False,40
2008-09-19,119889.08807825764,39752.540573949875,3,-0.13688515390289646,1.0,True,False,40
2008-09-22,126487.63297400996,35594.00607843938,3,-0.08938039635194671,1.0,True,False,40
2008-09-23,129766.29428427255,35596.12476927738,3,-0.0657764028812096,1.0,True,False,40
2008-09-24,112349.07097530378,46555.00214372264,3,-0.1911678313817469,1.0,True,False,40
2008-09-25,117630.26256485593,46557.773274802625,3,-0.1531470661970938,1.0,True,False,40
2008-09-26,119550.64065487814,46560.54457083088,3,-0.13932173091273645,1.0,True,False,40
2008-09-29,114626.03132640036,31064.409213634157,3,-0.17477536135375654,1.0,True,False,40
2008-09-30,120075.08393099088,31066.25828561116,3,-0.13554611809588663,1.0,True,False,40
2008-10-01,120246.97302415737,37752.91683561509,3,-0.13430864076936525,1.0,True,False,40
2008-10-02,118737.14928446047,35985.05931706344,3,-0.14517828124800175,1.0,True,False,40
2008-10-03,117783.40070918392,34198.72862396739,3,-0.15204458215962274,1.0,True,False,40
2008-10-06,114227.98702673483,40399.55641950032,3,-0.1776409928299205,1.0,True,False,40
2008-10-07,109767.34188094347,30126.596269918373,3,-0.209754416246657,1.0,True,False,40
2008-10-08,113072.40981741107,30128.389519696346,3,-0.185960314139027,1.0,True,False,40
2008-10-09,104532.38930604032,26846.865661253167,3,-0.24744229392126071,1.0,True,False,40
2008-10-10,109682.2666606002,26848.4636889711,3,-0.21036689638884742,1.0,True,False,40
2008-10-13,117209.3417836201,26850.06181180973,3,-0.15617739181837384,1.0,True,False,40
2008-10-14,130272.52247332613,26851.660029774717,3,-0.06213192553561674,1.0,True,False,40
2008-10-15,122799.88349382328,30431.76728489028,3,-0.11592952918844249,1.0,True,False,40
2008-10-16,126516.22448119809,41742.890014078715,3,-0.0891745581499724,1.0,True,False,40
2008-10-17,125249.2205598809,41745.37470991289,3,-0.09829607130918745,1.0,True,False,40
2008-10-20,129123.55723868599,41747.85955364562,3,-0.07040364540239914,1.0,True,False,40
2008-10-21,127447.41052696951,41750.34454528572,3,-0.08247069115534532,1.0,True,False,40
2008-10-22,122517.39033882326,35614.04682425831,3,-0.11796327587806757,1.0,True,False,40
2008-10-23,126688.5031408797,36150.56585675327,3,-0.08793427622590072,1.0,True,False,40
2008-10-24,125151.68459685394,36152.7176761495,3,-0.098998259799119,1.0,True,False,40
2008-10-27,122986.61047752273,36681.294898268156,3,-0.11458522976652406,1.0,True,False,40
2008-10-28,132341.28687607503,36683.478308678765,3,-0.047238315969379614,1.0,True,False,40
2008-10-29,127579.87811278892,37424.861603430676,3,-0.08151702021014018,1.0,True,False,40
2008-10-30,129207.87944022806,37427.08927376421,3,-0.0697965864517209,1.0,True,False,40
2008-10-31,134155.57077741215,37429.317076697174,3,-0.03417678221864426,1.0,True,False,40
2008-11-03,134217.60700246404,38760.43204089817,3,-0.03373016620298862,1.0,True,False,40
2008-11-04,136417.02602752377,38762.739209472034,3,-0.017895937719422855,1.0,True,False,40
2008-11-05,130035.76504281678,37066.615024177634,3,-0.06383640804083882,1.0,True,False,40
2008-11-06,123880.0765712001,36542.54732842114,3,-0.1081529191843137,1.0,True,False,40
2008-11-07,126231.4700074216,36544.72248004783,3,-0.09122458470158512,1.0,True,False,40
2008-11-10,125335.99268661017,36546.89776114783,3,-0.09767137466658248,1.0,True,False,40
2008-11-11,125287.71490580263,36549.07317172885,3,-0.09801893982050555,1.0,True,False,40
2008-11-12,120984.78208866516,35242.44496182563,3,-0.1289969483762593,1.0,True,False,40
2008-11-13,127080.8301811771,36133.19926605921,3,-0.0851098048879839,1.0,True,False,40
2008-11-14,123849.77799937778,35425.46964426454,3,-0.10837104701875276,1.0,True,False,40
2008-11-17,119385.1646379851,34874.45360600875,3,-0.14051303872183551,1.0,True,False,40
2008-11-18,118382.38408095657,34876.52946634244,3,-0.14773233448946935,1.0,True,False,40
2008-11-19,110823.63374910584,31418.16663011105,3,-0.20214987768658826,1.0,True,False,40
2008-11-20,102813.6952538824,27093.74325345838,3,-0.25981564979621724,1.0,True,False,40
2008-11-21,102581.63197527,36391.72830411578,3,-0.261486337798061,1.0,True,False,40
