date,portfolio_value,cash,positions_count,closed_count
2004-02-19,121577.15798481263,5.4967089949988186e-15,211,4974
2004-02-20,121517.28171553508,2.5504350950619388e-15,211,4979
2004-02-23,120989.06246978989,5.66383470426265e-15,209,4986
2004-02-24,120432.07255145979,2.31775222299957e-15,211,4989
2004-02-25,120539.56050929004,5.331761716260057e-15,210,4995
2004-02-26,121306.39837453893,2.606272007084722e-15,211,4999
2004-02-27,120860.23478706277,4.66348780271611e-15,211,5004
2004-03-01,121368.5360383957,5.803177774852989e-15,208,5012
2004-03-02,120495.40865895877,1.1912761704659515e-15,212,5013
2004-03-03,120447.38443441021,5.5092713334481965e-15,212,5018
2004-03-04,121076.38452093708,2.4906967006876483e-15,211,5024
2004-03-05,121653.15727444654,4.390154902741173e-15,212,5028
2004-03-08,121445.31097310317,2.644296525517042e-15,212,5033
2004-03-09,121505.54885274795,5.32726118281172e-15,210,5040
2004-03-10,119725.61214916514,3.7070189301276135e-15,210,5045
2004-03-11,117639.38619854093,4.5523207003466496e-15,210,5050
2004-03-12,119235.01882262973,3.1373992114368433e-15,211,5054
2004-03-15,117944.9789347128,3.579467224609573e-15,212,5058
2004-03-16,118685.12432612607,5.175652031464093e-15,209,5066
2004-03-17,120114.42998950991,4.583562911903719e-15,209,5071
2004-03-18,120112.261398596,3.9657972921288e-15,210,5075
2004-03-19,121308.32944907907,5.771993860627347e-15,208,5082
2004-03-22,119781.21281254257,3.1942613775964036e-15,210,5085
2004-03-23,119018.63878361802,4.61196140464231e-15,210,5090
2004-03-24,119011.92253675943,4.640890868496916e-15,209,5096
2004-03-25,121090.4336704715,4.5974277461832494e-15,209,5101
2004-03-26,120917.37005652745,2.914730713022297e-15,211,5104
2004-03-29,122241.55592419291,4.269936235275988e-15,211,5109
2004-03-30,122814.82870219104,2.47419472439304e-15,212,5113
2004-03-31,122524.15297712087,5.252845899775681e-15,210,5120
2004-04-01,123388.62614923004,4.72183521962014e-15,209,5126
2004-04-02,124239.16981989135,4.1019172016728126e-15,210,5130
2004-04-05,125196.23450892649,3.7142415602424855e-15,211,5134
2004-04-06,124856.89597054501,4.755182349688565e-15,210,5140
2004-04-07,124389.88321766793,5.96803959392168e-15,208,5147
2004-04-08,124749.28380944845,3.461992763059491e-15,210,5150
2004-04-12,125057.89863282273,2.792098859442333e-15,211,5154
2004-04-13,123129.67786906433,1.7253556161312235e-15,213,5157
2004-04-14,123685.53729581411,1.8035675582682143e-15,214,5161
2004-04-15,122729.5598308723,2.0939574938485016e-15,213,5167
2004-04-16,122815.29994270163,2.0113783017564117e-15,213,5172
2004-04-19,123578.13731267132,1.6612638523041402e-15,214,5176
2004-04-20,121972.8319287565,1.5443275637048024e-15,215,5180
2004-04-21,122310.84382110357,1.6056887837824891e-15,215,5185
2004-04-22,123875.03268075794,2.1487863877040975e-15,213,5192
2004-04-23,124566.57515483507,1.9761450645204172e-15,213,5197
2004-04-26,123846.51523952236,2.4221572288706624e-15,212,5203
2004-04-27,124022.35232262246,2.7805867362705026e-15,211,5209
2004-04-28,122764.57893001077,1.1955903887255945e-15,214,5211
2004-04-29,122157.91346177158,1.5929721841738874e-15,216,5214
2004-04-30,121152.35208918496,1.5029668420988392e-15,215,5220
2004-05-03,122541.7977947244,1.5693865536596984e-15,215,5225
2004-05-04,123316.68966250369,1.8053095103999275e-15,214,5231
2004-05-05,123079.67765908591,2.3532190341602475e-15,212,5238
2004-05-06,121604.32305204649,1.8080488708879577e-15,213,5242
2004-05-07,120159.0801271699,2.339835075047172e-15,212,5248
2004-05-10,118179.07967236753,1.3595401091686392e-15,214,5251
2004-05-11,119423.5682143369,2.1791316224412643e-15,213,5257
2004-05-12,119035.08718486651,1.0437604757846485e-15,215,5260
2004-05-13,118914.68502716205,2.3328695742863456e-15,213,5267
2004-05-14,118817.3521059852,1.4049719596675362e-15,214,5271
2004-05-17,117935.08585048206,1.940010195614445e-15,214,5276
2004-05-18,119151.57308658185,1.6386449365783695e-15,214,5281
2004-05-19,119146.54858841523,1.848755607442893e-15,214,5286
2004-05-20,119805.3791796622,2.0628632317652245e-15,213,5292
2004-05-21,119800.86125882274,1.9676982393242755e-15,213,5297
2004-05-24,119521.10740388779,1.627449377408555e-15,214,5301
2004-05-25,121174.21612505817,2.1471699437477683e-15,213,5307
2004-05-26,121447.82239745869,1.5660809443028917e-15,214,5311
2004-05-27,123077.27087635995,1.3384086170008177e-15,216,5314
2004-05-28,123542.18282292497,1.8315201785566632e-15,215,5320
2004-06-01,124393.6049650531,1.4757076553439285e-15,216,5324
2004-06-02,124846.01413800525,9.269621588946323e-16,218,5327
2004-06-03,123762.72141359953,7.839646858159486e-16,220,5330
2004-06-04,124708.27281583069,1.0445840828533503e-15,219,5336
2004-06-07,126684.861199213,1.2951350818379923e-15,217,5343
2004-06-08,126495.54043135939,1.0019824664632574e-15,218,5347
2004-06-09,124886.86889852096,1.1296516065890745e-15,218,5352
2004-06-10,125106.84168255792,6.499210365922036e-16,220,5355
2004-06-14,124145.65603869843,4.0015916954169955e-16,222,5358
2004-06-15,124793.9901231691,1.722179762015417e-16,225,5360
2004-06-16,124235.99235453382,3.3839281171737647e-16,224,5366
2004-06-17,123909.3382250546,2.1085030079241454e-16,225,5370
2004-06-18,122867.69472806399,2.006417214085172e-16,227,5373
2004-06-21,122957.7435245834,3.2580179842281773e-16,224,5381
2004-06-22,122753.9726369313,2.1617988224554692e-16,225,5385
2004-06-23,123887.65456609773,1.9721631298072883e-16,227,5388
2004-06-24,123578.82276535241,2.920686823618597e-16,225,5395
2004-06-25,123802.71099051864,1.8499641037326463e-16,226,5399
2004-06-28,124203.95185567327,2.646718045829459e-16,226,5404
2004-06-29,124815.85710566757,2.0321401743804757e-16,226,5409
2004-06-30,125780.45314342754,2.8976148147764724e-16,225,5415
2004-07-01,124645.32084239704,2.953119532158598e-16,224,5421
2004-07-02,124481.8172378147,2.3422185275538677e-16,225,5425
2004-07-06,123317.91176225594,1.0296575990582371e-16,228,5427
2004-07-07,123563.31793746914,4.378600337690424e-17,231,5429
2004-07-08,122089.07286357453,6.908966985571997e-17,232,5433
2004-07-09,122178.60372202971,6.228572939047997e-17,231,5439
2004-07-12,122209.04431979073,6.659213709149092e-17,231,5444
2004-07-13,122521.34619245453,6.408074836330483e-17,231,5449
2004-07-14,122368.551892129,6.543384249770575e-17,231,5454
2004-07-15,122225.46696194644,6.430286918243507e-17,231,5459
2004-07-16,121951.58201172104,7.719450898335438e-17,230,5465
2004-07-19,121242.84761321274,7.289457593497269e-17,230,5470
2004-07-20,121531.97913054569,6.06974331811275e-17,231,5474
2004-07-21,119613.02850121919,6.68935724548554e-17,231,5479
2004-07-22,119463.6535439113,4.902844012203951e-17,232,5483
2004-07-23,117521.73772353039,7.124503684473745e-17,231,5489
2004-07-26,116410.82467973174,7.133491772243602e-17,230,5495
2004-07-27,117285.02262499304,5.877729040775376e-17,231,5499
2004-07-28,117172.21413004003,6.617835384132221e-17,231,5504
2004-07-29,118263.24846343294,7.412718248900693e-17,230,5510
2004-07-30,118440.43685588062,8.560314274685211e-17,229,5516
2004-08-02,118605.18629948232,3.457473575402286e-17,232,5518
2004-08-03,118394.58773727047,8.667198865793083e-17,230,5525
2004-08-04,118347.32649489879,5.040824056647797e-17,231,5529
2004-08-05,117089.01501001515,6.106093014506844e-17,232,5533
2004-08-06,115585.89881634721,6.038820776162277e-17,231,5539
2004-08-09,114939.21220680044,4.8436502745219944e-17,232,5543
2004-08-10,117416.01410881872,7.560288882480478e-17,230,5550
2004-08-11,117359.20405558239,3.6543019537201435e-17,232,5553
2004-08-12,116632.39043589556,8.730059545006704e-17,229,5561
2004-08-13,116950.38701802926,4.456381527301722e-17,231,5564
2004-08-16,118609.27088829172,6.884508952043452e-17,231,5569
2004-08-17,119336.47095577772,6.896544535014365e-17,230,5575
2004-08-18,120537.22757111605,5.744793678730833e-17,231,5579
2004-08-19,119966.07780305351,4.552845722343814e-17,233,5582
2004-08-20,120754.15316556497,8.46478000412101e-17,230,5590
2004-08-23,120226.32977567513,6.978076118442898e-17,230,5595
2004-08-24,120009.54454277095,7.612277733603392e-17,230,5600
2004-08-25,121585.38284702318,7.296934244409885e-17,230,5605
2004-08-26,121611.29193394535,3.2480834069030274e-17,233,5607
2004-08-27,121810.48964785476,1.0413669672124096e-16,228,5617
2004-08-30,120680.87765125133,2.4870701561271147e-17,232,5618
2004-08-31,121377.47704894016,8.47066977943426e-17,232,5623
2004-09-01,121198.13840347517,8.904511818843204e-17,229,5631
2004-09-02,122562.67739835897,7.138601107114461e-17,230,5635
2004-09-03,121978.31713817325,6.612407000225095e-17,231,5639
2004-09-07,122722.09267821358,2.808622652446435e-17,234,5641
2004-09-08,122305.79110648444,2.26446372456487e-17,235,5645
2004-09-09,122630.44777759601,2.347034998550833e-17,235,5650
2004-09-10,123378.92458034014,5.462308708654645e-18,239,5651
2004-09-13,123368.56829570554,2.585580216203496e-17,236,5659
2004-09-14,123997.56188416037,1.3213376577454158e-17,237,5663
2004-09-15,122296.82579155995,2.300043603636652e-17,236,5669
2004-09-16,122699.44661186128,2.3333974240051415e-17,235,5675
2004-09-17,123136.26316757669,1.4354944824313655e-17,237,5678
2004-09-20,122927.89787327974,2.1998846182536084e-17,236,5684
2004-09-21,124464.39530959737,1.5042182684831018e-17,237,5688
2004-09-22,122882.65435369349,2.1793815665177557e-17,236,5694
2004-09-23,122959.78651541665,1.4980249016215143e-17,237,5698
2004-09-24,122379.25119331654,2.152793486881252e-17,236,5704
2004-09-27,121680.73662752903,1.486078971039197e-17,237,5708
2004-09-28,122445.14928052822,2.1740460164097835e-17,236,5714
2004-09-29,123344.78754077022,1.0804541900084821e-17,238,5717
2004-09-30,123253.85880625754,2.3471552412751497e-17,236,5724
2004-10-01,123715.80878380279,1.8726870425814107e-17,236,5729
2004-10-04,124357.13827786534,2.1316105836555367e-17,236,5734
2004-10-05,124670.9372421285,1.245814793558483e-17,238,5737
2004-10-06,125389.65573286015,2.135293244659602e-17,237,5743
2004-10-07,124291.1911250368,1.6395955306875218e-17,237,5748
2004-10-08,123275.46850161564,1.5971216182547407e-17,238,5752
2004-10-11,123884.28743780304,2.2145139122106922e-17,236,5759
2004-10-12,124540.69679005696,1.9528174023812858e-17,236,5764
2004-10-13,123720.57870049219,9.50716209927006e-18,239,5766
2004-10-14,123158.93352499069,2.0704317559867155e-17,238,5772
2004-10-15,123801.35444212715,1.1901354560915591e-17,238,5777
2004-10-18,125018.67709371414,2.0834986523480376e-17,237,5783
2004-10-19,124335.06659285208,1.592889082971125e-17,237,5788
2004-10-20,124228.88231284205,1.2942054775551212e-17,239,5791
2004-10-21,124373.34627705472,2.5474500039319097e-17,235,5800
2004-10-22,122511.91593711193,3.795824029808194e-18,239,5801
2004-10-25,122237.94142071075,2.6969220469061923e-17,235,5810
2004-10-26,124078.15235420421,1.2342380083725386e-17,237,5813
2004-10-27,125700.24481569749,2.108570835845034e-17,237,5818
2004-10-28,125539.31111705207,2.051884014890797e-17,236,5824
2004-10-29,125876.78677721827,2.4915115185649784e-17,235,5830
2004-11-01,126336.65315672374,5.510918385467576e-18,239,5831
2004-11-02,126699.97711111141,2.5132096534484572e-17,238,5837
2004-11-03,127499.32098707717,1.9956316882707546e-17,236,5844
2004-11-04,129560.9486636967,1.85719963804531e-17,237,5848
2004-11-05,129730.65143037993,1.9433536002698596e-17,237,5853
2004-11-08,130044.50526575909,1.5146087346715943e-17,238,5857
2004-11-09,130173.62448581478,2.1177691977294283e-17,237,5863
2004-11-10,130219.30374457211,1.7701979049487404e-17,237,5868
2004-11-11,131374.8806599394,1.987149598867362e-17,237,5873
2004-11-12,132007.2767190808,2.2741754734035107e-17,236,5879
2004-11-15,132259.99921609968,2.665441503740011e-17,235,5885
2004-11-16,131780.02720110107,1.0707201797867157e-17,238,5887
2004-11-17,132069.23253615823,2.865619481438638e-17,235,5895
2004-11-18,132373.16019265974,8.877780861727064e-18,238,5897
2004-11-19,130791.84535744926,2.926686664230211e-17,235,5905
2004-11-22,132109.84248263523,8.540036301478652e-18,238,5907
2004-11-23,132800.92372879418,2.5948108480430306e-17,237,5913
2004-11-24,133288.45397590892,1.6285341500561023e-17,237,5918
2004-11-26,133245.5850129639,1.0127926619163677e-17,239,5921
2004-11-29,132731.96536070548,8.177308511189687e-18,240,5925
2004-11-30,131779.0152720979,5.438833248539004e-18,242,5928
2004-12-01,133155.4068928154,6.976637400526285e-18,242,5933
2004-12-02,133728.29606287598,7.480512779873237e-18,241,5939
2004-12-03,134381.89199561454,5.948308620306925e-18,242,5943
2004-12-06,134073.6088912594,5.651556051491868e-18,243,5947
2004-12-07,132479.77666017512,7.926895292372625e-18,241,5954
2004-12-08,133130.8027485778,6.962414348098391e-18,241,5959
2004-12-09,133816.74280808817,3.196822276343702e-18,244,5961
2004-12-10,133802.56298394842,8.593501271798217e-18,241,5969
2004-12-13,135335.77346399007,4.940706907197101e-18,242,5973
2004-12-14,136625.9251668695,7.118285075714962e-18,242,5978
2004-12-15,136352.12430561215,6.021047924842683e-18,242,5983
2004-12-16,135965.98926287476,7.857088475957388e-18,241,5989
2004-12-17,135140.69714287322,5.6297792074588195e-18,242,5993
2004-12-20,135116.1523887559,1.0043418397931378e-17,239,6001
2004-12-21,136035.73195778852,5.021709198965698e-19,244,6001
2004-12-22,137368.00307392384,9.783658093894897e-18,243,6007
2004-12-23,137434.41074102712,4.608575114131348e-18,242,6013
2004-12-27,137433.07251215487,3.737169163852428e-18,243,6017
2004-12-28,139174.6353037164,2.3254765141309967e-18,245,6020
2004-12-29,139187.71579893603,2.8688905568670377e-18,245,6025
2004-12-30,138931.79361394522,2.1231382804957257e-18,246,6029
2004-12-31,138154.47410294344,2.5635143544056128e-18,246,6034
2005-01-03,137050.86863312544,2.2939718079622173e-18,246,6039
2005-01-04,134721.11733897953,2.0122083509674414e-18,247,6043
2005-01-05,134266.51907265992,2.559427296631443e-18,246,6049
2005-01-06,134325.66338511955,2.723718752318923e-18,245,6055
2005-01-07,135093.98295786898,2.670227612338202e-18,245,6060
2005-01-10,135231.3470128614,1.6968427177460164e-18,247,6063
2005-01-11,133620.59323820157,2.7575317358423954e-18,246,6069
2005-01-12,134441.89005067546,1.567923873465787e-18,247,6073
2005-01-13,134002.64740930742,2.1237411606051968e-18,248,6077
2005-01-14,134669.8787521367,1.9954447820260613e-18,247,6083
2005-01-18,135691.6030183597,1.2444926998064768e-18,249,6086
2005-01-19,134792.62769838533,7.7952335579715565e-19,251,6089
2005-01-20,134653.15627441063,8.117571213638371e-19,252,6093
2005-01-21,134393.15942953233,9.386524742526882e-19,251,6099
2005-01-24,133232.10219953608,8.832356446744142e-19,251,6104
2005-01-25,133707.61701136493,1.0530767062338348e-18,250,6110
2005-01-26,134473.9274876602,6.241186432985939e-19,252,6113
2005-01-27,134762.5817497163,1.2347549662405244e-18,249,6121
2005-01-28,134956.81663432362,5.289072001494306e-19,252,6123
2005-01-31,136461.11244950813,1.0356182459759189e-18,251,6129
2005-02-01,137557.36629249374,8.5803557877800385e-19,251,6134
2005-02-02,139985.55087925805,9.259311647626513e-19,251,6139
2005-02-03,139129.40467649308,9.023298601959567e-19,251,6144
2005-02-04,140438.1068315883,4.037635057510302e-19,254,6146
2005-02-07,140304.9613878664,1.1204244972036038e-18,251,6154
2005-02-08,140746.03229433778,8.572614793905173e-19,251,6159
2005-02-09,139390.60036550515,6.257860039933619e-19,253,6162
2005-02-10,139262.55403423944,1.0263763345945798e-18,251,6169
2005-02-11,140295.06366891597,6.816343826883195e-19,252,6173
2005-02-14,140764.1007757636,7.681617922850338e-19,253,6177
2005-02-15,141624.3704093744,5.612827971423545e-19,254,6181
2005-02-16,141412.7100216771,9.73903973118602e-19,252,6188
2005-02-17,140113.96541545133,7.380385253209516e-19,252,6193
2005-02-18,139776.71803939302,1.3476426445389875e-18,249,6201
2005-02-22,138072.84738215228,3.1789885227696026e-19,253,6202
2005-02-23,138342.48779104397,1.3612809759955272e-19,256,6204
2005-02-24,138792.0108596287,2.1336319555926543e-19,257,6208
2005-02-25,139605.97272418463,2.4147441484607597e-19,255,6215
2005-02-28,139481.6899516432,1.4132403583020696e-19,257,6218
2005-03-01,140576.38479481527,2.4629362649804823e-19,256,6224
2005-03-02,140110.14546209187,1.382301280844753e-19,257,6228
2005-03-03,139829.88269423993,2.1921389857940926e-19,257,6233
2005-03-04,141437.45562816638,1.5824169800145217e-19,257,6238
2005-03-07,142679.74866329823,2.3381777744019346e-19,256,6244
2005-03-08,141789.76095730896,2.342037094451485e-19,255,6250
2005-03-09,140462.42701757402,1.8867418593992124e-19,256,6254
2005-03-10,140817.71728204004,2.8455541949406505e-19,254,6261
2005-03-11,139732.1183644596,1.0347855625965657e-19,257,6263
2005-03-14,140873.25303364734,2.7530627369312223e-19,255,6270
2005-03-15,140103.09459789732,1.566517810905561e-19,256,6274
2005-03-16,137963.80845175844,1.921102028641552e-19,257,6278
2005-03-17,139251.39969193225,1.9923137335371553e-19,256,6284
2005-03-18,140646.56387958772,1.5628687562835385e-19,257,6288
2005-03-21,139705.72490953343,2.1606254421733793e-19,256,6294
2005-03-22,138338.02568378142,1.8010996847714118e-19,256,6299
2005-03-23,138168.6205858351,1.6334015543996718e-19,257,6303
2005-03-24,138665.37051374893,1.4241184287536815e-19,258,6307
2005-03-28,138914.0510239669,1.160074981288516e-19,259,6311
2005-03-29,137705.9463786077,4.9561125689288635e-20,262,6313
2005-03-30,139901.08734395186,8.737041688353075e-20,262,6318
2005-03-31,139177.12748761827,4.915352976888135e-20,263,6322
2005-04-01,138073.1583138428,1.0736926738785684e-19,260,6330
2005-04-04,139173.19903206071,7.46388538011764e-20,261,6334
2005-04-05,139975.17317125195,7.424063401940983e-20,262,6338
2005-04-06,140519.30797791886,7.444581222098334e-20,262,6343
2005-04-07,140994.1621738006,1.0325425805038698e-19,260,6350
2005-04-08,139865.70380933065,5.862408077920922e-20,262,6353
2005-04-11,140060.31711407524,8.544421260132688e-20,262,6358
2005-04-12,140757.79570236374,6.935562515630557e-20,262,6363
2005-04-13,138717.22730384092,7.797887031246091e-20,262,6368
2005-04-14,136654.26420051002,7.291697104717669e-20,262,6373
2005-04-15,133879.56106691805,6.098284046353975e-20,263,6377
2005-04-18,131411.28978379894,7.920939594761073e-20,262,6383
2005-04-19,133645.66104527182,5.2821674375830176e-20,263,6387
2005-04-20,131958.65723833916,8.313859362735452e-20,262,6393
2005-04-21,134793.15053950867,8.267556426230076e-20,261,6399
2005-04-22,134091.92689892836,8.30829068832783e-20,261,6404
2005-04-25,134774.77451228342,8.400422576939277e-20,261,6409
2005-04-26,133335.8454815895,6.705780784144558e-20,262,6413
2005-04-27,132810.49568897794,7.642962188843283e-20,262,6418
2005-04-28,132751.98181249315,5.626496282403523e-20,263,6422
2005-04-29,133957.84757896428,8.267452727371927e-20,262,6428
2005-05-02,133690.04531963143,5.2572571998313383e-20,263,6432
2005-05-03,133626.34024821038,8.621058396365315e-20,262,6438
2005-05-04,134520.05336114982,1.1729838103934534e-19,259,6446
2005-05-05,133833.7987911949,5.091771987879943e-20,262,6448
2005-05-06,134257.8155764236,7.941051601370344e-20,263,6452
2005-05-09,134962.49531004412,5.782559102072189e-20,263,6457
2005-05-10,133694.49584361704,8.538215675778235e-20,262,6463
2005-05-11,134054.54331396104,6.911635130457013e-20,262,6468
2005-05-12,133377.15230044187,7.860639342907614e-20,262,6473
2005-05-13,133307.56982881104,7.315105431468269e-20,262,6478
2005-05-16,134688.03090085307,4.849076916066618e-20,264,6481
2005-05-17,135026.6372616915,1.0056489209213351e-19,261,6489
2005-05-18,136278.4966192189,8.3306165756185e-20,261,6494
2005-05-19,137590.20460509273,9.144613233349915e-20,261,6499
2005-05-20,137645.20325050596,8.833807693437587e-20,261,6504
2005-05-23,138189.353864622,1.0710149962131627e-19,260,6510
2005-05-24,139813.27141491757,6.272633142804433e-20,262,6513
2005-05-25,139664.55808103434,1.002719947798109e-19,261,6519
2005-05-26,140141.51069359292,6.731163382323197e-20,262,6523
2005-05-27,140668.09042427747,9.959752299352344e-20,261,6529
2005-05-31,139831.13783566197,8.032789072541149e-20,262,6533
2005-06-01,140909.67272278204,4.016394536270588e-21,267,6533
2005-06-02,140855.49314649095,7.866418862326568e-20,264,6541
2005-06-03,139390.71528179545,3.562503947619119e-20,265,6545
2005-06-06,139156.76697376714,6.640170221396084e-20,264,6551
2005-06-07,138721.93246076148,5.458961387512449e-20,264,6556
2005-06-08,138700.03150373165,5.931586130261367e-20,264,6561
2005-06-09,139110.02492969067,2.3833348208124932e-20,267,6563
2005-06-10,137672.46936672728,6.197740536001597e-20,266,6569
2005-06-13,138464.98580622586,4.41858584107608e-20,265,6575
2005-06-14,139101.02885311103,6.323019615324607e-20,264,6581
2005-06-15,138823.2151245422,8.043183832614012e-20,262,6588
2005-06-16,139410.53081561544,6.48000764419401e-20,263,6592
2005-06-17,138522.07086910555,5.52089263473924e-20,264,6596
2005-06-20,138233.09869189264,5.916840747976617e-20,264,6601
2005-06-21,137968.96684896474,6.959556399244775e-20,263,6607
2005-06-22,137936.87119685963,5.440387477127378e-20,264,6611
2005-06-23,137386.255301146,5.0500185691526645e-20,265,6615
2005-06-24,135416.9418794792,5.193748270499982e-20,265,6620
2005-06-27,135177.98395677743,4.9891830501311925e-20,265,6625
2005-06-28,135746.68308687556,5.122553738798606e-20,265,6630
2005-06-29,135840.55662793262,6.097109694767311e-20,264,6636
2005-06-30,134783.3401000273,5.735877958098721e-20,264,6641
2005-07-01,135048.33908148305,3.648728577136736e-20,266,6644
2005-07-05,135919.16635133929,1.5691623381698737e-20,269,6646
2005-07-06,134217.37588807193,6.726447905560557e-21,272,6648
2005-07-07,134953.63181810727,1.2951676158989306e-20,271,6654
2005-07-08,136484.57899200037,8.16681244766386e-21,272,6658
2005-07-11,137411.58294708448,1.1154997499300163e-20,272,6663
2005-07-12,137832.34643986006,7.409448829650289e-21,273,6667
2005-07-13,138661.17477739826,1.1653473859197956e-20,272,6673
2005-07-14,139006.1861188888,9.310391630861622e-21,272,6678
2005-07-15,138771.48981942335,1.2501055460534079e-20,271,6684
2005-07-18,138324.91362446125,1.1379639766644136e-20,271,6689
2005-07-19,139252.62372656623,1.1775075175232617e-20,271,6694
2005-07-20,140013.26555903396,1.18996840390261e-20,271,6699
2005-07-21,139099.75961092167,7.419888557892502e-21,273,6702
2005-07-22,139699.21713301237,1.0841469470742423e-20,273,6707
2005-07-25,139200.97373311015,1.0282223357241229e-20,272,6713
2005-07-26,139121.88142603383,1.2614534546028375e-20,271,6719
2005-07-27,140846.30975792542,9.396253856069502e-21,272,6723
2005-07-28,142016.8868379953,9.555624474154791e-21,273,6727
2005-07-29,140787.47773276205,1.3276377853865968e-20,271,6734
2005-08-01,140530.89545023115,1.1810488382576077e-20,271,6739
2005-08-02,140917.44477182702,7.889783419746178e-21,273,6742
2005-08-03,140611.5347977627,1.0801358009944401e-20,273,6747
2005-08-04,138724.48014154562,8.636656805556148e-21,273,6752
2005-08-05,138252.23877057503,1.181236677588005e-20,272,6758
2005-08-08,137226.82696192444,7.721350886681652e-21,273,6762
2005-08-09,137755.6946818129,1.2278559047021465e-20,272,6768
2005-08-10,136305.87694011102,7.418502362859979e-21,273,6772
2005-08-11,137621.68845422062,1.1099262040907055e-20,273,6777
2005-08-12,137863.92225634772,8.25425502940223e-21,273,6782
2005-08-15,138456.10429051606,8.801217125019069e-21,274,6786
2005-08-16,136515.9887697651,1.3257502239060176e-20,271,6794
2005-08-17,136817.10950609445,1.4097465106771065e-20,270,6800
2005-08-18,137187.69073102472,8.61063985574965e-21,272,6803
2005-08-19,136647.8100282693,1.3414306763628187e-20,271,6809
2005-08-22,137507.40723722352,6.558059687553664e-21,273,6812
2005-08-23,138644.89048627822,1.4143280211634383e-20,271,6819
2005-08-24,138610.25401543378,1.11649222779163e-20,271,6824
2005-08-25,138449.9363084867,1.005921050780529e-20,272,6828
2005-08-26,137875.56593466608,1.2438994405508051e-20,271,6834
2005-08-29,138335.75040244075,1.3919182386775937e-20,270,6840
2005-08-30,137708.1087611902,8.375921695934614e-21,272,6843
2005-08-31,138258.6550044572,1.4848858519968514e-20,270,6850
2005-09-01,138168.2314094595,5.212263058240783e-21,273,6852
2005-09-02,137740.3359438242,1.2680625621422046e-20,273,6857
2005-09-06,140610.74844686835,5.447691517349925e-21,276,6859
2005-09-07,140917.60306020643,4.4691655885793836e-21,277,6863
2005-09-08,140934.23809756147,4.674961651919512e-21,277,6868
2005-09-09,141603.54180828357,2.90542686043273e-21,279,6871
2005-09-12,141449.16494296739,3.956355409949218e-21,279,6876
2005-09-13,140574.68192231236,3.3907360073625334e-21,279,6881
2005-09-14,140367.3810271542,4.330640585090412e-21,278,6887
2005-09-15,139972.51689397753,3.1519605973874663e-21,279,6891
2005-09-16,142611.48212416613,2.58247076086018e-21,281,6894
2005-09-19,141792.96118007076,3.593828604891268e-21,280,6900
2005-09-20,140211.3893101044,4.200402292564948e-21,278,6907
2005-09-21,138968.31241493925,3.1378753913402056e-21,279,6911
2005-09-22,139147.30438946246,4.2867885184205435e-21,278,6917
2005-09-23,140416.52167473047,3.0556889875205895e-21,279,6921
2005-09-26,140592.697132213,3.820799838569486e-21,279,6926
2005-09-27,140935.1395367697,1.9400308164722148e-21,281,6929
2005-09-28,142135.27203305147,5.144468322434272e-21,277,6938
2005-09-29,144213.22397613025,2.5826212829870165e-21,279,6941
2005-09-30,144752.41442658505,3.116731298260836e-21,281,6944
2005-10-03,145922.13252602454,3.242020111974496e-21,280,6950
2005-10-04,144217.7802649431,3.764280806493285e-21,279,6956
2005-10-05,142337.53874379766,2.7371237767558696e-21,280,6960
2005-10-06,141441.02440046103,4.008133500010629e-21,279,6966
2005-10-07,141541.09303172483,3.272047344554566e-21,279,6971
2005-10-10,140934.06862182415,3.0452161921483947e-21,280,6975
2005-10-11,140637.35323059335,3.1416172943371485e-21,280,6980
2005-10-12,139823.4738450502,3.0550673887158712e-21,280,6985
2005-10-13,140059.54297473608,3.6724175140457805e-21,279,6991
2005-10-14,142129.59824635022,2.6801634925613413e-21,280,6995
2005-10-17,142945.66885891292,3.987930636101574e-21,279,7001
2005-10-18,141772.49991556266,3.26383254514886e-21,279,7006
2005-10-19,143426.7464844907,4.9962657689217806e-21,277,7013
2005-10-20,141933.8309120074,1.8521240248105687e-21,280,7015
2005-10-21,143012.2597189833,4.997241527382024e-21,278,7022
2005-10-24,145817.4747892841,3.799992998063407e-21,278,7027
2005-10-25,145033.32906022042,2.8486893497410988e-21,280,7030
2005-10-26,143843.72156777265,4.661116534219862e-21,278,7037
2005-10-27,141609.72632405692,3.066394780212782e-21,279,7041
2005-10-28,143357.65536828726,3.354104756981052e-21,280,7045
2005-10-31,144579.43938830745,3.16825953417987e-21,280,7050
2005-11-01,144661.54520444412,3.9256006187248424e-21,279,7056
2005-11-02,145857.13213983327,4.3143285340520255e-21,278,7062
2005-11-03,146480.12443663419,2.5266415773069743e-21,280,7065
2005-11-04,146012.362021599,3.973061058374433e-21,280,7070
2005-11-07,146300.30669855297,5.180101795260329e-21,277,7078
2005-11-08,145819.84781354715,3.915316145479189e-21,278,7082
2005-11-09,146563.62488709347,3.672985230290976e-21,279,7086
2005-11-10,147389.4523971913,3.8544792630834096e-21,279,7091
2005-11-11,148039.0450454368,3.777914793559688e-21,279,7096
2005-11-14,147664.97511206285,3.812103929550231e-21,279,7101
2005-11-15,147802.99095869713,4.496783310785966e-21,278,7107
2005-11-16,148812.23557773294,4.196237120302248e-21,278,7112
2005-11-17,151015.39088096077,5.171091122505575e-21,277,7118
2005-11-18,151445.39312212646,2.0423882402494006e-21,280,7120
