date,value,cash,positions,drawdown,leverage,in_protection,risk_on,regime_score,universe_size
2022-02-03,1107416.9641673535,530041.8097348977,2,-0.08917120068545227,0.7579480541200269,False,False,0.33607918469934567,40
2022-02-04,1117987.4037657466,318064.64736721036,3,-0.08047722080329432,0.7521581613389566,False,False,0.35641470290837524,40
2022-02-07,1125225.411207354,318105.6676094303,3,-0.07452410120987561,0.7524529103378823,False,False,0.35117468436134913,40
2022-02-08,1111761.1435586582,318146.6931419593,3,-0.08559819807937052,0.7402897120403302,False,False,0.3724664045854619,40
2022-02-09,1111792.8481122218,318187.7239654796,3,-0.08557212170399472,0.7233776072710374,False,False,0.38249522012070064,40
2022-02-10,1102334.249334785,674822.1109905451,2,-0.09335163425113045,0.6976973266112125,False,False,0.33766449264996473,40
2022-02-11,1105719.4081362197,528038.8012221408,2,-0.09056740732815009,0.681253434232412,False,False,0.32456846085561397,40
2022-02-14,1096921.6626168182,450211.5221863868,2,-0.09780338099244773,0.6820963264089781,False,False,0.33168295441447043,40
2022-02-15,1090443.3640267402,270161.1815072205,3,-0.10313165491033778,0.6751644370979502,False,False,0.3584619163623951,40
2022-02-16,1091856.182289866,270196.0237230895,3,-0.10196963951424881,0.6833717045928115,False,False,0.36967884882758845,40
2022-02-17,1088637.0480127535,270230.8704324982,3,-0.10461731451231,0.6552426691590211,False,False,0.3520999783036527,40
2022-02-18,1085143.9841827236,365865.4369531028,3,-0.10749029121140491,0.6840570609833272,False,False,0.3548826803817045,40
2022-02-22,1079704.3884686143,659728.0857017837,2,-0.11196425232393303,0.6770201503538582,False,False,0.3292299623763511,40
2022-02-23,1078351.1103976923,501827.0213414144,2,-0.11307729707614467,0.663529076333814,False,False,0.3138947932137699,40
2022-02-24,1073646.7250771844,501891.7410961509,2,-0.11694656201576291,0.6427872389848062,False,False,0.3288192836668127,40
2022-02-25,1093792.1351254068,501956.4691976811,2,-0.10037735616138273,0.6100651397501726,False,False,0.3391181321220161,40
2022-02-28,1104620.0954494998,449559.0530423088,2,-0.09147157051772992,0.6547123866475303,False,False,0.32915514911463206,40
2022-03-01,1121660.9131688424,449620.24302452843,2,-0.07745583114866843,0.670247080192745,False,False,0.2827907796794264,40
2022-03-02,1137828.7866412923,449681.44133538456,2,-0.06415807135369062,0.6422451035880854,False,False,0.29982615072115126,40
2022-03-03,1144972.8700728826,449742.64797601075,2,-0.05828220242198168,0.6523957111076834,False,False,0.287983298415796,40
2022-03-04,1162688.1271468168,449803.8629475408,2,-0.04371174987131837,0.6904174041914501,False,False,0.30473160437421287,40
2022-03-07,1182696.5051796727,469689.53885368846,2,-0.02725525017014197,0.6324412328471997,False,False,0.23885947451477926,40
2022-03-08,1205082.2888444387,469753.4688186991,2,-0.008843380822967385,0.6311248191513298,False,False,0.23000176154200414,40
2022-03-09,1207878.9684471847,528110.4909593457,2,-0.006543166534168026,0.5811961365234661,False,False,0.2517756262608491,40
2022-03-10,1212565.3218066217,528182.3726650596,2,-0.0026887325299452757,0.600000146207597,False,False,0.2358055632921491,40
2022-03-11,1207862.5192477866,528254.2641546724,2,-0.006556695679035944,0.608161533390783,False,False,0.23162965474443553,40
2022-03-14,1176031.5118720103,493839.15401894454,2,-0.03273707684273777,0.6263535304852248,False,False,0.2305972953120769,40
2022-03-15,1139487.5620251694,493906.37101490825,2,-0.06279376103506976,0.5885342344066502,False,False,0.2535715479051012,40
2022-03-16,1137181.805844048,516801.2146523518,2,-0.0646902004087811,0.5742737898132727,False,False,0.2679310423327696,40
2022-03-17,1150817.4720247674,516871.55703990173,2,-0.053475131598112464,0.5648578096135106,False,False,0.2804899253570297,40
2022-03-18,1152245.91572721,516941.9090018322,2,-0.05230026458371519,0.584826390340965,False,False,0.31230218011707495,40
2022-03-21,1172116.014161552,310202.6327245368,3,-0.03595749714848684,0.5882561994819626,False,False,0.3507387635444098,40
