symbol,strategy,entry_date,exit_date,exit_reason,pnl,return
JPM,COMPASS,2006-10-19,2006-10-26,hold_expired,278.93601874646396,0.019202194826166794
GS,COMPASS,2006-10-19,2006-10-26,hold_expired,1002.3490476250331,0.07403507787896656
PFE,COMPASS,2006-10-25,2006-11-01,hold_expired,-1024.2108369002208,-0.03244647236192497
MSFT,COMPASS,2006-10-27,2006-11-03,hold_expired,163.78375654523865,0.013761608348863441
BAC,COMPASS,2006-10-27,2006-11-03,hold_expired,-65.43261381922062,-0.0050269570651850105
AAPL,COMPASS,2006-10-27,2006-11-03,hold_expired,-132.24023017632157,-0.02636528857805979
JPM,COMPASS,2006-10-27,2006-11-03,hold_expired,-91.05964869562177,-0.008457903415521696
PFE,COMPASS,2006-11-01,2006-11-08,hold_expired,370.79116174901674,0.011914086178378448
FNMA,COMPASS,2006-11-03,2006-11-10,trailing_stop,427.75043805983444,0.03567754318404509
AAPL,COMPASS,2006-11-03,2006-11-10,hold_expired,392.720887777344,0.06169368817786906
GS,COMPASS,2006-11-03,2006-11-10,hold_expired,-3.25718244965092,-0.0003742207435999369
PG,COMPASS,2006-11-03,2006-11-10,hold_expired,111.71422264519136,0.004731714618949312
MSFT,COMPASS,2006-11-09,2006-11-16,hold_expired,336.67676789117945,0.010620091370413476
CMCSA,COMPASS,2006-11-13,2006-11-20,hold_expired,67.54914594479797,0.008405197845349209
GS,COMPASS,2006-11-13,2006-11-20,hold_expired,325.69543937542386,0.05177673279168356
IBM,COMPASS,2006-11-13,2006-11-20,hold_expired,129.3936204940966,0.012816610812160463
PG,COMPASS,2006-11-13,2006-11-20,hold_expired,121.1001209853006,0.006956075414323019
MSFT,COMPASS,2006-11-16,2006-11-24,hold_expired,314.23987689654166,0.009840785230632887
AAPL,COMPASS,2006-11-20,2006-11-28,hold_expired,904.3334592802325,0.06175533349547516
AIG,COMPASS,2006-11-20,2006-11-28,hold_expired,-669.7364758217166,-0.028781838711096495
CSCO,COMPASS,2006-11-20,2006-11-28,hold_expired,-30.618442359815166,-0.002950907763772108
TWX,COMPASS,2006-11-20,2006-11-28,hold_expired,-358.1113907512176,-0.01538630220473801
AIG,COMPASS,2006-11-28,2006-12-05,hold_expired,90.56320975988265,0.008825547808675427
MSFT,COMPASS,2006-11-28,2006-12-05,hold_expired,-130.28304386122895,-0.008846413158501638
TWX,COMPASS,2006-11-28,2006-12-05,hold_expired,187.75421261921576,0.018829999989967868
CSCO,COMPASS,2006-11-28,2006-12-05,hold_expired,1.2429783128642498,0.0003700233333900419
IBM,COMPASS,2006-11-28,2006-12-05,hold_expired,411.22448944379414,0.03426383554181452
CSCO,COMPASS,2006-12-05,2006-12-12,hold_expired,6.335549877652861,0.0014790007941712085
MSFT,COMPASS,2006-12-05,2006-12-12,hold_expired,140.6884471103021,0.010298540307970006
TWX,COMPASS,2006-12-05,2006-12-12,hold_expired,396.938168097532,0.03599240497931358
AAPL,COMPASS,2006-12-05,2006-12-12,hold_expired,-430.56851542449624,-0.056206809520093916
AMZN,COMPASS,2006-12-05,2006-12-12,hold_expired,-76.58283746134786,-0.013340186185459929
CSCO,COMPASS,2006-12-12,2006-12-19,hold_expired,100.63725536326672,0.02031011950817338
IBM,COMPASS,2006-12-12,2006-12-19,hold_expired,182.72079848022315,0.019974402765630166
AIG,COMPASS,2006-12-12,2006-12-19,hold_expired,213.64799403265513,0.01589260204363856
MSFT,COMPASS,2006-12-12,2006-12-19,hold_expired,190.4308090208021,0.01902841001285892
GS,COMPASS,2006-12-12,2006-12-19,hold_expired,28.63634368859909,0.006199965484749652
TWX,COMPASS,2006-12-19,2006-12-27,hold_expired,85.18130077414911,0.008211655658375545
IBM,COMPASS,2006-12-19,2006-12-27,hold_expired,134.05119192557743,0.012499902548133197
MSFT,COMPASS,2006-12-19,2006-12-27,hold_expired,10.650436236140221,0.0010004567929637483
CSCO,COMPASS,2006-12-19,2006-12-27,hold_expired,-69.56407946511327,-0.011943156438855575
GS,COMPASS,2006-12-19,2006-12-27,hold_expired,18.587928073963944,0.0035279403874518248
CMCSA,COMPASS,2006-12-27,2007-01-03,universe_rotation,-36.363655510499214,-0.0039695902830748945
TWX,COMPASS,2006-12-27,2007-01-05,hold_expired,54.04328896680568,0.005882113823465591
IBM,COMPASS,2006-12-27,2007-01-05,hold_expired,20.26279036327332,0.0022637709904405725
CSCO,COMPASS,2006-12-27,2007-01-05,hold_expired,370.6107697970599,0.042856673931314954
MSFT,COMPASS,2006-12-27,2007-01-05,hold_expired,-101.5012135854156,-0.012658406758424286
AMZN,COMPASS,2007-01-03,2007-01-10,hold_expired,-1321.4005367695738,-0.04005167337811907
TWX,COMPASS,2007-01-05,2007-01-12,hold_expired,331.60857746948847,0.022492576089532715
IBM,COMPASS,2007-01-05,2007-01-12,hold_expired,432.5008115565134,0.019708499966596144
AIG,COMPASS,2007-01-05,2007-01-12,hold_expired,-34.676637122741184,-0.0015458328676079527
CSCO,COMPASS,2007-01-12,2007-01-17,position_stop,-874.1474517590767,-0.06708150644551301
GS,COMPASS,2007-01-05,2007-01-22,hold_expired,750.9772372878441,0.07172128730199809
TWX,COMPASS,2007-01-12,2007-01-22,hold_expired,-129.25992874030314,-0.008799004324073854
IBM,COMPASS,2007-01-12,2007-01-22,hold_expired,-334.57915332376064,-0.0224488109128735
AIG,COMPASS,2007-01-12,2007-01-22,hold_expired,-169.1792690794067,-0.008583060761779159
CSCO,COMPASS,2007-01-17,2007-01-24,hold_expired,-110.87953598283782,-0.0033359449405745544
TWX,COMPASS,2007-01-23,2007-01-30,hold_expired,-184.4301423525066,-0.01870000757153751
IBM,COMPASS,2007-01-23,2007-01-30,hold_expired,165.96792481834237,0.02358870582210032
MSFT,COMPASS,2007-01-23,2007-01-30,hold_expired,-64.98862937376843,-0.008458167951695945
GS,COMPASS,2007-01-23,2007-01-30,hold_expired,-134.2404252347786,-0.01815198438183986
HPQ,COMPASS,2007-01-24,2007-01-31,hold_expired,680.1388602344242,0.0209956905785688
TWX,COMPASS,2007-01-30,2007-02-06,hold_expired,-199.6678804522506,-0.01950989594546107
GS,COMPASS,2007-01-30,2007-02-06,hold_expired,189.7831672895805,0.02811519686043176
DIS,COMPASS,2007-01-30,2007-02-06,hold_expired,47.33539023798856,0.004280668959245326
PG,COMPASS,2007-01-30,2007-02-06,hold_expired,-0.45085065850029277,0.0
MSFT,COMPASS,2007-01-31,2007-02-07,hold_expired,-1569.0103927217037,-0.048282532829488085
TWX,COMPASS,2007-02-06,2007-02-13,hold_expired,-118.13790220452046,-0.005090253992760195
IBM,COMPASS,2007-02-06,2007-02-13,hold_expired,-243.62575279115674,-0.012656962777196464
HPQ,COMPASS,2007-02-06,2007-02-13,hold_expired,225.89818760706177,0.013806152491488224
GOOG,COMPASS,2007-02-06,2007-02-13,hold_expired,-289.5079224647431,-0.0262577867352177
MSFT,COMPASS,2007-02-08,2007-02-15,hold_expired,328.53784741282794,0.01032667501938474
IBM,COMPASS,2007-02-14,2007-02-22,hold_expired,-84.6857380481442,-0.007056954223748678
TWX,COMPASS,2007-02-14,2007-02-22,hold_expired,67.92548587200658,0.005586299293786775
DIS,COMPASS,2007-02-14,2007-02-22,hold_expired,120.62146515977494,0.01179800195467446
GS,COMPASS,2007-02-14,2007-02-22,hold_expired,57.7568391141625,0.007221188412471229
CVX,COMPASS,2007-02-15,2007-02-23,hold_expired,-130.7992113817066,-0.004063983117462203
GS,COMPASS,2007-02-22,2007-02-27,position_stop,-1373.5979206119516,-0.1048997219583199
TWX,COMPASS,2007-02-22,2007-02-27,position_stop,-1036.6279852177297,-0.060709354631038236
IBM,COMPASS,2007-02-22,2007-03-01,position_stop,-1719.5415696539965,-0.06324839595420477
HPQ,COMPASS,2007-02-22,2007-03-01,hold_expired,-465.26596681413844,-0.045365135639714484
HD,COMPASS,2007-02-26,2007-03-02,regime_reduce,-1380.701713618841,-0.043638372795293943
AMZN,COMPASS,2007-03-01,2007-03-08,hold_expired,-102.74537826260352,-0.019305031626209255
IBM,COMPASS,2007-03-01,2007-03-08,hold_expired,92.67965443680053,0.00791132215369998
GS,COMPASS,2007-03-01,2007-03-08,hold_expired,6.441217221392614,0.00140236832652895
MRVL,COMPASS,2007-03-08,2007-03-15,hold_expired,-154.55331519551086,-0.03461089900917286
HD,COMPASS,2007-03-08,2007-03-15,hold_expired,-411.4298053319485,-0.03376238767438423
DIS,COMPASS,2007-03-08,2007-03-15,hold_expired,-127.54876298929312,-0.025943901506686264
DIS,COMPASS,2007-03-15,2007-03-22,hold_expired,280.6419610825096,0.0455755907307947
VLO,COMPASS,2007-03-15,2007-03-22,hold_expired,224.8040974242671,0.03619214384938881
AIG,COMPASS,2007-03-15,2007-03-22,hold_expired,157.38286178157253,0.017300176624293534
COP,COMPASS,2007-03-16,2007-03-23,hold_expired,1283.2146140204356,0.05984102237544191
QCOM,COMPASS,2007-03-22,2007-03-29,hold_expired,-284.3308382040752,-0.02537456323529916
VLO,COMPASS,2007-03-22,2007-03-29,hold_expired,564.2544774493592,0.03891580541031945
UNH,COMPASS,2007-03-22,2007-03-29,hold_expired,-768.1036154817033,-0.05065645406318542
TXN,COMPASS,2007-03-23,2007-03-30,hold_expired,-1240.0308837188686,-0.040178523586441466
QCOM,COMPASS,2007-03-29,2007-04-05,hold_expired,244.81442281421255,0.02485201046718934
DIS,COMPASS,2007-03-29,2007-04-05,hold_expired,202.5389672099091,0.015120686098217817
VLO,COMPASS,2007-03-29,2007-04-05,hold_expired,135.95017259081138,0.013355607491117378
RIG,COMPASS,2007-03-30,2007-04-09,hold_expired,244.3417651264102,0.008078199653207035
UNH,COMPASS,2007-03-29,2007-04-13,hold_expired,18.638760142745646,0.0020819224664061007
VLO,COMPASS,2007-04-05,2007-04-13,hold_expired,633.5166704845632,0.03620726371517756
QCOM,COMPASS,2007-04-05,2007-04-13,hold_expired,-213.85074371681887,-0.01732144579736056
COP,COMPASS,2007-04-05,2007-04-13,hold_expired,626.4076293938643,0.03796355135385813
RIG,COMPASS,2007-04-10,2007-04-17,hold_expired,-698.7910937721713,-0.02267260358116638
VLO,COMPASS,2007-04-16,2007-04-23,hold_expired,184.06899106134153,0.019724794044709046
QCOM,COMPASS,2007-04-16,2007-04-23,hold_expired,-104.11631763448938,-0.011523386407302943
UNH,COMPASS,2007-04-16,2007-04-23,hold_expired,12.788661161624038,0.0018570173968753723
WMT,COMPASS,2007-04-16,2007-04-23,hold_expired,209.30876910218825,0.01789041781011903
RIG,COMPASS,2007-04-17,2007-04-24,hold_expired,781.6890736001418,0.025530830763058253
VLO,COMPASS,2007-04-23,2007-04-30,hold_expired,358.77325693957226,0.02916176194364181
SLB,COMPASS,2007-04-23,2007-04-30,hold_expired,-112.30513892000332,-0.00965837598464771
PFE,COMPASS,2007-04-23,2007-04-30,hold_expired,81.28691191139808,0.004174803457438474
AMZN,COMPASS,2007-04-23,2007-04-30,hold_expired,4365.123133989328,0.3698904563343079
JPM,COMPASS,2007-04-25,2007-05-02,hold_expired,-165.16456543749726,-0.005111476609253378
VLO,COMPASS,2007-05-01,2007-05-08,hold_expired,392.13753950923336,0.03527761272997047
TXN,COMPASS,2007-05-01,2007-05-08,hold_expired,84.31762458026388,0.009471957901942689
SLB,COMPASS,2007-05-01,2007-05-08,hold_expired,128.82386304914002,0.01083576922686545
QCOM,COMPASS,2007-05-01,2007-05-08,hold_expired,110.61461874777058,0.009139085064523215
JPM,COMPASS,2007-05-02,2007-05-09,hold_expired,401.24292597525186,0.012369323655094088
VLO,COMPASS,2007-05-08,2007-05-15,hold_expired,-198.57897856978903,-0.01060945818158552
TXN,COMPASS,2007-05-08,2007-05-15,hold_expired,660.512831435359,0.04265030066112686
SLB,COMPASS,2007-05-08,2007-05-15,hold_expired,252.2604198880584,0.011791513090191543
QCOM,COMPASS,2007-05-10,2007-05-17,hold_expired,669.9086813704262,0.020724349877187007
VLO,COMPASS,2007-05-16,2007-05-23,hold_expired,344.01806044214743,0.03443012717654008
TXN,COMPASS,2007-05-16,2007-05-23,hold_expired,-283.5381971027622,-0.03845078990432135
AAPL,COMPASS,2007-05-16,2007-05-23,hold_expired,604.7381936085709,0.051704983031304816
SLB,COMPASS,2007-05-16,2007-05-24,trailing_stop,428.5702309167779,0.03071909514949386
EBAY,COMPASS,2007-05-17,2007-05-24,hold_expired,-275.8154151771677,-0.0081867231244125
VLO,COMPASS,2007-05-23,2007-05-31,hold_expired,32.617832009848144,0.001476106575232855
TXN,COMPASS,2007-05-23,2007-05-31,hold_expired,242.09114193331078,0.009997485435026706
