symbol,entry_date,exit_date,entry_price,exit_price,shares,pnl_pct,pnl_dollar,hold_days,exit_reason
INTU,2003-04-25,2003-04-29,16.404287338256836,17.065040588378906,1417,0.0402793023858532,923.968147888565,2,mean_reverted_sma
PFE,2003-04-25,2003-04-30,11.346290588378906,11.488260269165039,2049,0.012512431237354349,277.4402769893647,3,mean_reverted_sma
MU,2003-04-25,2003-05-01,8.478804588317871,8.312938690185547,2742,-0.019562415480226414,-469.4968846927643,4,mean_reverted_ibs
AMGN,2003-04-30,2003-05-01,41.749942779541016,42.587642669677734,566,0.020064695526893495,463.45912314453125,1,mean_reverted_sma
AMGN,2003-05-07,2003-05-09,40.55804443359375,41.70906066894531,585,0.028379480604301177,662.549246383667,2,mean_reverted_sma
AIG,2003-05-07,2003-05-09,671.3977661132812,667.8359375,35,-0.005305094525262843,-134.10863739013672,2,mean_reverted_ibs
GS,2003-05-08,2003-05-09,52.57592010498047,53.24320983886719,451,0.012691926885051386,290.5007844619751,1,mean_reverted_ibs
GE,2003-05-08,2003-05-09,78.3991928100586,79.85870361328125,302,0.01861640089533423,430.60948562927246,1,mean_reverted_sma
WFC,2003-05-08,2003-05-12,12.491198539733887,12.761824607849121,1900,0.021665340379819042,500.7933806228638,2,mean_reverted_sma
PG,2003-05-13,2003-05-14,23.71036720275879,23.923683166503906,1018,0.008996738090175871,205.4213584373474,1,mean_reverted_ibs
INTU,2003-05-12,2003-05-15,17.126710891723633,18.41737937927246,1407,0.07535997400251171,1803.154454978943,3,mean_reverted_sma
HD,2003-05-19,2003-05-20,16.609312057495117,18.14776611328125,1443,0.0926259950117494,2207.0723097393034,1,mean_reverted_sma
WMT,2003-05-14,2003-05-22,11.666084289550781,11.449644088745117,2071,-0.01855294333845403,-461.9641905628205,6,mean_reverted_sma
GE,2003-05-16,2003-05-22,76.69187927246094,76.36146545410156,318,-0.004308328619585966,-115.44178696289062,4,mean_reverted_sma
AMAT,2003-05-16,2003-05-22,10.365961074829102,10.054473876953125,2355,-0.030049041823274614,-747.8803758602143,4,mean_reverted_sma
MSFT,2003-05-14,2003-05-23,15.700459480285645,14.84250259399414,1539,-0.054645336167951086,-1332.8747717290878,7,time_stop
NOC,2003-05-21,2003-05-23,24.41871452331543,25.025598526000977,994,0.0248532330441098,591.4251692352294,2,mean_reverted_sma
WFC,2003-05-22,2003-05-27,12.491198539733887,12.79896354675293,1956,0.024638548978311192,588.1828423210144,2,mean_reverted_sma
IBM,2003-05-23,2003-05-27,42.83525848388672,44.05609130859375,573,0.028500652684663175,688.4334598709107,1,mean_reverted_sma
NOC,2003-05-29,2003-05-30,24.320363998413086,24.75507926940918,1020,0.017874538021900532,431.35818598937993,1,mean_reverted_sma
PFE,2003-05-29,2003-06-03,11.739164352416992,11.893037796020508,2113,0.013107699916632853,310.92161770629883,3,mean_reverted_sma
IBM,2003-06-05,2003-06-09,41.14719009399414,41.197410583496094,607,0.0012205083600418387,19.273202605438232,2,mean_reverted_ibs
MSFT,2003-06-05,2003-06-10,14.762833595275879,15.124403953552246,1691,0.024491934826933903,597.9256121063232,3,mean_reverted_sma
NOC,2003-06-05,2003-06-10,24.27239227294922,24.026817321777344,1029,-0.010117459721741606,-264.6946020904541,3,mean_reverted_ibs
AMZN,2003-06-06,2003-06-10,1.6675000190734863,1.7035000324249268,14838,0.021589213157216625,494.4884183558465,2,mean_reverted_ibs
COST,2003-06-06,2003-06-11,23.55100440979004,23.537654876708984,1050,-0.0005668349786179805,-26.005628185272215,3,mean_reverted_ibs
AIG,2003-06-09,2003-06-11,682.0433959960938,704.8572387695312,36,0.03344925397322984,811.2406552734376,2,mean_reverted_sma
AMAT,2003-06-13,2003-06-16,11.032394409179688,11.358366012573242,2294,0.02954676848049642,732.9179773033142,1,mean_reverted_sma
NVDA,2003-06-13,2003-06-16,0.17931720614433289,0.1831376552581787,141168,0.021305535570137923,246.7557549284935,1,mean_reverted_ibs
KLAC,2003-06-13,2003-06-16,23.974084854125977,24.81583595275879,1055,0.0351108750867688,875.6427357673645,1,mean_reverted_ibs
INTU,2003-06-13,2003-06-16,20.21903419494629,21.196937561035156,1251,0.04836548356663317,1210.4928348438264,1,mean_reverted_sma
MS,2003-06-18,2003-06-23,24.031635284423828,21.940587997436523,1079,-0.08701227620338525,-2268.3188284435273,3,hard_stop
XOM,2003-06-19,2003-06-23,17.635141372680664,17.663833618164062,1452,0.0016269926550089853,28.506318104553227,2,mean_reverted_ibs
KO,2003-06-19,2003-06-23,11.8501615524292,12.012033462524414,2161,0.013659890574405864,335.16995703029636,2,mean_reverted_sma
GS,2003-06-19,2003-06-24,60.995445251464844,61.47818374633789,420,0.007914336765358021,191.62238301086427,3,mean_reverted_sma
MS,2003-06-23,2003-06-25,21.940587997436523,22.447965621948242,1149,0.023125069600276937,570.4784009422302,2,mean_reverted_sma
ORCL,2003-06-24,2003-06-26,10.114171981811523,10.010231971740723,2477,-0.01027667022646217,-272.3830346639633,2,mean_reverted_ibs
INTU,2003-06-26,2003-06-27,19.24552345275879,19.558271408081055,1314,0.016250426032316412,398.12517600402833,1,mean_reverted_ibs
MU,2003-06-19,2003-06-30,12.430377960205078,11.464437484741211,2060,-0.07770805349252075,-2003.8020434188843,7,time_stop
BIIB,2003-06-23,2003-06-30,36.959999084472656,33.959999084472656,682,-0.08116883317944501,-2057.0374877502445,5,hard_stop
NOC,2003-06-27,2003-06-30,24.224407196044922,24.357067108154297,1033,0.005476291371581343,124.93475661773682,1,mean_reverted_ibs
CSCO,2003-06-23,2003-07-01,11.155165672302246,11.155165672302246,2261,0.0,-14.610731834030151,6,mean_reverted_sma
AIG,2003-06-25,2003-07-01,661.2491455078125,659.9422607421875,38,-0.00197638783279086,-59.77867578125,4,mean_reverted_ibs
