date,value,cash,positions,drawdown,leverage,in_protection,risk_on,regime_score,universe_size,overlay_scalar,damped_scalar,bso_scalar,m2_scalar,fomc_scalar,fed_emergency,cash_rate_daily,v_recovery_boost
2000-01-18,100208.88656770627,100229.72365364336,0,0.0,1.0,False,True,0.5,40,0.75,0.75,1.0,1.0,0.75,0,0.00020793650793650794,0.0
2000-01-19,100229.72365364336,100251.00258306983,0,0.0,1.0,False,True,0.5,40,0.7678571428571428,0.7678571428571428,1.0,1.0,0.7678571428571428,0,0.0002123015873015873,0.0
2000-01-20,100251.00258306983,100272.16668361514,0,0.0,1.0,False,True,0.5,40,0.7857142857142857,0.7857142857142857,1.0,1.0,0.7857142857142857,0,0.00021111111111111113,0.0
2000-01-21,100272.16668361514,100293.2954615949,0,0.0,1.0,False,True,0.5,40,0.75,0.75,1.0,1.0,0.75,0,0.0002107142857142857,0.0
2000-01-24,100293.2954615949,100314.46849063679,0,0.0,1.0,False,True,0.5,40,0.8035714285714286,0.8035714285714286,1.0,1.0,0.8035714285714286,0,0.00021111111111111113,0.0
2000-01-25,100314.46849063679,100335.9644481705,0,0.0,1.0,False,True,0.5,40,0.8214285714285714,0.8214285714285714,1.0,1.0,0.8214285714285714,0,0.0002142857142857143,0.0
2000-01-26,100335.9644481705,100357.50482783973,0,0.0,1.0,False,True,0.5,40,0.8392857142857143,0.8392857142857143,1.0,1.0,0.8392857142857143,0,0.00021468253968253968,0.0
2000-01-27,100357.50482783973,100379.08965625905,0,0.0,1.0,False,True,0.5,40,0.8571428571428572,0.8571428571428572,1.0,1.0,0.8571428571428572,0,0.00021507936507936506,0.0
2000-01-28,100379.08965625905,100400.91812496207,0,0.0,1.0,False,True,0.5,40,0.875,0.875,1.0,1.0,0.875,0,0.00021746031746031747,0.0
2000-01-31,100400.91812496207,100422.95054866171,0,0.0,1.0,False,True,0.5,40,0.75,0.75,1.0,1.0,0.75,0,0.00021944444444444444,0.0
2000-02-01,100422.95054866171,100445.02765763154,0,0.0,1.0,False,True,0.5,40,0.7678571428571428,0.7678571428571428,1.0,1.0,0.7678571428571428,0,0.00021984126984126982,0.0
2000-02-02,100445.02765763154,100466.91032437123,0,0.0,0.47772903400173844,False,True,0.5,40,0.7857142857142857,0.7857142857142857,1.0,1.0,0.7857142857142857,0,0.00021785714285714287,0.0
2000-02-03,100466.91032437123,100488.67815494152,0,0.0,0.47150122956107,False,True,0.5,0,0.8035714285714286,0.8035714285714286,1.0,1.0,0.8035714285714286,0,0.00021666666666666668,0.0
2000-02-04,100488.67815494152,100510.61020771343,0,0.0,0.48038297885618425,False,True,0.5,0,0.8214285714285714,0.8214285714285714,1.0,1.0,0.8214285714285714,0,0.00021825396825396825,0.0
2000-02-07,100510.61020771343,100532.42739175455,0,0.0,0.648734629613488,False,True,0.5,0,0.875,0.875,1.0,1.0,0.875,0,0.00021706349206349206,0.0
2000-02-08,100532.42739175455,100554.4487806118,0,0.0,0.6339637065617902,False,True,0.5,0,0.8928571428571428,0.8928571428571428,1.0,1.0,0.8928571428571428,0,0.00021904761904761904,0.0
2000-02-09,100554.4487806118,100576.35528552471,0,0.0,0.6136675556334246,False,True,0.5,0,0.9107142857142857,0.9107142857142857,1.0,1.0,0.9107142857142857,0,0.00021785714285714287,0.0
2000-02-10,100576.35528552471,100598.3064741783,0,0.0,0.6190473389557751,False,True,0.5,0,0.9285714285714286,0.9285714285714286,1.0,1.0,0.9285714285714286,0,0.00021825396825396825,0.0
2000-02-11,100598.3064741783,100620.22253380304,0,0.0,0.6092462883137298,False,True,0.5,0,0.9464285714285714,0.9464285714285714,1.0,1.0,0.9464285714285714,0,0.00021785714285714287,0.0
2000-02-14,100620.22253380304,100642.06351067843,0,0.0,0.6220018708708672,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.00021706349206349206,0.0
2000-02-15,100642.06351067843,100664.34853902723,0,0.0,0.6120759482153683,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.00022142857142857145,0.0
2000-02-16,100664.34853902723,100686.5586095779,0,0.0,0.6084410389914382,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002206349206349206,0.0
2000-02-17,100686.5586095779,100708.8135354293,0,0.0,0.6192352506052864,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.00022103174603174604,0.0
2000-02-18,100708.8135354293,100731.11334414071,0,0.0,0.595872626403784,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.00022142857142857145,0.0
2000-02-22,100731.11334414071,100753.49803599497,0,0.0,0.6424901787409149,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002222222222222222,0.0
2000-02-23,100753.49803599497,100776.04762841255,0,0.0,0.6415418712087008,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002238095238095238,0.0
2000-02-24,100776.04762841255,100798.56227714858,0,0.0,0.6200511758797366,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002234126984126984,0.0
2000-02-25,100798.56227714858,100821.04195651357,0,0.0,0.6201238846322309,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.00022301587301587302,0.0
2000-02-28,100821.04195651357,100843.56665755385,0,0.0,0.6516852517855617,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002234126984126984,0.0
2000-02-29,100843.56665755385,100866.05637361002,0,0.0,0.7124304330097941,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.00022301587301587302,0.0
2000-03-01,100866.05637361002,100888.47105280415,0,0.0,0.7175989224825061,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002222222222222222,0.0
2000-03-02,100888.47105280415,100910.8907130381,0,0.0,0.7176719363049657,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002222222222222222,0.0
2000-03-03,100910.8907130381,100933.43548743153,0,0.0,0.7040208382241328,False,True,0.5,0,1.0,1.0,1.0,1.0,1.0,0,0.0002234126984126984,0.0
2000-03-06,100933.43548743153,100956.10545746562,0,0.0,0.6970282881353631,False,True,0.5,40,1.0,1.0,1.0,1.0,1.0,0,0.00022460317460317461,0.0
2000-03-07,100956.10545746562,100978.82058119355,0,0.0,0.6668505039930632,False,True,0.5,40,1.0,1.0,1.0,1.0,1.0,0,0.000225,0.0
2000-03-08,100978.82058119355,101001.54081582432,0,0.0,0.6896888820193275,False,True,0.5,40,1.0,1.0,1.0,1.0,1.0,0,0.000225,0.0
2000-03-09,101001.54081582432,101024.22608253137,0,0.0,0.6425013258065903,False,True,0.5,40,1.0,1.0,1.0,1.0,1.0,0,0.00022460317460317461,0.0
2000-03-10,101024.22608253137,101047.07680033575,0,0.0,0.6408583653030654,False,True,0.5,40,1.0,1.0,1.0,1.0,1.0,0,0.0002261904761904762,0.0
