date,value,cash,positions,drawdown,leverage,in_protection,risk_on,regime_score,universe_size,overlay_scalar,damped_scalar,bso_scalar,m2_scalar,fomc_scalar,fed_emergency,cash_rate_daily,v_recovery_boost
2004-07-20,93413.79354612863,39951.570457156326,4,-0.12978763739781177,0.880849450408753,True,True,0.6306652402527313,40,1.0,1.0,1.0,1.0,1.0,0,5.3174603174603176e-05,0.0
2004-07-21,91673.21835322728,48735.6606262213,3,-0.14600226688027126,0.815990932478915,True,False,0.414851908995977,40,1.0,1.0,1.0,1.0,1.0,0,5.2777777777777784e-05,0.0
2004-07-22,91930.38113534842,48738.252125635554,3,-0.14360662247158462,0.8255735101136615,True,False,0.41264129875213085,40,1.0,1.0,1.0,1.0,1.0,0,5.3174603174603176e-05,0.0
2004-07-23,91297.4548475099,31500.590425810507,3,-0.14950275685800166,0.8019889725679934,True,False,0.3924296194238558,40,1.0,1.0,1.0,1.0,1.0,0,5.3571428571428575e-05,0.0
2004-07-26,90462.62131949243,27975.15687545771,3,-0.15727979308806178,0.7708808276477529,True,False,0.3952443220963589,40,1.0,1.0,1.0,1.0,1.0,0,5.674603174603175e-05,0.0
2004-07-27,90713.11850972567,27976.75545585059,3,-0.1549462431543421,0.7802150273826316,True,False,0.36387146143189053,40,1.0,1.0,1.0,1.0,1.0,0,5.714285714285714e-05,0.0
2004-07-28,90398.50405615328,27978.343025703838,3,-0.15787708855263788,0.7684916457894485,True,False,0.3631089332777492,40,1.0,1.0,1.0,1.0,1.0,0,5.674603174603175e-05,0.0
2004-07-29,90096.47833325232,27979.919583128303,3,-0.16069066145140354,0.7572373541943859,True,False,0.3669769044072513,40,1.0,1.0,1.0,1.0,1.0,0,5.634920634920634e-05,0.0
2004-07-30,90427.01052550973,25904.520878946823,3,-0.1576115316032151,0.7695538735871397,True,False,0.3783695140614292,40,1.0,1.0,1.0,1.0,1.0,0,5.634920634920634e-05,0.0
2004-08-02,90721.05298215778,26709.847800883024,3,-0.1548723282030374,0.7805106871878504,True,False,0.38497759936105475,40,0.7662208276637081,0.941555206915927,1.0,0.7662208276637081,1.0,0,5.873015873015873e-05,0.0
2004-08-03,90646.96314942007,26711.395276192125,3,-0.1555625248639796,0.7777499005440817,True,False,0.41572334974653724,40,0.7662208276637081,0.941555206915927,1.0,0.7662208276637081,1.0,0,5.793650793650794e-05,0.0
