date,hydra_value,combined_value,source,event
2007-06-20,299928.6148988423,241780.8722901603,HYDRA,
2007-06-21,301838.2622224701,243320.29258131533,HYDRA,
2007-06-22,299798.3712513174,241675.8792313305,HYDRA,
2007-06-25,298947.7533418524,240990.17226667344,HYDRA,
2007-06-26,295744.1954922562,238407.69439416836,HYDRA,
2007-06-27,298196.442341264,240384.51938775516,HYDRA,
2007-06-28,297636.1186957167,239932.8267747282,HYDRA,
2007-06-29,297993.1293959923,240220.62311773025,HYDRA,
2007-07-02,300987.0712621053,242634.12366424853,HYDRA,
2007-07-03,303308.4930903965,244505.4869377627,HYDRA,
2007-07-05,303898.92252096965,244981.44866884963,HYDRA,
2007-07-06,304771.2778819101,245684.67880308113,HYDRA,
2007-07-09,308179.4091185663,248432.069023104,HYDRA,
2007-07-10,305263.3410088,246081.3446966685,HYDRA,
2007-07-11,306526.55407778453,247099.6561965913,HYDRA,
2007-07-12,311389.0091098539,251019.41763556545,HYDRA,
2007-07-13,315414.6294079611,254264.58311440318,HYDRA,
2007-07-16,313426.41199606535,252661.825270465,HYDRA,
2007-07-17,313240.9011429189,252512.27976641842,HYDRA,
2007-07-18,312254.67523730884,251717.25539098834,HYDRA,
2007-07-19,313262.3654150532,252529.5827184607,HYDRA,
2007-07-20,311009.90461651207,250713.81086603392,HYDRA,
2007-07-23,313297.8008034183,252558.14817931788,HYDRA,
2007-07-24,306613.99184092705,247170.1422309126,HYDRA,
2007-07-25,329554.216207717,265662.9007821604,HYDRA,
2007-07-26,326494.0166813149,263195.98807653214,HYDRA,
2007-07-27,323463.2598510873,260752.80995443487,HYDRA,
2007-07-30,326537.00003004685,263230.63816003245,HYDRA,
2007-07-31,321825.79729602457,259432.80544256442,HYDRA,
2007-08-01,323106.4362247983,260465.1644170227,HYDRA,
2007-08-02,328294.73709877697,264647.5993322022,HYDRA,
2007-08-03,317869.6429983123,256243.63845582012,HYDRA,
2007-08-06,322840.89132879325,260251.1012253197,HYDRA,
2007-08-07,327737.9799811803,264198.78179743094,HYDRA,
2007-08-08,332725.3394700516,268219.23222377856,HYDRA,
2007-08-09,326365.42241016164,263092.3246262761,HYDRA,
2007-08-10,323321.45316221315,260638.49560352135,HYDRA,
2007-08-13,323938.6708096821,261136.0520679096,HYDRA,
2007-08-14,322950.3428291355,260339.3331508902,HYDRA,
2007-08-15,317699.4857316469,256106.4699086485,HYDRA,
2007-08-16,314151.81609928963,253246.59387248586,HYDRA,
2007-08-17,318146.6002749909,256466.9014878087,HYDRA,
2007-08-20,319667.0350409268,257692.5666151333,HYDRA,
2007-08-21,321906.5460888348,259497.89931021235,HYDRA,
2007-08-22,324157.2704164261,261312.2713446821,HYDRA,
2007-08-23,321877.9623058312,259474.85712068903,HYDRA,
2007-08-24,328570.4205529274,264869.8355001082,HYDRA,
2007-08-27,327122.4549154568,263702.5897706805,HYDRA,
2007-08-28,320550.9144629656,258405.08661837448,HYDRA,
2007-08-29,329878.7349153338,265924.504418174,HYDRA,
2007-08-30,330261.4140943915,266232.99284216465,HYDRA,
2007-08-31,336128.6387071579,270962.72723338107,HYDRA,
2007-09-04,342207.78918546095,275863.3010113214,HYDRA,
2007-09-05,339405.00078027754,273603.89463331195,HYDRA,
2007-09-06,344627.5419242121,277813.9315908648,HYDRA,
2007-09-07,340223.2014980442,274263.4691901337,HYDRA,
2007-09-10,340489.4943603491,274478.13533845847,HYDRA,
2007-09-11,345375.47406850045,278416.86067891086,HYDRA,
2007-09-12,345020.2381060576,278130.4950018739,HYDRA,
2007-09-13,345862.870230544,278809.7644011833,HYDRA,
2007-09-14,345800.46388769534,278759.4568971278,HYDRA,
2007-09-17,342860.5334493533,276389.4964780645,HYDRA,
2007-09-18,350402.96089819534,282469.658880646,HYDRA,
2007-09-19,350976.6371344448,282932.11539170385,HYDRA,
2007-09-20,351133.1182871789,283058.2592396918,HYDRA,
2007-09-21,354784.36588297226,286001.63237851684,HYDRA,
2007-09-24,358735.8374892068,289187.0245162674,HYDRA,
2007-09-25,361405.7381278848,291339.30633694446,HYDRA,
2007-09-26,362125.2748210785,291919.34505510353,HYDRA,
2007-09-27,362973.2260936458,292602.9023689331,HYDRA,
2007-09-28,362376.6816271443,292122.0111358,HYDRA,
2007-10-01,367014.2973068654,295860.5232639865,HYDRA,
2007-10-02,363697.7862045618,293186.9906050723,HYDRA,
2007-10-03,360465.27511426265,290581.17271282565,HYDRA,
2007-10-04,361414.0456490384,291346.0032628506,HYDRA,
2007-10-05,366930.2582644472,295792.7770338072,HYDRA,
2007-10-08,370908.29923712654,298999.5874833696,HYDRA,
2007-10-09,371140.12696588144,299186.4703204684,HYDRA,
2007-10-10,370334.1352599249,298536.7377906445,HYDRA,
2007-10-11,362075.1494320043,291878.9375724819,HYDRA,
2007-10-12,368488.9526584149,297049.2843208308,HYDRA,
2007-10-15,372815.3616175879,300536.9239793062,HYDRA,
2007-10-16,369946.1535167963,298223.9748209694,HYDRA,
2007-10-17,378402.0118754203,305040.4795102592,HYDRA,
2007-10-18,375457.2726274646,302666.64257483394,HYDRA,
2007-10-19,365475.3846948248,294619.96262643934,HYDRA,
2007-10-22,367221.7564021556,296027.7618618798,HYDRA,
2007-10-23,375680.2244491824,302846.37029421737,HYDRA,
2007-10-24,369278.4502304148,297685.72046645643,HYDRA,
2007-10-25,363621.535266148,293125.5225840603,HYDRA,
2007-10-26,365330.1394044551,294502.876322375,HYDRA,
2007-10-29,365108.5621516223,294324.25668153935,HYDRA,
2007-10-30,365907.1160548915,294967.9933899166,HYDRA,
2007-10-31,370919.7724752065,299008.83638251806,HYDRA,
2007-11-01,367161.4894518015,295979.17898214416,HYDRA,
2007-11-02,367527.1161795725,296273.92094667087,HYDRA,
2007-11-05,364169.20035319735,293567.01077789045,HYDRA,
2007-11-06,371044.46101301257,299109.35131153045,HYDRA,
2007-11-07,365768.8174093887,294856.50697119837,HYDRA,
2007-11-08,358579.3333594182,289060.86214583105,HYDRA,
2007-11-09,357027.092622566,287809.55733289407,HYDRA,
2007-11-12,345535.7441295742,278546.05887222587,HYDRA,
2007-11-13,349925.9237369818,282085.10583961004,HYDRA,
2007-11-14,347091.31597647566,279800.04898644256,HYDRA,
2007-11-15,344374.7525399917,277610.1509751235,HYDRA,
2007-11-16,347351.32320122805,280009.64810596494,HYDRA,
2007-11-19,346865.920295585,279618.3512036066,HYDRA,
2007-11-20,349170.06366322667,281475.78582516767,HYDRA,
2007-11-21,346215.82058144413,279094.28758262267,HYDRA,
2007-11-23,349128.281289361,281442.1038812058,HYDRA,
2007-11-26,347711.1433919751,280299.70925806864,HYDRA,
2007-11-27,350909.6791257125,282878.13866206235,HYDRA,
2007-11-28,353104.3841264831,284647.35194531264,HYDRA,
2007-11-29,355066.17938545416,286228.8101503882,HYDRA,
2007-11-30,355910.65599768964,286909.5664430274,HYDRA,
2007-12-03,354421.2712717032,285708.9316241519,HYDRA,
2007-12-04,354581.7451974558,285838.29415850487,HYDRA,
2007-12-05,357158.9134079343,287915.82176679303,HYDRA,
2007-12-06,359386.7062805727,289711.7081119821,HYDRA,
2007-12-07,359956.6259751706,290171.1363694082,HYDRA,
2007-12-10,360007.4868063029,290212.136712509,HYDRA,
2007-12-11,358384.0074145781,288903.4044209645,HYDRA,
2007-12-12,360322.5606336788,290466.1265655426,HYDRA,
2007-12-13,348229.36211510625,280717.4599116967,HYDRA,
2007-12-14,348715.4687539318,281109.3241131198,HYDRA,
2007-12-17,343340.83207396924,276776.67867626366,HYDRA,
2007-12-18,343777.2360614089,277128.4761757775,HYDRA,
2007-12-19,343764.2177201217,277117.98172557895,HYDRA,
2007-12-20,346529.2628591523,279346.9621976888,HYDRA,
2007-12-21,351700.05521404993,283515.28300435847,HYDRA,
2007-12-24,354560.7934154317,285821.40433912055,HYDRA,
2007-12-26,355507.60264102614,286584.6538227812,HYDRA,
2007-12-27,353856.0673146799,285253.30485510547,HYDRA,
2007-12-28,356151.50674214464,287103.7229862626,HYDRA,
2007-12-31,354450.47563733056,285732.4740827415,HYDRA,
2008-01-02,352975.7253223355,284543.6364731991,HYDRA,
2008-01-03,353056.423793553,284608.6897751991,HYDRA,
2008-01-04,343267.0739475284,276717.2201809303,HYDRA,
2008-01-07,340108.2016771019,274170.76460764493,HYDRA,
2008-01-08,336536.685135108,271291.664908494,HYDRA,
2008-01-09,339046.8152382049,273315.15121737204,HYDRA,
2008-01-10,342423.1344965121,276036.8969090224,HYDRA,
2008-01-11,339749.29371109826,273881.4388255034,HYDRA,
2008-01-14,342583.8022329331,276166.4156795934,HYDRA,
2008-01-15,338882.8345333417,273182.96176997985,HYDRA,
2008-01-16,337323.8780224101,271926.2431831168,HYDRA,
2008-01-17,334811.0424520112,269900.5759211328,HYDRA,
2008-01-18,332892.4446586024,268353.94040514244,HYDRA,
2008-01-22,330504.60381071083,266429.0348962498,HYDRA,
2008-01-23,332444.8475399416,267993.1198084785,HYDRA,
2008-01-24,338153.267560866,272594.8373622478,HYDRA,
2008-01-25,334800.9023274561,269892.401682203,HYDRA,
2008-01-28,336303.4499597266,271103.6474891774,HYDRA,
2008-01-29,337277.2562539824,273040.3195265055,OIL,Pakistan (Drone strikes escalation)
2008-01-30,339179.90071763954,275096.17382954375,OIL,Pakistan (Drone strikes escalation)
2008-01-31,342022.40364393627,273368.0650742853,OIL,Pakistan (Drone strikes escalation)
2008-02-01,341800.06465025817,265055.28957746574,OIL,Pakistan (Drone strikes escalation)
2008-02-04,341953.58128254814,268213.5400578607,OIL,Pakistan (Drone strikes escalation)
2008-02-05,339252.4356854361,263416.58457025955,OIL,Pakistan (Drone strikes escalation)
2008-02-06,333175.9622994347,259632.62151196285,OIL,Pakistan (Drone strikes escalation)
2008-02-07,334471.0653486189,262522.72894327954,OIL,Pakistan (Drone strikes escalation)
2008-02-08,336406.0345885565,273427.64484129386,OIL,Pakistan (Drone strikes escalation)
2008-02-11,335843.0018252611,278850.3129067967,OIL,Pakistan (Drone strikes escalation)
2008-02-12,335599.4036995105,276436.93453832075,OIL,Pakistan (Drone strikes escalation)
2008-02-13,336383.8650454631,277896.877512808,OIL,Pakistan (Drone strikes escalation)
2008-02-14,334858.13721172954,284421.9644873605,OIL,Pakistan (Drone strikes escalation)
2008-02-15,335248.15013389126,284541.1467530707,OIL,Pakistan (Drone strikes escalation)
2008-02-19,337102.4336942241,297978.64601696405,OIL,Pakistan (Drone strikes escalation)
2008-02-20,339131.0501748469,300153.65985401964,OIL,Pakistan (Drone strikes escalation)
2008-02-21,336842.0240089753,292675.1602171714,OIL,Pakistan (Drone strikes escalation)
2008-02-22,335560.42940225283,294403.246240737,OIL,Pakistan (Drone strikes escalation)
2008-02-25,336888.89053480607,295654.64866484754,OIL,Pakistan (Drone strikes escalation)
2008-02-26,335649.3159938735,300570.78641815885,OIL,Pakistan (Drone strikes escalation)
2008-02-27,336814.0944538658,296876.22710791446,OIL,Pakistan (Drone strikes escalation)
2008-02-28,334609.7471044002,305665.70893588185,OIL,Pakistan (Drone strikes escalation)
2008-02-29,329703.799921988,303431.0926001248,OIL,Pakistan (Drone strikes escalation)
2008-03-03,333527.06492210564,305248.58237174264,OIL,Pakistan (Drone strikes escalation)
2008-03-04,333644.4746177301,296518.68031078385,OIL,Pakistan (Drone strikes escalation)
2008-03-05,336273.58189959486,311416.1225491645,OIL,Pakistan (Drone strikes escalation)
2008-03-06,333003.4929348123,314246.65021347255,OIL,Pakistan (Drone strikes escalation)
2008-03-07,333204.1788632269,313293.21481948387,OIL,Pakistan (Drone strikes escalation)
2008-03-10,331546.8663752058,321486.80805059324,OIL,Pakistan (Drone strikes escalation)
2008-03-11,334765.7036766673,324019.3686847794,OIL,Pakistan (Drone strikes escalation)
2008-03-12,334719.75556381,327505.36471295415,OIL,Pakistan (Drone strikes escalation)
2008-03-13,336325.92260317074,328726.96588771394,OIL,Pakistan (Drone strikes escalation)
2008-03-14,335386.5224647919,328369.4190905834,OIL,Pakistan (Drone strikes escalation)
2008-03-17,334827.59065685613,314872.3400596814,OIL,Pakistan (Drone strikes escalation)
2008-03-18,335845.25410717865,326015.6204891161,OIL,Pakistan (Drone strikes escalation)
2008-03-19,332546.50849928224,311296.9630151472,OIL,Pakistan (Drone strikes escalation)
2008-03-20,332811.79167587706,303431.0926001248,OIL,Pakistan (Drone strikes escalation)
2008-03-24,334676.0282700622,300511.2066511502,OIL,Pakistan (Drone strikes escalation)
2008-03-25,337055.7101251241,301583.8243108491,OIL,Pakistan (Drone strikes escalation)
2008-03-26,341068.60871114244,315527.83115524106,OIL,Pakistan (Drone strikes escalation)
2008-03-27,340082.52426505694,320533.3726566047,OIL,Pakistan (Drone strikes escalation)
2008-03-28,339757.34412834974,314693.5780269626,OIL,Pakistan (Drone strikes escalation)
2008-03-31,340211.1296072435,302656.44197054784,OIL,Pakistan (Drone strikes escalation)
2008-04-01,345358.6720323167,307235.76563072216,HYDRA,
2008-04-02,344195.9985528199,306201.43551082205,HYDRA,
2008-04-03,346219.7613303659,308001.80236640264,HYDRA,
2008-04-04,347517.5924845344,309156.37058953114,HYDRA,
2008-04-07,348327.13075045333,309876.5468268132,HYDRA,
2008-04-08,350038.3748266902,311398.89280078217,HYDRA,
2008-04-09,350925.3107172339,312187.9230162188,HYDRA,
2008-04-10,350728.2924379454,312012.6528788736,HYDRA,
2008-04-11,349102.7003567185,310566.50408307253,HYDRA,
2008-04-14,351064.51725114696,312311.7630396237,HYDRA,
2008-04-15,352077.5210441371,313212.9449734511,HYDRA,
2008-04-16,354281.70655230765,315173.8183408688,HYDRA,
2008-04-17,354000.2074478637,314923.3929139662,HYDRA,
2008-04-18,355785.6080084833,316511.70950370614,HYDRA,
2008-04-21,355418.1386066206,316184.8037324893,HYDRA,
2008-04-22,355585.9830627495,316334.120440485,HYDRA,
2008-04-23,354416.17174623045,315293.440403817,HYDRA,
2008-04-24,353805.26244653016,314749.967192851,HYDRA,
2008-04-25,356672.4754852148,317300.67885728617,HYDRA,
2008-04-28,355927.91750442586,316638.30996427994,HYDRA,
2008-04-29,352339.4765580782,313445.9841567826,HYDRA,
2008-04-30,352830.6835206421,313882.96854272083,HYDRA,
2008-05-01,349903.2164617679,311278.6540834975,HYDRA,
2008-05-02,352060.82348634274,313198.0905992351,HYDRA,
2008-05-05,354314.07442755566,315202.6132423408,HYDRA,
2008-05-06,360219.6106262405,320456.25845931424,HYDRA,
2008-05-07,355772.41512795864,316499.9729379932,HYDRA,
2008-05-08,357376.6461526159,317927.1186477237,HYDRA,
2008-05-09,356776.7727291776,317393.4631021802,HYDRA,
2008-05-12,357299.91160285857,317858.8545499778,HYDRA,
2008-05-13,359053.04623758845,319418.4669337797,HYDRA,
2008-05-14,357231.63550124463,317798.11520259094,HYDRA,
2008-05-15,359494.940586194,319811.58214852953,HYDRA,
2008-05-16,362070.9900704719,322103.2707601034,HYDRA,
2008-05-19,362510.48890047567,322494.2548889669,HYDRA,
2008-05-20,365090.5871213784,324789.54531163606,HYDRA,
2008-05-21,361396.92919901776,321503.61705312034,HYDRA,
2008-05-22,360950.0556514798,321106.072275368,HYDRA,
2008-05-23,355889.4503195655,316604.0890341302,HYDRA,
2008-05-27,357664.05008243304,318182.79708748317,HYDRA,
2008-05-28,364422.85004676913,324195.517340222,HYDRA,
2008-05-29,360687.3693994393,320872.3830174976,HYDRA,
2008-05-30,363491.46686815866,323366.9462135958,HYDRA,
2008-06-02,363935.7582397428,323762.19385254604,HYDRA,
2008-06-03,358816.08920213504,319207.66673646384,HYDRA,
2008-06-04,358788.60407957004,319183.21559810085,HYDRA,
2008-06-05,368439.6311846423,327768.90040022525,HYDRA,
2008-06-06,367941.255015586,327325.5381908124,HYDRA,
2008-06-09,375154.9641302629,333742.9518027042,HYDRA,
2008-06-10,370817.8430326865,329884.5899633862,HYDRA,
2008-06-11,370848.3920371741,329911.76677272405,HYDRA,
2008-06-12,370612.4680966502,329701.8856306901,HYDRA,
2008-06-13,372067.3666538424,330996.18314898765,HYDRA,
2008-06-16,373030.6996375125,331853.17725616763,HYDRA,
2008-06-17,379546.4765801565,337649.70092783874,HYDRA,
2008-06-18,377941.1779312866,336221.60544510727,HYDRA,
2008-06-19,378980.965668319,337146.6147393597,HYDRA,
2008-06-20,375304.91761705326,333876.35246136406,HYDRA,
2008-06-23,378067.327666815,336333.82996331935,HYDRA,
2008-06-24,376962.9615871433,335351.3708982903,HYDRA,
2008-06-25,380673.5880721734,338652.39462063997,HYDRA,
2008-06-26,373715.3256020949,332462.22981350275,HYDRA,
2008-06-27,373998.6173098084,332714.2499646228,HYDRA,
2008-06-30,372271.0214679942,331177.35723789094,HYDRA,
2008-07-01,376538.515176669,334973.7776062965,HYDRA,
2008-07-02,369497.147622103,328709.68138718675,HYDRA,
2008-07-03,367701.4425048712,327112.19772391825,HYDRA,
2008-07-07,368492.81547039887,327816.21386323386,HYDRA,
2008-07-08,371901.8728716032,330848.95763241325,HYDRA,
2008-07-09,366643.0841244549,326170.66773306724,HYDRA,
2008-07-10,372452.0227518338,331338.3784385266,HYDRA,
2008-07-11,374064.4351564894,332772.8024150309,HYDRA,
2008-07-14,380470.5208288082,338471.74324268935,HYDRA,
2008-07-15,372393.6153444647,331286.418415586,HYDRA,
2008-07-16,376903.0355414975,335298.0598741111,HYDRA,
2008-07-17,376160.20091421634,334637.2240997936,HYDRA,
2008-07-18,365307.2091159201,324982.25518034666,HYDRA,
2008-07-21,364242.9598228473,324035.48455358046,HYDRA,
2008-07-22,358383.056228364,318822.43472113024,HYDRA,
2008-07-23,354785.2116039806,315621.74327392265,HYDRA,
2008-07-24,348537.92750223866,310064.0744804437,HYDRA,
2008-07-25,352080.2414488,313215.36508239026,HYDRA,
2008-07-28,347402.8944540738,309054.3336636952,HYDRA,
2008-07-29,347131.60269126657,308812.9888265585,HYDRA,
2008-07-30,357771.60802088794,318278.482090487,HYDRA,
2008-07-31,352379.1406930451,313481.26991000527,HYDRA,
2008-08-01,354665.16781548574,315514.9506891285,HYDRA,
2008-08-04,344895.287566422,306823.5325157326,HYDRA,
2008-08-05,344018.4516733214,306043.48739520914,HYDRA,
2008-08-06,347415.17540405097,309065.25896360655,HYDRA,
2008-08-07,341810.1358636427,304078.93965546804,HYDRA,
2008-08-08,340054.82928517106,302517.3950810121,HYDRA,
2008-08-11,338416.4366426283,301059.85873199505,HYDRA,
2008-08-12,334401.8384684182,297488.41766611754,HYDRA,
2008-08-13,334616.17921657336,297679.09810705675,HYDRA,
2008-08-14,335568.8643346579,298526.6197283824,HYDRA,
2008-08-15,336421.463042678,299285.1031198456,HYDRA,
2008-08-18,335258.0110537496,298250.0804273806,HYDRA,
2008-08-19,333498.67099432024,296684.9476134781,HYDRA,
2008-08-20,335214.47847533744,298211.3532543242,HYDRA,
2008-08-21,335953.1827103025,298868.5145755344,HYDRA,
2008-08-22,338455.2620434782,301094.3983359546,HYDRA,
2008-08-25,335412.9737386439,298387.9373367135,HYDRA,
2008-08-26,334665.9841960184,297723.40529326966,HYDRA,
2008-08-27,335464.4906749532,298433.7675030064,HYDRA,
2008-08-28,338350.6059582053,301001.2948609571,HYDRA,
2008-08-29,337798.9174617823,300510.50528097997,HYDRA,
2008-09-02,337309.8046749388,300075.3839022078,HYDRA,
2008-09-03,338510.94664320373,301143.93611223175,HYDRA,
2008-09-04,335281.63577432,298271.0972996935,HYDRA,
2008-09-05,334705.854457163,297758.8744191398,HYDRA,
2008-09-08,333455.00940811203,296646.1056733339,HYDRA,
2008-09-09,326878.7148936536,290795.74474776926,HYDRA,
2008-09-10,331090.8884629753,294542.9515687954,HYDRA,
2008-09-11,336724.6513549276,299554.8235606155,HYDRA,
2008-09-12,337213.579083125,299989.7803087025,HYDRA,
2008-09-15,330294.8661890724,293834.79934159794,HYDRA,
2008-09-16,333837.7410082397,296986.588903433,HYDRA,
2008-09-17,326136.5562079456,290135.5103002566,HYDRA,
2008-09-18,330745.09757172177,294235.3312950747,HYDRA,
2008-09-19,334920.053219627,297949.42854767956,HYDRA,
2008-09-22,329428.1071847901,293063.71875824116,HYDRA,
2008-09-23,327684.7565008846,291512.81030998763,HYDRA,
2008-09-24,328599.318751324,292326.41731043503,HYDRA,
2008-09-25,335604.8772738779,298558.6573282744,HYDRA,
2008-09-26,336415.50306823343,299279.8010456255,HYDRA,
2008-09-29,318075.65827657573,282964.4260097084,HYDRA,
2008-09-30,321920.6385579943,286384.97269424656,HYDRA,
2008-10-01,323459.1952895719,287753.6936608025,HYDRA,
2008-10-02,321770.925212787,286251.78566880076,HYDRA,
2008-10-03,319542.03065182257,284268.9307923957,HYDRA,
2008-10-06,316037.1874371123,281150.9746624672,HYDRA,
2008-10-07,312078.43761224847,277629.2170467536,HYDRA,
2008-10-08,310848.17625746847,276534.7598349586,HYDRA,
2008-10-09,307744.9799396491,273774.11424005526,HYDRA,
2008-10-10,309987.86484877707,275769.41512021684,HYDRA,
2008-10-13,321610.6892607545,286109.23758939514,HYDRA,
2008-10-14,319146.06652566703,283916.6757274054,HYDRA,
2008-10-15,310729.10541479185,276428.83279597975,HYDRA,
2008-10-16,314306.69269215467,279611.50303212326,HYDRA,
2008-10-17,313135.5989048322,278569.68209200876,HYDRA,
2008-10-20,314196.94064747094,279513.8661224157,HYDRA,
2008-10-21,308858.704299781,274764.8985584948,HYDRA,
2008-10-22,303573.41368605744,270063.0322386698,HYDRA,
2008-10-23,302120.9457840171,268770.8970642108,HYDRA,
2008-10-24,295955.1429209729,263285.7150874333,HYDRA,
2008-10-27,291176.8412522665,259034.87301950285,HYDRA,
2008-10-28,302526.96302103053,269132.0955131712,HYDRA,
2008-10-29,300739.82558615354,267542.23377650004,HYDRA,
2008-10-30,305296.95884500653,271596.3214229047,HYDRA,
2008-10-31,309683.1076898668,275498.299012148,HYDRA,
2008-11-03,310304.4760927655,276051.0767833848,HYDRA,
2008-11-04,308579.7037104494,274516.6958445733,HYDRA,
2008-11-05,305456.4757497385,271738.22982806485,HYDRA,
2008-11-06,304499.2476925196,270886.66674637876,HYDRA,
2008-11-07,306330.07621754694,272515.39667030174,HYDRA,
2008-11-10,307657.3520622876,273696.1592901091,HYDRA,
2008-11-11,306644.22889516153,272794.8711594289,HYDRA,
2008-11-12,302060.27138879057,268716.9202980798,HYDRA,
2008-11-13,304288.7159872238,270699.37488170527,HYDRA,
2008-11-14,300736.7948514754,267539.53759376396,HYDRA,
2008-11-17,296130.93657808023,263442.103512593,HYDRA,
2008-11-18,297921.0022976834,265034.5702911314,HYDRA,
2008-11-19,293954.17425246374,261505.6261808632,HYDRA,
2008-11-20,289731.5904938237,257749.1583140183,HYDRA,
2008-11-21,291506.4266116539,259328.07663195647,HYDRA,
2008-11-24,292918.24147862004,260584.04631422524,HYDRA,
2008-11-25,296954.24180092674,264174.52702175383,HYDRA,
2008-11-26,298978.5635093206,265975.39110980864,HYDRA,
2008-11-28,299634.8779881914,266559.2573849011,HYDRA,
2008-12-01,293976.2269924226,261525.24459787202,HYDRA,
2008-12-02,296939.8180350844,264161.6954437432,HYDRA,
2008-12-03,298967.85180903634,265965.8618357392,HYDRA,
2008-12-04,295978.1922144755,263306.2200520107,HYDRA,
2008-12-05,298352.86587085103,265418.76199180423,HYDRA,
2008-12-08,301620.9198034228,268326.06716004456,HYDRA,
2008-12-09,299444.5174415676,266389.9100569662,HYDRA,
2008-12-10,299687.4761876455,266606.04945757444,HYDRA,
2008-12-11,299371.0828925888,266324.5816847366,HYDRA,
2008-12-12,299783.969981823,266691.89164754545,HYDRA,
2008-12-15,299922.0369442196,266814.7178926506,HYDRA,
2008-12-16,302460.5892594778,269073.0485133423,HYDRA,
2008-12-17,300880.8831658644,267667.7205153894,HYDRA,
2008-12-18,297759.2556762069,264890.6782996692,HYDRA,
2008-12-19,296252.66411585954,263550.3939836211,HYDRA,
2008-12-22,296198.3148409022,263502.0441303954,HYDRA,
2008-12-23,296399.40269927634,263680.934620572,HYDRA,
2008-12-24,297014.0814598405,264227.7611951229,HYDRA,
2008-12-26,298244.21075372887,265322.1009237549,HYDRA,
2008-12-29,298984.1217934919,265980.33583490533,HYDRA,
2008-12-30,302140.07915886136,268787.9183743601,HYDRA,
2008-12-31,304132.769700481,270560.6429468078,HYDRA,
2009-01-02,305946.52086172026,272174.18061594386,HYDRA,
2009-01-05,296376.73980715906,263660.7734039154,HYDRA,
2009-01-06,294733.65535053867,262199.0631533662,HYDRA,
2009-01-07,294968.6598908332,262408.12638446793,HYDRA,
2009-01-08,295947.5237165816,263278.9369397155,HYDRA,
2009-01-09,295541.683355558,262917.8958420382,HYDRA,
2009-01-12,294938.32030620147,262381.1358778784,HYDRA,
2009-01-13,295357.5470821754,262754.0857121226,HYDRA,
2009-01-14,294437.92092585674,261935.97379222227,HYDRA,
2009-01-15,294890.6433330375,262338.72179495764,HYDRA,
2009-01-16,295542.00619544706,262918.18304478866,HYDRA,
2009-01-20,293934.8786181577,261488.46052249294,HYDRA,
2009-01-21,297710.8607825837,264847.6255449564,HYDRA,
2009-01-22,296750.472158414,263993.2507799811,HYDRA,
2009-01-23,297124.1362407569,264325.66742309515,HYDRA,
2009-01-26,295631.46910682146,262997.77046591794,HYDRA,
2009-01-27,299907.26274438563,266801.57456380106,HYDRA,
2009-01-28,314062.3500224912,279394.1324742956,HYDRA,
2009-01-29,305819.3835369608,272061.0775249376,HYDRA,
2009-01-30,303174.662446092,269708.29771937715,HYDRA,
2009-02-02,305568.2268838198,271837.64515485417,HYDRA,
2009-02-03,308741.2206479137,274660.3835060188,HYDRA,
2009-02-04,307074.3636196698,273177.5248528516,HYDRA,
2009-02-05,306874.79334376834,272999.98442465585,HYDRA,
2009-02-06,307843.49902064324,273861.7581526879,HYDRA,
2009-02-09,308889.08486756706,274791.92552425526,HYDRA,
2009-02-10,304457.9134825228,270849.89527172514,HYDRA,
2009-02-11,306358.7006328688,272540.8613389763,HYDRA,
2009-02-12,307825.29117166053,273845.5602029165,HYDRA,
2009-02-13,306766.9159738755,272904.0152511059,HYDRA,
2009-02-17,301651.73408249824,268353.47996125906,HYDRA,
2009-02-18,300551.2797544741,267374.5008436289,HYDRA,
2009-02-19,301352.5153806922,268087.29093985877,HYDRA,
2009-02-20,301029.3218519867,267799.7735867997,HYDRA,
2009-02-23,292593.23656402493,260294.91752767496,HYDRA,
2009-02-24,291439.6199671564,259268.6445335801,HYDRA,
2009-02-25,289885.9834365498,257886.5083729798,HYDRA,
2009-02-26,286706.2600279693,255057.78323867152,HYDRA,
2009-02-27,286392.31859840045,254778.4966786752,HYDRA,
2009-03-02,277846.65398637403,247176.1573644517,HYDRA,
2009-03-03,277914.2105992142,247236.25664485263,HYDRA,
2009-03-04,280061.55509422737,249146.5634748967,HYDRA,
2009-03-05,279501.7392991431,248648.54373963785,HYDRA,
2009-03-06,279927.9074270509,249027.66869484645,HYDRA,
2009-03-09,279897.009859603,249000.18179916462,HYDRA,
2009-03-10,280060.41544707434,249145.5496293096,HYDRA,
2009-03-11,282882.5205160942,251656.13263123154,HYDRA,
2009-03-12,285747.4201093221,254204.78622316496,HYDRA,
2009-03-13,288018.536545114,256225.20225291429,HYDRA,
2009-03-16,285220.69006622233,253736.2000222737,HYDRA,
2009-03-17,285912.0618402966,254351.25374336084,HYDRA,
2009-03-18,292114.7633539998,259869.26126095728,HYDRA,
2009-03-19,295039.7022910392,262471.326668657,HYDRA,
2009-03-20,295358.2787282352,262754.7365943955,HYDRA,
2009-03-23,299431.3170196545,266378.16678233165,HYDRA,
2009-03-24,298662.9181100789,265694.5886752466,HYDRA,
2009-03-25,299322.8056262571,266281.63357286016,HYDRA,
2009-03-26,301548.4251333105,268261.5749168211,HYDRA,
2009-03-27,298926.9937319228,265929.51393536583,HYDRA,
2009-03-30,297311.6735543963,264492.50316461944,HYDRA,
