symbol,entry_date,exit_date,exit_reason,pnl,return,side
CVX,2022-06-17,2022-06-27,hold_expired,-98.1251436191868,-0.00546680178170602,long
XOM,2022-06-24,2022-06-29,trailing_stop,250.07786525441261,0.014026118231868648,long
CVX,2022-06-27,2022-07-05,hold_expired,-593.5908257889868,-0.03327990259920133,long
MRK,2022-06-29,2022-07-07,hold_expired,96.60721469163003,0.005392804334129066,long
XOM,2022-07-05,2022-07-12,hold_expired,-64.92489567983287,-0.003668241458014733,long
MRK,2022-07-07,2022-07-14,hold_expired,166.28021250521834,0.009342216303971106,long
T,2022-07-12,2022-07-19,hold_expired,171.23507117770825,0.009649178227116268,long
MRK,2022-07-14,2022-07-21,hold_expired,-709.963149333176,-0.03985014874722604,long
T,2022-07-19,2022-07-21,position_stop,-1614.2483162310011,-0.09044303978185855,long
T,2022-07-21,2022-07-28,hold_expired,-213.72713412942443,-0.01803475001682297,long
MRK,2022-07-21,2022-07-28,hold_expired,-33.97993667175758,-0.002231069050281012,long
MRK,2022-07-28,2022-08-04,hold_expired,-579.7174484480228,-0.034702180959912114,long
T,2022-07-28,2022-08-04,hold_expired,-172.21450566136832,-0.016750437719708574,long
XOM,2022-08-04,2022-08-11,hold_expired,712.7176175041965,0.07918709057925996,long
MRK,2022-08-04,2022-08-11,hold_expired,429.944217302902,0.02429035483079213,long
QCOM,2022-08-11,2022-08-18,hold_expired,302.49835210446616,0.024006675973640056,long
T,2022-08-11,2022-08-18,hold_expired,313.2247960646241,0.02155100138312943,long
GS,2022-08-18,2022-08-25,hold_expired,-309.92195980300187,-0.022653543872616134,long
C,2022-08-18,2022-08-25,hold_expired,-381.12745097423425,-0.02784527543858827,long
QCOM,2022-08-25,2022-08-30,position_stop,-967.1872230513446,-0.0809648426250394,long
HD,2022-08-25,2022-09-01,hold_expired,-709.4388656886891,-0.046797424368161006,long
XOM,2022-08-30,2022-09-07,hold_expired,-398.22173153097765,-0.02254291309649451,long
AMD,2022-09-01,2022-09-09,hold_expired,630.2499040679348,0.03788406471298075,long
XOM,2022-09-07,2022-09-14,hold_expired,631.1776608144286,0.03748532992599544,long
GS,2022-09-09,2022-09-16,hold_expired,-693.3305966512116,-0.040844075191105354,long
AMZN,2022-09-14,2022-09-21,hold_expired,-1334.2673486594622,-0.0778763274879096,long
ADBE,2022-09-16,2022-09-23,hold_expired,-841.1189383250468,-0.04988648561404424,long
AMZN,2022-09-21,2022-09-28,hold_expired,-74.00509260448156,-0.004479490258105106,long
TSLA,2022-09-23,2022-09-30,hold_expired,-599.0229854385937,-0.03661419774057076,long
BA,2022-09-28,2022-09-30,position_stop,-1518.0809251473493,-0.09263339616453695,long
TSLA,2022-09-30,2022-10-03,position_stop,-1070.1744240915734,-0.08614893912729736,long
BA,2022-09-30,2022-10-07,hold_expired,895.5590326279006,0.07192757947947466,long
TSLA,2022-10-03,2022-10-10,position_stop,-1332.8861873586804,-0.08020209435697988,long
UNH,2022-10-07,2022-10-14,hold_expired,255.35949026599326,0.016398830426586852,long
WMT,2022-10-10,2022-10-17,hold_expired,245.02375971250444,0.015827991300019773,long
COST,2022-10-14,2022-10-21,hold_expired,806.8773336206783,0.051751926078221794,long
WMT,2022-10-17,2022-10-24,hold_expired,956.4613790922214,0.06117759244624711,long
WFC,2022-10-21,2022-10-28,hold_expired,537.9844311853833,0.03388126269558874,long
UNH,2022-10-24,2022-10-31,hold_expired,402.9286807074437,0.02501687304186363,long
AMZN,2022-10-28,2022-11-02,position_stop,-1769.4301166195294,-0.10918673741101992,long
XOM,2022-10-31,2022-11-07,hold_expired,416.19192809536145,0.025529075914733475,long
AMZN,2022-11-02,2022-11-09,hold_expired,-1019.68660010766,-0.06492621774433795,long
XOM,2022-11-07,2022-11-14,hold_expired,90.49039495715027,0.005645208784932218,long
CVX,2022-11-09,2022-11-16,hold_expired,618.8605454028959,0.039671889168183004,long
XOM,2022-11-14,2022-11-21,hold_expired,-333.91634154523973,-0.021179473899094546,long
GE,2022-11-16,2022-11-23,hold_expired,556.2903243264777,0.034963237528691474,long
CVX,2022-11-21,2022-11-29,hold_expired,-18.35973442631089,-0.0011651447552358063,long
XOM,2022-11-23,2022-12-01,hold_expired,-395.51311825690254,-0.024743552188892865,long
CVX,2022-11-29,2022-12-06,hold_expired,-792.6288541684346,-0.04983231736262501,long
XOM,2022-12-01,2022-12-07,regime_reduce,-1020.0327979856365,-0.0645407906104386,long
WMT,2022-12-02,2022-12-07,regime_reduce,-155.29433142371957,-0.026844607039676418,long
WFC,2022-12-06,2022-12-07,regime_reduce,-287.46573658819506,-0.021914123705480244,long
GE,2022-12-02,2022-12-09,hold_expired,-400.353231820051,-0.06251877725504129,long
MRK,2022-12-02,2022-12-09,hold_expired,-90.47358554423252,-0.011460580728182658,long
XOM,2022-12-09,2022-12-16,hold_expired,268.3513882811085,0.011192556548341072,long
MRK,2022-12-09,2022-12-16,hold_expired,251.7928826400546,0.01050192471695521,long
MRK,2022-12-16,2022-12-23,hold_expired,587.810273083944,0.024349004984589046,long
WMT,2022-12-16,2022-12-23,hold_expired,171.9709316447674,0.007123592872669784,long
MRK,2022-12-23,2023-01-03,hold_expired,-157.1814569068817,-0.006446403724781682,long
XOM,2022-12-23,2023-01-03,hold_expired,-425.8276121479781,-0.019977126517822047,long
MRK,2023-01-03,2023-01-10,hold_expired,-72.08171955121912,-0.0029792019631541523,long
LLY,2023-01-03,2023-01-10,hold_expired,-811.4473532480328,-0.033537845140819665,long
MRK,2023-01-10,2023-01-18,hold_expired,-436.11830915420586,-0.01823924530488309,long
LLY,2023-01-10,2023-01-18,hold_expired,-50.23067999257765,-0.0021007366005625803,long
BA,2023-01-13,2023-01-23,hold_expired,-93.26629733384176,-0.019432137333516515,long
AVGO,2023-01-13,2023-01-23,hold_expired,23.652173261085714,0.004524105242768248,long
PFE,2023-01-13,2023-01-23,hold_expired,-362.88978317431156,-0.06000435088765378,long
MRK,2023-01-18,2023-01-25,hold_expired,-34.400007140232084,-0.0018484823778412694,long
XOM,2023-01-18,2023-01-25,hold_expired,381.2041235670794,0.023495743004472967,long
BA,2023-01-23,2023-01-30,hold_expired,-8.828775004358423,-0.0014335526504161086,long
HD,2023-01-23,2023-01-30,hold_expired,-33.69975306573452,-0.0039339918006010745,long
LLY,2023-01-23,2023-01-30,hold_expired,-49.983695135507354,-0.004999938529583735,long
NVDA,2023-01-25,2023-01-30,trailing_stop,-68.5385155988345,-0.008384142263846095,long
MRK,2023-01-25,2023-02-01,hold_expired,-234.62851262049787,-0.014836535344374104,long
AMAT,2023-01-30,2023-02-03,trailing_stop,983.4359736763674,0.10886303657055557,long
ADBE,2023-01-30,2023-02-03,trailing_stop,555.149766038256,0.04377572108503246,long
NVDA,2023-01-30,2023-02-06,hold_expired,649.4969571585026,0.10051152135948906,long
BA,2023-01-30,2023-02-06,hold_expired,-176.76454303986,-0.013645255092940197,long
MA,2023-02-01,2023-02-08,hold_expired,-104.07374648192776,-0.009973582933923796,long
XOM,2023-02-03,2023-02-10,hold_expired,941.5077362660862,0.06476838170822177,long
CVX,2023-02-03,2023-02-10,hold_expired,216.0853672777564,0.014864986245266129,long
NVDA,2023-02-06,2023-02-10,trailing_stop,60.01616199801519,0.008298079977707066,long
BA,2023-02-06,2023-02-13,hold_expired,495.66466392995005,0.042739695576788285,long
AMAT,2023-02-08,2023-02-15,hold_expired,268.6444353581974,0.030262946321984806,long
NVDA,2023-02-10,2023-02-16,trailing_stop,342.18555035443734,0.03461074005854818,long
META,2023-02-10,2023-02-17,hold_expired,-48.82166969016703,-0.00729822639522079,long
CMCSA,2023-02-10,2023-02-17,hold_expired,356.9291474336719,0.019781820977918998,long
BA,2023-02-13,2023-02-21,hold_expired,-508.97901156800333,-0.046978854211730155,long
AMAT,2023-02-15,2023-02-23,hold_expired,-541.6908844699,-0.052625198662606905,long
NVDA,2023-02-16,2023-02-24,hold_expired,599.0179067947244,0.05831296212862231,long
AMD,2023-02-17,2023-02-27,hold_expired,28.905912446292227,0.003426708828871417,long
AVGO,2023-02-17,2023-02-27,hold_expired,-255.6079222291346,-0.01704282078982871,long
BA,2023-02-21,2023-02-28,hold_expired,-208.73256636536593,-0.01932172605173124,long
AMAT,2023-02-23,2023-03-02,hold_expired,513.4290886565475,0.04905643440410191,long
NVDA,2023-02-24,2023-03-03,hold_expired,274.3743190095233,0.02589523925249185,long
AVGO,2023-02-27,2023-03-06,hold_expired,1186.0460147792173,0.08106526431801071,long
AMD,2023-02-27,2023-03-06,hold_expired,248.56576487753057,0.030328895783357342,long
BA,2023-02-28,2023-03-07,trailing_stop,338.6299193795747,0.03160007452618073,long
AMAT,2023-03-02,2023-03-09,hold_expired,-128.65123996281034,-0.011912278346022286,long
NVDA,2023-03-03,2023-03-10,hold_expired,-417.7075569265118,-0.0385978843598599,long
AMD,2023-03-06,2023-03-10,trailing_stop,246.43707541368354,0.018592834385743523,long
CMCSA,2023-03-06,2023-03-13,hold_expired,-640.7619448102446,-0.04237273542365988,long
BA,2023-03-07,2023-03-14,hold_expired,-32.61877062138131,-0.0030829135979868263,long
META,2023-03-09,2023-03-16,hold_expired,1356.913429479431,0.12790459986213532,long
NVDA,2023-03-10,2023-03-17,hold_expired,1173.0810772523255,0.12013955060375184,long
AVGO,2023-03-10,2023-03-17,hold_expired,389.9295717744003,0.026234302190363067,long
AMAT,2023-03-13,2023-03-20,hold_expired,822.1659271056333,0.07077856569366667,long
BA,2023-03-14,2023-03-21,hold_expired,-140.38031930356166,-0.012451764985790216,long
META,2023-03-16,2023-03-23,hold_expired,-36.5149721153298,-0.0031766611222446093,long
NVDA,2023-03-17,2023-03-24,hold_expired,415.8746429750048,0.04093285911142013,long
AVGO,2023-03-17,2023-03-24,hold_expired,250.75513710370123,0.015481399128981088,long
CRM,2023-03-20,2023-03-27,hold_expired,380.89895161064265,0.032437167293438054,long
AMD,2023-03-21,2023-03-28,hold_expired,-165.03299380219974,-0.014291699595752638,long
META,2023-03-23,2023-03-30,hold_expired,200.67412577386384,0.017422075625510253,long
NVDA,2023-03-24,2023-03-31,hold_expired,504.262565463743,0.03723071031668241,long
AVGO,2023-03-24,2023-03-31,hold_expired,138.83957059450495,0.008424818533076259,long
BA,2023-03-27,2023-04-03,hold_expired,794.3428263207514,0.07388438711813468,long
AMD,2023-03-28,2023-04-04,hold_expired,151.62224391093352,0.013843117827675082,long
META,2023-03-30,2023-04-06,hold_expired,444.96010196106255,0.039737394591289776,long
NVDA,2023-03-31,2023-04-10,hold_expired,-86.69029107724474,-0.007164310823901716,long
AVGO,2023-03-31,2023-04-10,hold_expired,-384.66796683800385,-0.02207242301718567,long
CRM,2023-04-03,2023-04-11,hold_expired,-451.54595881082463,-0.038683919866297635,long
AMD,2023-04-04,2023-04-12,hold_expired,-424.4108548771176,-0.03693544189090563,long
META,2023-04-06,2023-04-14,hold_expired,287.74477645616395,0.024937446286069434,long
NVDA,2023-04-10,2023-04-17,hold_expired,-329.1556196133114,-0.020958007194684804,long
AVGO,2023-04-10,2023-04-17,hold_expired,-1.1053486654079496,-6.447417204359734e-05,long
CRM,2023-04-11,2023-04-18,hold_expired,520.0185415120892,0.050870595649742,long
AMD,2023-04-12,2023-04-19,hold_expired,-271.69753017798405,-0.025896234617470117,long
META,2023-04-14,2023-04-21,hold_expired,-423.94619632527986,-0.0388324878526539,long
NVDA,2023-04-17,2023-04-24,hold_expired,25.74839966375152,0.0014442285152514985,long
AVGO,2023-04-17,2023-04-24,hold_expired,203.7478133405819,0.011428221007492892,long
CRM,2023-04-18,2023-04-25,hold_expired,-388.74751157730856,-0.03945087903885952,long
AMD,2023-04-19,2023-04-26,hold_expired,-443.4848177034663,-0.04448521115625447,long
META,2023-04-21,2023-04-28,hold_expired,1305.3593163393466,0.12884118795450972,long
NVDA,2023-04-24,2023-05-01,hold_expired,1268.3056524332028,0.06904088614291294,long
TSLA,2023-04-24,2023-05-01,hold_expired,-81.48292097437817,-0.004435565716191035,long
CRM,2023-04-25,2023-05-02,hold_expired,160.2194985834535,0.01662009574958822,long
AMD,2023-04-26,2023-05-03,hold_expired,-482.7670058313095,-0.05027925962383198,long
META,2023-04-28,2023-05-05,hold_expired,-319.6323802478269,-0.031379043449127765,long
NVDA,2023-05-01,2023-05-08,hold_expired,158.24005081982278,0.008301498205859905,long
AMZN,2023-05-01,2023-05-08,hold_expired,705.8682779568114,0.037030854152745485,long
CRM,2023-05-02,2023-05-09,hold_expired,378.4819164907506,0.03786116960579549,long
AMD,2023-05-03,2023-05-10,hold_expired,1832.7720830068292,0.1886669122555161,long
META,2023-05-05,2023-05-12,hold_expired,43.148119789106765,0.004420397941971713,long
NVDA,2023-05-08,2023-05-15,hold_expired,-130.47574050786105,-0.0068265642177359346,long
TSLA,2023-05-08,2023-05-15,hold_expired,-601.5318866497888,-0.03167231733663729,long
CRM,2023-05-09,2023-05-16,hold_expired,171.96535954070723,0.016795955308427386,long
AAPL,2023-05-10,2023-05-17,hold_expired,-38.814994026552505,-0.003642306425464362,long
META,2023-05-12,2023-05-19,hold_expired,525.2555035882157,0.050592344361079046,long
NVDA,2023-05-15,2023-05-22,hold_expired,1459.5674989555869,0.07674514760727245,long
TSLA,2023-05-15,2023-05-22,hold_expired,2574.538118064862,0.13537113427972372,long
CRM,2023-05-16,2023-05-23,hold_expired,103.42966030516209,0.010163179732781441,long
AMD,2023-05-17,2023-05-24,hold_expired,449.39561380430206,0.043556594150037646,long
META,2023-05-19,2023-05-26,hold_expired,701.3484134384212,0.06676034917260665,long
NVDA,2023-05-22,2023-05-30,hold_expired,5291.981007769647,0.28656640062465283,long
AAPL,2023-05-22,2023-05-30,hold_expired,366.57800615918853,0.017789874937305373,long
CRM,2023-05-23,2023-05-31,hold_expired,922.7726352746488,0.08100556010179831,long
AMD,2023-05-24,2023-05-31,trailing_stop,1027.3152745578454,0.09179830746806199,long
META,2023-05-26,2023-06-05,hold_expired,399.3548183773629,0.03567755557546625,long
NVDA,2023-05-30,2023-06-06,hold_expired,-642.8013829034242,-0.036349092329560864,long
TSLA,2023-05-30,2023-06-06,hold_expired,2196.034579805121,0.10016401635351356,long
AMD,2023-05-31,2023-06-07,trailing_stop,-35.992436877960195,-0.0032230543640027337,long
CRM,2023-05-31,2023-06-07,hold_expired,-1351.0828866138324,-0.07901788685518374,long
META,2023-06-05,2023-06-12,hold_expired,-14.773400785947599,-0.0012564255576071161,long
NVDA,2023-06-06,2023-06-13,hold_expired,1431.9375213293545,0.06134533616474888,long
AVGO,2023-06-06,2023-06-13,hold_expired,1805.6209334534763,0.07735422914679962,long
AMD,2023-06-07,2023-06-13,trailing_stop,966.603733916791,0.05685306665654854,long
CRM,2023-06-07,2023-06-14,hold_expired,303.20998080312506,0.017834006475103085,long
META,2023-06-12,2023-06-20,hold_expired,483.61966831906295,0.048990888708871895,long
NVDA,2023-06-13,2023-06-21,hold_expired,533.5473399844227,0.049290629231574276,long
AMD,2023-06-13,2023-06-21,position_stop,-1614.0383259480964,-0.09974302008112045,long
LLY,2023-06-13,2023-06-21,hold_expired,464.37007297907076,0.01633069855197578,long
AVGO,2023-06-14,2023-06-22,hold_expired,-719.207982249743,-0.04431647570967528,long
META,2023-06-20,2023-06-27,hold_expired,137.15010242824204,0.009562949733012185,long
NVDA,2023-06-21,2023-06-28,hold_expired,-551.0754604422889,-0.044813655457247546,long
AMD,2023-06-21,2023-06-28,hold_expired,-299.34611833772806,-0.01731337463954156,long
GOOGL,2023-06-21,2023-06-28,hold_expired,-84.00565586859351,-0.0030777536882486177,long
AVGO,2023-06-22,2023-06-29,hold_expired,335.7837854647832,0.02389500026754146,long
META,2023-06-27,2023-07-05,hold_expired,361.55956826701646,0.02549707236216314,long
NVDA,2023-06-28,2023-07-06,hold_expired,498.8278930055472,0.02395609808724342,long
AMD,2023-06-28,2023-07-06,hold_expired,567.2533482077182,0.03003544742656647,long
LLY,2023-06-28,2023-07-06,hold_expired,270.7421682255476,0.009829874104022689,long
AVGO,2023-06-29,2023-07-07,hold_expired,-194.9605297567302,-0.018352390512300993,long
META,2023-07-05,2023-07-12,hold_expired,603.4419179318276,0.050851036584913904,long
NVDA,2023-07-06,2023-07-13,hold_expired,2373.187856137746,0.09198880735151112,long
ADBE,2023-07-06,2023-07-13,hold_expired,2144.6382679945505,0.0747761642938699,long
LLY,2023-07-06,2023-07-13,hold_expired,-1847.417019582414,-0.061550889885769206,long
AVGO,2023-07-07,2023-07-14,hold_expired,311.63680616006167,0.049388280829882183,long
META,2023-07-12,2023-07-19,hold_expired,178.3166901685026,0.02155873801849329,long
NVDA,2023-07-13,2023-07-20,hold_expired,-333.85580000158154,-0.009961789908429492,long
LLY,2023-07-13,2023-07-20,hold_expired,2244.955331027764,0.06698632571727502,long
TSLA,2023-07-13,2023-07-20,trailing_stop,-1392.2292458714442,-0.05397985005205778,long
AMD,2023-07-14,2023-07-21,hold_expired,-255.13961079552288,-0.043048174815128334,long
META,2023-07-19,2023-07-26,hold_expired,-327.4348182890175,-0.05519134618227195,long
NVDA,2023-07-20,2023-07-27,hold_expired,282.24998000252424,0.008326306063056404,long
TSLA,2023-07-20,2023-07-27,hold_expired,-679.2167232030351,-0.027352557434628944,long
ADBE,2023-07-20,2023-07-27,hold_expired,-190.91459104028445,-0.005631934205594763,long
AMZN,2023-07-21,2023-07-28,hold_expired,103.11318343618099,0.016992359337439904,long
META,2023-07-26,2023-08-02,trailing_stop,311.3803271873997,0.05271453447285284,long
ADBE,2023-07-27,2023-08-02,trailing_stop,1063.2142292641283,0.03177037185169632,long
NVDA,2023-07-27,2023-08-03,hold_expired,-1010.5341440672413,-0.030196215063894003,long
TSLA,2023-07-27,2023-08-03,hold_expired,393.87828155415707,0.014113646379079484,long
AVGO,2023-07-28,2023-08-04,hold_expired,-102.6248539783131,-0.020171671630554333,long
META,2023-08-02,2023-08-09,hold_expired,-477.35802945509903,-0.02895538775251607,long
LLY,2023-08-02,2023-08-09,hold_expired,2602.6520568285164,0.15787060202250505,long
NVDA,2023-08-03,2023-08-10,hold_expired,-1212.9468393716909,-0.04780404596334559,long
ADBE,2023-08-03,2023-08-10,hold_expired,-384.2132383066067,-0.015142417381827708,long
AVGO,2023-08-04,2023-08-11,hold_expired,-631.3945793450819,-0.05886725541900672,long
META,2023-08-09,2023-08-16,hold_expired,-662.4752000551631,-0.03578200688801414,long
TSLA,2023-08-09,2023-08-16,hold_expired,-1268.2976445146473,-0.06850405124342214,long
NVDA,2023-08-10,2023-08-17,hold_expired,504.42341184434633,0.02252980889313933,long
ADBE,2023-08-10,2023-08-17,hold_expired,-180.604769222509,-0.008066617924998808,long
AVGO,2023-08-11,2023-08-18,hold_expired,-53.46208038573245,-0.004736851942605108,long
META,2023-08-16,2023-08-23,hold_expired,-3.2769176054885683,-0.00017342299820391797,long
LLY,2023-08-16,2023-08-23,hold_expired,246.25947463500876,0.013032691562276112,long
NVDA,2023-08-17,2023-08-24,hold_expired,1870.2229597595829,0.08808598332110429,long
TSLA,2023-08-17,2023-08-24,hold_expired,1047.8357315184107,0.04935221241303387,long
AMZN,2023-08-18,2023-08-25,hold_expired,3.2883397468557556,0.00029269843698779917,long
LLY,2023-08-23,2023-08-30,hold_expired,-192.19125785026716,-0.009706069748927341,long
META,2023-08-23,2023-08-30,hold_expired,57.81291678218179,0.0029196759985511923,long
NVDA,2023-08-24,2023-08-31,hold_expired,1005.6875088051638,0.04645582078575523,long
ADBE,2023-08-24,2023-08-31,hold_expired,1981.7317545222452,0.09154232744016456,long
AMZN,2023-08-25,2023-09-01,hold_expired,415.1949698617482,0.036462560488116386,long
LLY,2023-08-30,2023-09-07,hold_expired,938.0469541008778,0.04605732003136365,long
META,2023-08-30,2023-09-07,hold_expired,246.31668491387768,0.012093942991389977,long
NVDA,2023-08-31,2023-09-08,hold_expired,-1695.8307522156842,-0.07659288080558695,long
TSLA,2023-08-31,2023-09-08,hold_expired,-821.9587179313241,-0.03712409745334061,long
AVGO,2023-09-01,2023-09-11,hold_expired,-180.24696289369993,-0.015346619448635036,long
ADBE,2023-09-07,2023-09-14,hold_expired,-342.73165961909996,-0.014811134608509134,long
AMAT,2023-09-07,2023-09-14,hold_expired,-571.5201018215954,-0.02469821775133365,long
NVDA,2023-09-08,2023-09-15,hold_expired,-796.3496566025757,-0.03671113489924594,long
TSLA,2023-09-08,2023-09-15,hold_expired,2259.9306625754475,0.1041811454665493,long
AVGO,2023-09-11,2023-09-18,hold_expired,-122.5611929174401,-0.01065064461708593,long
ADBE,2023-09-14,2023-09-21,hold_expired,-1548.401179747468,-0.06932948805345307,long
LLY,2023-09-14,2023-09-21,hold_expired,-1565.9534591840486,-0.07011538938408092,long
NVDA,2023-09-15,2023-09-22,hold_expired,-1168.4206279002356,-0.05218699622101362,long
AMAT,2023-09-15,2023-09-22,hold_expired,-337.01653741398496,-0.015052696216130527,long
TSLA,2023-09-18,2023-09-25,hold_expired,-806.7463824756135,-0.06894976391096203,long
ADBE,2023-09-21,2023-09-28,hold_expired,-380.8348891093198,-0.017924401353539024,long
AVGO,2023-09-21,2023-09-28,hold_expired,621.0792471803253,0.029231759004145257,long
NVDA,2023-09-22,2023-09-29,hold_expired,975.2514045027341,0.04537399587442291,long
INTC,2023-09-22,2023-09-29,hold_expired,860.8649771260096,0.040052117577279764,long
TSLA,2023-09-25,2023-10-02,hold_expired,209.3877796956328,0.018660676577373192,long
ADBE,2023-09-28,2023-10-05,hold_expired,496.64552881324556,0.023320167040907655,long
LLY,2023-09-28,2023-10-05,hold_expired,-116.21811604161078,-0.005457062878923217,long
NVDA,2023-09-29,2023-10-06,hold_expired,1144.4036426648893,0.05200104882107667,long
AVGO,2023-09-29,2023-10-06,hold_expired,388.6938754588318,0.017662028012354856,long
TSLA,2023-10-02,2023-10-09,hold_expired,371.28259327319074,0.03207077555037468,long
LLY,2023-10-05,2023-10-12,hold_expired,2755.349045099648,0.12746375613691824,long
XOM,2023-10-05,2023-10-12,hold_expired,-500.02125083416695,-0.023131220668014527,long
ADBE,2023-10-06,2023-10-13,hold_expired,937.1654312014297,0.041921123636521666,long
INTC,2023-10-06,2023-10-13,hold_expired,-136.52508111178793,-0.006107016556763366,long
TSLA,2023-10-09,2023-10-16,hold_expired,-262.87633747031543,-0.02214739847267562,long
