symbol,entry_date,exit_date,exit_reason,pnl,return,side
COST,2023-10-12,2023-10-19,hold_expired,74.19726496802433,0.003279827403608038,long
LLY,2023-10-12,2023-10-19,hold_expired,-706.3442850869154,-0.032270265909387565,long
NVDA,2023-10-13,2023-10-20,position_stop,-2056.312361506536,-0.08963752104806474,long
INTC,2023-10-13,2023-10-20,hold_expired,-670.302909832591,-0.02921943782153689,long
ADBE,2023-10-16,2023-10-23,hold_expired,-224.54641435984374,-0.01875842915537556,long
NVDA,2023-10-20,2023-10-25,trailing_stop,183.03266447426375,0.009447563477203342,long
LLY,2023-10-19,2023-10-26,hold_expired,-852.0835930818688,-0.03842429884926967,long
META,2023-10-19,2023-10-26,hold_expired,-1734.0825627821644,-0.0781976171852512,long
UNH,2023-10-20,2023-10-27,hold_expired,-98.03368375376897,-0.004498848407551805,long
ADBE,2023-10-23,2023-10-27,regime_reduce,-739.4416317830654,-0.05975274260659807,long
GOOGL,2023-10-25,2023-10-27,regime_reduce,-401.8603034760491,-0.027394411024051973,long
LLY,2023-10-26,2023-11-02,hold_expired,500.74798548871723,0.021455699169627286,long
OXY,2023-10-26,2023-11-02,hold_expired,-0.38432787008623726,-1.6467411556385986e-05,long
LLY,2023-11-02,2023-11-09,trailing_stop,736.057702938198,0.019006162687324694,long
OXY,2023-11-02,2023-11-09,hold_expired,-1647.1797361972003,-0.042532760565454165,long
UNH,2023-11-03,2023-11-10,hold_expired,188.59601517970117,0.019417900501601276,long
WMT,2023-11-03,2023-11-10,hold_expired,112.53469212261427,0.009273321792597598,long
CSCO,2023-11-03,2023-11-10,hold_expired,-79.57958939203853,-0.007943217860449091,long
LLY,2023-11-09,2023-11-16,hold_expired,-70.82688900443678,-0.0025083924919382643,long
INTC,2023-11-09,2023-11-16,hold_expired,4145.002009046074,0.14679865323336283,long
MU,2023-11-10,2023-11-17,hold_expired,290.4279182377974,0.02917980280748424,long
OXY,2023-11-10,2023-11-17,hold_expired,-3.764537012788403,-0.00034499245312877416,long
UNH,2023-11-10,2023-11-17,hold_expired,-185.78796218472684,-0.009092818166091575,long
LLY,2023-11-16,2023-11-24,hold_expired,552.2345972890095,0.020974973275005877,long
WMT,2023-11-16,2023-11-24,hold_expired,2.883424217218747,0.00010843991200899434,long
UNH,2023-11-17,2023-11-27,hold_expired,311.711457786848,0.013610163988509347,long
ADBE,2023-11-17,2023-11-27,hold_expired,313.44176378986646,0.027559564475564617,long
MU,2023-11-17,2023-11-27,hold_expired,-8.211181510944716,-0.0006576001013086161,long
LLY,2023-11-24,2023-12-01,hold_expired,-710.8515792969177,-0.028383059380123924,long
INTC,2023-11-24,2023-12-01,hold_expired,-125.91481437448623,-0.005027558153226741,long
MU,2023-11-27,2023-12-04,hold_expired,-1004.6090097717622,-0.041555982250420495,long
ADBE,2023-11-27,2023-12-04,hold_expired,-574.2834564858381,-0.023755424142430797,long
AVGO,2023-11-27,2023-12-04,hold_expired,-620.1876655563784,-0.027656526239496666,long
LLY,2023-12-01,2023-12-08,hold_expired,372.77351869729995,0.023986468174415763,long
INTC,2023-12-01,2023-12-08,hold_expired,-369.87646541561696,-0.023800054513425258,long
ADBE,2023-12-04,2023-12-11,hold_expired,940.0266166101454,0.034138902229364214,long
MSFT,2023-12-04,2023-12-11,hold_expired,161.04318651023007,0.005848597796947395,long
AMZN,2023-12-04,2023-12-11,hold_expired,199.42465314305923,0.0072424957075436615,long
INTC,2023-12-08,2023-12-15,hold_expired,954.5330891127808,0.08100668853537109,long
LLY,2023-12-08,2023-12-15,hold_expired,-512.4980831733537,-0.043493277574260567,long
CRM,2023-12-11,2023-12-18,hold_expired,1157.1668029809728,0.04557306043743377,long
MSFT,2023-12-11,2023-12-18,hold_expired,112.94320036619793,0.0036330633109607183,long
ADBE,2023-12-11,2023-12-18,hold_expired,-1296.3610010436582,-0.04170026681890961,long
LLY,2023-12-15,2023-12-22,hold_expired,-30.963004423430498,-0.0028857525298333,long
INTC,2023-12-15,2023-12-22,hold_expired,427.46094094856176,0.039839366841732546,long
ADBE,2023-12-18,2023-12-26,hold_expired,-46.332279319870366,-0.0014537664782084537,long
AMD,2023-12-18,2023-12-26,hold_expired,1034.5892575932266,0.03246227475708424,long
CRM,2023-12-18,2023-12-26,hold_expired,317.871973319393,0.009973858958748041,long
AVGO,2023-12-22,2024-01-02,hold_expired,-242.68770212221463,-0.03262995888703277,long
INTC,2023-12-22,2024-01-02,trailing_stop,-31.146967178928925,-0.004187786400451395,long
AMD,2023-12-26,2024-01-03,hold_expired,-1589.135197547726,-0.05641863280998133,long
CRM,2023-12-26,2024-01-03,hold_expired,-1729.2660520489324,-0.054019354254089644,long
QCOM,2023-12-26,2024-01-03,hold_expired,-1820.5492936042012,-0.054042626562679594,long
INTC,2024-01-02,2024-01-09,hold_expired,43.27289893125865,0.00520893414106176,long
MU,2024-01-02,2024-01-09,hold_expired,99.78112988992525,0.012011058814039846,long
AMD,2024-01-03,2024-01-10,hold_expired,2487.4788112281694,0.09768685520569144,long
QCOM,2024-01-03,2024-01-10,hold_expired,389.7283749286951,0.012419620571166433,long
AVGO,2024-01-03,2024-01-10,hold_expired,630.818755026431,0.02076339177496245,long
INTC,2024-01-09,2024-01-17,hold_expired,-331.77487831880387,-0.04143625964958351,long
COST,2024-01-09,2024-01-17,hold_expired,204.12503635435962,0.02549372649978766,long
QCOM,2024-01-10,2024-01-18,hold_expired,1369.7178252727588,0.04291864710644804,long
AMD,2024-01-10,2024-01-18,hold_expired,2635.52728056504,0.09511919699360546,long
MU,2024-01-10,2024-01-18,hold_expired,784.0580254216344,0.029606512476835132,long
AMD,2024-01-18,2024-01-22,trailing_stop,623.7086049916932,0.03386607591348481,long
INTC,2024-01-17,2024-01-24,hold_expired,620.2248776394864,0.0657617560710311,long
AVGO,2024-01-17,2024-01-24,hold_expired,1283.443568434646,0.13608209847943628,long
QCOM,2024-01-18,2024-01-25,hold_expired,2051.8573516795304,0.06317665242111589,long
COST,2024-01-18,2024-01-25,hold_expired,-350.201923548013,-0.010782711177796608,long
AMD,2024-01-22,2024-01-29,hold_expired,681.8835656407077,0.05737310961759212,long
CRM,2024-01-24,2024-01-31,hold_expired,223.75187937418937,0.015201460169473279,long
AVGO,2024-01-24,2024-01-31,hold_expired,-867.274503394959,-0.05892168975845927,long
COST,2024-01-25,2024-02-01,hold_expired,1003.0859357124289,0.037674061951335366,long
QCOM,2024-01-25,2024-02-01,position_stop,-2302.9885695830844,-0.08649601290847336,long
AMD,2024-01-29,2024-02-05,hold_expired,-275.3725551070396,-0.020249710771170767,long
AVGO,2024-01-31,2024-02-07,hold_expired,1152.0585128123523,0.06529641872396652,long
INTC,2024-01-31,2024-02-07,hold_expired,-71.92534235993149,-0.0040765874470507,long
QCOM,2024-02-01,2024-02-08,hold_expired,1150.8553238091813,0.05009541460559421,long
NVDA,2024-02-01,2024-02-08,hold_expired,2410.427545163756,0.10492315128894891,long
AMD,2024-02-05,2024-02-12,hold_expired,-166.904245851012,-0.013321426403862488,long
AVGO,2024-02-07,2024-02-14,hold_expired,82.55532831218446,0.004096702289466102,long
CRM,2024-02-07,2024-02-14,hold_expired,21.55702417135629,0.001069739677406591,long
NVDA,2024-02-08,2024-02-15,hold_expired,1000.158410500497,0.04330770274634102,long
MU,2024-02-08,2024-02-15,hold_expired,-884.5367415907964,-0.038301186962834854,long
AMD,2024-02-12,2024-02-20,hold_expired,-443.805570110061,-0.03618754632179846,long
META,2024-02-14,2024-02-22,hold_expired,535.5034388412524,0.028238632907512957,long
AVGO,2024-02-14,2024-02-22,hold_expired,718.9065441329782,0.03380556595541517,long
NVDA,2024-02-15,2024-02-23,hold_expired,1966.9256038834426,0.08475334459255368,long
CRM,2024-02-15,2024-02-23,hold_expired,68.27949011235276,0.0029421118636467855,long
AMD,2024-02-20,2024-02-26,trailing_stop,755.615052794867,0.06227890586867992,long
META,2024-02-22,2024-02-29,hold_expired,124.42466659201455,0.00822625303489715,long
QCOM,2024-02-22,2024-02-29,hold_expired,513.9626701377778,0.02481714169816827,long
NVDA,2024-02-23,2024-03-01,hold_expired,747.6645142384209,0.04391188063011255,long
CRM,2024-02-23,2024-03-01,hold_expired,2035.0303108239932,0.08223727571243973,long
AMD,2024-02-26,2024-03-04,hold_expired,2584.8982293562904,0.1667462474829846,long
AVGO,2024-02-29,2024-03-05,trailing_stop,694.9767156216294,0.03248739790318512,long
META,2024-02-29,2024-03-07,hold_expired,798.2014848091527,0.04500626339792312,long
NVDA,2024-03-01,2024-03-08,trailing_stop,1476.23759544979,0.06383299815892203,long
AMAT,2024-03-01,2024-03-08,hold_expired,-515.9917962004596,-0.0223116546268741,long
AMD,2024-03-04,2024-03-11,hold_expired,-451.2939918587464,-0.03394527269178309,long
CRM,2024-03-05,2024-03-12,hold_expired,424.2353516642403,0.026339871156969386,long
META,2024-03-07,2024-03-14,hold_expired,-869.0249836713978,-0.039752931023456756,long
NVDA,2024-03-08,2024-03-14,trailing_stop,142.10308317412358,0.004741320743050633,long
AVGO,2024-03-08,2024-03-15,hold_expired,-1677.05346655119,-0.05595549519795399,long
AMD,2024-03-11,2024-03-18,hold_expired,-581.2686765625327,-0.039019131594230816,long
AMAT,2024-03-12,2024-03-19,hold_expired,-270.90550570343214,-0.017571133532967704,long
NVDA,2024-03-14,2024-03-21,hold_expired,1004.204009808931,0.039684159845931634,long
META,2024-03-14,2024-03-21,hold_expired,869.0017298209352,0.03238730882837953,long
AVGO,2024-03-15,2024-03-22,hold_expired,1922.599237495031,0.10014057718456129,long
AMD,2024-03-18,2024-03-25,hold_expired,-1111.8281166795869,-0.06305265879105566,long
QCOM,2024-03-19,2024-03-26,hold_expired,304.57257306543454,0.018092216167782203,long
NVDA,2024-03-21,2024-03-28,hold_expired,-339.2620021891694,-0.011811544993778832,long
META,2024-03-21,2024-03-28,hold_expired,-1254.7322334176183,-0.04368401452129946,long
CRM,2024-03-22,2024-04-01,hold_expired,-306.0958240234751,-0.01790613611884504,long
AMD,2024-03-25,2024-04-02,hold_expired,6.529775852815638,0.000386228872775034,long
TMO,2024-03-26,2024-04-03,hold_expired,214.25542147250974,0.012620811064440747,long
NVDA,2024-03-28,2024-04-05,hold_expired,-764.5247112397797,-0.025997245440881948,long
META,2024-03-28,2024-04-05,hold_expired,2529.0227814479495,0.08599803905391844,long
AMAT,2024-04-01,2024-04-08,hold_expired,26.681717997203602,0.0016723714448536706,long
AMD,2024-04-02,2024-04-09,hold_expired,-720.5951092375759,-0.04432567601688048,long
MU,2024-04-03,2024-04-10,hold_expired,-751.3158215925275,-0.045394971423607454,long
NVDA,2024-04-05,2024-04-12,hold_expired,61.606285120298836,0.0020111820961564515,long
AVGO,2024-04-05,2024-04-12,hold_expired,105.88263901312422,0.0034566159517842236,long
META,2024-04-08,2024-04-15,hold_expired,-557.3350561340852,-0.03663159425639807,long
AMD,2024-04-09,2024-04-16,hold_expired,-656.4511213219467,-0.04286797117788239,long
MU,2024-04-10,2024-04-17,hold_expired,-742.9842772948201,-0.0480440982315861,long
NVDA,2024-04-12,2024-04-19,position_stop,-4100.523303802971,-0.1359285383197749,long
AVGO,2024-04-12,2024-04-19,position_stop,-3128.073810338867,-0.10369274097318029,long
AMD,2024-04-16,2024-04-19,position_stop,-1570.3105573001378,-0.1029059502833835,long
MU,2024-04-17,2024-04-19,position_stop,-1239.7858420650648,-0.08218879042181813,long
META,2024-04-15,2024-04-22,hold_expired,-575.0274989936058,-0.03698514627369953,long
NVDA,2024-04-19,2024-04-24,trailing_stop,1047.7776859335504,0.04561669321621214,long
META,2024-04-22,2024-04-25,position_stop,-357.3353485660872,-0.08376257462262605,long
MU,2024-04-19,2024-04-26,hold_expired,1700.8161490901728,0.07557371443326813,long
AVGO,2024-04-19,2024-04-26,hold_expired,3791.120926962333,0.11567095015749597,long
AMAT,2024-04-19,2024-04-26,hold_expired,2585.644306257905,0.0717129099265966,long
NVDA,2024-04-24,2024-05-01,trailing_stop,446.65164221464084,0.04220787426981429,long
META,2024-04-25,2024-05-02,hold_expired,5.719834965838394,0.0006773680243587953,long
LLY,2024-04-26,2024-05-02,trailing_stop,1119.0055963801096,0.0305366630854232,long
MU,2024-04-26,2024-05-03,hold_expired,-21.217425720819755,-0.0012278580991873537,long
XOM,2024-04-26,2024-05-03,hold_expired,-624.3084484729395,-0.01662501995214804,long
NVDA,2024-05-01,2024-05-08,hold_expired,1047.632177509727,0.08875133440741023,long
MRK,2024-05-02,2024-05-09,hold_expired,350.2164960392374,0.015351110583548905,long
META,2024-05-02,2024-05-09,hold_expired,1014.5747407349832,0.07638780599399923,long
MU,2024-05-03,2024-05-10,hold_expired,1630.5683519359586,0.05700956117269774,long
LLY,2024-05-03,2024-05-10,hold_expired,974.0092371206973,0.0340542848881357,long
NVDA,2024-05-08,2024-05-15,hold_expired,629.0064958855895,0.04664213937377189,long
DIS,2024-05-09,2024-05-16,hold_expired,-486.12205085502626,-0.02297749923891953,long
QCOM,2024-05-09,2024-05-16,hold_expired,1491.635170169981,0.0705050221997597,long
MU,2024-05-10,2024-05-17,hold_expired,862.6903576852364,0.033396483675383504,long
AMAT,2024-05-10,2024-05-17,hold_expired,289.3164655779087,0.011200023894572888,long
NVDA,2024-05-15,2024-05-22,hold_expired,46.54657887151768,0.003370885210388078,long
META,2024-05-16,2024-05-23,hold_expired,-366.05579544152516,-0.015744974221194922,long
AMZN,2024-05-16,2024-05-23,hold_expired,-326.77588537292365,-0.014055447162362218,long
MU,2024-05-17,2024-05-24,hold_expired,846.8220630036874,0.033514223504846063,long
AMAT,2024-05-17,2024-05-24,hold_expired,1097.4977056556477,0.04343507923368663,long
NVDA,2024-05-22,2024-05-30,trailing_stop,2213.9631491172995,0.16375994190501297,long
QCOM,2024-05-23,2024-05-30,trailing_stop,458.4059741857376,0.019222227678694005,long
META,2024-05-23,2024-05-31,hold_expired,53.70642999251528,0.002252058837059739,long
MU,2024-05-24,2024-06-03,hold_expired,-258.86796019023325,-0.010201665202570705,long
AMAT,2024-05-24,2024-06-03,hold_expired,-767.4903665032592,-0.03024584332302372,long
NVDA,2024-05-30,2024-06-06,hold_expired,2083.7388837447297,0.0949955290351594,long
QCOM,2024-05-30,2024-06-06,hold_expired,496.8584855876632,0.022651271261582114,long
LLY,2024-05-31,2024-06-07,hold_expired,561.6749343117722,0.036142234691171705,long
MU,2024-06-03,2024-06-10,hold_expired,1373.394262231235,0.05187647914205162,long
AMAT,2024-06-03,2024-06-10,hold_expired,1723.9588982438074,0.06511816765653676,long
NVDA,2024-06-06,2024-06-13,hold_expired,1938.6710723155172,0.0712544358488289,long
QCOM,2024-06-06,2024-06-13,hold_expired,1087.1849991240713,0.03995868865127812,long
LLY,2024-06-07,2024-06-14,hold_expired,500.27939064977187,0.0334814440730984,long
MU,2024-06-10,2024-06-17,hold_expired,2710.4257469557792,0.0964915507536935,long
AMAT,2024-06-10,2024-06-17,hold_expired,1809.653939931503,0.0644239434294198,long
NVDA,2024-06-13,2024-06-21,hold_expired,-668.1295427680977,-0.023462674873655658,long
QCOM,2024-06-13,2024-06-21,hold_expired,-690.4361470709069,-0.02424601488601874,long
TXN,2024-06-14,2024-06-24,hold_expired,0.7014366777222687,4.6187966590728474e-05,long
MU,2024-06-17,2024-06-25,hold_expired,-1350.315591316954,-0.04539699395703533,long
AMAT,2024-06-17,2024-06-25,hold_expired,-1052.193162948796,-0.035374253964907655,long
QCOM,2024-06-21,2024-06-27,position_stop,-2329.1389989531117,-0.08178164105966719,long
NVDA,2024-06-21,2024-06-28,hold_expired,-682.0176458100045,-0.023947270785926962,long
AVGO,2024-06-24,2024-07-01,hold_expired,460.91401601712175,0.03051100277582816,long
MU,2024-06-25,2024-07-02,hold_expired,-1724.9265113745678,-0.06045210835974404,long
AMAT,2024-06-25,2024-07-02,hold_expired,802.5282397625156,0.02812556001195538,long
QCOM,2024-06-27,2024-07-05,hold_expired,1011.6965968380479,0.05431200878431088,long
NVDA,2024-06-28,2024-07-08,hold_expired,812.9071836041883,0.03771228084136208,long
AVGO,2024-07-01,2024-07-09,hold_expired,1106.7897727273355,0.05637474729853926,long
MU,2024-07-02,2024-07-10,hold_expired,925.2740589392587,0.029551924838598625,long
GOOGL,2024-07-02,2024-07-10,hold_expired,1003.8278971886964,0.032060821636583116,long
NVDA,2024-07-08,2024-07-11,trailing_stop,-119.2091756020496,-0.0062477723880788065,long
ORCL,2024-07-05,2024-07-12,hold_expired,42.11979808531854,0.002400980917256284,long
QCOM,2024-07-09,2024-07-16,hold_expired,238.42641044124474,0.01216179514366769,long
MU,2024-07-10,2024-07-17,position_stop,-4208.212573180532,-0.12384339010962243,long
GOOGL,2024-07-10,2024-07-17,hold_expired,-1806.003112104513,-0.05314882365424565,long
NVDA,2024-07-11,2024-07-18,hold_expired,-906.2142207317748,-0.04953698227174065,long
TSLA,2024-07-12,2024-07-19,hold_expired,-657.0589986381987,-0.03638157730627138,long
AAPL,2024-07-16,2024-07-23,hold_expired,-692.4057806174386,-0.04178109571714023,long
MU,2024-07-17,2024-07-24,portfolio_stop,-2398.7570415326054,-0.07716320830689528,long
GOOGL,2024-07-17,2024-07-24,portfolio_stop,-1440.993018492961,-0.04635385848985856,long
NVDA,2024-07-18,2024-07-24,portfolio_stop,-946.3203591968252,-0.056495115261424755,long
TSLA,2024-07-19,2024-07-24,portfolio_stop,-1645.2377099376986,-0.09703591869234217,long
AAPL,2024-07-23,2024-07-24,portfolio_stop,-477.4772129322585,-0.028758708247517507,long
TSLA,2024-07-24,2024-07-30,trailing_stop,501.52626247962496,0.030691186885650788,long
MU,2024-07-24,2024-07-31,hold_expired,-119.02729756352866,-0.004180272277816718,long
NVDA,2024-07-30,2024-08-01,trailing_stop,1520.5505352689033,0.052819873849554694,long
TSLA,2024-08-01,2024-08-05,position_stop,-2419.4447347700943,-0.08291522492359875,long
AAPL,2024-07-31,2024-08-07,hold_expired,-1581.6989634627819,-0.055209866244413985,long
TSLA,2024-08-05,2024-08-12,hold_expired,-198.67255326342033,-0.006994164096426215,long
NVDA,2024-08-07,2024-08-14,hold_expired,5422.04439549372,0.19380249984855832,long
UNH,2024-08-12,2024-08-19,hold_expired,669.3479919355945,0.023862198814566724,long
AAPL,2024-08-14,2024-08-21,hold_expired,628.0707528673285,0.021103031869000817,long
UNH,2024-08-19,2024-08-26,hold_expired,424.5034308604344,0.01442487878636477,long
NVDA,2024-08-21,2024-08-28,hold_expired,-669.0063652040883,-0.022497997510743044,long
TSLA,2024-08-26,2024-09-03,hold_expired,-364.61139152661775,-0.012246144778071257,long
NVDA,2024-08-28,2024-09-03,position_stop,-4142.674926528584,-0.14020389804623726,long
NVDA,2024-09-03,2024-09-10,hold_expired,8.253460304342259,0.000916620888372412,long
AAPL,2024-09-03,2024-09-10,hold_expired,-426.2544953274559,-0.01194507789410748,long
AAPL,2024-09-10,2024-09-17,hold_expired,-537.2520826181794,-0.015087969219153735,long
NVDA,2024-09-10,2024-09-17,hold_expired,618.9083258396773,0.06937000738553481,long
WMT,2024-09-17,2024-09-24,hold_expired,935.6990397615116,0.026323057868374067,long
TSLA,2024-09-17,2024-09-24,hold_expired,1044.2840003208728,0.11585118585576448,long
ORCL,2024-09-24,2024-10-01,hold_expired,93.45175160910999,0.008196528848397288,long
WMT,2024-09-24,2024-10-01,hold_expired,251.79798637280774,0.0074251326341551824,long
TSLA,2024-10-01,2024-10-08,hold_expired,-1113.2522187066459,-0.052402874154666476,long
ORCL,2024-10-01,2024-10-08,hold_expired,1043.6502706735605,0.0431262883840167,long
TSLA,2024-10-08,2024-10-11,position_stop,-1888.5108792536037,-0.10920653148565312,long
ORCL,2024-10-08,2024-10-15,hold_expired,17.810240894799872,0.0006332662511478869,long
TSLA,2024-10-11,2024-10-18,hold_expired,381.23565128557016,0.013310348282205767,long
ORCL,2024-10-15,2024-10-22,hold_expired,199.43599735425292,0.007002161353103609,long
TSLA,2024-10-18,2024-10-25,hold_expired,6295.70549034005,0.21970551048324455,long
CRM,2024-10-22,2024-10-29,hold_expired,1049.6980533275719,0.03662132425286255,long
ORCL,2024-10-22,2024-10-29,hold_expired,-307.5506148425259,-0.010729667216788334,long
CSCO,2024-10-25,2024-11-01,hold_expired,-92.98159804254797,-0.004324103678870754,long
ORCL,2024-10-29,2024-11-05,hold_expired,-316.09516745415465,-0.009519748844961585,long
WMT,2024-10-29,2024-11-05,hold_expired,804.2957670519946,0.02422274836109672,long
TSLA,2024-11-01,2024-11-08,hold_expired,5455.944138665741,0.2901397973041008,long
ORCL,2024-11-05,2024-11-12,hold_expired,3543.0055598824842,0.10361501324711501,long
META,2024-11-05,2024-11-12,hold_expired,740.0511092095999,0.021642756182081245,long
WMT,2024-11-08,2024-11-15,hold_expired,-137.48410979298015,-0.006849175771926104,long
CSCO,2024-11-12,2024-11-19,hold_expired,-1069.2477753969913,-0.028973509931112286,long
HD,2024-11-12,2024-11-19,hold_expired,340.4967481246483,0.009226473171420073,long
ORCL,2024-11-15,2024-11-22,hold_expired,914.9513889254391,0.04652757619689931,long
CRM,2024-11-19,2024-11-26,hold_expired,1841.1463010906136,0.061061039529298734,long
CSCO,2024-11-19,2024-11-26,hold_expired,1662.804292086402,0.04523709884970412,long
SCHW,2024-11-22,2024-12-02,hold_expired,34.81300599428389,0.00158734769892711,long
TSLA,2024-11-26,2024-12-04,hold_expired,1417.6640028336928,0.058241377316010534,long
ORCL,2024-11-26,2024-12-04,hold_expired,-429.0046461174882,-0.011456663081899087,long
CRM,2024-12-02,2024-12-09,trailing_stop,1534.3115013159572,0.06210992722621154,long
TSLA,2024-12-04,2024-12-11,hold_expired,4805.129725330362,0.18673762385270257,long
ORCL,2024-12-04,2024-12-11,hold_expired,-1883.81715152982,-0.05107084606162356,long
WMT,2024-12-09,2024-12-16,hold_expired,336.0828268161323,0.013313169917344792,long
TSLA,2024-12-11,2024-12-18,trailing_stop,1379.0385560949637,0.03615842989474069,long
CRM,2024-12-11,2024-12-18,hold_expired,-1852.5253208875665,-0.04857326624226188,long
ORCL,2024-12-16,2024-12-23,hold_expired,-267.63021272329394,-0.01221183116283099,long
TSLA,2024-12-18,2024-12-26,hold_expired,1245.540007769365,0.03180651135958641,long
CRM,2024-12-18,2024-12-26,hold_expired,521.2718620435921,0.013311366393774116,long
AVGO,2024-12-23,2024-12-30,trailing_stop,292.185228572362,0.013897126371925693,long
TSLA,2024-12-26,2024-12-30,position_stop,-1785.979948408647,-0.08086010795560385,long
TSLA,2024-12-30,2025-01-02,position_stop,-2991.454120156645,-0.09135143994699106,long
WMT,2024-12-26,2025-01-03,hold_expired,-865.2743176959765,-0.02167271100896184,long
CRM,2024-12-30,2025-01-07,hold_expired,-1075.448208981938,-0.032200478455416806,long
TSLA,2025-01-02,2025-01-07,trailing_stop,864.8578345475865,0.03975687255008691,long
MRVL,2025-01-03,2025-01-13,hold_expired,-686.449953358572,-0.025152554631091482,long
TSLA,2025-01-07,2025-01-15,hold_expired,3102.864279172183,0.08585814262812726,long
AVGO,2025-01-07,2025-01-15,hold_expired,-98.5720348865657,-0.002803612292071858,long
MRVL,2025-01-13,2025-01-21,hold_expired,1636.434510136436,0.07493698122649856,long
TSLA,2025-01-15,2025-01-23,hold_expired,-1428.8885754284943,-0.036992658663148784,long
AVGO,2025-01-15,2025-01-23,hold_expired,2080.2294852432033,0.05385529747520224,long
MRVL,2025-01-21,2025-01-27,position_stop,-4057.6079490533784,-0.1894571109339801,long
AVGO,2025-01-24,2025-01-27,position_stop,-4653.630984630563,-0.17397218154055322,long
TSLA,2025-01-23,2025-01-30,hold_expired,-814.8541776817626,-0.02934430855093086,long
WFC,2025-01-23,2025-01-30,hold_expired,708.4378812938643,0.017938421027392643,long
GS,2025-01-24,2025-01-31,hold_expired,146.9513573517672,0.0054936560941911275,long
MRVL,2025-01-27,2025-02-03,hold_expired,2934.3575904538848,0.13185482386375427,long
AVGO,2025-01-27,2025-02-03,hold_expired,1717.4412546337187,0.0771729099625675,long
TSLA,2025-01-30,2025-02-06,hold_expired,-1913.1593969457074,-0.06485707888040712,long
NVDA,2025-01-30,2025-02-06,hold_expired,953.4486092146558,0.03232239391812906,long
WFC,2025-01-31,2025-02-07,hold_expired,553.1272995135058,0.02877187704318233,long
CRM,2025-02-03,2025-02-10,hold_expired,-1022.330843413786,-0.03549408282202034,long
NOW,2025-02-03,2025-02-10,hold_expired,22.578219762757296,0.0008472386657415202,long
TSLA,2025-02-06,2025-02-11,position_stop,-3626.333911348122,-0.1224113230061216,long
MRVL,2025-02-06,2025-02-11,position_stop,-2511.1583300151156,-0.08487929870409505,long
WFC,2025-02-07,2025-02-14,hold_expired,-145.656241070137,-0.008565919152777868,long
AMZN,2025-02-10,2025-02-18,hold_expired,-778.362860075564,-0.027841663850721735,long
GOOGL,2025-02-10,2025-02-18,hold_expired,-404.95415867906604,-0.014485014816611165,long
TSLA,2025-02-11,2025-02-19,hold_expired,2639.332249621149,0.09759207780393836,long
MRVL,2025-02-11,2025-02-19,hold_expired,475.6094152232239,0.01758615690063766,long
WFC,2025-02-14,2025-02-24,hold_expired,-521.992605510949,-0.034521337061579414,long
AVGO,2025-02-18,2025-02-24,position_stop,-2139.3593242725256,-0.09014566615930561,long
MRVL,2025-02-19,2025-02-24,position_stop,-1856.1021069591043,-0.1182547364054009,long
AMZN,2025-02-18,2025-02-25,hold_expired,-1698.410207334948,-0.06111180771111156,long
TSLA,2025-02-24,2025-02-25,position_stop,-2498.945169185332,-0.08389862066603163,long
GS,2025-02-19,2025-02-26,portfolio_stop,-2155.856061769499,-0.07540372127967576,long
MRVL,2025-02-24,2025-02-26,portfolio_stop,-501.9662158079028,-0.030752750647686063,long
WMT,2025-02-24,2025-02-26,portfolio_stop,821.2882047361303,0.026998934225313534,long
TSLA,2025-02-25,2025-02-26,portfolio_stop,-710.6247154387656,-0.03963342299803974,long
WFC,2025-02-25,2025-02-26,portfolio_stop,129.933634027955,0.005907687788479508,long
MRVL,2025-02-26,2025-03-03,position_stop,-2160.7302162344286,-0.09558485801770059,long
TSLA,2025-02-26,2025-03-05,hold_expired,-969.3086101591675,-0.040237215201616466,long
MRVL,2025-03-03,2025-03-06,trailing_stop,-4882.024500778752,-0.15788193326082467,long
TSLA,2025-03-05,2025-03-10,position_stop,-5800.272914748736,-0.20405235027443402,long
V,2025-03-06,2025-03-13,hold_expired,-1254.7436347588587,-0.045359763294579254,long
WFC,2025-03-10,2025-03-17,hold_expired,1583.3635952131708,0.06078122716898375,long
COST,2025-03-13,2025-03-20,hold_expired,140.39638804531242,0.005365942356541833,long
V,2025-03-17,2025-03-24,hold_expired,741.9140647414557,0.027855387769195005,long
AVGO,2025-03-20,2025-03-27,position_stop,-2582.8636931653864,-0.09736020602522434,long
BRK-B,2025-03-24,2025-03-31,hold_expired,342.94744642895165,0.012796504357365991,long
AVGO,2025-03-27,2025-04-03,position_stop,-2706.3826580114196,-0.1045468610225075,long
BA,2025-03-31,2025-04-03,position_stop,-3027.4824000316767,-0.11516270324362214,long
BA,2025-04-03,2025-04-04,position_stop,-1733.5210091773195,-0.09489766732948852,long
META,2025-04-03,2025-04-10,trailing_stop,568.6602212357144,0.027593258128561542,long
BA,2025-04-04,2025-04-10,trailing_stop,3546.0642173693527,0.1385826813242203,long
BRK-B,2025-04-10,2025-04-17,hold_expired,102.76792515707558,0.004650984714172745,long
V,2025-04-10,2025-04-17,hold_expired,272.34455537516993,0.01540000331508301,long
UNH,2025-04-17,2025-04-25,hold_expired,-919.1531713070973,-0.07811103432591023,long
BRK-B,2025-04-17,2025-04-25,hold_expired,692.6912652653665,0.024601994286927765,long
BRK-B,2025-04-25,2025-05-02,hold_expired,326.6394260125246,0.016647140000246,long
