date,hydra_value,tlt_blend_value,ief_blend_value
2007-05-04,292131.5503687168,297801.90834430873,295119.0743738211
2007-05-07,291561.867321586,297324.7742049551,294635.23391510866
2007-05-08,292838.8276432384,298211.38655301696,295527.09255739994
2007-05-09,295206.2316673601,300123.08212231693,297425.69629210775
2007-05-10,293309.0239480112,297840.92206924624,295164.99057183403
2007-05-11,295478.7815449107,300074.68304077437,297387.2661783846
2007-05-14,295254.4068572695,299754.7198284791,297077.05694431806
2007-05-15,295231.90359910537,299886.99480725365,297209.4659131019
2007-05-16,296661.18758353026,300811.6427348457,298126.32188070763
2007-05-17,295680.6979960126,299775.91550737445,297108.39256920246
2007-05-18,297660.2236716199,301751.73012483097,299016.8280957727
2007-05-21,300400.24030122743,304207.5456154797,301440.50159190083
2007-05-22,299575.9839745804,303225.85684462264,300483.25537135755
2007-05-23,299352.9302501841,303228.3113622026,300451.12300275225
2007-05-24,297512.27033791103,301186.44922346977,298490.39046391787
2007-05-25,298921.46023382386,302637.2377480027,299883.184771372
2007-05-29,300519.7281478417,303929.44986869756,301173.68836686795
2007-05-30,302570.812266793,305736.9366949596,302945.70798271283
2007-05-31,303165.6562613902,306637.85978832253,303797.27597244235
2007-06-01,304123.179425997,307922.1202641474,305069.6395170614
2007-06-04,306232.83445053984,309863.1414034147,306982.20499904006
2007-06-05,308240.6808653839,311430.3456042627,308534.8382005273
2007-06-06,305769.60302385275,309123.60064771044,306249.54008496046
2007-06-07,303984.5656457511,306955.6250977149,304101.72117462684
2007-06-08,305877.24889387446,308260.7957259221,305394.7570469554
2007-06-11,306152.3209027918,308856.7508655801,305985.1713247689
2007-06-12,303283.69771695853,305939.9264121063,303095.4658946005
2007-06-13,304811.84758272325,307715.3893213213,304854.42152996996
2007-06-14,306521.82644743816,309387.22868711373,306510.7170564101
2007-06-15,308516.6698900131,311341.9593640502,308447.27372677566
2007-06-18,309942.1054473578,312634.8859176431,309728.17936313536
2007-06-19,308551.6383560182,311584.9266208141,308687.9820081354
2007-06-20,304752.7183269199,307857.93708918965,304995.6439673974
2007-06-21,306425.98904498905,309318.918586374,306443.04206527106
2007-06-22,304548.6819118069,307589.9955962654,304730.19364653615
2007-06-25,303623.4616634957,306603.05939803505,303752.4334361609
2007-06-26,300368.4534208336,303314.9536981048,300494.89872757037
2007-06-27,302652.1862185813,305443.53602721245,302603.6906734338
2007-06-28,302360.3393850413,305386.4872459471,302547.17230023845
2007-06-29,302724.3969040367,305755.37558400974,302912.6309182077
2007-07-02,305799.772677072,308890.6415196424,306018.74688224174
2007-07-03,307778.7191729433,310563.67342370254,307676.2238593872
2007-07-05,308198.8118232952,310834.01279530145,307944.04976477113
2007-07-06,309305.4366531096,312140.3474429193,309238.23883410054
2007-07-09,312402.6340480815,314955.71980834345,312027.43542171945
2007-07-10,309822.2966282555,312676.24778439326,309769.15667008556
2007-07-11,310997.3214607818,313770.2646773797,310853.0019980393
2007-07-12,315649.1143288988,318222.05302460265,315263.4000751708
2007-07-13,319151.0043533023,321256.4872990722,318269.62185515516
2007-07-16,317204.98579923395,319353.89573731355,316384.71953926195
2007-07-17,316940.89837564866,319022.6921203133,316056.59527062543
2007-07-18,316456.60662160395,318974.6260085895,316008.9760510698
2007-07-19,317566.3007312517,320168.92840939685,317192.17448756326
2007-07-20,315662.6152930122,318575.0511557784,315664.0092409186
2007-07-23,317634.0640076581,320263.85798413615,317330.3866230323
2007-07-24,311556.33726795705,314734.5318405202,311932.3884625612
2007-07-25,331236.092196743,331497.8596022159,328555.3132232296
2007-07-26,327795.8653036368,327744.91455628944,324833.17600112496
2007-07-27,324987.715320749,325136.65467631904,322242.0445087851
2007-07-30,327862.2981367167,327830.88321884593,324914.3392328323
2007-07-31,323866.82057870657,324460.3463736447,321553.6082029674
2007-08-01,325028.827762615,325516.5469717579,322596.4435160141
2007-08-02,329549.35358239216,329449.1123070225,326482.1584090081
2007-08-03,320769.142788057,322103.1525958656,319200.84083535563
2007-08-06,325017.6910650501,325713.8216550883,322799.96017119853
2007-08-07,329316.68310397107,329484.4150843501,326541.2079798299
2007-08-08,333919.4670696128,333742.06693729793,330661.7951521047
2007-08-09,327604.30275635584,327487.65580604936,324493.12976790674
2007-08-10,325273.6568176321,325773.7664698077,322787.6525311969
2007-08-13,325704.57172909594,326043.5652170791,323046.45259925036
2007-08-14,324935.38044411497,325464.6289265344,322483.44570996054
2007-08-15,320487.6784956582,321720.95469131705,318766.42601694656
2007-08-16,316984.4941792385,318268.8012904505,315243.2179053745
2007-08-17,320639.4021713448,321617.7107748556,318597.64674119855
2007-08-20,322022.9969644816,322878.7135636696,319863.70492500847
2007-08-21,323964.38372710865,324557.1058017414,321522.3505471308
2007-08-22,326239.967405254,326845.77626990195,323779.15870573436
2007-08-23,324325.012931992,325249.9951054201,322178.3932479547
2007-08-24,330636.7973758611,331211.923589901,328054.6407007014
2007-08-27,329263.48420265946,329907.54583431437,326746.4406570462
2007-08-28,323382.0749258251,324639.0235870983,321565.93450323405
2007-08-29,331865.2384453841,332364.0992934247,329210.8391504545
2007-08-30,332091.0313039604,332454.7263032167,329289.605252857
2007-08-31,337549.764752863,337544.1861182822,334326.98951233743
2007-09-04,343275.24327245634,342947.0975629058,339662.7873047731
2007-09-05,340837.2773648195,340828.6926179061,337552.4326485254
2007-09-06,345751.5420279172,345462.06715650595,342144.22892410104
2007-09-07,342145.02304831235,342548.35651375225,339234.9878156428
2007-09-10,342510.8470331666,342998.0248129511,339642.89980505244
2007-09-11,347207.0764178334,347514.73328501836,344106.27641677187
2007-09-12,346955.68617552664,347353.06644226034,343954.90968126134
2007-09-13,347508.7832472925,347656.3866413199,344276.1596517058
2007-09-14,347398.5028805255,347505.60512728384,344125.8659295257
2007-09-17,345208.2497415675,345963.6561490533,342570.08314071834
2007-09-18,352313.3772501165,352667.811562196,349252.73116784054
2007-09-19,352811.1778843397,353098.8866520456,349719.4293910332
2007-09-20,353311.04560578795,353890.5898391633,350556.692012794
2007-09-21,356463.2874885331,356603.87293628155,353220.35188585985
2007-09-24,359827.4074204145,359453.97553041263,356032.63380453637
2007-09-25,362038.4354419791,361266.17434897035,357853.4780118601
2007-09-26,362626.65824055526,361740.70055552607,358319.575251956
2007-09-27,363974.6895243056,363508.46671891946,360044.05391966767
2007-09-28,363730.54954125086,363565.1878730662,360086.53972850245
2007-10-01,367964.2179019092,367439.0139866384,363890.76724845206
2007-10-02,364444.2057970552,363758.5757210954,360238.5922165878
2007-10-03,361471.1623956799,361016.89350213757,357539.2968743608
2007-10-04,362786.0597384708,362638.7184278183,359130.95232955477
2007-10-05,367780.4736811185,367169.95538245747,363632.3046911492
2007-10-08,370597.61292952887,368989.46830952604,365466.27838074666
2007-10-09,371189.82606581657,369884.2668598267,366338.89330214896
2007-10-10,370665.24698492256,369599.98901282623,366060.21633079875
2007-10-11,363907.5740527208,364140.4349233747,360661.31357116986
2007-10-12,369691.62200361147,369364.9430068266,365846.88818046136
2007-10-15,373577.2988476736,372860.9111708487,369314.92707893293
2007-10-16,370962.3664735188,370471.68481273827,366966.33544258075
2007-10-17,378099.0121350706,376459.31121631974,372861.85688429116
2007-10-18,376298.6717569851,375633.32351742225,372030.9862666088
2007-10-19,367420.0757290693,367725.5564865915,364151.65978411434
2007-10-22,368552.9228546677,368329.4947106473,364735.195400248
2007-10-23,376089.5355673253,375052.39242944546,371400.44896567694
2007-10-24,370795.495025124,370717.8386268965,367090.71374755737
2007-10-25,366341.874410042,367307.49280741945,363732.7075197227
2007-10-26,368678.6064449334,370174.80140034185,366570.9940129911
2007-10-29,368859.2298774812,370701.1436289453,367069.90862341673
2007-10-30,369011.2303196006,370294.5890051463,366679.15115427884
2007-10-31,374055.5943250812,375347.27686746285,371699.5735692085
2007-11-01,370273.3989077084,371558.7201617787,367911.9271159644
2007-11-02,371451.9078194479,373432.02139813046,369763.2700235842
2007-11-05,368314.7557106618,370497.43080275506,366852.069619047
2007-11-06,375136.03351356176,377246.0625770978,373556.8188839096
2007-11-07,370502.9698126265,373185.9312199326,369550.5010083115
2007-11-08,364286.0446771588,367836.32403811906,364289.90890401334
2007-11-09,362826.5364940682,366463.3675496657,362907.19156827655
2007-11-12,351301.2361386644,354953.66901735135,351492.24102566915
2007-11-13,355595.65187945485,359147.56317691074,355635.3507500985
2007-11-14,353648.6675306928,357982.5664817445,354478.95350248605
2007-11-15,350376.53403817455,354236.4724029249,350735.82883568684
2007-11-16,352952.71290584013,356452.37206619605,352917.47613594536
2007-11-19,352506.17064925324,356041.4720217961,352518.98389017035
2007-11-20,355666.6115554023,359936.6029375533,356361.6822313746
2007-11-21,353151.8119009668,357816.91061362356,354287.38269012695
2007-11-23,356637.9936506846,361792.99681525095,358171.30099854135
2007-11-26,355350.4422139672,360624.85483820504,356960.7193549748
2007-11-27,357700.08219011297,362216.48069384106,358538.0777379054
2007-11-28,359508.3059976157,363678.32116002013,360013.83297070704
2007-11-29,360793.46811397286,364365.98568449897,360667.7453203313
2007-11-30,361200.6776279983,364390.19547614845,360736.5881782138
2007-12-03,360264.9694406194,363939.97413183056,360262.1535501617
2007-12-04,360773.9001326471,364751.0479157498,361074.1926070655
2007-12-05,362821.891265184,366328.1748202045,362694.3824358292
2007-12-06,365224.95833761577,368874.5809426473,365240.894573563
2007-12-07,365333.6069203732,368580.36556678015,364984.3809419653
2007-12-10,365916.3123919704,369623.67949547386,366044.3662197336
2007-12-11,363958.5616323998,367381.9671106183,363780.9340935992
2007-12-12,366506.6373484432,370451.0994550281,366834.29458719364
2007-12-13,355094.4809276249,359679.5594868734,356193.4221446007
2007-12-14,355386.4620241035,359799.922451344,356332.8846982455
2007-12-17,350631.49543437455,355607.641064688,352145.4802799288
2007-12-18,351454.822500592,356768.2215127296,353242.1454730752
2007-12-19,351706.9498247731,357253.17536759627,353660.2234741136
2007-12-20,353825.8748724539,358792.51547375997,355190.40657355206
2007-12-21,358946.81342539267,363848.50843544916,360248.02497937606
2007-12-24,361543.4957554297,366202.35390421917,362591.5045424424
2007-12-26,362858.2034663778,367834.6917898305,364236.789622967
2007-12-27,361406.8551379963,366565.3484814133,362949.35416543594
2007-12-28,364067.7911926112,369537.1456701018,365823.2087684276
2007-12-31,362422.332754411,367947.5392974581,364236.4259800661
2008-01-02,362526.6486564811,369444.7350271201,365630.1763339895
2008-01-03,362926.3587109155,370126.52429648914,366346.75360518333
2008-01-04,354149.5198355297,362290.4893227453,358620.1288231385
2008-01-07,351091.52392261487,359336.98590229836,355666.2880644016
2008-01-08,348744.2259431138,358099.93340749404,354481.1928054242
2008-01-09,350784.7741499715,359705.89561858034,356029.7100353991
2008-01-10,354115.1724294709,362979.0944574674,359397.50959966186
2008-01-11,352075.26037803123,361519.9839794069,357935.4620989885
2008-01-14,355080.2289427456,364664.5901989531,361009.94244194246
2008-01-15,351294.03716754715,360819.66219509154,357147.4111068054
2008-01-16,349296.9675940501,358435.7757898693,354851.0026298073
2008-01-17,347018.4276019833,356379.79106498644,352757.97172539495
2008-01-18,345600.6805329824,355422.05925488967,351873.65612832905
2008-01-22,343823.33449018624,354207.5669694237,350676.8963843112
2008-01-23,345205.91992814245,355075.1118256236,351508.2666505302
2008-01-24,351015.1692387163,360947.0236268278,357449.50898647925
2008-01-25,348586.0586598838,359367.5997750005,355795.27281862334
2008-01-28,350392.82649102807,361442.6221433621,357850.77535159007
2008-01-29,351082.4038815653,361868.9666405172,358306.2052528516
2008-01-30,352881.0025859073,363563.44022237824,360056.64762690314
2008-01-31,355325.705959833,365633.2070646074,362082.91698293714
2008-02-01,354328.5636952076,363937.026954793,360369.8404654255
2008-02-04,354466.94196202647,364061.0426655579,360549.4685670146
2008-02-05,351608.19993219705,361073.62794465513,357583.7084549476
2008-02-06,346589.1115736208,357035.5561976346,353599.8986576331
2008-02-07,347918.14514787094,358388.72296189185,355061.60570035235
2008-02-08,350479.5545961917,361507.60058094334,358115.9468705344
2008-02-11,350212.4348675404,361512.1565615442,358097.40510758455
2008-02-12,349051.87515962,359518.75575702265,356168.6274795642
2008-02-13,349753.4158357543,360141.19406620855,356860.62421106943
2008-02-14,348556.7843457198,359250.1311724298,356087.2109694386
2008-02-15,348754.8789940318,359272.2057758718,356043.3598555672
2008-02-19,351448.15965278115,362715.9274345766,359490.9066384401
2008-02-20,353918.4256652454,365577.1007667041,362232.7719894432
2008-02-21,351951.99769336235,363916.7638551813,360584.2445893982
2008-02-22,350952.35001457727,363181.4679954794,359890.80947737064
2008-02-25,351922.96723211475,363817.545135165,360564.0576077804
2008-02-26,351383.0639105797,363922.82194887946,360694.3798560544
2008-02-27,352748.07288398955,365464.7506648489,362240.57904741884
2008-02-28,351483.11985038035,365073.29547619325,361779.55458853516
2008-02-29,347148.4744651428,361293.8391780909,357978.60614417907
2008-03-03,351029.0705420742,365204.3468804359,361853.64405046764
2008-03-04,350359.1690808928,363805.6947750864,360539.62572098646
2008-03-05,353601.1907841378,367596.8610996107,364388.4648863722
2008-03-06,350462.0195589416,364598.03118263895,361448.5418131326
2008-03-07,350414.5555947965,364319.9055041375,361198.51247414574
2008-03-10,349258.26086526626,363636.1303257528,360429.49254441244
2008-03-11,352258.57518374274,366414.3976234168,363155.5364118123
2008-03-12,352884.0439127905,367660.7645150287,364296.85719093116
2008-03-13,354646.597490706,369558.43509095605,366208.2959278289
2008-03-14,354046.7705783966,369279.4717205721,365907.3854579676
2008-03-17,353300.14486043534,368361.8935168659,364965.6295171824
2008-03-18,353636.4688859541,368058.96641255746,364629.3663116828
2008-03-19,349313.10980939766,362807.44262992166,359330.2916720051
