date,value,cash,positions,drawdown,leverage,in_protection,risk_on,regime_score,universe_size
2004-11-18,88008.7368912824,21301.72309757163,5,-0.19389125861537673,0.6244349655384931,True,True,0.7804873803222032,40
2004-11-19,87286.1688886368,21086.611137047556,5,-0.20050956043121768,0.5989808791375646,True,True,0.6537703836322293,40
2004-11-22,89349.9681100781,21091.23010901091,5,-0.18160636227576957,0.6735745508969218,True,True,0.6499057230721972,40
2004-11-23,89703.22607073965,21095.850092749075,5,-0.17837072522299888,0.6865170991080045,True,True,0.6548661048687838,40
2004-11-24,90341.70265662551,20835.234591056967,5,-0.17252265177902038,0.7099093928839185,True,True,0.649575846138708,40
2004-11-26,90354.04910489415,20448.72882884219,5,-0.1724095655079755,0.710361737968098,True,True,0.6953757485319695,40
2004-11-29,90802.92525179882,20796.22424105197,5,-0.16829812159228913,0.7268075136308435,True,True,0.7411835536020412,40
2004-11-30,90113.39879575913,20800.77960445715,5,-0.17461378209672493,0.7015448716131003,True,True,0.7494332034139173,40
2004-12-01,91732.53149552704,20805.294694315737,5,-0.15978347014307293,0.7608661194277083,True,True,0.6832916950527221,40
2004-12-02,91297.47723692007,20236.539193908273,5,-0.16376831361688524,0.7449267455324591,True,True,0.7002459144494425,40
2004-12-03,91213.27545416035,19250.654531018015,5,-0.16453955287698988,0.7418417884920405,True,True,0.6877462037321671,40
2004-12-06,92796.30110723738,19936.461313102915,5,-0.15003996042905082,0.7998401582837967,True,True,0.7910170341804538,40
2004-12-07,90629.7666482884,19940.788791014926,5,-0.1698841534894193,0.7204633860423229,True,True,0.739160150771055,40
2004-12-08,91139.56110742246,20814.32309124303,5,-0.1652147333348605,0.739141066660558,True,True,0.7238065267541669,40
2004-12-09,91404.45508726241,20417.406567608756,5,-0.16278845885085189,0.7488461645965925,True,True,0.7211527369828954,40
2004-12-10,91399.11171254622,20145.251533610517,5,-0.16283740104931266,0.7486503958027494,True,True,0.7214256999325095,40
2004-12-13,92201.2458052647,20505.892468586804,5,-0.15549032021685227,0.7780387191325909,True,True,0.7036916017246178,40
2004-12-14,92828.21957984818,20510.343549213914,5,-0.14974760582095092,0.8010095767161963,True,True,0.7125525399754444,40
2004-12-15,92341.17153404646,20539.349806054048,5,-0.15420868208523214,0.7831652716590715,True,True,0.7923473763102986,40
2004-12-16,91668.297166731,22459.03173338082,5,-0.16037181916123264,0.7585127233550695,True,True,0.7830604288081755,40
2004-12-17,90744.08061985247,19948.93010228595,5,-0.16883710412824024,0.7246515834870391,True,True,0.7443481609157219,40
2004-12-20,89905.59103220342,19953.260286716883,5,-0.17651718010750178,0.6939312795699929,True,True,0.755934668605226,40
2004-12-21,90406.27570046722,19957.591411072768,5,-0.1719312003284341,0.7122751986862637,True,True,0.8066226520352543,40
2004-12-22,90781.05603911428,19898.21919027964,5,-0.16849843083583602,0.726006276656656,True,True,0.814788293172783,40
2004-12-23,91148.80554130244,24130.195863878937,5,-0.16513005970786582,0.7394797611685368,True,True,0.8168692656656168,40
2004-12-27,90859.74566180262,22370.185048864718,5,-0.1677776797496832,0.7288892810012673,True,True,0.8060180212376264,40
2004-12-28,91523.61104708968,22375.040799349532,5,-0.16169705969893025,0.753211761204279,True,True,0.8342690546150457,40
2004-12-29,91493.44392892616,22379.8976038405,5,-0.1619733729209236,0.7521065083163057,True,True,0.8367491720768037,40
2004-12-30,91521.10685634545,21433.122453117197,5,-0.1617199966267891,0.7531200134928436,True,True,0.8238467581377511,40
2004-12-31,91233.7736358887,23426.26745458284,5,-0.16435180147801082,0.7425927940879568,True,True,0.819984686028447,40
2005-01-03,90593.93367645607,22021.019949194473,5,-0.17021236262914943,0.7191505494834023,True,True,0.8201003231326953,40
2005-01-04,89178.57369014341,21108.212836646948,5,-0.18317623527945295,0.6672950588821882,True,True,0.7203208238954089,40
2005-01-05,88761.22349244931,21112.702520012204,5,-0.18699891987263614,0.6520043205094554,True,True,0.7478853290746288,40
2005-01-06,88675.3410748605,21117.193158325983,5,-0.1877855527683577,0.6488577889265692,True,True,0.7380647178781753,40
2005-01-07,89098.6510261299,21121.684751791403,5,-0.18390828030556924,0.664366878777723,True,True,0.740226423521891,40
2005-01-10,89397.93062027275,25005.399383632714,5,-0.1811670536333286,0.6753317854666856,True,True,0.6921838229337283,40
2005-01-11,84964.41191502023,20750.08391842005,5,-0.2217755012674668,0.5564489974650664,True,True,0.7140914914548526,40
2005-01-12,85478.78217320214,20754.497428332856,5,-0.21706416946025198,0.565871661079496,True,True,0.6984444319896248,40
2005-01-13,85518.22275609127,20758.911876992217,5,-0.21670291670563616,0.5665941665887276,True,True,0.6424138658904908,40
2005-01-14,85729.81481208047,20763.3272645978,5,-0.2147648567815273,0.5704702864369454,True,True,0.5845473929743115,40
2005-01-18,86211.26472064099,27007.941723275293,5,-0.21035505619196893,0.5792898876160621,True,True,0.5530935388822629,40
2005-01-19,85434.28544080126,24473.400328749638,5,-0.21747173359784103,0.5650565328043179,True,True,0.5527574984066351,40
2005-01-20,84886.09652069006,24478.605782152896,5,-0.22249282463994655,0.5550143507201069,True,True,0.54007601472444,40
2005-01-21,85234.51505026993,24483.81234274783,5,-0.21930151395562597,0.5613969720887481,True,True,0.5328768310512935,40
2005-01-24,84927.23465277175,18100.431192923603,5,-0.22211602332400165,0.5557679533519967,True,True,0.5277632397974704,40
2005-01-25,84745.11834635634,22674.713797763332,5,-0.2237841025594927,0.5524317948810146,True,True,0.5377838093841866,40
2005-01-26,85667.12089482302,24218.009321116224,5,-0.21533909652769367,0.5693218069446127,True,True,0.5427753892440517,40
2005-01-27,85601.59503466102,24223.16045325754,5,-0.21593927522050443,0.5681214495589911,True,True,0.5501904296872905,40
2005-01-28,85521.99023179925,24228.31268103649,5,-0.2166684088237095,0.566663182352581,True,True,0.607066281152587,40
