date,symbol,action,shares,price,reason,total_score,value_score,quality_score,momentum_score,pnl_pct
2016-07-08 00:00:00-04:00,BRK-B,SELL_REDUCE,1340,143.64999389648438,REBALANCE_REDUCE,,,,,
2016-07-08 00:00:00-04:00,BAC,SELL_REDUCE,17734,10.65433120727539,REBALANCE_REDUCE,,,,,
2016-07-08 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1323,143.64999389648438,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-08 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,17844,10.65433120727539,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-15 00:00:00-04:00,BRK-B,SELL_REDUCE,1325,145.97000122070312,REBALANCE_REDUCE,,,,,
2016-07-15 00:00:00-04:00,BAC,SELL_REDUCE,17814,11.05073070526123,REBALANCE_REDUCE,,,,,
2016-07-15 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1332,145.97000122070312,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-15 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,17605,11.05073070526123,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-22 00:00:00-04:00,BRK-B,SELL_REDUCE,1402,144.60000610351562,REBALANCE_REDUCE,,,,,
2016-07-22 00:00:00-04:00,BAC,SELL_REDUCE,18990,11.633206367492676,REBALANCE_REDUCE,,,,,
2016-07-22 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1456,144.60000610351562,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-22 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,18105,11.633206367492676,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-29 00:00:00-04:00,BRK-B,SELL_REDUCE,1450,144.27000427246094,REBALANCE_REDUCE,,,,,
2016-07-29 00:00:00-04:00,BAC,SELL_REDUCE,18319,11.722187995910645,REBALANCE_REDUCE,,,,,
2016-07-29 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1466,144.27000427246094,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-07-29 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,18046,11.722187995910645,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-05 00:00:00-04:00,BRK-B,SELL_REDUCE,1402,145.64999389648438,REBALANCE_REDUCE,,,,,
2016-08-05 00:00:00-04:00,BAC,SELL_REDUCE,18375,12.175219535827637,REBALANCE_REDUCE,,,,,
2016-08-05 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1465,145.64999389648438,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-05 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,17532,12.175219535827637,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-12 00:00:00-04:00,BRK-B,SELL_REDUCE,1461,147.72000122070312,REBALANCE_REDUCE,,,,,
2016-08-12 00:00:00-04:00,BAC,SELL_REDUCE,17713,12.061964988708496,REBALANCE_REDUCE,,,,,
2016-08-12 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1450,147.72000122070312,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-12 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,17767,12.061964988708496,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-19 00:00:00-04:00,BRK-B,SELL_REDUCE,1445,148.75,REBALANCE_REDUCE,,,,,
2016-08-19 00:00:00-04:00,BAC,SELL_REDUCE,17437,12.312751770019531,REBALANCE_REDUCE,,,,,
2016-08-19 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1441,148.75,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-19 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,17416,12.312751770019531,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-26 00:00:00-04:00,BRK-B,SELL_REDUCE,1380,147.91000366210938,REBALANCE_REDUCE,,,,,
2016-08-26 00:00:00-04:00,BAC,SELL_REDUCE,17917,12.773871421813965,REBALANCE_REDUCE,,,,,
2016-08-26 00:00:00-04:00,BRK-B,BUY_FULL_DEPLOY,1460,147.91000366210938,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-08-26 00:00:00-04:00,BAC,BUY_FULL_DEPLOY,16911,12.773871421813965,FULL_CAPITAL_DEPLOYMENT,,,,,
2016-09-02 00:00:00-04:00,BRK-B,SELL_REDUCE,1406,150.72000122070312,REBALANCE_REDUCE,,,,,
