date,value,cash,positions,leverage,regime_score,regime_label,drawdown
2000-04-18,96597.53425798914,56415.62335701078,8,0.11488529054884855,0.5,MILD,-0.13460473123816535
2000-04-19,95287.16883047055,56183.04370716518,8,0.11642806749747614,0.5,MILD,-0.1463439961172778
2000-04-20,95127.5850755455,56577.33191477631,8,0.11735154190240692,0.5,MILD,-0.14777367056543234
2000-04-24,95015.33961861668,56594.484724928254,8,0.15,0.5,MILD,-0.14877925200301628
2000-04-25,96284.68512311147,58970.022877136755,8,0.11956619303744163,0.5,MILD,-0.13740747525475994
2000-04-26,95663.27592925813,56801.49686543795,8,0.12070982723624721,0.5,MILD,-0.14297453843558133
2000-04-27,96914.67743395347,54157.328355118014,8,0.10110267685524199,0.5,MILD,-0.13176351788724655
2000-04-28,96576.00410259354,54173.74748165107,8,0.15,0.5,MILD,-0.13479761498781992
2000-05-01,96797.44481454129,55008.41824627264,8,0.10165317986612067,0.5,MILD,-0.13281377817559828
2000-05-02,95888.85181071323,53354.19715762843,8,0.15161080124527615,0.5,MILD,-0.14095365558326492
2000-05-03,94950.24342356707,52762.2726766188,8,0.13653775045824162,0.5,MILD,-0.1493624339614696
2000-05-04,94877.0477905973,52779.00166704285,8,0.39936841473462537,0.5,MILD,-0.15001817693620115
2000-05-05,96106.61520943219,47042.43973566996,8,0.2376582799794728,0.5,MILD,-0.13900276298120762
2000-05-08,94141.32000239952,41982.31646694107,8,0.23644622140069296,0.5,MILD,-0.15660939431968532
2000-05-09,92517.5297538091,32878.96943866531,8,0.3175928811508925,0.5,MILD,-0.17115656065665147
2000-05-10,89990.29403629802,26844.548542265613,8,0.3001592793188998,0.5,MILD,-0.19379748881056164
2000-05-11,92588.53773769268,26853.05996856929,8,0.4486989591726818,0.5,MILD,-0.17052041633092727
2000-05-12,93122.43971622096,21215.959865895722,8,0.41581974984300646,0.5,MILD,-0.16573731032568523
2000-05-15,95334.4516901855,23244.786805528598,8,0.19964675617839428,0.5,MILD,-0.14592039976561974
