date,action,symbol,entry_price,current_price,pct_change
2008-05-12,expelled,AIG,718.3611450195312,474.8597412109375,-0.33896794877731495
2008-05-12,expelled,VLO,36.18467330932617,24.350128173828125,-0.32705960986105775
2008-05-12,expelled,NVDA,0.779767632484436,0.501737654209137,-0.35655491032560716
2008-05-12,expelled,UNH,45.29762268066406,25.53525161743164,-0.4362783275085267
2008-05-12,expelled,MRK,29.3810977935791,20.207813262939453,-0.312217215132253
2008-05-12,replaced_by,V,18.035268783569336,18.035268783569336,0.0
2008-05-12,replaced_by,AIG,474.8597412109375,474.8597412109375,0.0
2008-05-12,replaced_by,NVDA,0.501737654209137,0.501737654209137,0.0
2008-05-12,replaced_by,MRK,20.207813262939453,20.207813262939453,0.0
2008-05-12,replaced_by,VLO,24.350128173828125,24.350128173828125,0.0
2008-09-18,expelled,AAPL,5.9350738525390625,4.017739772796631,-0.3230514273924635
2008-09-18,expelled,GOOGL,17.17453956604004,10.905590057373047,-0.36501412364281705
2008-09-18,expelled,GS,158.9617919921875,80.27692413330078,-0.49499233037555246
2008-09-18,expelled,C,205.41705322265625,121.09137725830078,-0.41050961758736226
2008-09-18,expelled,GE,116.13558959960938,80.30609893798828,-0.3085143045740528
2008-09-18,expelled,MS,35.4834098815918,15.354122161865234,-0.5672872981175718
2008-09-18,expelled,BA,64.09722137451172,43.261966705322266,-0.32505706522677125
2008-09-18,expelled,TXN,21.011505126953125,14.468188285827637,-0.3114159029346192
2008-09-18,expelled,AIG,474.8597412109375,33.81563186645508,-0.9287881685227263
2008-09-18,expelled,NVDA,0.501737654209137,0.2496081441640854,-0.502512633703903
2008-09-18,expelled,VLO,24.350128173828125,16.777753829956055,-0.310978828933269
2008-09-18,replaced_by,AAPL,4.017739772796631,4.017739772796631,0.0
2008-09-18,replaced_by,GOOGL,10.905590057373047,10.905590057373047,0.0
2008-09-18,replaced_by,GS,80.27692413330078,80.27692413330078,0.0
2008-09-18,replaced_by,C,121.09137725830078,121.09137725830078,0.0
2008-09-18,replaced_by,GE,80.30609893798828,80.30609893798828,0.0
2008-09-18,replaced_by,AIG,33.81563186645508,33.81563186645508,0.0
2008-09-18,replaced_by,MS,15.354122161865234,15.354122161865234,0.0
2008-09-18,replaced_by,BA,43.261966705322266,43.261966705322266,0.0
2008-09-18,replaced_by,NVDA,0.2496081441640854,0.2496081441640854,0.0
2008-09-18,replaced_by,OXY,42.10594177246094,42.10594177246094,0.0
2008-09-18,replaced_by,KO,15.63725757598877,15.63725757598877,0.0
2009-05-13,expelled,C,49.41258239746094,25.171098709106445,-0.4905933370039802
2009-05-13,expelled,USB,15.256563186645508,10.646272659301758,-0.3021840811028309
2009-05-13,replaced_by,C,25.171098709106445,25.171098709106445,0.0
2009-05-13,replaced_by,USB,10.646272659301758,10.646272659301758,0.0
2011-09-20,expelled,BAC,10.377321243286133,5.382640361785889,-0.4813073397657105
2011-09-20,expelled,C,34.91475296020508,19.888626098632812,-0.4303661228449376
2011-09-20,expelled,GS,128.13241577148438,78.79090881347656,-0.3850821563062161
2011-09-20,expelled,MS,19.28306007385254,10.777388572692871,-0.44109552470321844
2011-09-20,replaced_by,BAC,5.382640361785889,5.382640361785889,0.0
2011-09-20,replaced_by,C,19.888626098632812,19.888626098632812,0.0
2011-09-20,replaced_by,GS,78.79090881347656,78.79090881347656,0.0
2011-09-20,replaced_by,CRM,31.717130661010742,31.717130661010742,0.0
2015-09-21,expelled,MU,34.159149169921875,15.36722469329834,-0.55012858731184
2015-09-21,replaced_by,MU,15.36722469329834,15.36722469329834,0.0
2016-05-12,expelled,MU,13.81586742401123,9.395960807800293,-0.3199152453163656
2016-05-12,replaced_by,NKE,51.17290496826172,51.17290496826172,0.0
2019-05-13,expelled,TSLA,22.18666648864746,15.133999824523926,-0.3178786082051698
2019-05-13,replaced_by,TSLA,15.133999824523926,15.133999824523926,0.0
2020-05-12,expelled,BA,323.83331298828125,125.22000122070312,-0.6133195807892855
2020-05-12,expelled,BAC,30.397977828979492,18.996187210083008,-0.3750838520589598
2020-05-12,expelled,JPM,117.610595703125,74.6657485961914,-0.3651443719861417
2020-05-12,expelled,WFC,45.86979675292969,21.13606071472168,-0.5392161681341715
2020-05-12,expelled,C,63.90050506591797,34.46042251586914,-0.4607175251538195
2020-05-12,expelled,GE,54.098976135253906,29.114356994628906,-0.4618316449864128
2020-05-12,expelled,XOM,52.464332580566406,34.30040740966797,-0.34621473823202
2020-05-12,replaced_by,BA,125.22000122070312,125.22000122070312,0.0
2020-05-12,replaced_by,BAC,18.996187210083008,18.996187210083008,0.0
2020-05-12,replaced_by,JPM,74.6657485961914,74.6657485961914,0.0
2020-05-12,replaced_by,WFC,21.13606071472168,21.13606071472168,0.0
2020-05-12,replaced_by,C,34.46042251586914,34.46042251586914,0.0
2020-05-12,replaced_by,XOM,34.30040740966797,34.30040740966797,0.0
2020-05-12,replaced_by,COST,279.5466613769531,279.5466613769531,0.0
2022-05-12,expelled,TSLA,352.260009765625,242.6666717529297,-0.31111490085296045
2022-05-12,expelled,AMZN,166.7169952392578,106.93049621582031,-0.35861070395155026
2022-05-12,expelled,NVDA,29.354143142700195,16.14647674560547,-0.4499421540900681
2022-05-12,expelled,META,334.0168151855469,189.91339111328125,-0.4314256573945714
2022-05-12,expelled,AMD,143.89999389648438,87.05999755859375,-0.394996516669618
2022-05-12,expelled,BA,201.32000732421875,123.13999938964844,-0.38833700124331993
2022-05-12,expelled,DIS,151.32635498046875,101.91007995605469,-0.3265543205001672
2022-05-12,expelled,CRM,251.07933044433594,158.4942626953125,-0.3687482660766035
2022-05-12,expelled,ADBE,567.0599975585938,388.489990234375,-0.3149049626018935
2022-05-12,expelled,AMAT,151.5772247314453,103.02214813232422,-0.32033227079561477
2022-05-12,expelled,NKE,156.3751678466797,101.46627044677734,-0.35113565763675836
2022-05-12,replaced_by,TSLA,242.6666717529297,242.6666717529297,0.0
2022-05-12,replaced_by,AMZN,106.93049621582031,106.93049621582031,0.0
2022-05-12,replaced_by,NVDA,16.14647674560547,16.14647674560547,0.0
2022-05-12,replaced_by,AMD,87.05999755859375,87.05999755859375,0.0
2022-05-12,replaced_by,META,189.91339111328125,189.91339111328125,0.0
2022-05-12,replaced_by,BA,123.13999938964844,123.13999938964844,0.0
2022-05-12,replaced_by,DIS,101.91007995605469,101.91007995605469,0.0
2022-05-12,replaced_by,CRM,158.4942626953125,158.4942626953125,0.0
2022-05-12,replaced_by,ADBE,388.489990234375,388.489990234375,0.0
2022-05-12,replaced_by,AMAT,103.02214813232422,103.02214813232422,0.0
2022-05-12,replaced_by,NKE,101.46627044677734,101.46627044677734,0.0
2022-09-21,expelled,GOOGL,143.7657470703125,98.53548431396484,-0.3146108421377074
2022-09-21,expelled,MU,91.11024475097656,49.16596984863281,-0.4603683703955166
2022-09-21,expelled,INTC,47.764522552490234,27.087148666381836,-0.4329023463677514
2022-09-21,expelled,QCOM,167.22476196289062,115.68155670166016,-0.30822711096260125
2022-09-21,expelled,HD,375.096923828125,250.11419677734375,-0.3332011517856387
2022-09-21,expelled,CSCO,55.983795166015625,37.54694366455078,-0.3293247884819488
2022-09-21,expelled,GE,57.71586990356445,39.92916488647461,-0.3081770238724473
2022-09-21,replaced_by,GOOGL,98.53548431396484,98.53548431396484,0.0
2022-09-21,replaced_by,INTC,27.087148666381836,27.087148666381836,0.0
2022-09-21,replaced_by,MU,49.16596984863281,49.16596984863281,0.0
2022-09-21,replaced_by,QCOM,115.68155670166016,115.68155670166016,0.0
2022-09-21,replaced_by,OXY,59.51976776123047,59.51976776123047,0.0
2022-09-21,replaced_by,HD,250.11419677734375,250.11419677734375,0.0
2022-09-21,replaced_by,CSCO,37.54694366455078,37.54694366455078,0.0
2023-09-21,expelled,PFE,42.365962982177734,28.015485763549805,-0.3387265674726857
2023-09-21,replaced_by,ORCL,106.37181091308594,106.37181091308594,0.0
2024-05-10,expelled,TSLA,248.47999572753906,168.47000122070312,-0.3219977297269746
2024-05-10,expelled,INTC,49.58590316772461,29.66183853149414,-0.4018090498188004
2024-05-10,expelled,BA,260.6600036621094,178.50999450683594,-0.3151615437777848
2024-05-10,replaced_by,TSLA,168.47000122070312,168.47000122070312,0.0
2024-05-10,replaced_by,INTC,29.66183853149414,29.66183853149414,0.0
2024-05-10,replaced_by,BA,178.50999450683594,178.50999450683594,0.0
2025-05-14,expelled,UNH,493.70172119140625,301.8917541503906,-0.3885138714488128
2025-05-14,expelled,MRVL,110.02641296386719,65.75521850585938,-0.40236878823402644
2025-05-14,replaced_by,UNH,301.8917541503906,301.8917541503906,0.0
2025-05-14,replaced_by,MRVL,65.75521850585938,65.75521850585938,0.0
