date,value,c_alloc,r_alloc,efa_alloc,recycled_pct
2011-03-29,369470.88556748244,0.75,0.1294377670421518,0.12035508292343142,0.5004670724198106
2011-03-30,371229.5245403848,0.7499999999999999,0.12035508292343142,0.13056631282281225,0.500105873512342
2011-03-31,370750.3458940787,0.75,0.13056631282281225,0.11901359146856569,0.5002276530490932
2011-04-01,373355.89585467905,0.75,0.11901359146856569,0.13130631647101643,0.5001491310347764
2011-04-04,374403.17898894136,0.7500000000000001,0.13130631647101643,0.11851781381422928,0.4999837009887523
2011-04-05,373999.05249109375,0.7499999999999999,0.14484961341421299,0.10500400988887611,0.49980783196937906
2011-04-06,372021.05495950504,0.75,0.13388072395025905,0.11770013013384048,0.4998286733084197
2011-04-07,370991.4481627122,0.75,0.1448136213554651,0.1049602535636435,0.5005363292782353
2011-04-08,370679.2215554947,0.75,0.13395927184042986,0.11709386207124114,0.5009519998846579
2011-04-11,367565.2550049662,0.75,0.14338504455849652,0.10730766379747089,0.501066142171121
2011-04-12,361628.34990227304,0.75,0.13559734761320746,0.1151970801671185,0.5015780611265391
2011-04-13,362269.18237303256,0.7499999999999999,0.14239901530728258,0.10772974437012649,0.5026089801917176
2011-04-14,363517.25098959333,0.7500000000000001,0.13739526902280316,0.11271673697382688,0.502781555655097
2011-04-15,364160.5474934578,0.75,0.11271673697382688,0.13683866061180752,0.5030518817815192
2011-04-18,360148.0859869994,0.75,0.13683866061180752,0.1120754297980385,0.502839556584434
2011-04-19,364128.9498827545,0.75,0.1120754297980385,0.13742212268137743,0.5029895339940565
2011-04-20,368022.89596866956,0.7499999999999999,0.13742212268137743,0.11422048487827346,0.5024248604466824
2011-04-21,369592.6209454178,0.75,0.11422048487827346,0.13607978207036311,0.5024924549488959
2011-04-25,369501.1860689706,0.75,0.13607978207036311,0.11394840804497078,0.502435921701293
2011-04-26,367766.36305421655,0.7499999999999999,0.11394840804497078,0.13775044574637949,0.5024616907142201
2011-04-27,372449.5023207906,0.75,0.13775044574637949,0.11222026063258429,0.5032043053491679
2011-04-28,373263.8207487676,0.75,0.11222026063258429,0.13841263829183773,0.5026300413898107
2011-04-29,373398.9858586165,0.75,0.13841263829183773,0.11102215398198748,0.5027624363597964
2011-05-02,373228.34771191794,0.75,0.11102215398198748,0.1399396598224982,0.5025650289015194
2011-05-03,368443.82674831356,0.75,0.1399396598224982,0.11058188265997251,0.5029034524904268
2011-05-04,366162.52993606403,0.75,0.13819463548008026,0.11154296418109959,0.5036795466121865
2011-05-05,361330.1630357893,0.75,0.13845887721890307,0.1108013638221931,0.5037691873767866
2011-05-06,361268.67236991564,0.75,0.13815187615223462,0.11192164036818174,0.503930539280773
2011-05-09,365540.0923399329,0.6319581326893828,0.21407246882015685,0.1532571375205859,0.38604363646552975
2011-05-10,367013.18609816866,0.6076884086607,0.24851739604710693,0.14457911294363776,0.36084977460256046
2011-05-11,361738.330718983,0.615748446412191,0.2389877981006238,0.14441695604701119,0.3687766518181988
2011-05-12,362558.7229886461,0.6170701194517554,0.23783809278597742,0.14523520781054958,0.37043294299646695
2011-05-13,359955.625405283,0.6178320754403275,0.23762158404188696,0.14332158897993005,0.3707013799227892
2011-05-16,357042.87294121814,0.7381374694168651,0.16637719148779528,0.09608959113986085,0.49094019563364316
