date,portfolio_value,cash,num_positions,returns
2000-01-03 00:00:00-05:00,100000.0,24024.566555815225,4,
2000-01-04 00:00:00-05:00,97440.87287171412,23380.496232078553,4,-0.025591271282858763
2000-01-05 00:00:00-05:00,98035.35483841706,23543.064687039394,4,0.00610095075282846
2000-01-06 00:00:00-05:00,100594.55738952353,24193.920401009585,4,0.026104894048933458
2000-01-07 00:00:00-05:00,100706.21411028769,62400.422899158984,2,0.001109967811994128
2000-01-10 00:00:00-05:00,100508.67362013677,43221.75346314197,3,-0.001961552143491141
2000-01-11 00:00:00-05:00,99248.65703236347,4976.360886972961,5,-0.012536396535640537
2000-01-12 00:00:00-05:00,98178.49032775742,4948.555957861987,5,-0.010782681968755314
2000-01-13 00:00:00-05:00,98399.56576664075,42297.25924726088,3,0.002251770608259429
2000-01-14 00:00:00-05:00,99407.26671643813,23883.72322420486,4,0.010240908503470258
2000-01-18 00:00:00-05:00,98268.36043123611,23576.451808309404,4,-0.011456972139177513
2000-01-19 00:00:00-05:00,97606.01705536827,4909.109662701827,5,-0.006740148843038085
2000-01-20 00:00:00-05:00,96575.07317214225,41495.24461105476,3,-0.010562298455854435
2000-01-21 00:00:00-05:00,97488.31201675544,4930.240101208066,5,0.009456258376168813
2000-01-24 00:00:00-05:00,96052.77608095584,41335.30383356426,3,-0.014725210705801128
2000-01-25 00:00:00-05:00,96346.49492772434,23132.598071757777,4,0.003057890242765593
2000-01-26 00:00:00-05:00,97609.50814074658,23502.324319291103,4,0.01310907276875728
2000-01-27 00:00:00-05:00,95910.3079923868,23091.53044530773,4,-0.01740814169363125
2000-01-28 00:00:00-05:00,93584.83050605678,75749.00464625549,1,-0.024246377005843978
2000-01-31 00:00:00-05:00,92975.99509568405,39986.40814920091,3,-0.006505706182086124
2000-02-01 00:00:00-05:00,92949.08640094423,57626.82892649293,2,-0.0002894155067888482
2000-02-02 00:00:00-05:00,93737.95418815732,40307.654430114635,3,0.008487095653745724
2000-02-03 00:00:00-05:00,93558.15345021427,4699.641968871008,5,-0.0019181209948548883
2000-02-04 00:00:00-05:00,93162.8342758664,22462.607818001652,4,-0.004225384531111431
2000-02-07 00:00:00-05:00,92165.48572050943,22111.739588124907,4,-0.010705433804253928
2000-02-08 00:00:00-05:00,88306.8840781285,37955.20419150058,3,-0.04186601537675494
2000-02-09 00:00:00-05:00,88875.73753100101,4508.69786619275,5,0.0064417792430455645
2000-02-10 00:00:00-05:00,89239.48950552076,4489.45138090603,5,0.004092815256727
2000-02-11 00:00:00-05:00,88039.70287531368,4461.553948013476,5,-0.013444570748388784
2000-02-14 00:00:00-05:00,88720.56577429025,54966.53098201507,2,0.007733589241445404
2000-02-15 00:00:00-05:00,88904.38312053436,4503.078212446635,5,0.0020718685080496346
2000-02-16 00:00:00-05:00,89037.31423539585,21405.503382866333,4,0.0014952144112092558
2000-02-17 00:00:00-05:00,85927.31067198986,20622.454826780046,4,-0.03492921580253194
2000-02-18 00:00:00-05:00,84310.68470925876,20252.715484620538,4,-0.018813878266273787
2000-02-22 00:00:00-05:00,84849.92950630328,20374.299813565718,4,0.006395924773995976
2000-02-23 00:00:00-05:00,83604.91671973179,20058.43987471341,4,-0.014673115155375616
2000-02-24 00:00:00-05:00,82589.94175726651,19863.19122826816,4,-0.012140134842401284
2000-02-25 00:00:00-05:00,81905.44610249759,19711.70346812583,4,-0.008287881553188048
