symbol,entry_date,exit_date,exit_reason,entry_price,exit_price,pnl,return
TSLA,2021-10-12,2021-10-19,hold_expired,270.2917555847168,288.30578720092774,6342.5361118982955,0.06664291915690779
COST,2021-10-13,2021-10-20,hold_expired,425.2158464932517,446.3196803437983,4638.424633242624,0.0496285216663051
AMD,2021-10-15,2021-10-22,hold_expired,111.95595152664184,120.45973664474488,7301.421929325972,0.07594759369339694
NOW,2021-10-18,2021-10-25,hold_expired,134.54723572540283,138.46872538757324,4714.892221591441,0.02913838876758297
NVDA,2021-10-18,2021-10-25,hold_expired,22.24132844089354,23.92772083843768,7356.913364883641,0.07577750591755701
TSLA,2021-10-19,2021-10-26,hold_expired,288.59423721313476,346.3800680541992,19793.74329426464,0.2002286372696652
NKE,2021-10-20,2021-10-27,hold_expired,148.47035557641493,152.59050052833499,2734.256570554715,0.02774388823902295
AMD,2021-10-22,2021-10-29,hold_expired,120.58025664138793,119.39027194976808,-992.6709613629538,-0.00987711193186383
NOW,2021-10-25,2021-11-01,hold_expired,138.607263381958,137.12939904785156,-1799.7818884483884,-0.010669457703895054
GOOGL,2021-10-25,2021-11-01,trailing_stop,138.28825805665343,143.42354062994323,3757.691769203029,0.037127393499934075
TSLA,2021-10-26,2021-11-02,trailing_stop,346.7266213989258,392.2471071929932,14201.157588721506,0.13128350401942476
NKE,2021-10-27,2021-11-03,hold_expired,152.7431673622803,161.2024455950025,5836.881061190909,0.05537582059340585
AMD,2021-10-29,2021-11-05,hold_expired,119.5097219467163,137.63114694976807,15618.348424243975,0.1516230203525267
NOW,2021-11-01,2021-11-08,hold_expired,137.26659704589844,138.99246546173097,2142.684442028398,0.012565827761110628
COST,2021-11-01,2021-11-08,hold_expired,471.2747644206704,480.681489211959,2041.8993789196165,0.019958048895002623
TSLA,2021-11-02,2021-11-09,position_stop,392.63955052185054,336.63494305419925,-15733.59052482209,-0.14263873161329568
HD,2021-11-03,2021-11-10,hold_expired,333.90734081835416,333.77149662852287,-45.346394513762206,-0.0004098268384753252
MRK,2021-11-05,2021-11-12,hold_expired,70.46571266354499,73.66948513643118,5171.1355114020125,0.04545150189821497
TSLA,2021-11-09,2021-11-12,trailing_stop,336.97174639892575,339.0403864593506,627.3521602391811,0.006135944875262831
NOW,2021-11-08,2021-11-15,hold_expired,139.1315274581909,136.9295020980835,-2834.7871988335496,-0.015834120420832792
COST,2021-11-08,2021-11-15,hold_expired,481.16241116214604,494.6892371500895,3019.588704893401,0.028110728673245093
AMD,2021-11-10,2021-11-17,hold_expired,143.0314867172241,156.99147232055665,10301.465137866355,0.0975937950706596
TSLA,2021-11-12,2021-11-19,hold_expired,339.37959645080565,387.2496071929932,21437.151925537008,0.14104858171438822
NVDA,2021-11-12,2021-11-19,hold_expired,30.504443380638904,33.43137634818469,8746.816732750234,0.09591825463049986
CRM,2021-11-15,2021-11-22,hold_expired,300.57990289994035,289.97980960532243,-5972.050840784655,-0.035268802712159056
NOW,2021-11-15,2021-11-22,hold_expired,137.06650009918212,129.935,-5286.807891397906,-0.05203678575013588
AMD,2021-11-17,2021-11-24,hold_expired,157.14854232788085,155.72210305023194,-973.9757404125606,-0.009083375871668254
NVDA,2021-11-19,2021-11-29,hold_expired,33.464824448583066,33.084269574071605,-1979.3676776723912,-0.011401669687456439
TSLA,2021-11-19,2021-11-29,hold_expired,387.63705052185054,381.265936706543,-1712.217223834077,-0.01643835078904135
CRM,2021-11-22,2021-11-30,hold_expired,290.2699344773638,267.86968060558524,-12835.995104084874,-0.07717386890968368
NOW,2021-11-22,2021-11-30,hold_expired,130.065,130.00697022247314,-45.29186705474638,-0.00045384828760123625
AMD,2021-11-24,2021-12-02,hold_expired,155.8779030532837,151.57416889953615,-2825.21949929676,-0.027616064043895022
TSLA,2021-11-29,2021-12-03,position_stop,381.647393371582,333.66975158691406,-21493.029188147884,-0.12571458004942968
NVDA,2021-11-29,2021-12-06,position_stop,33.11737039405566,30.881703350325218,-6928.001365007785,-0.06753757973887657
AMD,2021-12-02,2021-12-06,position_stop,151.7258188934326,143.82804389953614,-5122.730296113276,-0.05205953114310961
