symbol,entry_date,exit_date,exit_reason,pnl,return
MDT,2000-05-18,2000-05-22,position_stop,-1882.3360636382897,-0.09051060300912205
MU,2000-05-18,2000-05-23,position_stop,-1617.3412847920872,-0.09838344372407253
TXN,2000-05-18,2000-05-23,position_stop,-2264.904173523886,-0.11768916482849949
AMAT,2000-05-18,2000-05-23,position_stop,-2362.908425420988,-0.15429620548812728
INTC,2000-05-18,2000-05-23,position_stop,-1412.1189009376574,-0.11316944110818498
AMAT,2000-05-23,2000-05-26,trailing_stop,471.4149961567836,0.03364819839934047
TXN,2000-05-23,2000-05-26,trailing_stop,895.8070381398067,0.046839807431603
ORCL,2000-05-22,2000-05-30,hold_expired,1423.0196145778925,0.09450767809520488
MU,2000-05-23,2000-05-31,hold_expired,3284.047545286584,0.1979776320650805
MDT,2000-05-23,2000-05-31,hold_expired,897.2006420852143,0.07818890610542
TXN,2000-05-26,2000-06-05,hold_expired,4857.495592582069,0.25365704438621
ABT,2000-05-26,2000-06-05,hold_expired,-606.536182453274,-0.04654173303060088
MO,2000-05-30,2000-06-06,hold_expired,-350.9069167837947,-0.024345773634694
MU,2000-05-31,2000-06-06,trailing_stop,1631.4139662316531,0.10177473861695757
PFE,2000-05-31,2000-06-07,hold_expired,-338.95043231291925,-0.02239579807079001
ABT,2000-06-05,2000-06-12,hold_expired,331.6659023012766,0.014016831570567493
LLY,2000-06-05,2000-06-12,hold_expired,1137.7672534332364,0.08014414301000823
PFE,2000-06-07,2000-06-12,trailing_stop,271.4062443323665,0.020021286056903755
MU,2000-06-06,2000-06-13,hold_expired,1497.2394497984474,0.07059174376125676
ORCL,2000-06-06,2000-06-13,hold_expired,763.7941597388216,0.060019381865688635
INTC,2000-06-12,2000-06-14,trailing_stop,222.39546578869408,0.010847311952564402
TXN,2000-06-12,2000-06-15,trailing_stop,386.26909689471177,0.01735975603438456
AMAT,2000-06-12,2000-06-19,hold_expired,734.282001462301,0.05969182047173195
HON,2000-06-13,2000-06-19,position_stop,-2876.640013085351,-0.1980727925035995
MU,2000-06-13,2000-06-20,hold_expired,1638.7049611323948,0.08932374037436007
HON,2000-06-19,2000-06-20,position_stop,-1172.8184957698813,-0.09120642208585349
ORCL,2000-06-14,2000-06-21,hold_expired,1551.6910450213677,0.09124229549398598
BAC,2000-06-15,2000-06-21,position_stop,-1595.6788623723812,-0.0828428922593609
MO,2000-06-19,2000-06-23,position_stop,-2003.7829161702361,-0.09347594582594733
MU,2000-06-20,2000-06-27,hold_expired,28.899069603101253,0.0014176124893454129
HON,2000-06-20,2000-06-27,position_stop,-1122.5186207406973,-0.09177390691856478
BAC,2000-06-21,2000-06-28,hold_expired,-909.4221961074336,-0.046250166807526354
PFE,2000-06-21,2000-06-28,hold_expired,-118.4696215555326,-0.008483520051956383
MO,2000-06-23,2000-06-28,trailing_stop,1808.661843777055,0.11194469394666702
MU,2000-06-27,2000-07-05,hold_expired,-1249.5921656426008,-0.06944341784315167
LLY,2000-06-27,2000-07-05,hold_expired,3521.0008992101107,0.23303819432768166
ORCL,2000-06-28,2000-07-05,position_stop,-2352.8908801343805,-0.1282806809568047
PFE,2000-06-28,2000-07-06,hold_expired,43.0706514075792,0.0019615602420735455
INTC,2000-06-28,2000-07-06,hold_expired,424.02743828301584,0.03218642912350847
MU,2000-07-05,2000-07-12,hold_expired,2116.3115102596244,0.12237684389656243
MO,2000-07-05,2000-07-12,position_stop,-1418.730051831972,-0.09468590070658803
AIG,2000-07-05,2000-07-12,hold_expired,96.74180674028379,0.006222637459366519
PFE,2000-07-06,2000-07-13,trailing_stop,-229.42840277488327,-0.009733793183280631
LLY,2000-07-06,2000-07-13,hold_expired,-817.2134314967105,-0.05778685191365493
MU,2000-07-12,2000-07-19,hold_expired,-1075.2236011606888,-0.0611797832324697
MO,2000-07-12,2000-07-19,hold_expired,-136.19016089150338,-0.009318286582555228
JNJ,2000-07-12,2000-07-19,hold_expired,-746.9047591141267,-0.04958077008058982
LLY,2000-07-13,2000-07-20,hold_expired,144.878392543927,0.007798338537186551
PFE,2000-07-13,2000-07-20,hold_expired,-395.3884999802852,-0.0242926393234091
MU,2000-07-19,2000-07-26,hold_expired,-860.2851557888234,-0.06516706355324854
ABT,2000-07-19,2000-07-26,hold_expired,-620.8675844407218,-0.030703044313883664
AIG,2000-07-19,2000-07-26,hold_expired,685.0094192730692,0.04715746229605513
LLY,2000-07-20,2000-07-27,hold_expired,548.501113830389,0.030253046421377834
JNJ,2000-07-20,2000-07-27,hold_expired,-0.47498312163578194,-3.102959292277045e-05
MU,2000-07-26,2000-08-02,hold_expired,-453.4467308528123,-0.026549234774598456
PFE,2000-07-26,2000-08-02,hold_expired,1243.4503368283097,0.06014769024413356
ABT,2000-07-26,2000-08-02,hold_expired,932.9082967067371,0.07201117633777371
LLY,2000-07-27,2000-08-03,hold_expired,1816.267889287239,0.08499394425851199
AMGN,2000-07-27,2000-08-03,hold_expired,316.171611701808,0.02465947642918634
MU,2000-08-02,2000-08-04,position_stop,-924.2738633586345,-0.08955868252350654
BA,2000-08-02,2000-08-09,hold_expired,-1160.9641404984493,-0.04048786621400734
MO,2000-08-02,2000-08-09,hold_expired,1266.0790680532207,0.07359070153590698
LLY,2000-08-03,2000-08-09,position_stop,-5956.264127308425,-0.2874183943333765
KO,2000-08-03,2000-08-10,hold_expired,-396.8905778223667,-0.031920080214149764
JNJ,2000-08-04,2000-08-11,hold_expired,147.4393014039624,0.013139875330563036
LLY,2000-08-09,2000-08-16,hold_expired,45.54833536622497,0.005033090484400216
BA,2000-08-09,2000-08-16,hold_expired,-898.9635510981932,-0.03278645560331272
PFE,2000-08-09,2000-08-16,hold_expired,301.91071550059144,0.018352162721520363
MU,2000-08-10,2000-08-17,hold_expired,2912.153614589093,0.19826636204811188
C,2000-08-11,2000-08-18,hold_expired,432.71673930643374,0.0323824554422688
BA,2000-08-16,2000-08-23,hold_expired,2459.281269694556,0.09513358261529291
AXP,2000-08-16,2000-08-23,hold_expired,-0.42959272181535063,-2.3691461360411098e-05
KO,2000-08-16,2000-08-23,hold_expired,-353.585900522335,-0.03107600920629156
JNJ,2000-08-17,2000-08-24,hold_expired,-55.569884184406874,-0.00400683189826236
