date,cols_lab,ok_lab,bad_lab,ok_all,bad_all,reg_a,reg_b,reg_c,reg_d,br_a,br_b,br_c,br_d,agg_a,agg_b,n_a,n_b,n_c,n_d,same_list,added,removed
2020-01-07,433,432,1,660,549,0.789,0.789,0.759,0.789,0.655,0.655,0.36,0.655,1.166,1.166,22,22,22,22,True,0,0
2020-01-14,433,432,1,660,549,0.796,0.796,0.762,0.794,0.731,0.731,0.392,0.714,1.166,1.166,22,22,22,22,True,0,0
2020-01-22,433,432,1,660,549,0.797,0.797,0.764,0.796,0.714,0.714,0.388,0.705,1.166,1.166,22,22,22,22,True,0,0
2020-01-29,434,433,1,661,548,0.734,0.734,0.707,0.733,0.595,0.595,0.326,0.591,1.166,1.166,22,22,22,22,True,0,0
2020-02-05,434,433,1,661,548,0.738,0.738,0.702,0.735,0.773,0.773,0.411,0.748,1.166,1.166,22,22,22,22,True,0,0
2020-02-12,434,433,1,661,548,0.741,0.741,0.706,0.739,0.757,0.757,0.405,0.736,1.166,1.166,22,22,22,22,True,0,0
2020-02-20,434,433,1,661,548,0.714,0.714,0.683,0.713,0.671,0.672,0.366,0.665,1.166,1.166,22,22,22,22,True,0,0
2020-02-27,434,433,1,662,547,0.138,0.138,0.132,0.141,0.175,0.176,0.114,0.206,0.612,0.612,6,6,6,6,True,0,0
2020-03-05,434,433,1,662,547,0.101,0.101,0.092,0.103,0.227,0.227,0.135,0.245,0.612,0.612,6,6,6,6,True,0,0
2020-03-12,433,433,0,663,546,0.0,0.0,0.0,0.0,0.025,0.025,0.023,0.042,0.612,0.612,6,6,6,6,True,0,0
2020-03-19,429,429,0,663,546,0.007,0.007,0.0,0.01,0.191,0.191,0.122,0.221,0.612,0.612,6,6,6,6,True,0,0
2020-03-26,432,432,0,664,545,0.095,0.095,0.08,0.095,0.332,0.332,0.182,0.328,0.612,0.612,6,6,6,6,True,0,0
2020-04-02,431,431,0,664,545,0.057,0.057,0.045,0.056,0.261,0.261,0.14,0.253,0.612,0.612,6,6,6,6,True,0,0
2020-04-09,435,435,0,664,545,0.27,0.27,0.252,0.27,0.383,0.383,0.211,0.382,0.612,0.612,6,6,6,6,True,0,0
2020-04-17,437,435,2,664,545,0.558,0.558,0.533,0.555,0.511,0.512,0.269,0.486,0.776,0.776,8,8,8,8,True,0,0
2020-04-24,437,435,2,664,545,0.522,0.522,0.5,0.52,0.465,0.466,0.247,0.446,0.776,0.776,8,8,8,8,True,0,0
2020-05-01,437,435,2,664,545,0.538,0.538,0.527,0.54,0.258,0.259,0.152,0.275,0.776,0.776,8,8,8,8,True,0,0
2020-05-08,437,435,2,664,545,0.533,0.533,0.505,0.533,0.614,0.615,0.34,0.615,0.776,0.776,8,8,8,8,True,0,0
2020-05-15,436,434,2,664,545,0.448,0.448,0.428,0.449,0.457,0.457,0.262,0.471,0.694,0.694,6,6,6,6,True,0,0
2020-05-22,437,435,2,664,545,0.547,0.547,0.522,0.546,0.553,0.555,0.303,0.548,0.946,0.946,13,13,13,13,True,0,0
2020-06-01,437,435,2,664,545,0.829,0.829,0.799,0.829,0.674,0.674,0.374,0.675,1.001,1.001,15,15,15,15,True,0,0
2020-06-08,439,437,2,664,545,0.971,0.971,0.935,0.97,0.8,0.801,0.44,0.795,1.001,1.001,15,15,15,15,True,0,0
2020-06-15,437,435,2,664,545,0.908,0.908,0.879,0.908,0.656,0.656,0.366,0.658,1.001,1.001,15,15,15,15,True,0,0
2020-06-22,439,437,2,664,545,0.863,0.863,0.838,0.863,0.564,0.563,0.315,0.565,1.001,1.001,15,15,15,15,True,0,0
2020-06-29,438,436,2,664,545,0.782,0.782,0.755,0.782,0.612,0.612,0.342,0.614,1.001,1.001,15,15,15,15,True,0,0
2020-07-07,439,437,2,666,543,0.704,0.704,0.686,0.705,0.41,0.411,0.234,0.421,1.001,1.001,15,15,15,15,True,0,0
2020-07-14,439,437,2,666,543,0.796,0.796,0.766,0.795,0.658,0.658,0.362,0.652,1.001,1.001,15,15,15,15,True,0,0
2020-07-21,438,436,2,666,543,0.825,0.825,0.794,0.824,0.676,0.678,0.368,0.665,1.001,1.001,15,15,15,15,True,0,0
2020-07-28,439,437,2,667,542,0.81,0.81,0.786,0.81,0.521,0.521,0.288,0.519,1.166,1.166,22,22,22,22,True,0,0
2020-08-04,439,437,2,667,542,0.818,0.818,0.793,0.82,0.59,0.591,0.339,0.61,1.166,1.166,22,22,22,22,True,0,0
2020-08-11,439,437,2,667,542,0.806,0.806,0.778,0.806,0.623,0.624,0.343,0.619,1.166,1.166,22,22,22,22,True,0,0
2020-08-18,439,437,2,667,542,0.806,0.806,0.781,0.807,0.571,0.573,0.32,0.576,1.166,1.166,22,22,22,22,True,0,0
2020-08-25,440,438,2,668,541,0.838,0.838,0.811,0.838,0.616,0.616,0.346,0.622,1.166,1.166,22,22,22,22,True,0,0
2020-09-01,439,437,2,668,541,0.838,0.838,0.81,0.84,0.657,0.658,0.375,0.674,1.166,1.166,22,22,22,22,True,0,0
2020-09-09,439,437,2,668,541,0.749,0.749,0.718,0.747,0.682,0.683,0.371,0.665,1.001,1.001,15,15,15,15,True,0,0
2020-09-16,439,437,2,668,541,0.74,0.74,0.711,0.739,0.651,0.652,0.359,0.645,1.001,1.001,15,15,15,15,True,0,0
2020-09-23,439,437,2,668,541,0.556,0.556,0.542,0.556,0.31,0.311,0.178,0.319,0.946,0.946,13,13,13,13,True,0,0
2020-09-30,439,437,2,668,541,0.606,0.606,0.578,0.604,0.612,0.612,0.329,0.59,0.946,0.946,13,13,13,13,True,0,0
2020-10-07,441,439,2,668,541,0.77,0.77,0.735,0.768,0.762,0.762,0.412,0.74,1.001,1.001,15,15,15,15,True,0,0
2020-10-14,442,440,2,668,541,0.784,0.784,0.755,0.783,0.627,0.627,0.343,0.615,1.001,1.001,15,15,15,15,True,0,0
2020-10-21,442,439,3,668,541,0.803,0.803,0.778,0.803,0.573,0.574,0.321,0.576,1.1,1.1,18,18,18,18,True,0,0
2020-10-28,440,437,3,669,540,0.593,0.594,0.581,0.596,0.316,0.317,0.189,0.34,0.946,0.946,13,13,13,13,True,0,0
2020-11-04,440,437,3,669,540,0.695,0.695,0.669,0.696,0.606,0.61,0.343,0.614,1.001,1.001,15,15,15,15,True,0,0
2020-11-11,443,440,3,669,540,0.77,0.77,0.737,0.769,0.733,0.734,0.405,0.725,1.001,1.001,15,15,15,15,True,0,0
2020-11-18,444,441,3,670,539,0.758,0.758,0.729,0.759,0.664,0.666,0.375,0.671,1.001,1.001,15,15,15,15,True,0,0
2020-11-25,444,441,3,670,539,0.856,0.856,0.827,0.858,0.691,0.694,0.398,0.71,1.1,1.1,18,18,18,18,True,0,0
2020-12-03,444,441,3,670,539,0.827,0.827,0.793,0.828,0.785,0.787,0.442,0.79,1.1,1.1,18,18,18,18,True,0,0
2020-12-10,444,441,3,670,539,0.802,0.803,0.773,0.805,0.702,0.705,0.411,0.733,1.166,1.166,22,22,22,22,True,0,0
2020-12-17,444,441,3,670,539,0.846,0.847,0.81,0.847,0.84,0.841,0.475,0.845,1.166,1.166,22,22,22,22,True,0,0
2020-12-24,445,442,3,670,539,0.784,0.784,0.748,0.783,0.8,0.803,0.447,0.796,1.166,1.166,22,22,22,22,True,0,0
2021-01-04,445,444,1,672,537,0.728,0.728,0.702,0.73,0.625,0.626,0.363,0.646,1.166,1.166,22,22,22,22,True,0,0
2021-01-11,446,445,1,672,537,0.804,0.804,0.773,0.805,0.729,0.73,0.417,0.743,1.166,1.166,22,22,22,22,True,0,0
2021-01-19,446,445,1,672,537,0.792,0.792,0.759,0.793,0.759,0.76,0.432,0.769,1.166,1.166,22,22,22,22,True,0,0
2021-01-26,447,446,1,672,537,0.824,0.824,0.795,0.826,0.667,0.667,0.386,0.687,1.166,1.166,22,22,22,22,True,0,0
2021-02-02,447,446,1,672,537,0.777,0.777,0.743,0.777,0.774,0.774,0.436,0.777,1.001,1.001,15,15,15,15,True,0,0
2021-02-09,447,446,1,672,537,0.784,0.784,0.754,0.786,0.715,0.716,0.411,0.733,1.1,1.1,18,18,18,18,True,0,0
2021-02-17,447,446,1,672,537,0.766,0.766,0.736,0.767,0.704,0.706,0.397,0.707,1.1,1.1,18,18,18,18,True,0,0
2021-02-24,447,446,1,672,537,0.8,0.8,0.767,0.801,0.777,0.778,0.445,0.792,1.1,1.1,18,18,18,18,True,0,0
2021-03-03,447,446,1,673,536,0.692,0.692,0.666,0.694,0.618,0.62,0.358,0.64,1.1,1.1,18,18,18,18,True,0,0
2021-03-10,447,446,1,673,536,0.702,0.702,0.668,0.702,0.781,0.783,0.439,0.78,1.001,1.001,15,15,15,15,True,0,0
2021-03-17,447,446,1,673,536,0.729,0.73,0.695,0.73,0.776,0.777,0.436,0.779,1.001,1.001,15,15,15,15,True,0,0
2021-03-24,447,447,0,673,536,0.701,0.701,0.668,0.698,0.724,0.724,0.385,0.69,1.001,1.001,15,15,15,15,True,0,0
2021-03-31,447,447,0,674,535,0.812,0.812,0.779,0.811,0.754,0.754,0.417,0.738,1.1,1.1,18,18,18,18,True,0,0
2021-04-08,447,447,0,674,535,0.81,0.81,0.774,0.809,0.806,0.806,0.443,0.787,1.166,1.166,22,22,22,22,True,0,0
2021-04-15,447,447,0,675,534,0.859,0.859,0.818,0.856,0.892,0.892,0.484,0.863,1.166,1.166,22,22,22,22,True,0,0
2021-04-22,447,447,0,675,534,0.839,0.839,0.807,0.839,0.724,0.724,0.405,0.719,1.166,1.166,22,22,22,22,True,0,0
2021-04-29,447,447,0,675,534,0.84,0.84,0.799,0.835,0.883,0.883,0.471,0.838,1.166,1.166,22,22,22,22,True,0,0
2021-05-06,447,447,0,675,534,0.776,0.776,0.737,0.772,0.844,0.844,0.451,0.802,1.166,1.166,22,22,22,22,True,0,0
2021-05-13,447,447,0,675,534,0.696,0.696,0.656,0.691,0.847,0.847,0.451,0.801,1.166,1.166,22,22,18,22,True,0,0
2021-05-20,448,448,0,675,534,0.725,0.725,0.689,0.722,0.796,0.796,0.431,0.763,1.1,1.1,18,18,18,18,True,0,0
2021-05-27,449,449,0,675,534,0.754,0.754,0.719,0.753,0.79,0.79,0.441,0.782,1.1,1.1,18,18,18,18,True,0,0
2021-06-04,449,449,0,675,534,0.731,0.731,0.695,0.729,0.793,0.793,0.436,0.77,1.1,1.1,18,18,18,18,True,0,0
2021-06-11,450,449,1,676,533,0.775,0.776,0.741,0.775,0.785,0.787,0.442,0.782,1.166,1.166,22,22,22,22,True,0,0
2021-06-18,450,449,1,676,533,0.712,0.712,0.692,0.713,0.484,0.486,0.282,0.498,1.166,1.166,22,22,22,22,True,0,0
2021-06-25,450,449,1,676,533,0.765,0.766,0.731,0.764,0.774,0.775,0.43,0.762,1.166,1.166,22,22,22,22,True,0,0
2021-07-02,450,449,1,680,529,0.772,0.773,0.74,0.77,0.717,0.718,0.394,0.695,1.166,1.166,22,22,22,22,True,0,0
2021-07-12,450,449,1,681,528,0.77,0.77,0.738,0.768,0.719,0.72,0.396,0.699,1.166,1.166,22,22,22,22,True,0,0
2021-07-19,450,449,1,682,527,0.699,0.699,0.677,0.697,0.476,0.477,0.259,0.457,1.166,1.166,22,22,18,22,True,0,0
2021-07-26,450,449,1,683,526,0.773,0.773,0.742,0.771,0.695,0.697,0.381,0.671,1.166,1.166,22,22,22,22,True,0,0
2021-08-02,450,449,1,683,526,0.723,0.723,0.694,0.72,0.646,0.647,0.355,0.621,1.166,1.166,22,22,22,22,True,0,0
2021-08-09,451,450,1,682,527,0.743,0.744,0.715,0.741,0.633,0.634,0.346,0.609,1.166,1.166,22,22,22,22,True,0,0
2021-08-16,451,450,1,682,527,0.794,0.794,0.759,0.788,0.72,0.72,0.372,0.655,1.166,1.166,22,22,22,22,True,0,0
2021-08-23,451,450,1,683,526,0.76,0.76,0.727,0.757,0.718,0.718,0.397,0.695,1.166,1.166,22,22,22,22,True,0,0
2021-08-30,452,451,1,683,526,0.769,0.769,0.738,0.766,0.683,0.684,0.374,0.655,1.166,1.166,22,22,22,22,True,0,0
2021-09-07,452,451,1,683,526,0.742,0.742,0.719,0.742,0.543,0.543,0.311,0.544,1.166,1.166,22,22,22,22,True,0,0
2021-09-14,452,451,1,683,526,0.704,0.704,0.681,0.703,0.514,0.515,0.286,0.499,1.166,1.166,22,22,22,22,True,0,0
2021-09-21,451,450,1,683,526,0.625,0.625,0.606,0.626,0.453,0.454,0.265,0.461,1.1,1.1,18,18,15,18,True,0,0
2021-09-28,451,450,1,685,524,0.565,0.565,0.549,0.567,0.4,0.401,0.239,0.418,1.04,1.04,15,15,15,15,True,0,0
2021-10-05,452,451,1,685,524,0.548,0.548,0.523,0.547,0.589,0.59,0.332,0.579,1.04,1.04,15,15,15,15,True,0,0
2021-10-12,452,451,1,685,524,0.557,0.557,0.536,0.559,0.517,0.518,0.304,0.532,1.04,1.04,15,15,15,15,True,0,0
2021-10-19,451,450,1,685,524,0.688,0.688,0.658,0.686,0.691,0.691,0.386,0.673,1.1,1.1,18,18,18,18,True,0,0
2021-10-26,450,449,1,685,524,0.758,0.758,0.73,0.756,0.63,0.631,0.351,0.613,1.166,1.166,22,22,22,22,True,0,0
2021-11-02,450,449,1,685,524,0.812,0.812,0.782,0.81,0.678,0.679,0.378,0.659,1.166,1.166,22,22,22,22,True,0,0
2021-11-09,451,450,1,685,524,0.835,0.835,0.806,0.835,0.68,0.681,0.388,0.678,1.166,1.166,22,22,22,22,True,0,0
2021-11-16,451,450,1,685,524,0.776,0.776,0.746,0.774,0.686,0.687,0.381,0.667,1.166,1.166,22,22,22,22,True,0,0
2021-11-23,451,450,1,686,523,0.762,0.763,0.731,0.759,0.692,0.694,0.373,0.654,1.166,1.166,22,22,22,22,True,0,0
2021-12-01,451,450,1,687,522,0.556,0.556,0.539,0.554,0.367,0.368,0.2,0.35,1.04,1.04,15,15,15,15,True,0,0
2021-12-08,451,450,1,687,522,0.643,0.643,0.613,0.64,0.662,0.663,0.364,0.634,1.001,1.001,15,15,13,15,True,0,0
2021-12-15,453,452,1,687,522,0.617,0.617,0.585,0.612,0.689,0.689,0.367,0.64,0.946,0.946,13,13,13,13,True,0,0
2021-12-22,454,453,1,687,522,0.579,0.579,0.547,0.574,0.683,0.684,0.364,0.633,0.946,0.946,13,13,13,13,True,0,0
2021-12-30,453,452,1,687,522,0.704,0.705,0.676,0.701,0.615,0.616,0.331,0.577,1.1,1.1,18,18,18,18,True,0,0
2022-01-06,453,452,1,688,521,0.657,0.657,0.627,0.654,0.66,0.661,0.356,0.622,1.1,1.1,18,18,18,18,True,0,0
2022-01-13,454,453,1,688,521,0.628,0.628,0.6,0.625,0.602,0.602,0.324,0.567,1.1,1.1,18,18,15,18,True,0,0
2022-01-21,455,454,1,688,521,0.277,0.278,0.26,0.274,0.364,0.365,0.187,0.328,0.82,0.82,9,9,9,9,True,0,0
2022-01-28,455,454,1,690,519,0.454,0.454,0.428,0.45,0.555,0.555,0.298,0.516,0.846,0.846,10,10,10,10,True,0,0
2022-02-04,455,454,1,690,519,0.468,0.467,0.449,0.468,0.444,0.444,0.257,0.444,0.846,0.846,10,10,10,10,True,0,0
2022-02-11,455,454,1,690,519,0.225,0.225,0.21,0.226,0.362,0.362,0.211,0.366,0.612,0.612,6,6,6,6,True,0,0
2022-02-18,457,455,2,690,519,0.294,0.294,0.278,0.294,0.384,0.384,0.221,0.383,0.746,0.746,7,7,7,7,True,0,0
2022-02-28,457,456,1,691,518,0.268,0.268,0.254,0.27,0.368,0.368,0.227,0.392,0.746,0.746,7,7,7,7,True,0,0
2022-03-07,458,457,1,691,518,0.204,0.204,0.192,0.203,0.275,0.275,0.156,0.27,0.612,0.612,6,6,6,6,True,0,0
2022-03-14,458,457,1,691,518,0.23,0.23,0.214,0.228,0.36,0.361,0.196,0.339,0.612,0.612,6,6,6,6,True,0,0
2022-03-21,458,457,1,691,518,0.561,0.561,0.541,0.56,0.469,0.469,0.266,0.462,0.956,0.956,14,14,14,14,True,0,0
2022-03-28,458,457,1,692,517,0.643,0.643,0.616,0.639,0.593,0.594,0.321,0.557,1.001,1.001,15,15,13,15,True,0,0
2022-04-04,459,458,1,692,517,0.751,0.751,0.728,0.751,0.56,0.56,0.321,0.556,1.001,1.001,15,15,15,15,True,0,0
2022-04-11,460,459,1,692,517,0.447,0.447,0.428,0.445,0.412,0.413,0.224,0.388,0.846,0.846,10,10,10,10,True,0,0
2022-04-19,460,459,1,693,516,0.452,0.452,0.423,0.449,0.646,0.646,0.36,0.624,0.846,0.846,10,10,10,10,True,0,0
2022-04-26,460,459,1,693,516,0.233,0.233,0.22,0.232,0.282,0.282,0.155,0.27,0.612,0.612,6,6,6,6,True,0,0
2022-05-03,460,459,1,693,516,0.238,0.238,0.218,0.237,0.451,0.45,0.254,0.44,0.612,0.612,6,6,6,6,True,0,0
2022-05-10,461,460,1,694,515,0.166,0.166,0.153,0.165,0.3,0.3,0.166,0.288,0.612,0.612,6,6,6,6,True,0,0
2022-05-17,461,460,1,695,514,0.186,0.186,0.164,0.185,0.507,0.507,0.286,0.495,0.612,0.612,6,6,6,6,True,0,0
2022-05-24,461,460,1,696,513,0.198,0.198,0.183,0.195,0.311,0.311,0.165,0.286,0.612,0.612,6,6,6,6,True,0,0
2022-06-01,461,460,1,696,513,0.248,0.248,0.236,0.249,0.295,0.295,0.181,0.312,0.612,0.612,6,6,6,6,True,0,0
2022-06-08,462,461,1,696,513,0.442,0.442,0.43,0.443,0.284,0.284,0.172,0.298,0.909,0.909,11,11,11,11,True,0,0
2022-06-15,463,462,1,696,513,0.271,0.271,0.259,0.273,0.321,0.321,0.196,0.338,0.612,0.612,6,6,6,6,True,0,0
2022-06-23,462,461,1,697,512,0.264,0.264,0.25,0.263,0.31,0.311,0.172,0.298,0.612,0.612,6,6,6,6,True,0,0
2022-06-30,463,462,1,698,511,0.207,0.207,0.196,0.205,0.233,0.234,0.128,0.221,0.612,0.612,6,6,6,6,True,0,0
2022-07-08,463,462,1,698,511,0.286,0.286,0.274,0.286,0.273,0.272,0.156,0.269,0.612,0.612,6,6,6,6,True,0,0
2022-07-15,463,462,1,698,511,0.46,0.46,0.441,0.459,0.443,0.444,0.251,0.433,0.694,0.694,6,6,6,6,True,0,0
2022-07-22,463,462,1,699,510,0.449,0.45,0.432,0.447,0.376,0.377,0.203,0.351,0.846,0.846,10,10,10,10,True,0,0
2022-07-29,463,462,1,699,510,0.602,0.602,0.576,0.601,0.613,0.613,0.348,0.6,0.946,0.946,13,13,13,13,True,0,0
2022-08-05,463,462,1,699,510,0.63,0.63,0.607,0.63,0.536,0.536,0.309,0.532,1.001,1.001,15,15,13,15,True,0,0
2022-08-12,463,462,1,699,510,0.736,0.736,0.703,0.734,0.754,0.755,0.427,0.738,1.001,1.001,15,15,15,15,True,0,0
2022-08-19,462,461,1,699,510,0.632,0.632,0.61,0.63,0.498,0.498,0.277,0.477,1.001,1.001,15,15,13,15,True,0,0
2022-08-26,462,461,1,699,510,0.427,0.427,0.414,0.429,0.338,0.338,0.204,0.352,0.846,0.846,10,10,10,10,True,0,0
2022-09-02,462,461,1,699,510,0.357,0.357,0.347,0.36,0.267,0.267,0.167,0.289,0.746,0.746,7,7,7,7,True,0,0
2022-09-12,462,461,1,699,510,0.482,0.482,0.455,0.481,0.633,0.633,0.366,0.632,0.846,0.846,10,10,10,10,True,0,0
2022-09-19,462,461,1,699,510,0.341,0.341,0.322,0.341,0.446,0.445,0.261,0.449,0.746,0.746,7,7,7,7,True,0,0
2022-09-26,463,462,1,699,510,0.269,0.269,0.266,0.27,0.084,0.083,0.06,0.102,0.612,0.612,6,6,6,6,True,0,0
2022-10-03,465,464,1,699,510,0.304,0.304,0.288,0.304,0.38,0.379,0.221,0.381,0.612,0.612,6,6,6,6,True,0,0
2022-10-10,465,464,1,699,510,0.256,0.256,0.247,0.257,0.215,0.215,0.132,0.228,0.612,0.612,6,6,6,6,True,0,0
2022-10-17,466,465,1,699,510,0.311,0.311,0.295,0.313,0.417,0.417,0.25,0.431,0.612,0.612,6,6,6,6,True,0,0
2022-10-24,466,465,1,699,510,0.453,0.453,0.433,0.452,0.452,0.452,0.255,0.439,0.916,0.916,11,11,11,11,True,0,0
2022-10-31,466,465,1,699,510,0.441,0.441,0.423,0.442,0.435,0.434,0.257,0.443,0.846,0.846,10,10,10,10,True,0,0
2022-11-07,467,467,0,700,509,0.508,0.508,0.483,0.507,0.579,0.579,0.331,0.571,0.946,0.946,13,13,10,13,True,0,0
2022-11-14,468,468,0,700,509,0.521,0.521,0.498,0.519,0.519,0.519,0.293,0.505,0.946,0.946,13,13,10,13,True,0,0
2022-11-21,468,468,0,700,509,0.492,0.492,0.462,0.488,0.648,0.648,0.348,0.601,0.846,0.846,10,10,10,10,True,0,0
2022-11-29,468,468,0,700,509,0.519,0.519,0.491,0.518,0.657,0.657,0.373,0.643,0.946,0.946,13,13,10,13,True,0,0
2022-12-06,468,468,0,700,509,0.501,0.501,0.478,0.499,0.536,0.536,0.3,0.517,0.946,0.946,13,13,10,10,True,0,0
2022-12-13,467,467,0,700,509,0.733,0.733,0.701,0.731,0.717,0.717,0.402,0.692,1.001,1.001,15,15,15,15,True,0,0
2022-12-20,469,469,0,700,509,0.436,0.436,0.415,0.436,0.505,0.505,0.296,0.509,0.846,0.846,10,10,10,10,True,0,0
2022-12-28,469,469,0,700,509,0.34,0.34,0.325,0.339,0.341,0.341,0.195,0.335,0.746,0.746,7,7,7,7,True,0,0
2023-01-05,468,468,0,700,509,0.462,0.462,0.445,0.463,0.41,0.41,0.242,0.418,0.846,0.846,10,10,10,10,True,0,0
2023-01-12,468,468,0,700,509,0.726,0.726,0.698,0.727,0.672,0.672,0.393,0.677,1.001,1.001,15,15,15,15,True,0,0
2023-01-20,469,468,1,700,509,0.751,0.752,0.721,0.752,0.717,0.718,0.417,0.718,1.001,1.001,15,15,15,15,True,0,0
2023-01-27,469,468,1,700,509,0.809,0.809,0.783,0.81,0.646,0.647,0.382,0.659,1.1,1.1,18,18,18,18,True,0,0
2023-02-03,469,468,1,700,509,0.821,0.821,0.798,0.823,0.572,0.573,0.347,0.597,1.1,1.1,18,18,18,18,True,0,0
2023-02-10,468,467,1,700,509,0.743,0.743,0.715,0.742,0.673,0.674,0.386,0.663,1.1,1.1,18,18,18,18,True,0,0
2023-02-17,468,467,1,701,508,0.725,0.725,0.698,0.725,0.633,0.634,0.366,0.629,1.1,1.1,18,18,18,18,True,0,0
2023-02-27,469,468,1,701,508,0.656,0.656,0.634,0.657,0.545,0.546,0.322,0.555,1.1,1.1,18,18,18,18,True,0,0
2023-03-06,469,468,1,701,508,0.668,0.668,0.646,0.667,0.513,0.513,0.29,0.499,1.1,1.1,18,18,18,18,True,0,0
2023-03-13,468,467,1,701,508,0.344,0.344,0.329,0.343,0.349,0.348,0.196,0.336,0.82,0.82,9,9,9,9,True,0,0
2023-03-20,471,470,1,701,508,0.67,0.671,0.647,0.668,0.531,0.531,0.297,0.509,1.001,1.001,15,15,15,15,True,0,0
2023-03-27,471,470,1,701,508,0.697,0.697,0.676,0.696,0.482,0.483,0.276,0.474,1.001,1.001,15,15,15,15,True,0,0
2023-04-03,471,470,1,701,508,0.757,0.757,0.733,0.755,0.542,0.543,0.307,0.527,1.001,1.001,15,15,15,15,True,0,0
2023-04-11,471,470,1,701,508,0.781,0.781,0.753,0.778,0.627,0.627,0.35,0.6,1.1,1.1,18,18,18,18,True,0,0
2023-04-18,471,470,1,701,508,0.761,0.761,0.736,0.759,0.578,0.578,0.326,0.561,1.166,1.166,22,22,22,22,True,0,0
2023-04-25,471,470,1,701,508,0.715,0.715,0.696,0.712,0.408,0.408,0.217,0.372,1.166,1.166,22,22,22,22,True,0,0
2023-05-02,471,470,1,701,508,0.676,0.676,0.659,0.675,0.405,0.406,0.229,0.394,1.1,1.1,18,18,18,18,True,0,0
2023-05-09,473,472,1,701,508,0.682,0.682,0.662,0.681,0.465,0.466,0.265,0.456,1.1,1.1,18,18,18,18,True,0,0
2023-05-16,474,473,1,701,508,0.657,0.657,0.643,0.657,0.336,0.336,0.198,0.339,1.1,1.1,18,18,18,18,True,0,0
2023-05-23,474,473,1,701,508,0.724,0.725,0.709,0.726,0.381,0.382,0.229,0.392,1.1,1.1,18,18,18,18,True,0,0
2023-05-31,474,473,1,701,508,0.724,0.724,0.709,0.724,0.357,0.357,0.209,0.357,1.166,1.166,22,22,22,22,True,0,0
2023-06-07,473,472,1,701,508,0.784,0.784,0.759,0.785,0.617,0.618,0.365,0.626,1.166,1.166,22,22,22,22,True,0,0
2023-06-14,473,472,1,702,507,0.811,0.811,0.787,0.811,0.561,0.562,0.328,0.562,1.166,1.166,22,22,22,22,True,0,0
2023-06-22,474,473,1,702,507,0.833,0.833,0.811,0.832,0.528,0.528,0.304,0.52,1.166,1.166,22,22,22,22,True,0,0
2023-06-29,474,473,1,702,507,0.799,0.799,0.769,0.797,0.705,0.706,0.402,0.689,1.166,1.166,22,22,22,22,True,0,0
2023-07-07,474,473,1,702,507,0.767,0.767,0.742,0.769,0.629,0.629,0.381,0.652,1.166,1.166,22,22,22,22,True,0,0
2023-07-14,475,474,1,702,507,0.762,0.762,0.734,0.76,0.638,0.638,0.361,0.618,1.166,1.166,22,22,22,22,True,0,0
2023-07-21,475,474,1,702,507,0.828,0.828,0.795,0.824,0.747,0.747,0.412,0.706,1.166,1.166,22,22,22,22,True,0,0
2023-07-28,475,474,1,702,507,0.808,0.808,0.777,0.808,0.739,0.74,0.43,0.735,1.166,1.166,22,22,22,22,True,0,0
2023-08-04,475,474,1,702,507,0.746,0.746,0.726,0.749,0.535,0.536,0.329,0.565,1.166,1.166,22,22,22,22,True,0,0
2023-08-11,475,474,1,702,507,0.701,0.701,0.676,0.7,0.59,0.591,0.339,0.581,1.166,1.166,22,22,18,22,True,0,0
2023-08-18,475,474,1,702,507,0.635,0.635,0.616,0.637,0.498,0.499,0.302,0.518,1.1,1.1,18,18,15,18,True,0,0
2023-08-25,475,473,2,702,507,0.629,0.629,0.607,0.629,0.533,0.535,0.31,0.531,1.1,1.1,18,18,15,18,True,0,0
2023-09-01,476,474,2,702,507,0.706,0.706,0.683,0.707,0.579,0.581,0.345,0.592,1.166,1.166,22,22,22,22,True,0,0
2023-09-11,476,474,2,704,505,0.679,0.679,0.659,0.68,0.495,0.496,0.293,0.5,1.1,1.1,18,18,18,22,True,0,0
2023-09-18,476,474,2,704,505,0.702,0.702,0.683,0.703,0.455,0.457,0.27,0.463,1.166,1.166,22,22,22,22,True,0,0
2023-09-25,476,474,2,704,505,0.612,0.612,0.596,0.614,0.42,0.421,0.254,0.435,1.04,1.04,15,15,15,15,True,0,0
2023-10-02,475,473,2,704,505,0.555,0.555,0.545,0.556,0.263,0.264,0.164,0.281,1.04,1.04,15,15,15,15,True,0,0
2023-10-09,475,474,1,705,504,0.575,0.575,0.557,0.576,0.442,0.443,0.264,0.451,1.04,1.04,15,15,15,15,True,0,0
2023-10-16,475,474,1,705,504,0.605,0.605,0.583,0.605,0.543,0.544,0.317,0.541,1.04,1.04,15,15,15,15,True,0,0
2023-10-23,476,475,1,705,504,0.559,0.559,0.549,0.56,0.249,0.249,0.149,0.254,1.04,1.04,15,15,15,15,True,0,0
2023-10-30,476,475,1,705,504,0.373,0.373,0.356,0.373,0.4,0.4,0.23,0.391,0.82,0.82,9,9,9,9,True,0,0
2023-11-06,477,475,2,705,504,0.596,0.596,0.579,0.596,0.406,0.407,0.239,0.409,1.04,1.04,15,15,15,15,True,0,0
2023-11-13,477,475,2,705,504,0.62,0.62,0.602,0.62,0.435,0.436,0.256,0.435,1.1,1.1,18,18,15,18,True,0,0
