date,cols_lab,ok_lab,bad_lab,ok_all,bad_all,reg_a,reg_b,reg_c,reg_d,br_a,br_b,br_c,br_d,agg_a,agg_b,n_a,n_b,n_c,n_d,same_list,added,removed
2016-02-23,380,376,4,638,571,0.395,0.395,0.378,0.393,0.351,0.352,0.178,0.333,0.846,0.846,10,10,7,10,True,0,0
2016-03-01,380,376,4,638,571,0.502,0.503,0.47,0.5,0.667,0.669,0.345,0.646,0.946,0.946,13,13,10,13,True,0,0
2016-03-08,381,377,4,639,570,0.559,0.559,0.535,0.557,0.479,0.48,0.245,0.459,0.946,0.946,13,13,13,13,True,0,0
2016-03-15,381,377,4,639,570,0.751,0.751,0.721,0.747,0.605,0.606,0.304,0.568,1.1,1.1,18,18,18,18,True,0,0
2016-03-22,381,377,4,639,570,0.79,0.79,0.758,0.789,0.656,0.659,0.345,0.647,1.166,1.166,22,22,22,22,True,0,0
2016-03-30,382,378,4,639,570,0.775,0.775,0.74,0.773,0.722,0.725,0.377,0.706,1.166,1.166,22,22,22,22,True,0,0
2016-04-06,382,378,4,639,570,0.805,0.805,0.768,0.803,0.77,0.772,0.403,0.753,1.166,1.166,22,22,22,22,True,0,0
2016-04-13,382,378,4,639,570,0.803,0.803,0.766,0.802,0.786,0.789,0.418,0.783,1.166,1.166,22,22,22,22,True,0,0
2016-04-20,383,380,3,641,568,0.803,0.803,0.77,0.803,0.705,0.708,0.378,0.708,1.166,1.166,22,22,22,22,True,0,0
2016-04-27,383,380,3,641,568,0.784,0.785,0.747,0.782,0.778,0.783,0.404,0.756,1.166,1.166,22,22,22,22,True,0,0
2016-05-04,384,382,2,642,567,0.744,0.744,0.717,0.742,0.554,0.557,0.287,0.537,1.166,1.166,22,22,22,22,True,0,0
2016-05-11,384,382,2,643,566,0.7,0.701,0.676,0.7,0.512,0.514,0.271,0.507,1.166,1.166,22,22,18,22,True,0,0
2016-05-18,386,384,2,643,566,0.675,0.676,0.65,0.675,0.536,0.539,0.283,0.53,1.1,1.1,18,18,18,18,True,0,0
2016-05-25,387,385,2,643,566,0.737,0.737,0.703,0.735,0.699,0.701,0.366,0.684,1.166,1.166,22,22,22,22,True,0,0
2016-06-02,387,385,2,643,566,0.775,0.775,0.74,0.774,0.735,0.736,0.39,0.728,1.166,1.166,22,22,22,22,True,0,0
2016-06-09,388,386,2,643,566,0.756,0.756,0.725,0.755,0.656,0.658,0.344,0.644,1.166,1.166,22,22,22,22,True,0,0
2016-06-16,388,386,2,643,566,0.732,0.732,0.701,0.729,0.631,0.633,0.323,0.605,1.166,1.166,22,22,22,22,True,0,0
2016-06-23,388,386,2,643,566,0.739,0.739,0.701,0.738,0.801,0.802,0.422,0.789,1.166,1.166,22,22,22,22,True,0,0
2016-06-30,388,386,2,643,566,0.645,0.645,0.609,0.642,0.73,0.731,0.378,0.707,1.001,1.001,15,15,13,15,True,0,0
2016-07-08,390,388,2,643,566,0.664,0.664,0.626,0.662,0.799,0.801,0.419,0.784,1.001,1.001,15,15,15,15,True,0,0
2016-07-15,390,388,2,643,566,0.705,0.705,0.671,0.703,0.713,0.714,0.371,0.694,1.001,1.001,15,15,15,15,True,0,0
2016-07-22,390,388,2,643,566,0.761,0.761,0.721,0.758,0.824,0.825,0.429,0.802,1.001,1.001,15,15,15,15,True,0,0
2016-07-29,390,388,2,643,566,0.781,0.781,0.748,0.78,0.708,0.709,0.377,0.703,1.166,1.166,22,22,22,22,True,0,0
2016-08-05,391,389,2,644,565,0.768,0.768,0.732,0.768,0.777,0.779,0.417,0.779,1.166,1.166,22,22,22,22,True,0,0
2016-08-12,391,389,2,644,565,0.743,0.743,0.712,0.743,0.661,0.662,0.355,0.663,1.166,1.166,22,22,22,22,True,0,0
2016-08-19,391,389,2,644,565,0.73,0.73,0.7,0.732,0.676,0.678,0.372,0.695,1.166,1.166,22,22,22,22,True,0,0
2016-08-26,391,389,2,645,564,0.707,0.707,0.68,0.709,0.608,0.61,0.335,0.625,1.166,1.166,22,22,22,22,True,0,0
2016-09-02,391,389,2,645,564,0.724,0.724,0.69,0.726,0.744,0.747,0.41,0.766,1.166,1.166,22,22,22,22,True,0,0
2016-09-12,393,391,2,647,562,0.698,0.699,0.664,0.699,0.732,0.735,0.394,0.735,1.166,1.166,22,22,18,22,True,0,0
2016-09-19,393,391,2,647,562,0.669,0.669,0.643,0.671,0.59,0.592,0.329,0.614,1.1,1.1,18,18,18,18,True,0,0
2016-09-26,394,392,2,647,562,0.635,0.636,0.615,0.637,0.476,0.477,0.267,0.496,1.1,1.1,18,18,15,18,True,0,0
2016-10-03,395,393,2,647,562,0.632,0.632,0.609,0.635,0.525,0.525,0.295,0.549,1.1,1.1,18,18,15,18,True,0,0
2016-10-10,395,393,2,647,562,0.72,0.72,0.691,0.722,0.639,0.641,0.357,0.666,1.166,1.166,22,22,22,22,True,0,0
2016-10-17,395,393,2,647,562,0.652,0.652,0.633,0.655,0.438,0.441,0.252,0.471,1.1,1.1,18,18,18,18,True,0,0
2016-10-24,395,393,2,647,562,0.676,0.676,0.65,0.678,0.597,0.6,0.331,0.618,1.1,1.1,18,18,18,18,True,0,0
2016-10-31,395,393,2,647,562,0.652,0.652,0.626,0.651,0.558,0.559,0.297,0.552,1.1,1.1,18,18,18,18,True,0,0
2016-11-07,395,393,2,647,562,0.67,0.67,0.638,0.669,0.67,0.671,0.352,0.654,1.1,1.1,18,18,18,18,True,0,0
2016-11-14,395,393,2,647,562,0.696,0.696,0.669,0.698,0.606,0.608,0.338,0.628,1.166,1.166,22,22,18,22,True,0,0
2016-11-21,395,393,2,647,562,0.724,0.724,0.692,0.725,0.69,0.691,0.376,0.699,1.166,1.166,22,22,22,22,True,0,0
2016-11-29,395,393,2,647,562,0.746,0.746,0.716,0.747,0.641,0.644,0.349,0.65,1.166,1.166,22,22,22,22,True,0,0
2016-12-06,396,394,2,647,562,0.767,0.767,0.738,0.769,0.65,0.651,0.364,0.675,1.166,1.166,22,22,22,22,True,0,0
2016-12-13,396,394,2,647,562,0.799,0.799,0.764,0.798,0.736,0.739,0.39,0.727,1.166,1.166,22,22,22,22,True,0,0
2016-12-20,397,395,2,647,562,0.774,0.774,0.741,0.774,0.71,0.711,0.381,0.707,1.166,1.166,22,22,22,22,True,0,0
2016-12-28,397,395,2,647,562,0.736,0.736,0.715,0.738,0.478,0.479,0.267,0.497,1.166,1.166,22,22,22,22,True,0,0
2017-01-05,398,397,1,648,561,0.744,0.744,0.715,0.744,0.644,0.645,0.349,0.647,1.166,1.166,22,22,22,22,True,0,0
2017-01-12,398,397,1,648,561,0.733,0.733,0.705,0.734,0.62,0.621,0.338,0.627,1.166,1.166,22,22,22,22,True,0,0
2017-01-20,398,397,1,648,561,0.735,0.735,0.702,0.735,0.716,0.716,0.384,0.711,1.166,1.166,22,22,22,22,True,0,0
2017-01-27,398,397,1,648,561,0.763,0.763,0.736,0.765,0.608,0.608,0.337,0.623,1.166,1.166,22,22,22,22,True,0,0
2017-02-03,398,397,1,648,561,0.751,0.752,0.718,0.752,0.737,0.738,0.403,0.747,1.166,1.166,22,22,22,22,True,0,0
2017-02-10,398,397,1,648,561,0.761,0.761,0.728,0.762,0.73,0.73,0.398,0.736,1.166,1.166,22,22,22,22,True,0,0
2017-02-17,398,397,1,648,561,0.795,0.795,0.761,0.794,0.734,0.734,0.387,0.718,1.166,1.166,22,22,22,22,True,0,0
2017-02-27,398,397,1,648,561,0.805,0.805,0.771,0.805,0.738,0.739,0.398,0.74,1.166,1.166,22,22,22,22,True,0,0
2017-03-06,400,399,1,648,561,0.779,0.779,0.749,0.778,0.627,0.628,0.331,0.614,1.166,1.166,22,22,22,22,True,0,0
2017-03-13,400,399,1,648,561,0.757,0.758,0.725,0.757,0.699,0.699,0.375,0.694,1.166,1.166,22,22,22,22,True,0,0
2017-03-20,402,401,1,648,561,0.722,0.722,0.693,0.722,0.624,0.624,0.334,0.618,1.166,1.166,22,22,22,22,True,0,0
2017-03-27,403,402,1,648,561,0.685,0.685,0.659,0.686,0.592,0.593,0.324,0.599,1.166,1.166,22,22,18,22,True,0,0
2017-04-03,403,402,1,648,561,0.698,0.698,0.67,0.696,0.583,0.584,0.305,0.565,1.166,1.166,22,22,18,22,True,0,0
2017-04-10,405,404,1,648,561,0.709,0.709,0.677,0.707,0.683,0.683,0.358,0.663,1.166,1.166,22,22,18,22,True,0,0
2017-04-18,404,403,1,648,561,0.689,0.689,0.662,0.689,0.579,0.58,0.313,0.58,1.166,1.166,22,22,18,22,True,0,0
2017-04-25,404,404,0,649,560,0.722,0.722,0.688,0.722,0.727,0.727,0.392,0.726,1.166,1.166,22,22,22,22,True,0,0
2017-05-02,404,404,0,649,560,0.719,0.719,0.689,0.719,0.648,0.648,0.35,0.65,1.166,1.166,22,22,22,22,True,0,0
2017-05-09,404,404,0,649,560,0.716,0.716,0.688,0.716,0.61,0.61,0.332,0.615,1.166,1.166,22,22,22,22,True,0,0
2017-05-16,404,404,0,649,560,0.736,0.736,0.711,0.738,0.58,0.58,0.324,0.598,1.166,1.166,22,22,22,22,True,0,0
2017-05-23,405,405,0,649,560,0.686,0.686,0.656,0.686,0.647,0.647,0.348,0.643,1.166,1.166,22,22,18,22,True,0,0
2017-05-31,404,404,0,649,560,0.694,0.694,0.664,0.693,0.65,0.65,0.345,0.638,1.166,1.166,22,22,18,22,True,0,0
2017-06-07,405,405,0,650,559,0.698,0.698,0.667,0.697,0.679,0.679,0.361,0.668,1.166,1.166,22,22,18,22,True,0,0
2017-06-14,406,405,1,650,559,0.738,0.738,0.705,0.736,0.685,0.687,0.36,0.666,1.166,1.166,22,22,22,22,True,0,0
2017-06-21,406,405,1,650,559,0.726,0.726,0.698,0.726,0.601,0.602,0.324,0.6,1.166,1.166,22,22,22,22,True,0,0
2017-06-28,406,405,1,650,559,0.715,0.715,0.68,0.715,0.761,0.763,0.413,0.764,1.166,1.166,22,22,22,22,True,0,0
2017-07-06,405,404,1,650,559,0.639,0.639,0.616,0.639,0.489,0.49,0.264,0.49,1.1,1.1,18,18,15,18,True,0,0
2017-07-13,405,404,1,651,558,0.678,0.679,0.648,0.679,0.657,0.658,0.357,0.661,1.1,1.1,18,18,18,18,True,0,0
2017-07-20,405,404,1,651,558,0.702,0.702,0.671,0.703,0.677,0.678,0.371,0.685,1.166,1.166,22,22,18,22,True,0,0
2017-07-27,407,406,1,652,557,0.736,0.736,0.706,0.736,0.653,0.653,0.35,0.647,1.166,1.166,22,22,22,22,True,0,0
2017-08-03,407,406,1,652,557,0.735,0.735,0.706,0.734,0.625,0.625,0.334,0.616,1.166,1.166,22,22,22,22,True,0,0
2017-08-10,406,405,1,652,557,0.673,0.673,0.652,0.672,0.451,0.452,0.239,0.44,1.1,1.1,18,18,18,18,True,0,0
2017-08-17,407,405,2,653,556,0.592,0.593,0.573,0.592,0.412,0.414,0.222,0.41,1.04,1.04,15,15,15,15,True,0,0
2017-08-24,406,404,2,653,556,0.576,0.576,0.552,0.577,0.531,0.533,0.291,0.538,1.04,1.04,15,15,15,15,True,0,0
2017-08-31,408,406,2,654,555,0.606,0.606,0.576,0.607,0.659,0.661,0.363,0.668,1.04,1.04,15,15,15,15,True,0,0
2017-09-08,406,404,2,649,560,0.637,0.637,0.608,0.635,0.611,0.611,0.32,0.592,1.1,1.1,18,18,15,18,True,0,0
2017-09-15,406,404,2,649,560,0.736,0.736,0.704,0.735,0.673,0.675,0.362,0.669,1.166,1.166,22,22,22,22,True,0,0
2017-09-22,407,405,2,649,560,0.749,0.749,0.719,0.75,0.663,0.664,0.364,0.675,1.166,1.166,22,22,22,22,True,0,0
2017-09-29,407,405,2,649,560,0.746,0.746,0.713,0.746,0.714,0.714,0.384,0.709,1.166,1.166,22,22,22,22,True,0,0
2017-10-06,411,405,6,649,560,0.751,0.752,0.722,0.753,0.661,0.667,0.366,0.679,1.166,1.166,22,22,22,22,True,0,0
2017-10-13,411,405,6,649,560,0.746,0.747,0.715,0.748,0.705,0.713,0.388,0.718,1.166,1.166,22,22,22,22,True,0,0
2017-10-20,410,404,6,649,560,0.776,0.777,0.74,0.776,0.772,0.779,0.418,0.774,1.166,1.166,22,22,22,22,True,0,0
2017-10-27,410,404,6,649,560,0.749,0.749,0.718,0.75,0.677,0.681,0.372,0.689,1.166,1.166,22,22,22,22,True,0,0
2017-11-03,411,405,6,649,560,0.75,0.75,0.72,0.751,0.657,0.664,0.36,0.667,1.166,1.166,22,22,22,22,True,0,0
2017-11-10,413,407,6,649,560,0.739,0.739,0.71,0.739,0.628,0.633,0.343,0.634,1.166,1.166,22,22,22,22,True,0,0
2017-11-17,413,407,6,650,559,0.716,0.716,0.687,0.717,0.631,0.636,0.347,0.64,1.166,1.166,22,22,22,22,True,0,0
2017-11-27,412,406,6,650,559,0.737,0.737,0.707,0.735,0.639,0.644,0.334,0.617,1.166,1.166,22,22,22,22,True,0,0
2017-12-04,412,406,6,650,559,0.732,0.733,0.697,0.729,0.723,0.728,0.372,0.685,1.166,1.166,22,22,22,22,True,0,0
2017-12-11,412,406,6,650,559,0.745,0.746,0.711,0.742,0.715,0.721,0.374,0.689,1.166,1.166,22,22,22,22,True,0,0
2017-12-18,412,406,6,650,559,0.784,0.785,0.748,0.783,0.783,0.789,0.414,0.763,1.166,1.166,22,22,22,22,True,0,0
2017-12-26,412,406,6,650,559,0.728,0.729,0.695,0.726,0.698,0.702,0.368,0.678,1.166,1.166,22,22,22,22,True,0,0
2018-01-03,414,408,6,650,559,0.772,0.773,0.736,0.771,0.763,0.768,0.407,0.749,1.166,1.166,22,22,22,22,True,0,0
2018-01-10,414,408,6,650,559,0.765,0.765,0.734,0.764,0.665,0.667,0.357,0.657,1.166,1.166,22,22,22,22,True,0,0
2018-01-18,414,408,6,650,559,0.782,0.783,0.751,0.782,0.675,0.679,0.364,0.672,1.166,1.166,22,22,22,22,True,0,0
2018-01-25,414,408,6,650,559,0.824,0.825,0.791,0.824,0.735,0.739,0.397,0.734,1.166,1.166,22,22,22,22,True,0,0
2018-02-01,414,408,6,650,559,0.719,0.72,0.69,0.721,0.651,0.655,0.363,0.671,1.166,1.166,22,22,22,22,True,0,0
2018-02-08,414,408,6,650,559,0.33,0.33,0.319,0.332,0.271,0.273,0.16,0.296,0.746,0.746,7,7,7,7,True,0,0
2018-02-15,414,408,6,651,558,0.474,0.474,0.444,0.474,0.667,0.671,0.364,0.669,0.846,0.846,10,10,10,10,True,0,0
2018-02-23,414,408,6,652,557,0.445,0.445,0.412,0.444,0.719,0.723,0.387,0.713,0.846,0.846,10,10,10,10,True,0,0
2018-03-02,413,408,5,653,556,0.452,0.452,0.428,0.455,0.56,0.563,0.32,0.589,0.846,0.846,10,10,10,10,True,0,0
2018-03-09,414,409,5,653,556,0.717,0.718,0.685,0.718,0.723,0.726,0.398,0.731,1.1,1.1,18,18,18,18,True,0,0
2018-03-16,415,410,5,653,556,0.638,0.638,0.608,0.639,0.655,0.66,0.36,0.663,1.1,1.1,18,18,15,18,True,0,0
2018-03-23,416,411,5,653,556,0.402,0.402,0.391,0.406,0.277,0.279,0.173,0.319,0.846,0.846,10,10,10,10,True,0,0
2018-04-02,416,411,5,653,556,0.386,0.386,0.375,0.389,0.267,0.268,0.162,0.298,0.846,0.846,10,10,7,10,True,0,0
2018-04-09,416,411,5,653,556,0.392,0.392,0.372,0.394,0.472,0.473,0.268,0.492,0.846,0.846,10,10,7,10,True,0,0
2018-04-16,416,411,5,653,556,0.48,0.48,0.45,0.481,0.666,0.669,0.371,0.681,0.846,0.846,10,10,10,10,True,0,0
2018-04-23,416,411,5,653,556,0.529,0.529,0.504,0.53,0.553,0.555,0.308,0.566,0.946,0.946,13,13,13,13,True,0,0
2018-04-30,415,410,5,653,556,0.607,0.607,0.589,0.608,0.409,0.411,0.229,0.42,1.04,1.04,15,15,15,15,True,0,0
2018-05-07,415,411,4,654,555,0.676,0.676,0.653,0.679,0.534,0.539,0.308,0.567,1.1,1.1,18,18,18,18,True,0,0
2018-05-14,416,412,4,654,555,0.691,0.691,0.665,0.691,0.568,0.569,0.31,0.568,1.166,1.166,22,22,18,22,True,0,0
2018-05-21,416,412,4,653,556,0.746,0.747,0.716,0.747,0.669,0.671,0.369,0.677,1.166,1.166,22,22,22,22,True,0,0
2018-05-29,416,412,4,653,556,0.688,0.688,0.67,0.692,0.441,0.442,0.262,0.48,1.166,1.166,22,22,18,22,True,0,0
2018-06-05,416,412,4,653,556,0.725,0.725,0.701,0.729,0.571,0.574,0.333,0.612,1.166,1.166,22,22,22,22,True,0,0
2018-06-12,417,413,4,653,556,0.751,0.752,0.721,0.752,0.665,0.668,0.366,0.671,1.166,1.166,22,22,22,22,True,0,0
2018-06-19,415,412,3,653,556,0.723,0.723,0.7,0.725,0.533,0.534,0.301,0.553,1.166,1.166,22,22,22,22,True,0,0
2018-06-26,415,415,0,657,552,0.702,0.702,0.68,0.706,0.53,0.53,0.31,0.568,1.166,1.166,22,22,22,22,True,0,0
2018-07-03,415,415,0,657,552,0.654,0.654,0.632,0.656,0.511,0.511,0.292,0.536,1.1,1.1,18,18,18,18,True,0,0
2018-07-11,415,415,0,657,552,0.69,0.69,0.668,0.691,0.503,0.503,0.281,0.515,1.166,1.166,22,22,18,22,True,0,0
2018-07-18,415,415,0,657,552,0.751,0.751,0.724,0.753,0.611,0.611,0.346,0.635,1.166,1.166,22,22,22,22,True,0,0
2018-07-25,414,414,0,657,552,0.816,0.816,0.784,0.815,0.688,0.688,0.371,0.681,1.166,1.166,22,22,22,22,True,0,0
2018-08-01,414,414,0,656,553,0.752,0.752,0.727,0.752,0.548,0.548,0.299,0.549,1.166,1.166,22,22,22,22,True,0,0
2018-08-08,414,414,0,657,552,0.749,0.749,0.72,0.748,0.62,0.62,0.331,0.606,1.166,1.166,22,22,22,22,True,0,0
2018-08-15,415,415,0,657,552,0.708,0.708,0.682,0.705,0.55,0.55,0.283,0.518,1.166,1.166,22,22,22,22,True,0,0
2018-08-22,415,415,0,657,552,0.727,0.727,0.701,0.728,0.598,0.598,0.334,0.612,1.166,1.166,22,22,22,22,True,0,0
2018-08-29,416,416,0,657,552,0.774,0.774,0.741,0.773,0.722,0.722,0.385,0.705,1.166,1.166,22,22,22,22,True,0,0
2018-09-06,416,416,0,657,552,0.724,0.724,0.695,0.722,0.625,0.625,0.329,0.604,1.166,1.166,22,22,22,22,True,0,0
2018-09-13,416,416,0,657,552,0.758,0.758,0.725,0.756,0.697,0.697,0.368,0.675,1.166,1.166,22,22,22,22,True,0,0
2018-09-20,415,415,0,657,552,0.788,0.788,0.752,0.786,0.766,0.766,0.403,0.74,1.166,1.166,22,22,22,22,True,0,0
2018-09-27,415,415,0,657,552,0.726,0.726,0.7,0.726,0.581,0.581,0.317,0.58,1.166,1.166,22,22,22,22,True,0,0
2018-10-04,416,416,0,656,553,0.713,0.713,0.688,0.709,0.51,0.51,0.259,0.475,1.166,1.166,22,22,22,22,True,0,0
2018-10-11,416,416,0,655,554,0.309,0.309,0.301,0.311,0.214,0.214,0.126,0.233,0.82,0.82,9,9,9,9,True,0,0
2018-10-18,416,416,0,656,553,0.479,0.479,0.464,0.478,0.311,0.311,0.168,0.309,0.846,0.846,10,10,10,10,True,0,0
2018-10-25,416,416,0,655,554,0.245,0.245,0.224,0.245,0.444,0.444,0.241,0.442,0.612,0.612,6,6,6,6,True,0,0
2018-11-01,416,416,0,656,553,0.258,0.258,0.235,0.257,0.487,0.487,0.262,0.48,0.746,0.746,7,7,6,7,True,0,0
2018-11-08,417,417,0,656,553,0.603,0.603,0.577,0.6,0.533,0.533,0.272,0.5,0.946,0.946,13,13,13,13,True,0,0
2018-11-15,417,417,0,656,553,0.37,0.37,0.345,0.369,0.524,0.524,0.278,0.51,0.746,0.746,7,7,7,7,True,0,0
2018-11-23,416,416,0,655,554,0.34,0.34,0.323,0.339,0.371,0.371,0.198,0.363,0.746,0.746,7,7,7,7,True,0,0
2018-11-30,415,415,0,654,555,0.602,0.602,0.572,0.597,0.604,0.604,0.303,0.558,0.946,0.946,13,13,13,13,True,0,0
2018-12-10,417,417,0,654,555,0.253,0.253,0.234,0.25,0.383,0.383,0.189,0.348,0.746,0.746,7,7,6,7,True,0,0
2018-12-17,417,417,0,654,555,0.211,0.211,0.202,0.21,0.176,0.176,0.093,0.172,0.612,0.612,6,6,6,6,True,0,0
2018-12-24,417,417,0,653,556,0.134,0.134,0.132,0.135,0.054,0.054,0.037,0.066,0.612,0.612,6,6,6,6,True,0,0
2019-01-02,416,416,0,652,557,0.137,0.137,0.127,0.138,0.236,0.236,0.132,0.242,0.612,0.612,6,6,6,6,True,0,0
2019-01-09,416,416,0,652,557,0.257,0.257,0.239,0.259,0.416,0.416,0.237,0.436,0.746,0.746,7,7,6,7,True,0,0
2019-01-16,416,416,0,652,557,0.346,0.346,0.326,0.347,0.442,0.442,0.25,0.46,0.746,0.746,7,7,7,7,True,0,0
2019-01-24,417,417,0,652,557,0.49,0.49,0.465,0.49,0.55,0.55,0.298,0.548,0.846,0.846,10,10,10,10,True,0,0
2019-01-31,417,417,0,652,557,0.612,0.612,0.581,0.611,0.652,0.652,0.347,0.639,0.946,0.946,13,13,13,13,True,0,0
2019-02-07,417,417,0,652,557,0.556,0.556,0.531,0.556,0.552,0.552,0.297,0.549,1.04,1.04,15,15,15,15,True,0,0
2019-02-14,416,416,0,652,557,0.758,0.758,0.729,0.758,0.618,0.618,0.336,0.62,1.166,1.166,22,22,22,22,True,0,0
2019-02-22,418,418,0,652,557,0.804,0.804,0.768,0.803,0.77,0.77,0.411,0.758,1.166,1.166,22,22,22,22,True,0,0
2019-03-01,418,418,0,652,557,0.764,0.764,0.729,0.762,0.749,0.749,0.399,0.735,1.166,1.166,22,22,22,22,True,0,0
2019-03-08,418,418,0,652,557,0.728,0.728,0.701,0.727,0.576,0.576,0.309,0.569,1.166,1.166,22,22,22,22,True,0,0
2019-03-15,418,418,0,652,557,0.779,0.779,0.747,0.777,0.685,0.685,0.365,0.67,1.166,1.166,22,22,22,22,True,0,0
2019-03-22,418,418,0,652,557,0.746,0.746,0.724,0.745,0.468,0.468,0.247,0.454,1.166,1.166,22,22,22,22,True,0,0
2019-03-29,418,418,0,652,557,0.8,0.8,0.766,0.797,0.701,0.701,0.37,0.678,1.166,1.166,22,22,22,22,True,0,0
2019-04-05,417,417,0,653,556,0.827,0.827,0.789,0.824,0.79,0.79,0.417,0.765,1.166,1.166,22,22,22,22,True,0,0
2019-04-12,418,416,2,653,556,0.8,0.801,0.763,0.798,0.789,0.791,0.416,0.764,1.166,1.166,22,22,22,22,True,0,0
2019-04-22,419,416,3,653,556,0.797,0.797,0.769,0.796,0.616,0.619,0.332,0.611,1.166,1.166,22,22,22,22,True,0,0
2019-04-29,419,416,3,653,556,0.78,0.78,0.75,0.78,0.655,0.658,0.358,0.658,1.166,1.166,22,22,22,22,True,0,0
2019-05-06,420,417,3,654,555,0.748,0.748,0.722,0.749,0.58,0.582,0.323,0.594,1.166,1.166,22,22,22,22,True,0,0
2019-05-13,420,417,3,654,555,0.613,0.613,0.596,0.614,0.381,0.384,0.21,0.385,1.04,1.04,15,15,15,15,True,0,0
2019-05-20,420,417,3,655,554,0.616,0.616,0.594,0.616,0.474,0.477,0.257,0.474,1.04,1.04,15,15,15,15,True,0,0
2019-05-28,420,417,3,655,554,0.563,0.564,0.547,0.565,0.381,0.383,0.214,0.394,1.04,1.04,15,15,15,15,True,0,0
2019-06-04,421,418,3,655,554,0.61,0.61,0.58,0.609,0.634,0.637,0.342,0.627,0.946,0.946,13,13,13,13,True,0,0
2019-06-11,421,418,3,654,555,0.715,0.715,0.688,0.714,0.573,0.575,0.307,0.564,1.1,1.1,18,18,18,18,True,0,0
2019-06-18,420,417,3,655,554,0.749,0.749,0.717,0.748,0.695,0.698,0.371,0.68,1.166,1.166,22,22,22,22,True,0,0
2019-06-25,421,417,4,655,554,0.768,0.768,0.742,0.766,0.547,0.552,0.288,0.529,1.166,1.166,22,22,22,22,True,0,0
2019-07-02,422,418,4,655,554,0.792,0.792,0.759,0.79,0.702,0.706,0.37,0.679,1.166,1.166,22,22,22,22,True,0,0
2019-07-10,422,418,4,655,554,0.776,0.776,0.742,0.774,0.712,0.716,0.378,0.693,1.166,1.166,22,22,22,22,True,0,0
2019-07-17,423,419,4,655,554,0.731,0.731,0.701,0.729,0.63,0.634,0.332,0.609,1.166,1.166,22,22,22,22,True,0,0
2019-07-24,423,419,4,655,554,0.775,0.775,0.739,0.774,0.765,0.767,0.412,0.754,1.166,1.166,22,22,22,22,True,0,0
2019-07-31,423,419,4,656,553,0.69,0.69,0.665,0.691,0.548,0.55,0.304,0.558,1.166,1.166,22,22,18,22,True,0,0
2019-08-07,424,420,4,656,553,0.606,0.606,0.581,0.604,0.534,0.534,0.286,0.522,1.04,1.04,15,15,15,15,True,0,0
2019-08-14,427,423,4,656,553,0.49,0.49,0.476,0.49,0.313,0.315,0.172,0.315,0.846,0.846,10,10,10,10,True,0,0
2019-08-21,427,423,4,656,553,0.583,0.584,0.553,0.581,0.639,0.643,0.335,0.613,0.946,0.946,13,13,13,13,True,0,0
2019-08-28,426,422,4,656,553,0.555,0.555,0.528,0.554,0.591,0.594,0.315,0.577,0.946,0.946,13,13,13,13,True,0,0
2019-09-05,426,422,4,656,553,0.652,0.652,0.62,0.65,0.687,0.691,0.363,0.664,1.001,1.001,15,15,15,15,True,0,0
2019-09-12,426,422,4,656,553,0.781,0.781,0.747,0.778,0.702,0.706,0.367,0.672,1.1,1.1,18,18,18,18,True,0,0
2019-09-19,426,422,4,656,553,0.747,0.748,0.716,0.745,0.654,0.658,0.345,0.634,1.166,1.166,22,22,22,22,True,0,0
2019-09-26,427,423,4,658,551,0.718,0.719,0.687,0.714,0.637,0.642,0.323,0.593,1.166,1.166,22,22,22,22,True,0,0
2019-10-03,427,423,4,658,551,0.634,0.634,0.604,0.63,0.606,0.609,0.315,0.575,1.1,1.1,18,18,15,18,True,0,0
2019-10-10,427,423,4,657,552,0.628,0.628,0.597,0.624,0.635,0.638,0.326,0.598,1.1,1.1,18,18,15,18,True,0,0
2019-10-17,427,423,4,657,552,0.66,0.661,0.628,0.658,0.674,0.678,0.356,0.654,1.1,1.1,18,18,18,18,True,0,0
2019-10-24,427,423,4,657,552,0.679,0.68,0.649,0.677,0.633,0.636,0.335,0.613,1.1,1.1,18,18,18,18,True,0,0
2019-10-31,427,423,4,657,552,0.742,0.743,0.716,0.741,0.568,0.573,0.301,0.552,1.166,1.166,22,22,22,22,True,0,0
2019-11-07,428,424,4,657,552,0.797,0.797,0.766,0.796,0.663,0.665,0.356,0.651,1.166,1.166,22,22,22,22,True,0,0
2019-11-14,428,424,4,657,552,0.785,0.785,0.753,0.784,0.682,0.685,0.367,0.671,1.166,1.166,22,22,22,22,True,0,0
2019-11-21,429,425,4,657,552,0.763,0.763,0.735,0.762,0.609,0.611,0.328,0.599,1.166,1.166,22,22,22,22,True,0,0
2019-11-29,429,425,4,657,552,0.754,0.754,0.727,0.752,0.58,0.584,0.31,0.565,1.166,1.166,22,22,22,22,True,0,0
2019-12-06,430,426,4,657,552,0.757,0.758,0.721,0.755,0.776,0.78,0.413,0.756,1.166,1.166,22,22,22,22,True,0,0
2019-12-13,433,429,4,657,552,0.751,0.751,0.72,0.749,0.671,0.675,0.358,0.655,1.166,1.166,22,22,22,22,True,0,0
2019-12-20,433,429,4,657,552,0.807,0.807,0.769,0.804,0.8,0.802,0.425,0.774,1.166,1.166,22,22,22,22,True,0,0
2019-12-30,433,431,2,659,550,0.791,0.791,0.762,0.791,0.639,0.641,0.349,0.635,1.166,1.166,22,22,22,22,True,0,0
