date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions
2016-06-27,501772.1016337004,301074.36026540666,2,1.0,-0.010678579439066879,0.0,False,2
2016-06-28,507238.1719981039,405728.16566570644,1,1.0,0.0,1.0,False,5
2016-06-29,508396.29826344975,405784.5167998267,1,1.0,0.0,1.0,False,5
2016-06-30,509857.42498534685,405840.87576049333,1,1.0,0.0,1.0,False,5
2016-07-01,510121.4091492905,405893.6994935288,1,1.0,0.0,1.0,False,5
2016-07-05,509788.62089945865,405946.53010203433,1,1.0,-0.0007559354526611298,1.0,False,5
2016-07-06,510227.07724266645,405999.36758690473,1,1.0,0.0,1.0,False,5
2016-07-07,509527.0308272089,406052.21194903506,1,1.0,-0.0014755994167471676,1.0,False,5
2016-07-08,511788.8945500993,511788.8945500993,0,1.0,0.0,1.0,False,5
2016-07-11,511855.5083427233,511855.5083427233,0,1.0,0.0,1.0,False,5
2016-07-12,511922.13080571394,511922.13080571394,0,1.0,0.0,1.0,False,5
2016-07-13,511988.76194019977,511988.76194019977,0,1.0,0.0,1.0,False,5
2016-07-14,512055.4017473094,512055.4017473094,0,1.0,0.0,1.0,False,5
2016-07-15,512122.05022817175,512122.05022817175,0,1.0,0.0,1.0,False,5
2016-07-18,512188.7073839157,512188.7073839157,0,1.0,0.0,1.0,False,5
2016-07-19,512255.37321567046,512255.37321567046,0,1.0,0.0,1.0,False,5
2016-07-20,512322.0477245652,512322.0477245652,0,1.0,0.0,1.0,False,5
2016-07-21,512388.73091172933,512388.73091172933,0,1.0,0.0,1.0,False,5
2016-07-22,512455.42277829244,512455.42277829244,0,1.0,0.0,1.0,False,5
2016-07-25,512522.1233253842,512522.1233253842,0,1.0,0.0,1.0,False,5
2016-07-26,512588.8325541345,512588.8325541345,0,1.0,0.0,1.0,False,5
2016-07-27,512655.55046567327,512655.55046567327,0,1.0,0.0,1.0,False,5
2016-07-28,512722.2770611307,512722.2770611307,0,1.0,0.0,1.0,False,5
2016-07-29,512789.01234163705,512789.01234163705,0,1.0,0.0,1.0,False,5
2016-08-01,512856.57025913603,512856.57025913603,0,1.0,0.0,1.0,False,5
2016-08-02,512924.1370771226,512924.1370771226,0,1.0,0.0,1.0,False,5
2016-08-03,512991.7127967692,512991.7127967692,0,1.0,0.0,1.0,False,5
2016-08-04,513059.2974192488,513059.2974192488,0,1.0,0.0,1.0,False,5
2016-08-05,513126.89094573417,513126.89094573417,0,1.0,0.0,1.0,False,5
2016-08-08,513194.49337739847,513194.49337739847,0,1.0,0.0,1.0,False,5
2016-08-09,513262.10471541487,513262.10471541487,0,1.0,0.0,1.0,False,5
2016-08-10,513329.7249609567,513329.7249609567,0,1.0,0.0,1.0,False,5
2016-08-11,513397.3541151976,513397.3541151976,0,1.0,0.0,1.0,False,5
