symbol,entry_date,exit_date,exit_reason,entry_price,exit_price,shares,pnl,return,sector
CMCSA,2000-01-03,2000-01-04,R_STOP,9.910321235656738,9.16837215423584,2018.0,-1504.3162463073731,-0.0752194670278515,Unknown
C,2000-01-04,2000-01-05,R_PROFIT,194.01632690429688,201.81605529785156,101.0,787.4190677490234,0.04018336249299452,Unknown
ADBE,2000-01-04,2000-01-07,R_PROFIT,14.909398078918457,16.072982788085938,1321.0,1532.4719008102418,0.07780895667463687,Unknown
GE,2000-01-04,2000-01-07,R_PROFIT,124.44136047363281,130.76068115234375,158.0,997.8996672363281,0.05075338821974035,Unknown
MS,2000-01-05,2000-01-07,R_PROFIT,29.31861114501953,30.809669494628906,274.0,407.59098779296875,0.050737681340068265,Unknown
CMCSA,2000-01-04,2000-01-10,R_PROFIT,9.16837215423584,10.135554313659668,2149.0,2070.952960601807,0.10510940690584877,Unknown
AXP,2000-01-05,2000-01-10,R_PROFIT,30.245941162109375,31.7479305267334,266.0,398.59817098999025,0.049543486069504664,Unknown
AAPL,2000-01-10,2000-01-11,R_STOP,0.7322213053703308,0.6947671175003052,20476.0,-838.5779508266448,-0.05593143434868028,Unknown
MS,2000-01-07,2000-01-12,R_PROFIT,30.809669494628906,32.14362716674805,483.0,642.6110556335449,0.04318312055736531,Unknown
AAPL,2000-01-12,2000-01-13,R_PROFIT,0.6531002521514893,0.7247298955917358,27444.0,1869.749934574127,0.10431728240160537,Unknown
QCOM,2000-01-18,2000-01-19,R_PROFIT,43.071353912353516,45.413658142089844,424.0,991.6529934082031,0.05430068983890297,Unknown
LOW,2000-01-07,2000-01-20,R_STOP,9.37763500213623,8.860016822814941,1589.0,-828.0567869415283,-0.05557032015029142,Unknown
PG,2000-01-21,2000-01-25,R_STOP,25.777679443359375,24.4754581451416,827.0,-1079.8315136260987,-0.050653174622905875,Unknown
INTU,2000-01-24,2000-01-25,R_PROFIT,29.76141357421875,30.972776412963867,573.0,692.1054066009522,0.0405848611905802,Unknown
ADBE,2000-01-24,2000-01-25,R_PROFIT,15.033514976501465,15.638579368591309,1135.0,682.7755850219727,0.040014886274443134,Unknown
AMGN,2000-01-26,2000-01-28,R_STOP,43.37342834472656,40.3719482421875,336.0,-1009.673314453125,-0.069281590531785,Unknown
CMCSA,2000-01-26,2000-01-28,R_STOP,9.870573997497559,9.115373611450195,1477.0,-1120.6004701919555,-0.07686486988899664,Unknown
QCOM,2000-01-28,2000-01-31,R_PROFIT,34.24414825439453,39.33530807495117,328.0,1668.7524211425782,0.14857019607441235,Unknown
INTU,2000-01-28,2000-01-31,R_PROFIT,25.438982009887695,26.567768096923828,442.0,497.3764504699707,0.04423471373967533,Unknown
CMCSA,2000-01-31,2000-02-02,R_PROFIT,9.141874313354492,9.936817169189453,1278.0,1011.4639697570801,0.08657336873236351,Unknown
ADBE,2000-02-01,2000-02-02,R_PROFIT,13.869932174682617,15.219690322875977,674.0,907.3779918823242,0.09706306644027735,Unknown
MSFT,2000-01-24,2000-02-03,R_TIME,30.854154586791992,31.577905654907227,553.0,398.2988406677246,0.023343730455786287,Unknown
GE,2000-01-24,2000-02-03,R_TIME,119.36436462402344,120.33663177490234,142.0,137.56493542480467,0.008116049994739642,Unknown
