computed_at,equity_mom_63d_ret,equity_mom_252d_ret,equity_trend_sma200_dist,equity_above_sma200,vol_realized_20d,vol_vix_current,vol_vix_zscore_252,breadth_pct_above_sma200_proxy,breadth_pct_pos_20d_ret_proxy,breadth_valid_tickers,stress_spy_dd_6m,stress_10d_ret,meanrev_pct_deep_below_ma50_proxy,liq_spy_vol_zscore_20d,spy_vs_sma200_flag
2026-05-30 08:48,-0.015772493372794405,0.20269109751525427,0.018556322368160405,1.0,0.12245239795939068,25.329999923706055,1.1631417069829009,0.7,0.26666666666666666,30.0,-0.03804506363719651,-0.016609568164146604,0.13333333333333333,-0.2179382914606441,1.0
