date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions,compass_account,rattle_account,catalyst_account,efa_value,recycled_pct,n_compass,n_rattle,n_catalyst,n_efa
2000-02-17,98528.670513225,33640.150248374,9,0.6192352506052864,-0.020563209407811683,0.5,False,4,65908.61242927835,27574.03554669054,5046.022537256099,0.0,0.2261248356448983,4,5,0,0
2000-02-18,97018.25336749422,40333.661295910955,8,0.595872626403784,-0.035569148101023,0.5,False,4,64477.483254944294,26490.72091816328,6050.049194386643,0.0,0.23422464241414218,4,4,0,0
2000-02-22,96917.97494838978,38783.93779479182,9,0.6424901787409149,-0.03658404894906964,0.5,False,4,64039.64809240682,27060.736186764185,5817.590669218773,0.0,0.262082523741967,4,5,0,0
2000-02-23,98860.56191627962,39460.21722496791,8,0.6415418712087008,-0.01722258312755444,0.5,False,4,67793.87262174056,25147.656710793857,5919.0325837451865,0.0,0.2518441586807277,4,4,0,0
2000-02-24,99341.64100102344,37353.63179309968,9,0.6200511758797366,-0.012502206585061331,0.5,False,4,67464.77653400175,26273.819698056745,5603.044768964952,0.0,0.23062340427696654,4,5,0,0
2000-02-25,98828.09847378229,40594.51757435071,7,0.6201238846322309,-0.017597920376242155,0.5,False,4,68410.58693382298,24328.333903806695,6089.177636152607,0.0,0.23229672421555045,4,3,0,0
2000-02-28,98986.03723675045,47677.81646582266,5,0.6516852517855617,-0.016027179592245942,0.5,False,4,69463.44579929792,22370.91896757912,7151.672469873399,0.0,0.23524923605836098,4,1,0,0
2000-02-29,99404.26972332601,51529.88721836252,4,0.7124304330097941,-0.011888536620887801,0.5,False,4,69774.58457276758,21900.20206780407,7729.483082754377,0.0,0.25209560069030756,4,0,0,0
2000-03-01,99182.34693186721,43297.48829136306,6,0.7175989224825061,-0.014086088695700518,0.5,False,4,68123.90395539485,24563.819732767897,6494.623243704458,0.0,0.2696100362144436,4,2,0,0
2000-03-02,99882.18467681283,40928.93957903704,7,0.7176719363049657,-0.007138877185194136,0.5,False,4,67899.97864204159,25842.865097915692,6139.340936855556,0.0,0.24428626924747143,4,3,0,0
2000-03-03,101720.16925044828,46995.443062066515,5,0.7040208382241328,0.0,0.5,False,4,71558.07784272633,23112.77494841196,7049.316459309977,0.0,0.24281241400086087,4,1,0,0
2000-03-06,102324.32687088587,48071.64768601973,5,0.6970282881353631,0.0,0.5,False,4,71626.27524152462,23487.30447645829,7210.747152902959,0.0,0.23921433125301375,4,1,0,0
2000-03-07,102675.94254482914,37931.78555122264,8,0.6668505039930632,0.0,0.5,False,4,66280.6160310225,30705.558681123257,5689.767832683396,0.0,0.2463783466742597,4,4,0,0
2000-03-08,102130.50991710316,38672.73569322447,8,0.6896888820193275,-0.00542182482932356,0.5,False,4,65341.50181392451,30988.097749194985,5800.910353983671,0.0,0.2639478582521325,4,4,0,0
2000-03-09,103539.1593672687,41357.31828907938,8,0.6425013258065903,0.0,0.5,False,4,67927.04499232917,29408.516631577608,6203.597743361907,0.0,0.26365416454513063,4,4,0,0
2000-03-10,103921.54711487645,45248.691843854744,7,0.6408583653030654,0.0,0.5,False,4,69438.68560570062,27695.557732597616,6787.303776578211,0.0,0.26680821997978277,4,3,0,0
2000-03-13,103627.5909310804,43326.37852045744,7,0.6645949226663469,-0.0029454834699909637,0.5,False,4,70423.671950488,26704.962202523755,6498.956778068616,0.0,0.26671776990972423,4,3,0,0
2000-03-14,101876.53386162203,39276.018909706036,8,0.6520000593071028,-0.019791869476113663,0.5,False,4,69472.96135714762,26512.169668018498,5891.402836455905,0.0,0.25314598747499245,4,4,0,0
2000-03-15,101623.5657959477,41565.85153995105,7,0.619357171703824,-0.022206187928974056,0.5,False,4,67857.06075100625,27531.6273139488,6234.877730992657,0.0,0.23727412077988905,4,3,0,0
2000-03-16,104081.58282284162,49155.932234417596,5,0.5213768520559598,0.0,0.5,False,4,72735.48957522192,23972.703412457067,7373.389835162639,0.0,0.25182920362015876,4,1,0,0
2000-03-17,104841.31449525057,49170.913089955706,5,0.523662613815625,0.0,0.5,False,4,73570.11622786443,23895.561303892795,7375.636963493355,0.0,0.24752627669237887,4,1,0,0
2000-03-20,104459.27699950754,49185.898511087886,5,0.5489559548649484,-0.0037868937335118753,0.5,False,4,73204.51405588836,23876.878166956005,7377.8847766631825,0.0,0.24924973018339128,4,1,0,0
2000-03-21,105276.79193894779,52803.29566130966,5,0.5395880451974159,0.0,0.5,False,4,71110.97301592435,26245.32457382699,7920.494349196449,0.0,0.24384066433038654,4,1,0,0
2000-03-22,106877.25067862586,52740.9289696624,5,0.5416134204996484,0.0,0.5,False,4,72747.2926032996,26218.818729876904,7911.139345449359,0.0,0.2797149076005674,4,1,0,0
2000-03-23,108531.66955714198,56742.38293033259,4,0.5696800973241939,0.0,0.5,False,4,75904.79937220074,24115.512745391352,8511.357439549889,0.0,0.27274896838581436,4,0,0,0
2000-03-24,108894.4816100824,53438.094414845225,5,0.5759766238549544,0.0,0.5,False,4,74846.08588935644,26032.68155849916,8015.714162226784,0.0,0.27115908490081286,4,1,0,0
2000-03-27,109654.73092811751,57129.6173824295,4,0.5712119267853332,0.0,0.5,False,4,76805.20093322053,24280.087387532534,8569.442607364424,0.0,0.2709247047123226,4,0,0,0
2000-03-28,108119.17704063191,55180.268249539164,4,0.5654791580944548,-0.014149684409598818,0.5,False,4,76390.5227971469,23451.614006054144,8277.040237430874,0.0,0.2784731925537732,4,0,0,0
2000-03-29,107438.65172301188,55623.427287286926,4,0.5650244085621989,-0.020338264975645493,0.5,False,4,75455.1810328219,23639.95659709694,8343.51409309304,0.0,0.26366537122861294,4,0,0,0
2000-03-30,105756.07625689087,43065.57423642937,8,0.5435706201572681,-0.03567426174654017,0.5,False,4,68422.32111843697,30873.9190029895,6459.836135464405,0.0,0.27602527589986425,4,4,0,0
2000-03-31,107235.86912674767,43807.7816760396,9,0.5517145461876583,-0.022147394163921877,0.5,False,4,69843.6503888855,30821.051486456236,6571.16725140594,0.0,0.2722682498006667,4,5,0,0
2000-04-03,106768.99157714489,45066.33880312387,9,0.560866228243115,-0.026436034901767123,0.5,False,4,69892.77103788589,30116.269718790412,6759.950820468581,0.0,0.27471404768385077,4,5,0,0
2000-04-04,106330.08153074367,43048.01528070544,9,0.5844482139704407,-0.03043069230983158,0.5,False,4,70524.55282913876,29348.326409499092,6457.202292105816,0.0,0.274590356917002,4,5,0,0
2000-04-05,106774.83768803813,46418.88878250724,7,0.579552694252689,-0.02636206445813952,0.5,False,4,72120.88296629777,27691.121404364283,6962.833317376086,0.0,0.26037420793515176,4,3,0,0
2000-04-06,108094.38748063616,51483.87999073711,5,0.6182140523840065,-0.01435737558350925,0.5,False,4,75261.14262525982,25110.662856765783,7722.581998610565,0.0,0.2561037421995117,4,1,0,0
2000-04-07,109273.67026319202,54940.03996874706,4,0.6236888232519293,-0.0036163874271503394,0.5,False,4,77683.14728116246,23349.516986717503,8241.00599531206,0.0,0.25270422024938094,4,0,0,0
2000-04-10,108241.96845039453,54956.783599975635,4,0.6357802515418411,-0.013036428951603028,0.5,False,4,76641.81788040855,23356.633029989644,8243.517539996345,0.0,0.2576454224100402,4,0,0,0
2000-04-11,107868.02105401497,53236.626354267595,4,0.6598785659706351,-0.01643428350651489,0.5,False,4,77256.9609003111,22625.566200563728,7985.493953140139,0.0,0.2595543944150952,4,0,0,0
2000-04-12,105063.2813883016,48700.85362881406,5,0.6149090102602336,-0.041946603505959336,0.5,False,4,73525.77530164675,24232.37804233276,7305.1280443221085,0.0,0.2567496269633926,4,1,0,0
2000-04-13,103962.44994465537,37348.24161935142,8,0.8051662737657992,-0.05199744936801301,0.5,False,4,68338.89378330368,30021.319918448964,5602.2362429027135,0.0,0.25391038667945126,4,4,0,0
2000-04-14,99933.57692267346,50664.14592779139,9,0.15,-0.08874144947280321,0.5,False,4,56175.036909151895,36158.918124352844,7599.621889168708,0.0,0.249796667676191,4,5,0,0
2000-04-17,103740.20385927992,53398.59777686537,9,0.49282886566525186,-0.05406961943429814,0.5,False,4,59490.08770945124,36240.326483298886,8009.789666529805,0.0,0.2681834608971231,4,5,0,0
2000-04-18,105374.47985308206,57010.9186779143,9,0.4827257149120427,-0.03917682253236924,0.5,False,4,61947.722184036335,34875.119867358575,8551.637801687144,0.0,0.28982262016654525,4,5,0,0
2000-04-19,104631.86689575517,49296.76097221028,9,0.48292217967423445,-0.0459313306664458,0.5,False,4,65556.41545009181,31680.937299831825,7394.514145831541,0.0,0.3224383070076084,4,5,0,0
2000-04-20,104601.26404303242,48301.73359813533,7,0.49425186925818904,-0.04620450699679312,0.5,False,4,70559.84133604309,26796.16266726904,7245.2600397203,0.0,0.319962537422475,4,3,0,0
2000-04-24,104510.06615248445,45600.70020489786,5,0.49516284431111607,-0.04703211169713797,0.5,False,4,76567.93490841694,21102.02621333281,6840.105030734679,0.0,0.27318216770946435,4,1,0,0
2000-04-25,106723.80937373947,45614.59756115078,5,0.43969158428856675,-0.02685537491821857,0.5,False,4,78700.52577478078,21181.09396478608,6842.189634172617,0.0,0.19415358714219674,4,1,0,0
2000-04-26,106837.15719128888,45628.49915278846,5,0.43767211334294226,-0.025821734315525768,0.5,False,4,78844.8988767845,21147.983441586097,6844.2748729182695,0.0,0.19344715574233506,4,1,0,0
2000-04-27,107341.84696402411,60335.60917570271,5,0.4377338195909146,-0.021204345253494575,0.5,False,4,70873.49165450202,27418.013933166694,9050.341376355405,0.0,0.19166651698342213,4,1,0,0
2000-04-28,106920.67590359489,56220.19113472981,6,0.4431464175494656,-0.025074764649926612,0.5,False,4,71068.53003520577,27419.11719817966,8433.02867020947,0.0,0.325,4,2,0,0
2000-05-01,109051.58041390675,50020.84054438441,6,0.4416278701813765,-0.005620396490549916,0.5,False,4,76077.65936294396,25470.794969305116,7503.126081657661,0.0,0.29871693266488336,4,2,0,0
2000-05-02,108679.42534060433,48604.141069080564,6,0.4345481360789997,-0.009022924606333022,0.5,False,4,75000.94752712201,26387.856653120227,7290.621160362084,0.0,0.24989393770554738,4,2,0,0
2000-05-03,106125.48163677903,41621.481105757324,9,0.42494889052056184,-0.03231980836611431,0.5,False,4,69565.14156641543,30317.11790450001,6243.222165863598,0.0,0.2611142731118786,4,5,0,0
2000-05-04,106612.78455594544,58952.82663837256,8,0.4229108221330864,-0.02780024161075398,0.5,False,4,63637.737886196715,34132.12267399284,8842.923995755884,0.0,0.2588494725908987,4,4,0,0
2000-05-05,107177.56614318288,58672.44333345939,9,0.4209965529660239,-0.022760956621668462,0.5,False,4,64033.90935390421,34342.79028925976,8800.866500018908,0.0,0.325,4,5,0,0
2000-05-08,108100.17110466141,52107.33004759513,9,0.42214587686813254,-0.014316840337266615,0.5,False,4,68707.91621307026,31576.15538445189,7816.09950713927,0.0,0.32499999999999996,4,5,0,0
2000-05-09,107766.04847579068,52123.85137962213,9,0.4215946110215657,-0.017374569872436605,0.5,False,4,68515.94653867575,31431.52423017161,7818.577706943319,0.0,0.31971217478776875,4,5,0,0
2000-05-10,105041.42042100512,54028.55120789969,9,0.4138121735188883,-0.04218403563894477,0.5,False,4,66770.12382157845,30167.013918241708,8104.282681184954,0.0,0.32500000000000007,4,5,0,0
2000-05-11,107733.56239220343,57271.06195031242,8,0.4128562758311139,-0.017649272474668392,0.5,False,4,69541.35175227252,29601.55134738406,8590.659292546863,0.0,0.3197903105777127,4,4,0,0
2000-05-12,107847.73805211936,55844.14775728434,9,0.4135292590358053,-0.01663047661928737,0.5,False,4,68963.2585043548,30507.857384171894,8376.62216359265,0.0,0.32499999999999996,4,5,0,0
2000-05-15,109645.50337984556,59458.44877944444,7,0.5028824951922926,-0.00022623842744402275,0.5,False,4,72297.33189706417,28429.40416586472,8918.767316916666,0.0,0.3230808189605877,4,3,0,0
2000-05-16,109181.0369320648,61382.891678440385,5,0.5443324681349071,-0.004491380310606258,0.5,False,4,72553.5142621276,27420.088918171146,9207.433751766057,0.0,0.3243419187046491,4,1,0,0
2000-05-17,109585.66165149445,61402.35395242891,5,0.5694565595653878,-0.0008073664479613114,0.5,False,4,73003.32305957293,27371.985499057188,9210.353092864336,0.0,0.3218814479621279,4,1,0,0
2000-05-18,110231.81747169075,52896.718162606805,5,0.5659076961032055,0.0,0.5,False,4,77487.22366271334,24810.086084586408,7934.50772439102,0.0,0.31816457331055137,4,1,0,0
2000-05-19,108976.97087509515,52913.48978078614,5,0.5549557844618096,-0.011535854564871948,0.5,False,4,76304.22191868463,24735.725489292607,7937.0234671179205,0.0,0.2560949857942302,4,1,0,0
2000-05-22,108345.42511146657,45760.60508482078,9,0.5578256632418102,-0.017240511682049986,0.5,False,4,67327.08812633902,34154.24622240442,6864.090762723117,0.0,0.2598912326895736,4,5,0,0
2000-05-23,107985.56751703551,48797.41010734745,9,0.6757879894464506,-0.020506928251300044,0.5,False,4,68880.99848730842,31784.957513624988,7319.611516102118,0.0,0.2947005868424265,4,5,0,0
2000-05-24,108622.64696308023,50751.65893416181,9,0.6507863498350923,-0.014734914320721847,0.5,False,4,69933.00551776306,31076.8926051929,7612.748840124271,0.0,0.30469444311962196,4,5,0,0
2000-05-25,107653.46769181736,46217.322538459324,8,0.6338853014624902,-0.023498297953880625,0.5,False,4,74272.32248736835,26448.546823680113,6932.598380768898,0.0,0.30860303904717296,4,4,0,0
2000-05-26,106372.71208012689,46231.97636413719,8,0.6338366030671154,-0.03514193366390391,0.5,False,4,73093.43578627612,26344.4798392302,6934.7964546205785,0.0,0.24750073752138868,4,4,0,0
2000-05-30,107768.47222755247,49191.61608848752,7,0.5725477591976804,-0.022443851928351737,0.5,False,4,72146.40522843073,28243.32458584862,7378.742413273128,0.0,0.24456121377008785,4,3,0,0
2000-05-31,109029.43812285934,49396.259184571674,7,0.5932367716460764,-0.011045370042287056,0.5,False,4,73729.25436873488,27890.74487643872,7409.43887768575,0.0,0.26624823038453277,4,3,0,0
2000-06-01,109511.81759265586,49411.29368091872,7,0.6124725125989807,-0.006668078166911298,0.5,False,4,74196.22578091428,27903.897759603773,7411.694052137808,0.0,0.2641736180529207,4,3,0,0
2000-06-02,108420.05994312643,53315.35427470079,7,0.5988656137872088,-0.016514139019768538,0.5,False,4,71333.17450061154,29089.582301309754,7997.303141205118,0.0,0.26869430804966093,4,3,0,0
2000-06-05,108470.01110708392,50556.447974228664,9,0.6028853641381635,-0.016126865522275883,0.5,False,4,70178.47631481398,30708.067596135654,7583.467196134299,0.0,0.30103610419865834,4,5,0,0
2000-06-06,109548.44524334426,51058.41502356266,7,0.6058287756211533,-0.0062808789458989695,0.5,False,4,74660.80039809254,27228.882591717316,7658.762253534398,0.0,0.29770640871860776,4,3,0,0
2000-06-07,109363.13354524103,53855.64526811377,6,0.610616829286723,-0.00800308246044446,0.5,False,4,75531.77602010395,25753.01073492003,8078.346790217065,0.0,0.2685797146229652,4,2,0,0
2000-06-08,109641.09132399502,50990.75906128669,7,0.6549189431638986,-0.005506041171805078,0.5,False,4,74578.35687677091,27414.120588031095,7648.613859193003,0.0,0.2673788473695251,4,3,0,0
2000-06-09,109674.87836007214,42503.50075210205,9,0.6897821620339027,-0.005141880003070898,0.5,False,4,73158.55240309257,30140.800844164245,6375.525112815308,0.0,0.2674684012251918,4,5,0,0
2000-06-12,109855.64774563228,42516.43733348176,9,0.6819937683711448,-0.0035298910637857387,0.5,False,4,73295.54298813167,30182.63915747834,6377.465600022263,0.0,0.2472260194960045,4,5,0,0
2000-06-13,110286.26386844616,44514.073918118556,8,0.6772908213400985,0.0,0.5,False,4,73956.79985597599,29652.352924752387,6677.111087717783,0.0,0.24628534840480462,4,4,0,0
2000-06-14,110903.87402612473,47369.95966538036,7,0.6847312978369476,0.0,0.5,False,4,75495.97869188155,28302.40138443613,7105.4939498070535,0.0,0.25073475593904826,4,3,0,0
2000-06-15,110178.15977402122,45154.755064334095,8,0.6968247461792174,-0.006672156587264796,0.5,False,4,74070.39486556915,29334.55164880195,6773.213259650114,0.0,0.25183661827490006,4,4,0,0
2000-06-16,110687.46462233679,51143.034766669334,5,0.7062779177688046,-0.002033084026164652,0.5,False,4,78420.23185760666,24595.77754972973,7671.4552150004,0.0,0.24407326782983269,4,1,0,0
2000-06-19,109428.27018271499,51158.600920505065,5,0.727780561622896,-0.013445607832366775,0.5,False,4,77218.67355517323,24535.806489465995,7673.790138075759,0.0,0.2429631923792348,4,1,0,0
2000-06-20,108370.0967993419,53069.12478873807,4,0.735430336217617,-0.02291203630776247,0.5,False,4,77855.35004581751,22554.37803521368,7960.3687183107095,0.0,0.248002762651788,4,0,0,0
