symbol,entry_date,exit_date,exit_reason,entry_price,exit_price,shares,pnl,return,sector
DHI,2018-01-02,2018-01-09,hold_expired,46.6193962097168,48.2354736328125,530.9471889366097,856.1934497353054,0.0345902683046675,Consumer
DLTR,2018-01-02,2018-01-09,hold_expired,108.69000244140625,109.69000244140625,139.07017626638995,138.5834306494576,0.009168276544452226,Consumer
VLO,2018-01-02,2018-01-09,hold_expired,67.01986694335938,67.95869445800781,286.39475162570244,267.8728912464248,0.013955973912017946,Energy
URI,2018-01-02,2018-01-09,hold_expired,167.73497009277344,166.62371826171875,97.65077973640675,-108.85638551507739,-0.006645911883718245,Industrials
MAR,2018-01-02,2018-01-09,hold_expired,124.8990707397461,128.5970458984375,78.68380126349739,290.69534915940255,0.029579684915267582,Consumer
DHI,2018-01-09,2018-01-17,hold_expired,48.2354736328125,47.56895446777344,300.3418672195523,-201.2348071007174,-0.01389058953042554,Consumer
VLO,2018-01-09,2018-01-17,hold_expired,67.95869445800781,70.4574966430664,340.3170372050522,849.1938465504335,0.036717924100211484,Energy
DE,2018-01-09,2018-01-17,hold_expired,146.9833984375,148.60769653320312,114.70080192341106,185.906841333086,0.01102708273813874,Industrials
URI,2018-01-09,2018-01-17,hold_expired,166.62371826171875,174.10311889648438,83.69025838061962,625.6600557513734,0.04486696559623702,Industrials
OXY,2018-01-09,2018-01-17,hold_expired,61.323246002197266,62.117515563964844,215.53673962547802,170.43989313845185,0.012895102808798546,Energy
DE,2018-01-17,2018-01-24,hold_expired,148.60769653320312,150.5337371826172,139.46826523721657,268.13340922181106,0.012937019375604904,Industrials
DHI,2018-01-17,2018-01-24,hold_expired,47.56895446777344,47.340702056884766,253.2138046581099,-58.68290969981018,-0.004871925680974916,Consumer
PGR,2018-01-17,2018-01-24,hold_expired,44.203712463378906,42.73617172241211,585.1924032126554,-860.8418664300852,-0.033278669572957206,Financials
CAT,2018-01-17,2018-01-24,hold_expired,141.14324951171875,141.66378784179688,126.00805976354523,65.150996796528,0.003663216851438557,Industrials
TROW,2018-01-17,2018-01-24,hold_expired,86.0031967163086,86.98604583740234,124.07603679816476,121.51375758707844,0.011387357197014959,Financials
DE,2018-01-24,2018-01-31,hold_expired,150.5337371826172,147.71124267578125,151.85221733959338,-429.13353205254776,-0.018773163808506493,Industrials
TROW,2018-01-24,2018-01-31,hold_expired,86.98604583740234,82.49301147460938,221.70800683269155,-996.9176712295358,-0.051692594133984006,Financials
VLO,2018-01-24,2018-01-31,hold_expired,70.52971649169922,69.30921936035156,342.6158253930337,-419.3607874353827,-0.017354346397971284,Energy
BLK,2018-01-24,2018-01-31,hold_expired,481.0911560058594,459.91278076171875,30.211326442003376,-639.9325476545224,-0.04402881861308347,Financials
BA,2018-01-24,2018-01-31,hold_expired,318.9571838378906,337.71209716796875,27.340970272823466,512.6818344310917,0.05878975072594225,Industrials
HD,2018-01-31,2018-02-02,regime_reduce,165.4180450439453,159.7119903564453,75.2371448319399,-429.5705929493189,-0.03451591200937714,Consumer
FLR,2018-01-31,2018-02-05,position_stop,57.30582809448242,53.10466384887695,323.2560053281177,-1359.1829677803873,-0.07337236692004642,Industrials
BLK,2018-01-31,2018-02-05,position_stop,459.91278076171875,429.76226806640625,34.57580733777276,-1042.5993334138789,-0.06556463302752902,Financials
TROW,2018-01-31,2018-02-07,hold_expired,82.49301147460938,78.716796875,174.50882281867038,-659.5935453683742,-0.045818603685873906,Financials
DE,2018-01-31,2018-02-07,hold_expired,147.71124267578125,143.2910614013672,140.42914391771578,-621.2137743307967,-0.029948169105338988,Industrials
AMZN,2018-02-06,2018-02-08,position_stop,72.14199829101562,67.5250015258789,208.6698480102018,-964.1583577127082,-0.06404725228843769,Consumer
CPRI,2018-02-07,2018-02-08,position_stop,66.11000061035156,60.029998779296875,245.5647092268406,-1493.8933582238967,-0.092020901147929,Consumer
STX,2018-02-05,2018-02-12,hold_expired,36.1409912109375,35.791595458984375,694.1586966415684,-244.9656552261275,-0.009764418189126111,Technology
FLR,2018-02-07,2018-02-14,hold_expired,53.85048294067383,54.16203308105469,294.41998595338623,90.69611800387128,0.005720471267086556,Industrials
JKHY,2018-02-08,2018-02-15,hold_expired,104.03484344482422,109.98381805419922,72.84837728978006,433.1181775105577,0.05714887832294604,Technology
AMZN,2018-02-12,2018-02-20,hold_expired,69.3115005493164,73.4175033569336,144.8648764823635,594.3085624940135,0.059189352057068545,Consumer
CPRI,2018-02-14,2018-02-22,hold_expired,63.380001068115234,63.77000045776367,74.64977654774353,28.85209307309512,0.006098128481144424,Consumer
FLR,2018-02-14,2018-02-22,hold_expired,54.16203308105469,54.86064910888672,113.61161492255431,78.97325448054828,0.012834009144224232,Industrials
STX,2018-02-15,2018-02-23,hold_expired,37.502197265625,38.79059600830078,279.361727522719,358.9515324456758,0.034261958934697835,Technology
EL,2018-02-20,2018-02-27,hold_expired,125.74427032470703,126.46768188476562,83.51744069649382,60.12517102391395,0.005725203686812765,Consumer
AMZN,2018-02-22,2018-03-01,hold_expired,74.26699829101562,74.67250061035156,73.40190120337284,29.507734527423228,0.005412933450746041,Consumer
NTAP,2018-02-22,2018-03-01,hold_expired,47.50396728515625,49.133644104003906,107.84610325201454,175.37683311147688,0.034232442294473246,Technology
FLR,2018-02-23,2018-03-02,hold_expired,54.898414611816406,53.62046432495117,193.31993563304667,-247.7298869737363,-0.02334220935023893,Industrials
STX,2018-02-27,2018-03-06,hold_expired,38.48487091064453,40.93068313598633,275.64999017656896,673.2233409235806,0.06346161926884047,Technology
AMZN,2018-03-01,2018-03-08,hold_expired,74.67250061035156,77.59300231933594,52.82550339549326,154.09208368261375,0.03906393498465488,Consumer
EL,2018-03-01,2018-03-08,hold_expired,125.34571075439453,130.63858032226562,53.378341103500325,282.3377730162973,0.04219824943380164,Consumer
FLR,2018-03-02,2018-03-09,hold_expired,53.62046432495117,55.44918441772461,197.65238235562737,360.7590996600291,0.0340396174436727,Industrials
BA,2018-03-06,2018-03-13,hold_expired,334.1596984863281,324.34332275390625,32.0154854190632,-314.3880883283651,-0.029386774577855466,Industrials
FLR,2018-03-09,2018-03-14,regime_reduce,55.44918441772461,54.48270797729492,130.60165322074772,-126.6805267052933,-0.01749306956658554,Industrials
AMZN,2018-03-08,2018-03-15,hold_expired,77.59300231933594,79.11599731445312,94.18873151515831,143.11930613371956,0.019582886983334758,Consumer
KR,2018-03-08,2018-03-15,hold_expired,19.38258171081543,19.93082046508789,177.78460516412224,96.84616434592527,0.02810455090038383,Consumer
KSS,2018-03-09,2018-03-16,hold_expired,41.2559814453125,41.76500701904297,85.87847107507775,43.41376336132415,0.012253388624400462,Consumer
NFLX,2018-03-13,2018-03-20,hold_expired,31.58799934387207,31.75,339.69755110830926,53.842284735717946,0.005017749126890434,Telecom
STX,2018-03-15,2018-03-22,hold_expired,43.361915588378906,43.42909240722656,75.19056173828557,4.787895778862323,0.0014684964440252217,Technology
NTAP,2018-03-15,2018-03-22,hold_expired,51.62276077270508,50.398475646972656,54.17078437633136,-66.51008330651791,-0.023783794344869647,Technology
AMZN,2018-03-15,2018-03-22,hold_expired,79.11599731445312,77.24600219726562,72.39789582971954,-135.63710433162885,-0.02368035771250077,Consumer
M,2018-03-20,2018-03-23,regime_reduce,20.887496948242188,19.645660400390625,582.0655759896064,-724.8675350261277,-0.059621148045523244,Consumer
NFLX,2018-03-22,2018-03-28,position_stop,30.670000076293945,28.57699966430664,96.98143469447747,-203.3216177920919,-0.0683567136215227,Telecom
