date,portfolio_value,cash,n_positions,leverage,drawdown,regime_score,crash_active,max_positions
2018-05-15,95157.2880707489,57887.008427763445,4,0.15,-0.08872066117862679,0.4995850250782408,True,4
2018-05-16,94733.73615299456,57379.82308728848,5,0.15,-0.09276908852665691,0.5238211802674793,True,5
2018-05-17,94495.95004093176,64642.45687145486,5,0.15,-0.09504222912554776,0.5339413534805979,True,5
2018-05-18,94765.00726825926,64652.71757889477,5,0.15,-0.09249440118336075,0.5469627439186568,True,5
2018-05-21,95129.59386029546,64662.979915018404,5,0.15,-0.08900261942576441,0.5530252763988309,True,5
2018-05-22,94878.63393807824,63763.387170662434,5,0.15,-0.09137803888012132,0.5524093740518552,True,5
2018-05-23,95207.07362293614,62999.72446222166,5,0.15,-0.08823421781360817,0.5712601907813926,True,5
2018-05-24,95472.17058611561,63658.10629404675,5,0.15,-0.08570422858638987,0.6139227673424372,True,5
2018-05-25,95595.91423625802,63668.21075536327,5,0.15,-0.08453496329596878,0.6150173523939333,True,5
2018-05-29,95695.91885829312,70981.21047182051,4,0.15,-0.08357440059575283,0.529593911628402,True,4
2018-05-30,96151.55138378797,70501.53573673728,5,0.15,-0.07919229121039174,0.5071843348426949,True,5
2018-05-31,96087.04525845672,69645.34520109158,4,0.15,-0.07982524757415867,0.4921883495650076,True,4
2018-06-01,96380.15560136439,62511.13826199206,4,0.15,-0.07699882173112099,0.49377905491341556,True,4
2018-06-04,96621.74781319108,62520.96144086181,4,0.15,-0.07470743471597897,0.49117484230777586,True,4
2018-06-05,96971.94526174714,62530.786163373945,4,0.15,-0.07135346295280379,0.4983543951643094,True,4
2018-06-06,96910.14792840772,64026.03022607471,5,0.15,-0.07193120091422067,0.5048971595400881,True,5
2018-06-07,96616.72967347877,75735.91334505941,4,0.15,-0.07475638343838689,0.49802361044947463,True,4
2018-06-08,96667.73019789385,73934.2646657492,5,0.15,-0.074245662248079,0.5023619288079693,True,5
2018-06-11,96722.32297750114,73945.88290733953,5,0.15,-0.07376137661865094,0.5037440555020313,True,5
2018-06-12,96888.3825676617,73957.50297465354,5,0.15,-0.0721709723758755,0.5651849832193795,True,5
2018-06-13,97079.77409164442,72466.43091677867,5,0.15,-0.07031236167135066,0.5924954434035732,True,5
2018-06-14,97173.95929510226,72477.81849877987,5,0.15,-0.06943365873005623,0.6753223519256171,True,5
2018-06-15,97157.0858160672,73076.3387007303,5,0.15,-0.06956858284678291,0.7151636417033072,True,5
2018-06-18,97429.9264154072,73087.82212538327,5,0.15,-0.06698307313435149,0.7129152624988278,True,5
2018-06-19,97224.66344953497,73099.30735457441,5,0.15,-0.0689489791722899,0.6905679511231679,True,5
2018-06-20,97599.40227621133,72998.38289104012,5,0.15,-0.06532602458037086,0.729626097507285,True,5
2018-06-21,97459.60297667063,73009.85406549442,5,0.15,-0.06669873104488389,0.6952541403053285,True,5
2018-06-22,97230.5207694778,73261.59632557957,5,0.15,-0.06886339375967998,0.7041364664240555,True,5
2018-06-25,97009.34402576547,76585.86725418856,4,0.15,-0.07100646611208078,0.5436866474131297,True,4
2018-06-26,96968.99420602231,70999.568247843,4,0.15,-0.07135999942240069,0.5501274064192099,True,4
2018-06-27,96632.65129495377,68198.05853786609,4,0.15,-0.07458646447207774,0.5185873777293968,True,4
2018-06-28,97036.0764300345,68208.77537563632,4,0.15,-0.07074779625249665,0.5209846325291481,True,4
2018-06-29,97241.06784168344,63299.73744977457,4,0.15,-0.06877044869006597,0.5134976576080396,True,4
2018-07-02,97532.99287458288,63309.68455137382,4,0.15,-0.06598124880395703,0.5028612826198287,True,4
2018-07-03,97286.48269789713,75338.17998994818,3,0.15,-0.06831408318907443,0.4982881669769499,True,3
2018-07-05,97450.56763899761,74636.07512482886,4,0.15,-0.0667526239531948,0.4926885592882265,True,4
2018-07-06,97519.15477092919,74647.8036509199,4,0.15,-0.06613084351828412,0.488819665299116,True,4
2018-07-09,97556.42528598726,73030.30537303236,4,0.15,-0.06575521124975754,0.48652313014635135,True,4
2018-07-10,97684.5405046735,62632.76541547927,5,0.15,-0.06453907372662661,0.5566124275670719,True,5
2018-07-11,97492.94050147463,62642.60770718742,5,0.15,-0.0663638432237035,0.5221457881214262,True,5
2018-07-12,97960.41985459843,64459.087679229844,5,0.15,-0.061862629530979915,0.5608610598164956,True,5
2018-07-13,97965.03684196595,64469.21696443658,5,0.15,-0.061845128969160876,0.5588766407330192,True,5
2018-07-16,97568.51822489603,65364.837163570395,5,0.15,-0.06563178311257992,0.5590486441929593,True,5
2018-07-17,97615.90985136994,65342.66274480571,5,0.15,-0.06517940488105835,0.5666218530110981,True,5
2018-07-18,97644.81602132422,65352.930877522755,5,0.15,-0.06491334668948809,0.5891738079530444,True,5
2018-07-19,97815.0118995584,65106.3575104699,5,0.15,-0.06327327992865385,0.5761226331833704,True,5
2018-07-20,97856.46991566046,65116.58850950726,5,0.15,-0.06288589371096748,0.5890243854981307,True,5
2018-07-23,97690.49655244754,65150.66326977768,5,0.15,-0.06446400283809783,0.6345235228239214,True,5
2018-07-24,97128.08725729065,64913.92742202717,5,0.15,-0.06985092074203982,0.6432567305179651,True,5
2018-07-25,97866.10387260439,64924.128182050634,5,0.15,-0.06279333568872467,0.6828223780679479,True,5
2018-07-26,97981.94393968699,65053.04429037287,5,0.15,-0.06166490756088384,0.7348553059681953,True,5
2018-07-27,97805.64815571299,65063.2669116185,5,0.15,-0.06337255459577652,0.65067764616978,True,5
2018-07-30,96698.80885294486,64534.94209860984,5,0.15,-0.07396597363663904,0.612422832421561,True,5
2018-07-31,96829.83361255779,66626.33412761129,5,0.15,-0.07269843403003678,0.614472162793748,True,5
2018-08-01,96751.14421834287,66636.59246794523,5,0.15,-0.0734723192740128,0.6144041045364854,True,5
2018-08-02,97503.784527493,64282.79684140416,5,0.15,-0.06625409737720009,0.6078207284684003,True,5
2018-08-03,97424.27981993971,64292.69435139403,5,0.15,-0.06702196396250243,0.600962921226418,True,5
2018-08-06,97805.32870309973,64886.91466793435,5,0.15,-0.06335288019258861,0.5978208851952118,True,5
2018-08-07,98048.83865147,65394.50081087275,5,0.15,-0.061032599521452215,0.606454124572446,True,5
2018-08-08,98043.49377404345,65404.569487981724,5,0.15,-0.061093133845954814,0.6627846432342175,True,5
2018-08-09,97530.72393540844,65514.18865938108,5,0.15,-0.06599698241145774,0.660863562311578,True,5
2018-08-10,97650.58447433244,65524.27576461911,5,0.15,-0.06485636604157166,0.6508928891942638,True,5
2018-08-13,97935.36438037182,65581.54909653863,5,0.15,-0.06209180513867747,0.6558396302001337,True,5
2018-08-14,98398.21806512162,65434.57820633215,5,0.15,-0.05768649911159148,0.6501711621353714,True,5
